Date,Arbitrum,Starknet,zkSync Era,Manta Pacific,OP Mainnet,Base,Blast
2021-05-28,1622243344000.00,,,,,,
2021-05-29,1755145.83,,,,,,
2021-05-30,3154000.00,,,,,,
2021-05-31,1217629.63,,,,,,
2021-06-01,1762142.86,,,,,,
2021-06-02,478657.30,,,,,,
2021-06-03,720583.33,,,,,,
2021-06-04,765510.00,,,,,,
2021-06-05,3908760.00,,,,,,
2021-06-06,1490672.41,,,,,,
2021-06-07,386008.93,,,,,,
2021-06-08,576113.33,,,,,,
2021-06-09,618299.27,,,,,,
2021-06-10,467760.64,,,,,,
2021-06-11,691056.91,,,,,,
2021-06-12,973056.18,,,,,,
2021-06-13,535863.35,,,,,,
2021-06-14,815981.13,,,,,,
2021-06-15,305411.15,,,,,,
2021-06-16,110750.64,,,,,,
2021-06-17,48285.07,,,,,,
2021-06-18,54063.24,,,,,,
2021-06-19,56488.56,,,,,,
2021-06-20,56442.27,,,,,,
2021-06-21,53035.61,,,,,,
2021-06-22,24154.04,,,,,,
2021-06-23,21033.84,,,,,,
2021-06-24,21875.10,,,,,,
2021-06-25,22055.38,,,,,,
2021-06-26,21587.81,,,,,,
2021-06-27,20371.85,,,,,,
2021-06-28,20135.63,,,,,,
2021-06-29,19937.92,,,,,,
2021-06-30,19854.12,,,,,,
2021-07-01,19801.10,,,,,,
2021-07-02,20056.46,,,,,,
2021-07-03,20009.03,,,,,,
2021-07-04,19946.21,,,,,,
2021-07-05,19177.48,,,,,,
2021-07-06,19134.76,,,,,,
2021-07-07,19852.41,,,,,,
2021-07-08,19083.94,,,,,,
2021-07-09,18649.70,,,,,,
2021-07-10,18704.85,,,,,,
2021-07-11,18654.00,,,,,,
2021-07-12,18402.17,,,,,,
2021-07-13,18179.39,,,,,,
2021-07-14,17136.51,,,,,,
2021-07-15,17469.89,,,,,,
2021-07-16,17696.93,,,,,,
2021-07-17,17939.17,,,,,,
2021-07-18,18360.31,,,,,,
2021-07-19,17999.79,,,,,,
2021-07-20,17918.55,,,,,,
2021-07-21,17796.29,,,,,,
2021-07-22,17232.69,,,,,,
2021-07-23,17902.63,,,,,,
2021-07-24,77506.29,,,,,,
2021-07-25,19571.62,,,,,,
2021-07-26,16211.63,,,,,,
2021-07-27,15890.77,,,,,,
2021-07-28,15694.46,,,,,,
2021-07-29,16224.04,,,,,,
2021-07-30,17370.93,,,,,,
2021-07-31,19991.67,,,,,,
2021-08-01,19406.38,,,,,,
2021-08-02,19653.70,,,,,,
2021-08-03,19508.58,,,,,,
2021-08-04,19027.31,,,,,,
2021-08-05,18585.90,,,,,,
2021-08-06,36495.96,,,,,,
2021-08-07,256615.39,,,,,,
2021-08-08,258089.82,,,,,,
2021-08-09,231302.14,,,,,,
2021-08-10,286443.71,,,,,,
2021-08-11,298930.80,,,,,,
2021-08-12,163803.03,,,,,,
2021-08-13,325667.92,,,,,,
2021-08-14,332619.23,,,,,,
2021-08-15,364966.24,,,,,,
2021-08-16,209208.74,,,,,,
2021-08-17,160806.33,,,,,,
2021-08-18,201378.19,,,,,,
2021-08-19,201391.61,,,,,,
2021-08-20,279899.35,,,,,,
2021-08-21,301076.66,,,,,,
2021-08-22,309215.05,,,,,,
2021-08-23,350680.16,,,,,,
2021-08-24,107215.61,,,,,,
2021-08-25,78726.53,,,,,,
2021-08-26,100948.60,,,,,,
2021-08-27,234154.47,,,,,,
2021-08-28,119264.26,,,,,,
2021-08-29,359074.38,,,,,,
2021-08-30,127491.12,,,,,,
2021-08-31,45044.63,,,,,,
2021-09-01,3870.01,,,,,,
2021-09-02,9577.89,,,,,,
2021-09-03,10109.37,,,,,,
2021-09-04,9411.30,,,,,,
2021-09-05,7669.48,,,,,,
2021-09-06,6945.82,,,,,,
2021-09-07,6969.98,,,,,,
2021-09-08,8090.63,,,,,,
2021-09-09,4962.25,,,,,,
2021-09-10,2943.88,,,,,,
2021-09-11,970.34,,,,,,
2021-09-12,425.73,,,,,,
2021-09-13,858.71,,,,,,
2021-09-14,846.91,,,,,,
2021-09-15,703.79,,,,,,
2021-09-16,756.31,,,,,,
2021-09-17,1249.98,,,,,,
2021-09-18,1218.60,,,,,,
2021-09-19,1237.46,,,,,,
2021-09-20,1479.90,,,,,,
2021-09-21,1401.19,,,,,,
2021-09-22,1705.87,,,,,,
2021-09-23,1583.14,,,,,,
2021-09-24,1885.21,,,,,,
2021-09-25,2008.69,,,,,,
2021-09-26,2339.45,,,,,,
2021-09-27,2416.15,,,,,,
2021-09-28,2502.26,,,,,,
2021-09-29,2527.16,,,,,,
2021-09-30,2470.61,,,,,,
2021-10-01,2529.26,,,,,,
2021-10-02,2948.67,,,,,,
2021-10-03,3027.23,,,,,,
2021-10-04,2764.85,,,,,,
2021-10-05,2937.26,,,,,,
2021-10-06,3151.66,,,,,,
2021-10-07,3464.57,,,,,,
2021-10-08,3628.33,,,,,,
2021-10-09,2810.07,,,,,,
2021-10-10,2363.70,,,,,,
2021-10-11,2514.40,,,,,,
2021-10-12,2460.18,,,,,,
2021-10-13,2846.52,,,,,,
2021-10-14,2915.18,,,,,,
2021-10-15,2679.36,,,,,,
2021-10-16,3411.48,,,,,,
2021-10-17,2664.08,,,,,,
2021-10-18,2979.52,,,,,,
2021-10-19,2573.32,,,,,,
2021-10-20,2949.34,,,,,,
2021-10-21,3419.84,,,,,,
2021-10-22,3551.35,,,,,,
2021-10-23,3801.85,,,,,,
2021-10-24,2352.14,,,,,,
2021-10-25,3426.19,,,,,,
2021-10-26,2023.44,,,,,,
2021-10-27,1779.87,,,,,,
2021-10-28,2399.48,,,,,,
2021-10-29,2675.61,,,,,,
2021-10-30,4283.80,,,,,,
2021-10-31,3598.91,,,,,,
2021-11-01,3491.05,,,,,,
2021-11-02,3773.23,,,,,,
2021-11-03,3954.69,,,,,,
2021-11-04,4575.21,,,,,,
2021-11-05,4301.95,,,,,,
2021-11-06,4630.63,,,,,,
2021-11-07,4513.56,,,,,,
2021-11-08,4006.87,,,,,,
2021-11-09,4386.94,,,,,,
2021-11-10,3192.63,,,,,,
2021-11-11,4268.04,,,,13766.20,,
2021-11-12,4052.71,,,,2870.11,,
2021-11-13,4149.85,,,,3699.73,,
2021-11-14,4164.96,,,,3009.31,,
2021-11-15,4156.62,,,,3555.56,,
2021-11-16,3525.16,9494000.00,,,2071.36,,
2021-11-17,3764.48,9958600.00,,,1878.36,,
2021-11-18,4156.22,7223000.00,,,1978.45,,
2021-11-19,3894.05,7223916.67,,,2507.79,,
2021-11-20,2390.98,7225583.33,,,2943.10,,
2021-11-21,2755.39,7223666.67,,,2771.77,,
2021-11-22,2848.26,7220166.67,,,2422.23,,
2021-11-23,3194.66,7224833.33,,,2698.94,,
2021-11-24,3136.93,7221500.00,,,2734.41,,
2021-11-25,3162.87,6056571.43,,,3091.11,,
2021-11-26,2823.02,5518312.50,,,1913.63,,
2021-11-27,3907.39,7241727.27,,,2903.54,,
2021-11-28,3044.51,7223250.00,,,2335.77,,
2021-11-29,3247.86,7223333.33,,,3282.38,,
2021-11-30,3180.93,7216333.33,,,2314.74,,
2021-12-01,3115.30,7225750.00,,,2871.11,,
2021-12-02,3723.82,7227833.33,,,2830.08,,
2021-12-03,3709.47,7223166.67,,,2490.37,,
2021-12-04,2953.71,7225666.67,,,1654.01,,
2021-12-05,3360.34,7235500.00,,,1935.49,,
2021-12-06,3017.82,7223500.00,,,1879.47,,
2021-12-07,3427.98,7358666.67,,,2625.82,,
2021-12-08,2616.03,7370666.67,,,2168.35,,
2021-12-09,3406.80,7268636.36,,,2285.61,,
2021-12-10,3322.24,7245250.00,,,1997.94,,
2021-12-11,2840.03,7244000.00,,,2428.11,,
2021-12-12,3039.46,7243666.67,,,2705.69,,
2021-12-13,2336.89,7244916.67,,,2101.70,,
2021-12-14,3184.49,7246583.33,,,1617.25,,
2021-12-15,3452.55,7258666.67,,,2054.93,,
2021-12-16,4329.71,7262083.33,,,2962.62,,
2021-12-17,4410.02,7258416.67,,,2383.23,,
2021-12-18,4468.30,7265583.33,,,2606.47,,
2021-12-19,4258.15,7248416.67,,,2497.12,,
2021-12-20,4000.23,7243363.64,,,2462.76,,
2021-12-21,4291.72,7255000.00,,,3425.24,,
2021-12-22,4124.98,5344823.53,,,2769.96,,
2021-12-23,3885.84,8176600.00,,,2324.17,,
2021-12-24,4587.54,7262333.33,,,2130.53,,
2021-12-25,5942.77,7263166.67,,,2889.84,,
2021-12-26,5018.01,7260666.67,,,2084.96,,
2021-12-27,4365.56,7364000.00,,,2135.19,,
2021-12-28,3712.78,10511125.00,,,1885.85,,
2021-12-29,4121.15,7589083.33,,,2082.26,,
2021-12-30,3228.98,7326000.00,,,2398.29,,
2021-12-31,3080.27,9176600.00,,,2393.23,,
2022-01-01,3024.50,7481636.36,,,2909.50,,
2022-01-02,2839.08,7494833.33,,,3567.79,,
2022-01-03,2745.21,7494818.18,,,2470.69,,
2022-01-04,2033.89,7340000.00,,,2270.64,,
2022-01-05,2142.48,7358833.33,,,1852.70,,
2022-01-06,2383.86,7281333.33,,,1971.42,,
2022-01-07,2320.03,7296454.54,,,1610.35,,
2022-01-08,2732.59,7281166.67,,,2038.91,,
2022-01-09,5406.65,7282166.67,,,2264.42,,
2022-01-10,2715.13,7281166.67,,,2082.36,,
2022-01-11,3281.32,7298416.67,,,2729.53,,
2022-01-12,3520.40,7473909.09,,,3092.63,,
2022-01-13,3213.14,7396416.67,,,2779.03,,
2022-01-14,3100.43,7317583.33,,,3263.77,,
2022-01-15,3075.22,7305833.33,,,3978.01,,
2022-01-16,2705.07,7364636.36,,,4083.67,,
2022-01-17,2704.62,7430916.67,,,3455.23,,
2022-01-18,2740.83,7354750.00,,,2816.25,,
2022-01-19,3086.52,7504909.09,,,2423.40,,
2022-01-20,2490.44,7502000.00,,,2639.86,,
2022-01-21,2159.34,7495727.27,,,1247.50,,
2022-01-22,2191.99,7390583.33,,,949.22,,
2022-01-23,3164.73,7527500.00,,,1659.90,,
2022-01-24,1663.57,7326181.82,,,1053.28,,
2022-01-25,1813.87,7320083.33,,,1813.85,,
2022-01-26,1441.01,10653000.00,,,1770.28,,
2022-01-27,1891.48,8589666.67,,,1796.84,,
2022-01-28,2400.76,9098272.73,,,1975.94,,
2022-01-29,2677.37,7283416.67,,,2790.36,,
2022-01-30,1933.88,7248636.36,,,2746.96,,
2022-01-31,2567.88,7266083.33,,,2217.49,,
2022-02-01,2504.00,7242333.33,,,2510.52,,
2022-02-02,2551.51,7249083.33,,,1970.02,,
2022-02-03,2415.38,7240416.67,,,2316.00,,
2022-02-04,2592.99,7234500.00,,,2409.94,,
2022-02-05,2861.64,7278750.00,,,2548.43,,
2022-02-06,1254.63,7272250.00,,,3150.34,,
2022-02-07,1287.11,7263833.33,,,2504.73,,
2022-02-08,1153.73,7248833.33,,,2156.54,,
2022-02-09,1077.77,7251500.00,,,2789.70,,
2022-02-10,1268.43,7236181.82,,,2264.01,,
2022-02-11,1372.00,7247416.67,,,2163.91,,
2022-02-12,1360.72,7237416.67,,,2532.84,,
2022-02-13,1511.31,7241000.00,,,3183.55,,
2022-02-14,1387.74,7246166.67,,,2665.63,,
2022-02-15,1235.06,7259583.33,,,2665.46,,
2022-02-16,1272.67,7272250.00,,,2740.44,,
2022-02-17,1218.68,7266833.33,,,2846.51,,
2022-02-18,1244.93,7260250.00,,,4109.34,,
2022-02-19,1272.14,7257250.00,,,5264.89,,
2022-02-20,994.59,7277583.33,,,3861.73,,
2022-02-21,986.82,6806333.33,,,2824.51,,
2022-02-22,909.26,7224666.67,,,2939.14,,
2022-02-23,1070.42,7225166.67,,,2940.78,,
2022-02-24,1087.72,7236333.33,,,1407.37,,
2022-02-25,1210.87,7231250.00,,,2110.45,,
2022-02-26,1185.07,7313916.67,,,3125.92,,
2022-02-27,1130.88,7234833.33,,,2639.45,,
2022-02-28,1274.28,7226833.33,,,2074.25,,
2022-03-01,1188.16,7228000.00,,,2614.44,,
2022-03-02,785.02,7227750.00,,,2555.40,,
2022-03-03,1381.95,7226500.00,,,3212.09,,
2022-03-04,2064.40,7233166.67,,,2473.99,,
2022-03-05,3060.95,7237545.46,,,3627.59,,
2022-03-06,2756.41,7228583.33,,,3027.68,,
2022-03-07,1534.78,7234583.33,,,2371.65,,
2022-03-08,1325.95,7229000.00,,,2350.11,,
2022-03-09,1313.78,7226000.00,,,2280.92,,
2022-03-10,1948.26,7228000.00,,,1962.04,,
2022-03-11,1736.51,7222750.00,,,2321.49,,
2022-03-12,1535.16,7227583.33,,,3863.15,,
2022-03-13,2027.03,7229000.00,,,3768.98,,
2022-03-14,1767.38,7236000.00,,,3036.80,,
2022-03-15,1637.52,7229333.33,,,3128.41,,
2022-03-16,1473.51,7225500.00,,,1889.63,,
2022-03-17,1513.22,7223583.33,,,2918.86,,
2022-03-18,1688.99,7229416.67,,,2771.67,,
2022-03-19,1865.19,7228416.67,,,2620.10,,
2022-03-20,1699.17,7235125.00,,,2599.26,,
2022-03-21,1578.77,11229000.00,,,2478.59,,
2022-03-22,1398.47,7229916.67,,,2384.08,,
2022-03-23,916.57,7231500.00,,,2053.93,,
2022-03-24,921.93,7227833.33,,,1706.69,,
2022-03-25,1093.89,7235750.00,,,2027.29,,
2022-03-26,1616.07,7230583.33,,,2835.75,,
2022-03-27,1423.44,7220916.67,,,2598.65,,
2022-03-28,1240.08,7231000.00,,,1631.05,,
2022-03-29,1323.69,7228500.00,,,1468.93,,
2022-03-30,1091.67,7237500.00,,,1378.84,,
2022-03-31,1364.05,7228250.00,,,1450.00,,
2022-04-01,1142.96,7232500.00,,,1586.50,,
2022-04-02,664.32,7229916.67,,,1838.10,,
2022-04-03,1501.28,7235166.67,,,2159.46,,
2022-04-04,1592.68,7233090.91,,,2028.50,,
2022-04-05,1891.50,7223833.33,,,2340.47,,
2022-04-06,1514.86,7234250.00,,,1194.57,,
2022-04-07,1598.04,7232500.00,,,1669.65,,
2022-04-08,1706.87,7226500.00,,,1634.16,,
2022-04-09,2024.65,7231333.33,,,2261.02,,
2022-04-10,2131.13,7222000.00,,,2444.14,,
2022-04-11,1568.49,7220083.33,,,1392.27,,
2022-04-12,1750.26,7224500.00,,,1800.69,,
2022-04-13,1733.65,11755400.00,,,1940.94,,
2022-04-14,1537.21,7220083.33,,,1783.38,,
2022-04-15,1349.61,7231000.00,,,1953.51,,
2022-04-16,1618.18,7225583.33,,,2495.64,,
2022-04-17,1473.08,7222000.00,,,2255.14,,
2022-04-18,1439.32,7222750.00,,,1899.35,,
2022-04-19,1221.36,7220666.67,,,1748.99,,
2022-04-20,940.39,7226166.67,,,1030.10,,
2022-04-21,1184.35,7225181.82,,,1206.66,,
2022-04-22,1198.64,7461416.67,,,1292.94,,
2022-04-23,1387.72,7228333.33,,,1335.87,,
2022-04-24,1510.06,7231083.33,,,1365.93,,
2022-04-25,1297.03,7224583.33,,,1358.32,,
2022-04-26,1398.32,7228833.33,,,1135.56,,
2022-04-27,1042.43,7226000.00,,,916.20,,
2022-04-28,1068.16,7244750.00,,,1304.10,,
2022-04-29,1015.74,7251083.33,,,1220.06,,
2022-04-30,1045.04,7249666.67,,,1151.17,,
2022-05-01,1713.19,7247090.91,,,1553.64,,
2022-05-02,1224.55,7234250.00,,,1455.18,,
2022-05-03,1247.03,7245250.00,,,1603.32,,
2022-05-04,1109.51,7242833.33,,,1104.85,,
2022-05-05,1188.15,7237833.33,,,1061.81,,
2022-05-06,1012.97,7230666.67,,,976.39,,
2022-05-07,1063.32,7239833.33,,,1177.17,,
2022-05-08,946.49,7232916.67,,,988.78,,
2022-05-09,822.85,5178823.53,,,667.85,,
2022-05-10,923.97,3255148.15,,,525.28,,
2022-05-11,825.38,2234447.37,,,400.35,,
2022-05-12,892.04,3640041.67,,,531.15,,
2022-05-13,1282.85,3305384.62,,,772.34,,
2022-05-14,1109.59,2801677.42,,,995.63,,
2022-05-15,1066.59,2804419.35,,,1193.86,,
2022-05-16,902.59,2826517.24,,,1120.88,,
2022-05-17,992.81,7320333.33,,,1476.43,,
2022-05-18,1033.81,3845818.18,,,1287.75,,
2022-05-19,1058.45,7168416.67,,,1234.34,,
2022-05-20,1112.51,5889666.67,,,1381.18,,
2022-05-21,1181.88,5459562.50,,,1562.34,,
2022-05-22,1202.45,3691875.00,,,1596.97,,
2022-05-23,1099.40,6643538.46,,,1259.53,,
2022-05-24,1214.89,3959095.24,,,1298.58,,
2022-05-25,1278.80,7305833.33,,,1386.10,,
2022-05-26,1323.76,6021714.29,,,1167.09,,
2022-05-27,1181.21,5186000.00,,,965.21,,
2022-05-28,1284.21,7204000.00,,,1410.94,,
2022-05-29,1230.69,7288000.00,,,1648.97,,
2022-05-30,1176.33,4674000.00,,,1281.53,,
2022-05-31,1116.27,5284470.59,,,315.60,,
2022-06-01,973.99,6986333.33,,,177.13,,
2022-06-02,905.91,5021000.00,,,351.15,,
2022-06-03,1030.05,6406214.29,,,656.21,,
2022-06-04,1003.15,6114285.71,,,791.07,,
2022-06-05,1041.77,6313153.85,,,964.27,,
2022-06-06,897.35,6221571.43,,,892.32,,
2022-06-07,832.22,6198714.29,,,786.27,,
2022-06-08,997.87,7269416.67,,,794.95,,
2022-06-09,1047.97,6901538.46,,,939.47,,
2022-06-10,1140.46,7275000.00,,,843.82,,
2022-06-11,935.88,6132076.92,,,731.05,,
2022-06-12,982.64,5575687.50,,,611.02,,
2022-06-13,840.67,7385916.67,,,448.09,,
2022-06-14,881.59,5875777.78,,,563.62,,
2022-06-15,812.52,6647388.89,,,514.25,,
2022-06-16,947.83,7038000.00,,,733.89,,
2022-06-17,860.10,5089705.88,,,952.04,,
2022-06-18,919.51,3917217.39,,,791.06,,
2022-06-19,1063.10,5937400.00,,,743.94,,
2022-06-20,1010.32,6360727.27,,,766.40,,
2022-06-21,863.62,5222937.50,,,785.27,,
2022-06-22,623.61,6818923.08,,,681.01,,
2022-06-23,725.50,6220785.71,,,821.49,,
2022-06-24,651.47,7019916.67,,,746.28,,
2022-06-25,645.17,7203333.33,,,804.07,,
2022-06-26,581.98,5986133.33,,,723.72,,
2022-06-27,538.15,7300583.33,,,589.03,,
2022-06-28,498.26,6271076.92,,,1237.35,,
2022-06-29,418.51,7345833.33,,,1120.61,,
2022-06-30,600.73,1788760.00,,,1099.78,,
2022-07-01,861.25,2396361.11,,,977.78,,
2022-07-02,928.17,6913083.33,,,1457.00,,
2022-07-03,1098.46,6793000.00,,,1436.50,,
2022-07-04,1069.36,2387555.56,,,1179.27,,
2022-07-05,1226.36,2032863.64,,,1307.63,,
2022-07-06,1231.28,1101500.00,,,1215.31,,
2022-07-07,1335.33,6612000.00,,,1528.60,,
2022-07-08,1397.26,7033000.00,,,1121.17,,
2022-07-09,1480.04,6866916.67,,,1588.62,,
2022-07-10,1584.21,7067384.62,,,1553.64,,
2022-07-11,1583.94,7074000.00,,,1398.84,,
2022-07-12,1404.35,6825384.62,,,1490.05,,
2022-07-13,1167.02,6668416.67,,,1043.94,,
2022-07-14,1242.85,6384000.00,,,1019.33,,
2022-07-15,1322.99,7290166.67,,,898.47,,
2022-07-16,1286.66,6751615.38,,,1002.65,,
2022-07-17,1111.13,7281666.67,,,934.61,,
2022-07-18,874.68,6935666.67,,,675.62,,
2022-07-19,927.74,1549250.00,,,667.47,,
2022-07-20,911.26,3313851.85,,,664.33,,
2022-07-21,915.32,2132550.00,,,746.15,,
2022-07-22,1035.07,2030450.00,,,699.64,,
2022-07-23,1224.94,1509864.41,,,703.85,,
2022-07-24,1047.88,757836.36,,,714.94,,
2022-07-25,972.08,1040842.70,,,771.63,,
2022-07-26,1037.43,2401861.11,,,719.14,,
2022-07-27,1077.60,2521156.25,,,400.53,,
2022-07-28,967.50,7389916.67,,,360.00,,
2022-07-29,1040.51,6702307.69,,,317.99,,
2022-07-30,1086.21,7320166.67,,,404.17,,
2022-07-31,968.35,7085833.33,,,507.99,,
2022-08-01,1111.23,1399562.50,,,580.24,,
2022-08-02,1056.54,3026642.86,,,468.65,,
2022-08-03,959.77,4001409.09,,,441.80,,
2022-08-04,1081.59,3924409.09,,,392.69,,
2022-08-05,958.01,3658217.39,,,400.67,,
2022-08-06,1045.40,2506057.14,,,605.31,,
2022-08-07,1011.94,1908181.82,,,770.22,,
2022-08-08,905.40,2729903.23,,,558.66,,
2022-08-09,860.07,2412000.00,,,701.07,,
2022-08-10,933.77,2068658.54,,,565.69,,
2022-08-11,939.59,3029689.65,,,604.35,,
2022-08-12,1213.37,3095107.14,,,815.80,,
2022-08-13,1165.15,5023833.33,,,828.94,,
2022-08-14,1082.33,4306750.00,,,833.29,,
2022-08-15,1001.08,4368684.21,,,639.97,,
2022-08-16,923.30,3700250.00,,,490.07,,
2022-08-17,860.34,3162653.85,,,630.38,,
2022-08-18,1027.00,3155620.69,,,777.71,,
2022-08-19,850.95,4243000.00,,,512.21,,
2022-08-20,973.75,3325730.77,,,615.59,,
2022-08-21,963.90,2999400.00,,,782.38,,
2022-08-22,946.34,4002227.27,,,714.71,,
2022-08-23,897.35,3631130.44,,,654.75,,
2022-08-24,911.37,4064142.86,,,702.76,,
2022-08-25,796.96,4146000.00,,,851.12,,
2022-08-26,526.56,3530750.00,,,626.46,,
2022-08-27,627.49,3593208.33,,,744.62,,
2022-08-28,533.85,3243392.86,,,749.61,,
2022-08-29,603.28,4257000.00,,,625.53,,
2022-08-30,551.41,4371105.26,,,501.70,,
2022-08-31,465.15,5070888.89,,,560.97,,
2022-09-01,555.59,6095071.43,,,442.88,,
2022-09-02,548.14,6351785.71,,,602.98,,
2022-09-03,585.63,4327900.00,,,813.69,,
2022-09-04,535.79,3166000.00,,,913.05,,
2022-09-05,505.05,3076642.86,,,837.93,,
2022-09-06,407.75,3257040.00,,,544.85,,
2022-09-07,414.13,4620526.32,,,711.54,,
2022-09-08,436.63,5744266.67,,,753.67,,
2022-09-09,456.05,6433785.71,,,676.13,,
2022-09-10,553.43,6763307.69,,,829.86,,
2022-09-11,577.81,6180230.77,,,832.74,,
2022-09-12,537.72,5951600.00,,,725.02,,
2022-09-13,443.63,1770693.88,,,579.78,,
2022-09-14,567.59,5189375.00,,,660.93,,
2022-09-15,582.00,6386714.29,,,497.69,,
2022-09-16,644.94,3797409.09,,,696.33,,
2022-09-17,786.71,3575360.00,,,1014.31,,
2022-09-18,659.85,3758545.46,,,781.67,,
2022-09-19,510.37,4659900.00,,,580.45,,
2022-09-20,385.60,1564036.36,,,380.75,,
2022-09-21,353.28,1628280.00,,,248.19,,
2022-09-22,370.94,3498884.62,,,314.21,,
2022-09-23,393.76,4497388.89,,,270.81,,
2022-09-24,449.71,4473100.00,,,408.14,,
2022-09-25,420.01,4365600.00,,,390.70,,
2022-09-26,414.35,2797129.03,,,388.50,,
2022-09-27,458.70,3488416.67,,,418.98,,
2022-09-28,381.93,3170214.29,,,328.31,,
2022-09-29,446.51,1250071.43,,,363.86,,
2022-09-30,469.98,1374152.54,,,359.18,,
2022-10-01,459.68,2450472.22,,,404.69,,
2022-10-02,425.42,2312358.97,,,379.25,,
2022-10-03,522.01,1730244.90,,,450.57,,
2022-10-04,512.48,2127205.13,,,481.88,,
2022-10-05,464.88,2597911.77,,,349.53,,
2022-10-06,462.22,2341944.44,,,335.50,,
2022-10-07,444.03,2384729.73,,,409.07,,
2022-10-08,441.63,2762580.65,,,440.34,,
2022-10-09,517.64,3448076.92,,,665.03,,
2022-10-10,615.49,5303125.00,,,637.24,,
2022-10-11,570.34,3086321.43,,,482.46,,
2022-10-12,549.48,3705625.00,,,475.61,,
2022-10-13,483.19,5441333.33,,,322.38,,
2022-10-14,453.05,5350125.00,,,471.00,,
2022-10-15,534.51,2580333.33,,,448.37,,
2022-10-16,521.70,1384870.97,,,447.79,,
2022-10-17,462.08,3148576.92,,,492.95,,
2022-10-18,437.93,3289615.38,,,454.07,,
2022-10-19,326.84,1867142.86,,,518.89,,
2022-10-20,312.91,1356406.25,,,508.10,,
2022-10-21,402.30,1256637.68,,,452.84,,
2022-10-22,406.57,1039353.66,,,519.62,,
2022-10-23,377.64,805467.89,,,409.76,,
2022-10-24,327.92,752166.67,,,412.77,,
2022-10-25,319.67,772801.80,,,332.65,,
2022-10-26,297.58,846446.60,,,298.34,,
2022-10-27,290.55,729176.47,,,290.80,,
2022-10-28,305.29,697024.19,,,319.98,,
2022-10-29,318.34,686079.36,,,303.41,,
2022-10-30,305.76,677866.14,,,302.72,,
2022-10-31,311.90,749500.00,,,326.36,,
2022-11-01,302.42,693301.59,,,297.19,,
2022-11-02,357.98,702073.17,,,274.42,,
2022-11-03,343.71,738264.96,,,292.50,,
2022-11-04,361.58,723558.33,,,251.27,,
2022-11-05,321.33,688346.77,,,240.93,,
2022-11-06,310.48,686220.47,,,219.41,,
2022-11-07,300.54,747120.69,,,246.48,,
2022-11-08,282.68,948934.07,,,181.01,,
2022-11-09,281.69,1029202.53,,,172.90,,
2022-11-10,296.55,1114207.32,,,256.88,,
2022-11-11,288.20,880683.67,,,215.02,,
2022-11-12,317.96,666700.00,,,261.37,,
2022-11-13,331.18,670125.00,,,283.85,,
2022-11-14,325.16,593076.39,,,263.27,,
