Date,Arbitrum ($),zkSync Era ($),OP Mainnet ($),Starknet ($),Base ($),Blast ($),Manta Pacific ($)
2021-05-30,297.58,,,,,,
2021-05-31,1442.11,,,,,,
2021-06-01,880.53,,,,,,
2021-06-02,3276.88,,,,,,
2021-06-03,522.09,,,,,,
2021-06-04,257.60,,,,,,
2021-06-05,22.34,,,,,,
2021-06-06,20.29,,,,,,
2021-06-07,2074.80,,,,,,
2021-06-08,468.62,,,,,,
2021-06-09,729.00,,,,,,
2021-06-10,482.94,,,,,,
2021-06-11,55.33,,,,,,
2021-06-12,27.27,,,,,,
2021-06-13,50.19,,,,,,
2021-06-14,34.15,,,,,,
2021-06-15,335.00,,,,,,
2021-06-16,267.96,,,,,,
2021-06-17,589.05,,,,,,
2021-06-18,874.39,,,,,,
2021-06-19,445.48,,,,,,
2021-06-20,446.59,,,,,,
2021-06-21,472.82,,,,,,
2021-06-22,1627.90,,,,,,
2021-06-23,2211.63,,,,,,
2021-06-24,1672.70,,,,,,
2021-06-25,1235.77,,,,,,
2021-06-26,1228.67,,,,,,
2021-06-27,1162.55,,,,,,
2021-06-28,1367.80,,,,,,
2021-06-29,1456.75,,,,,,
2021-06-30,1277.82,,,,,,
2021-07-01,1537.87,,,,,,
2021-07-02,1356.60,,,,,,
2021-07-03,1249.74,,,,,,
2021-07-04,1301.31,,,,,,
2021-07-05,1322.80,,,,,,
2021-07-06,1759.59,,,,,,
2021-07-07,5114.37,,,,,,
2021-07-08,4464.27,,,,,,
2021-07-09,3458.79,,,,,,
2021-07-10,2703.36,,,,,,
2021-07-11,2396.89,,,,,,
2021-07-12,2947.02,,,,,,
2021-07-13,3064.76,,,,,,
2021-07-14,2958.53,,,,,,
2021-07-15,2581.39,,,,,,
2021-07-16,2286.83,,,,,,
2021-07-17,2258.54,,,,,,
2021-07-18,2197.26,,,,,,
2021-07-19,2471.21,,,,,,
2021-07-20,2676.13,,,,,,
2021-07-21,2033.94,,,,,,
2021-07-22,2784.73,,,,,,
2021-07-23,1936.33,,,,,,
2021-07-24,465.45,,,,,,
2021-07-25,1693.62,,,,,,
2021-07-26,2183.24,,,,,,
2021-07-27,2174.23,,,,,,
2021-07-28,2281.11,,,,,,
2021-07-29,2174.73,,,,,,
2021-07-30,2251.80,,,,,,
2021-07-31,2613.26,,,,,,
2021-08-01,2974.45,,,,,,
2021-08-02,3444.09,,,,,,
2021-08-03,3688.18,,,,,,
2021-08-04,4240.83,,,,,,
2021-08-05,4557.64,,,,,,
2021-08-06,2928.15,,,,,,
2021-08-07,676.64,,,,,,
2021-08-08,633.78,,,,,,
2021-08-09,684.13,,,,,,
2021-08-10,582.03,,,,,,
2021-08-11,549.26,,,,,,
2021-08-12,2101.81,,,,,,
2021-08-13,843.70,,,,,,
2021-08-14,1813.89,,,,,,
2021-08-15,482.34,,,,,,
2021-08-16,2397.66,,,,,,
2021-08-17,4922.45,,,,,,
2021-08-18,1108.57,,,,,,
2021-08-19,2025.25,,,,,,
2021-08-20,1057.41,,,,,,
2021-08-21,735.44,,,,,,
2021-08-22,396.73,,,,,,
2021-08-23,1345.71,,,,,,
2021-08-24,4666.95,,,,,,
2021-08-25,7126.20,,,,,,
2021-08-26,4416.11,,,,,,
2021-08-27,2508.82,,,,,,
2021-08-28,2564.31,,,,,,
2021-08-29,4087.63,,,,,,
2021-08-30,12094.56,,,,,,
2021-08-31,15408.87,,,,,,
2021-09-01,144158.78,,,,,,
2021-09-02,49630.04,,,,,,
2021-09-03,47010.33,,,,,,
2021-09-04,46450.95,,,,,,
2021-09-05,52437.35,,,,,,
2021-09-06,64586.99,,,,,,
2021-09-07,58419.74,,,,,,
2021-09-08,55133.69,,,,,,
2021-09-09,83835.99,,,,,,
2021-09-10,116910.44,,,,,,
2021-09-11,277181.08,,,,,,
2021-09-12,628076.18,,,,,,
2021-09-13,252721.26,,,,,,
2021-09-14,320392.68,,,,,,
2021-09-15,315767.05,,,,,,
2021-09-16,302225.28,,,,,,
2021-09-17,182507.48,,,,,,
2021-09-18,173202.08,,,,,,
2021-09-19,135386.08,,,,,,
2021-09-20,118348.52,,,,,,
2021-09-21,152157.97,,,,,,
2021-09-22,146425.73,,,,,,
2021-09-23,151654.45,,,,,,
2021-09-24,114612.86,,,,,,
2021-09-25,97648.95,,,,,,
2021-09-26,78409.65,,,,,,
2021-09-27,80830.92,,,,,,
2021-09-28,84595.69,,,,,,
2021-09-29,85140.86,,,,,,
2021-09-30,97702.16,,,,,,
2021-10-01,119954.03,,,,,,
2021-10-02,85998.48,,,,,,
2021-10-03,74597.69,,,,,,
2021-10-04,94098.76,,,,,,
2021-10-05,105798.16,,,,,,
2021-10-06,117014.02,,,,,,
2021-10-07,124884.12,,,,,,
2021-10-08,124463.70,,,,,,
2021-10-09,132242.28,,,,,,
2021-10-10,129418.31,,,,,,
2021-10-11,133472.37,,,,,,
2021-10-12,136734.08,,,,,,
2021-10-13,114719.87,,,,,,
2021-10-14,132292.13,,,,,,
2021-10-15,176250.27,,,,,,
2021-10-16,113889.11,,,,,,
2021-10-17,123132.63,,,,,,
2021-10-18,102729.09,,,,,,
2021-10-19,110737.23,,,,,,
2021-10-20,106699.32,,,,,,
2021-10-21,99751.47,,,,,,
2021-10-22,88653.24,,,,,,
2021-10-23,82564.83,,,,,,
2021-10-24,104927.52,,,,,,
2021-10-25,90969.11,,,,,,
2021-10-26,268484.53,,,,,,
2021-10-27,270584.47,,,,,,
2021-10-28,260607.72,,,,,,
2021-10-29,267570.80,,,,,,
2021-10-30,162206.44,,,,,,
2021-10-31,177604.07,,,,,,
2021-11-01,191837.74,,,,,,
2021-11-02,192777.47,,,,,,
2021-11-03,211224.36,,,,,,
2021-11-04,164909.25,,,,,,
2021-11-05,141238.32,,,,,,
2021-11-06,116669.51,,,,,,
2021-11-07,107349.55,,,,,,
2021-11-08,128621.02,,,,,,
2021-11-09,142295.13,,,,,,
2021-11-10,269486.56,,,,,,
