Date,MakerDAO ($),Ethena ($),Abracadabra.money ($),Vesta Finance ($),Origin DeFi ($),Reflexer ($),Liquity ($)
10/29/2023,-458935.8,,3838.9,-465.25,1290.76,97.84,2004.92
10/30/2023,-371713.8,,1054.19,45.37,1875.88,-11101.43,3396.19
10/31/2023,-107622.68,,2588.84,13.68,231.9,95.9,-23397.9
11/1/2023,54954.39,,1528.72,30.79,972.67,96.3,5642.76
11/2/2023,-171416.29,,707.05,-7153.66,1873.39,95.42,-26267.38
11/3/2023,-212175.71,,2385.96,-13.21,-4973.9,96.01,2731.45
11/4/2023,1466846.41,,909.89,-136,1257.04,96.21,-17059.8
11/5/2023,-30929.57,,1993.67,-28.71,-1315.18,96.95,-6113.56
11/6/2023,117717.55,,-51.82,0.48,2341.33,96.54,-1045.05
11/7/2023,1182587.37,,3012.14,-6250.28,2016.82,96.23,-9411.08
11/8/2023,-128414.4,,432.07,43.01,2342.74,97.03,-4394.91
11/9/2023,-20643.9,,-780.82,-628.02,539.55,97.27,5873.11
11/10/2023,-81592.68,,3567.88,-1454.76,-2353.03,94.57,-16415.28
11/11/2023,173916.93,,265.48,-755.57,-15.84,93.35,25229.44
11/12/2023,-48904.98,,1519.26,-58.29,323.05,93.2,2818.82
11/13/2023,-253493.71,,309.14,45.26,-10890.85,93.74,20461.25
11/14/2023,51322.46,,3591.61,37.6,1579.19,92.34,10617.03
11/15/2023,55597.38,,-86.52,45.98,2328.6,94.6,15070.32
11/16/2023,14384750.07,,-103.97,28.13,719.92,91.89,-7418.28
11/17/2023,736293.68,,3124.41,-709.99,1319.22,92.68,-4462.79
11/18/2023,-142788.84,,-1411.35,45.74,1043.47,93.09,-2195.63
11/19/2023,68761.17,,3650.89,74.73,-1496.48,94.15,41252.89
11/20/2023,-19036.04,,464.49,73.15,4254.64,93.52,-6543.61
11/21/2023,-2944061.77,,3627.24,66.96,1859.23,93.29,-4631.29
11/22/2023,18836.69,,-572.17,-49.51,3223.84,96.13,13012.22
11/23/2023,-45020.31,,-3547.62,23.14,1762.23,95.7,8714.95
11/24/2023,189216.83,0.19,2978.09,-10.91,-1288,96,10685.58
11/25/2023,-30857.98,0,-1014.78,3.65,-1889.68,95.35,-9414.54
11/26/2023,-23485.32,0,3346.49,-54.93,1227.74,95.24,1506.38
11/27/2023,-92083.61,101.8,474.58,-4.15,2685.74,93.51,9329.82
11/28/2023,-74037.79,3.07,3187.2,-5.36,1919.69,-335.98,7900.43
11/29/2023,141167.95,0.73,-469.08,-244.45,2098.22,92.27,3015.39
11/30/2023,2661244.61,0.35,765.58,-237.35,952.16,92.52,-25473.68
12/1/2023,-76254.63,221.18,2751.86,13.05,2441.77,92.88,4397.76
12/2/2023,80523.93,0,1669.6,13.63,2426.11,94.65,15245.19
12/3/2023,31627.23,0,4212.92,13.18,-19837.68,-68.14,-1672.06
12/4/2023,1219892.72,5.61,368.68,12.29,-87109.4,96.13,3767.94
12/5/2023,-412085.7,101.57,2674.43,-105.22,2142.22,96.68,-20359.33
12/6/2023,-21152.89,542.91,1205.81,-55.99,-4034.44,94.22,-17711.18
12/7/2023,-442804.79,159.72,1367.53,-371.19,-9272.99,96.23,-8396.99
12/8/2023,147590.81,1653.02,4160.65,-22.21,2056.64,96.63,-5541.15
12/9/2023,40573.64,0.05,2455.88,-137.6,2854.27,94.27,-21063.88
12/10/2023,55526.19,573.16,3238.4,-362.37,1133.7,92.69,-20026.02
12/11/2023,354056.84,1343.49,-1676.69,-0.01,-8833.77,91.82,60998.6
12/12/2023,28609.1,475.02,4317.62,-1.1,-243.71,90.67,-2.76
12/13/2023,7370.11,1609.45,-109.94,61.09,8203.72,91.18,-3095.52
12/14/2023,-424568.82,5886.95,-9401.29,20.26,2335.22,91.54,-7319.97
12/15/2023,3382706.61,8610.56,4024.88,0,3120.18,89.6,-6671.79
12/16/2023,-71521.96,0.02,2313.94,112.3,-1217.99,89.57,-4532.46
12/17/2023,544026.68,3229.03,3917.43,35.99,3238.51,-479.97,-4235.47
12/18/2023,110126.57,7829.48,-5174.73,46.35,2963.97,89.25,-18256.19
12/19/2023,121245.74,4944.35,4253.85,-137.73,520.81,86.09,-1263.74
12/20/2023,368610.41,6585.69,1553.94,-918.94,3487.96,86.66,11903.91
12/21/2023,66609.69,5313.88,1559.99,22,-990.01,86.68,-5511.73
12/22/2023,67024.09,5619.81,3914.52,-141.37,2422.66,88.34,-6800.47
12/23/2023,107475.54,2147.02,2826.19,-51.93,1322.08,88.06,-15312.79
12/24/2023,-13453.29,1026.13,1879.46,-71.49,-3437.89,86.79,-2434.96
12/25/2023,126977.37,5026.67,285.91,-6.77,-959,86.04,-7436.67
12/26/2023,43273.36,507.83,6058.63,22.28,-14963.65,85.84,-36916.11
12/27/2023,232122.61,7333.01,1546.18,-1414.97,1719.09,87.83,-18785.84
12/28/2023,-585692.74,1957.54,1557.59,-1722.76,-2000.87,86.01,-13031.06
12/29/2023,173910.16,5928.01,4375.55,-0.02,4.67,-291.6,-7242.68
12/30/2023,191822.92,5827.94,363.97,-0.18,3099.12,84.92,6182.79
12/31/2023,-2082054.92,1408.94,3611.71,0,-1921.21,84.4,-1686.28
1/1/2024,36576.96,5441.14,1184.07,91.89,-420.05,85.82,-10602.43
1/2/2024,236471.03,9951.59,4207.7,-79.37,839.85,84.88,-14618.73
1/3/2024,1634775.36,2965.83,1620.09,48.42,847.14,81.85,69661.7
1/4/2024,2672715.4,1913.19,1345.94,-0.14,-2715.57,83.02,8152.84
1/5/2024,-133622.53,179.95,3642.58,44.01,1469.15,82.42,-2676.82
1/6/2024,-19040.19,1831.86,3622.5,30.17,-16463.41,-140.67,-9146.84
1/7/2024,-57493.56,2007.51,2075.9,8.93,2035.35,82.25,-6470.53
1/8/2024,229558.9,2530.1,1624.75,23.41,2622.09,85.02,-9392.99
1/9/2024,24471.71,4116.01,4561.2,-0.05,2567.25,84.88,-15645.76
1/10/2024,32712.83,298.12,1400.83,86.59,3013.35,87.15,-1886.34
1/11/2024,686534.83,0.12,1555.87,-12.17,-12663.06,-5196.27,-5456.42
1/12/2024,37319.4,922.99,4265.72,53.3,435.72,85.1,-3507.73
1/13/2024,158094.33,185.13,2658.6,18.72,3122.46,85.37,-3025.22
1/14/2024,-8608954.89,76.49,3195.2,-0.03,2773.17,83.65,-10174.23
1/15/2024,308743.15,401582.83,212.5,114.37,-1344.01,85.63,-6297.36
1/16/2024,273007.97,685818.08,5620.16,27.82,2829.93,86.38,-3176.66
1/17/2024,2582947.93,508.16,1629.28,-22.85,628.66,86.64,-9515.16
1/18/2024,568857.72,303962.74,215.27,13.73,-578.14,-402.16,-1983.61
1/19/2024,2279074.08,5355.55,4435.75,0,-4051.91,85.67,6951.8
1/20/2024,-15276.99,0,431.86,-628.57,-3284.98,85.27,-20978.54
1/21/2024,45184.22,86.3,1488.06,0,687.17,83.86,-9155.65
1/22/2024,-106072.74,0,2209.41,62.75,1187.51,81.39,175.97
1/23/2024,148267.4,332.08,4301.09,18.42,1563.49,82.65,-1720.29
1/24/2024,-155099.65,116.97,850.15,18.31,1699.89,82.59,-46989.59
1/25/2024,-73053.73,302391.25,1921.11,11.61,797.42,83.06,-3092.36
1/26/2024,78677.21,2.97,4151.73,0,1577.12,-4491.03,-30.67
1/27/2024,-15357.81,0,2123.27,-178.67,-3040.37,83.56,195.31
1/28/2024,45431.03,0.03,2811.59,0,897.71,83.65,-2915.1
1/29/2024,925345.05,1520.14,1363.18,51.18,5552.34,84.56,-8978.71
1/30/2024,373123.6,2221.72,4355.46,-0.03,2522.96,84.55,142.81
1/31/2024,112880.82,5004.92,3446.26,33.59,-68.56,84.17,-2719.57
2/1/2024,-477741.41,398823.21,674.67,-15.89,2235,84.57,1238.44
2/2/2024,663706.04,12495.88,1784.77,10.81,1992.02,84.8,16192.12
2/3/2024,108159.41,33.83,118.49,0,954.86,84.52,-1030.5
2/4/2024,-4499.09,2836.66,5292.05,24.79,1859.76,84.36,-14139.4
2/5/2024,692769.84,1008.36,1393.74,0,887.64,84.82,-7821.12
2/6/2024,38595.22,8409.15,3868.08,-27.77,2108.1,86.52,-2949.88
2/7/2024,124206.62,14500.65,139.31,-19.4,2064.66,87.33,-1848.72
2/8/2024,1550906.71,0.04,139.93,-115.03,2546.29,86.73,5168.78
2/9/2024,71791.55,-101314.02,5421.65,44.65,2913.84,88.3,3564.09
2/10/2024,-51626.81,9916.81,204.79,0,-598.6,28.72,317.89
2/11/2024,-1098710.31,0,5941.75,0,947.46,88.31,-6771.1
2/12/2024,922738.09,325.65,843.16,0,3080.11,89.46,3817.13
2/13/2024,-4075.63,14948.8,3227.36,30.07,3026.97,88.04,-19827.47
2/14/2024,336392.52,0,628.01,21.96,3480.13,90.97,-11962.62
2/15/2024,223841.52,707.39,1982.82,4.87,2300.97,-884.92,-277.85
2/16/2024,1815153.72,7494.98,2900.55,-16.23,3249.71,-114.03,-1762.77
2/17/2024,194897.51,4312.45,575.17,0,-37421.32,-395.14,1277.13
2/18/2024,38575.17,4287.86,3666.86,-0.05,-20829.53,92.93,430.13
2/19/2024,35235.63,37154.88,2170.16,82.6,1053.46,94.09,4504.71
2/20/2024,604282.64,55747.13,3828.85,17.42,1778.69,94.4,-33579.6
2/21/2024,78970.7,30301.65,1119.67,-1598.93,1139.48,91.92,9154.24
2/22/2024,12015270.26,698376.28,-664.51,19.97,593.47,93.44,4224.95
2/23/2024,34349.28,-220933.64,4810.37,0,-53.44,-1407.58,3728.64
2/24/2024,96410.77,7202.46,-258.63,13.6,1776.03,94.21,6015.17
2/25/2024,103314.4,10004.25,730.95,0,3350.28,95.07,8802.14
2/26/2024,1081436.03,45094.49,156.56,-5.78,3609.42,95,7656.3
2/27/2024,247666.92,14933.35,5340.51,38.77,-963.86,-143820.67,-8547.63
2/28/2024,392346.77,21536.07,1389.13,16.25,-439623.51,97.14,-30380.34
2/29/2024,187759.66,1097463.34,184.95,16.3,339.66,95.44,6348.74
3/1/2024,150650.04,35505.08,-3235.51,12.4,3610.87,96.64,4173.37
3/2/2024,-560514.37,51111.31,1556.89,-0.08,1331.62,94.36,1476.13
3/3/2024,-194564.13,41553.36,2768.44,0,3139.58,96.09,-36878.42
3/4/2024,1699115.52,67204.26,-3257.56,63.08,3801.97,97,-538.36
3/5/2024,116654.91,33359.96,331.82,-312.92,1255.55,95.58,17531.71
3/6/2024,26355.21,11530.85,264.89,23.8,3625.72,97.63,-98080.75
3/7/2024,1746661.99,4326369.36,429.14,26.7,3814.95,95.27,5926.81
3/8/2024,303385.19,8234.89,10315.23,0,2887.48,98.09,-923.82
3/9/2024,64325.88,8035.47,-11969.07,-3.36,2179.79,98.93,-13882.96
3/10/2024,58599.88,16248.86,5389.77,76.22,3667.46,99.01,-11298.27
3/11/2024,800743.5,34133.2,200.55,29.72,4157.2,101.65,24264.88
3/12/2024,457583.47,55272.93,5055.76,-122.29,4710.1,61.83,21694.91
3/13/2024,470963.61,45537.72,182.06,19.8,5070.86,100.18,10353.11
3/14/2024,123603.46,7858853.63,180.43,-0.02,3715.52,99.29,-19133.28
3/15/2024,1042478.45,-333587.85,6228.6,30.62,3839.38,-12229.02,-9966.82
3/16/2024,129011.3,-341488.93,311.37,-8.22,3705.4,-3492.99,-13757.9
3/17/2024,709563.08,-343604.09,2364.39,0,3291.84,99.57,-1974.13
3/18/2024,-3851976.27,-322723.11,3015.73,46.13,6354.33,99.25,-1817.32
3/19/2024,115961.21,-327330.88,1179.21,12.55,4000.84,97.89,-492.13
3/20/2024,776112.02,-338583.56,118.42,-0.01,-104.83,101.92,11876.76
3/21/2024,239951.03,5027336.32,-7268.09,-0.01,12413.86,101.78,1082.64
3/22/2024,485584.86,-207940.2,7328.47,0,-3086.02,100.23,-12329.31
3/23/2024,-273523.59,-238232.28,1804.66,-0.01,925.66,100.09,744.9
3/24/2024,-132514.09,-234207.92,4041.25,96.54,-262.84,101.3,-1283.14
3/25/2024,-559254.27,-233893.66,-41.24,3.61,3655.24,101.66,36950.71
3/26/2024,38525.69,-232622.41,4953.09,32.87,-51875.56,102.27,-5389.9
3/27/2024,-116235.6,-228628.74,906.48,-0.05,-8014.58,101.56,-2076.69
3/28/2024,-128304.63,4333695.77,-4963.15,23.79,-1643.03,102.27,-39.81
3/29/2024,2355605.34,-223222.56,3123.74,0,-3943.32,100.97,-35056.94
3/30/2024,-27312.5,-301069.94,1070.99,-271.84,-13016.29,100.65,-10429.01
3/31/2024,-108565.98,-323303.24,3716.86,-0.23,-5565.16,101.78,-13479.1
4/1/2024,-75105.73,-308325.73,262.18,0,-135.19,100.86,-33278.65
