Date,,,,,,,,,,,MakerDAO ($),Abracadabra.money ($),Liquity ($),Ethena ($),Origin DeFi ($),Reflexer ($),Vesta Finance ($),Angle ($)
2/23/2024,193471.44,4920.7,7381.88,6894.73,14351.17,92.6,0,1748.19,,,,,,,,,,
2/24/2024,253532.37,169.93,8156.22,7202.46,15628.23,94.21,13.6,37.8,,,,,,,,,,
2/25/2024,260166.21,4820.48,9005.19,10004.25,16751.41,95.07,0,3720.97,,,,,,,,,,
2/26/2024,1245703.96,156.56,11273.94,45094.49,18819.87,95,0,848.24,,,,,,,,,,
2/27/2024,427926.55,5347.43,7205.49,14933.35,19550.76,95.46,38.77,2678.75,,,,,,,,,,
2/28/2024,573761.07,1389.13,21742.59,21536.07,20969.66,97.14,16.25,1696.93,,,,,,,,,,
2/29/2024,369693.98,184.95,11605.78,2165821.73,17501.5,95.44,16.3,4277.35,,,,,,,,,,
3/1/2024,420426.52,4162.9,7000.03,35505.08,18054.34,96.64,12.4,1439,,,,,,,,,,
3/2/2024,466186.74,1569.84,6465.35,51111.31,22765.85,94.36,0,2249.39,,,,,,,,,,
3/3/2024,264080.03,4845.03,10583.71,41553.36,15926.62,96.09,0,412.3,,,,,,,,,,
3/4/2024,2019853.6,669.84,2704.62,67204.26,21756.85,97,63.08,3537.34,,,,,,,,,,
3/5/2024,403012.44,331.82,21391.03,33359.96,17851.63,95.58,15.07,1737.14,,,,,,,,,,
3/6/2024,222266.16,264.89,7754,11530.85,18128.61,97.63,23.99,1085.4,,,,,,,,,,
3/7/2024,1921795.64,429.14,8034.85,6545567.13,20192.1,95.27,26.7,4058.98,,,,,,,,,,
3/8/2024,464052.86,10315.23,4021.61,8234.89,26595.05,98.09,0,1156.93,,,,,,,,,,
3/9/2024,219087.93,240.59,2302.65,8035.47,19430.85,98.93,0,172.74,,,,,,,,,,
3/10/2024,270656.81,5679.26,1854.1,16248.86,18337.28,99.01,76.76,560.37,,,,,,,,,,
3/11/2024,1317207.95,200.55,28051.17,34133.2,20785.98,101.65,29.72,1737.28,,,,,,,,,,
3/12/2024,957431.45,5093.81,33401.28,55272.93,25620.07,101.29,23.31,1825.29,,,,,,,,,,
3/13/2024,972471.97,182.06,11454.2,46068.08,25354.3,100.18,19.8,781.37,,,,,,,,,,
3/14/2024,630326.42,180.43,6771.96,7858874.81,18577.58,99.29,0,1501.18,,,,,,,,,,
3/15/2024,1557139.92,6624.16,8912.62,24255.31,19196.91,97.63,30.95,1778.4,,,,,,,,,,
3/16/2024,660443.2,570.19,1902.36,16036.74,18527.01,97.57,0,755.09,,,,,,,,,,
3/17/2024,1304674.06,2858.72,12044.38,13971.1,20441.95,99.57,0,1434.14,,,,,,,,,,
3/18/2024,2073534.8,3045.11,4630.77,35033.62,34201.19,99.25,46.13,884.36,,,,,,,,,,
3/19/2024,738685.1,1179.21,5854.19,30233.82,27334.79,97.89,12.55,1086.4,,,,,,,,,,
3/20/2024,1324565.52,317.66,17801.43,19257.56,0,101.92,0,1370.82,,,,,,,,,,
3/21/2024,783795,376.8,7059.16,5385175.64,68108.08,101.78,0,613.25,,,,,,,,,,
3/22/2024,1032771.1,7805.21,10128.93,45362.58,15091.28,100.23,0,2327.86,,,,,,,,,,
3/23/2024,303623.63,1885.88,2157.42,15002.48,26070.79,100.09,0,817.17,,,,,,,,,,
3/24/2024,460672.13,4041.25,1420.2,19001.12,21991.41,101.3,96.54,403.02,,,,,,,,,,
3/25/2024,545520.37,345.94,42337.13,19364.68,22871.57,101.66,3.62,665.08,,,,,,,,,,
3/26/2024,608602.17,4953.09,1748.36,20599.5,23660.48,102.27,33.98,1461.18,,,,,,,,,,
3/27/2024,465711.38,906.48,1814.48,24493.66,29863.6,101.56,0,1831.31,,,,,,,,,,
3/28/2024,549937.52,1497.13,2540.2,4577280.07,12337.33,102.27,23.81,587.2,,,,,,,,,,
3/29/2024,2916526.22,3293.78,10873.56,105735.72,18930.45,100.97,0,1494.55,,,,,,,,,,
3/30/2024,528941.3,2136.92,2411.99,27861.09,14805.63,100.65,0,1221.43,,,,,,,,,,
3/31/2024,437532.6,4122.51,3451.45,5500.56,21192.58,101.78,0,71.69,,,,,,,,,,
4/1/2024,1099793.99,262.18,1839.11,20610.24,12058,100.86,0,110.54,,,,,,,,,,
