Date,Ripple ($),Chainlink ($),The Graph ($),Render Network ($),Ethereum Name Service ($),UMA ($),Aragon ($),Livepeer ($),Gitcoin ($),Pyth Network ($),Bounce Finance ($),Arkham ($),Tornado Cash ($),Akash Network ($),Bittensor ($),Swarm ($),Kleros ($),Pocket Network ($),Impossible Finance ($),Instadapp ($)
6/19/2022,1397757104,775639249.3,67152603.23,9448074.14,74325453.17,18588988.56,24165842.96,18968326.35,8429077.83,,2682000.35,,2298538.25,966727.72,,409161.91,971064.4,375298.16,95395.84,11160.23
6/20/2022,1149006659,645520189.8,54975765.01,51753854.74,74439818.84,16470671.48,33480356,18798713.94,8117720.93,,1165011.9,,2349612.1,936072.05,,690822.56,866909.74,290729.74,75846.35,9372.34
6/21/2022,1155228410,627945474.2,55434611.12,80517412.06,38427786.04,15051624.72,24512317.79,20971874.34,6619003.22,,10941915.83,,2528248.54,1182199.33,,661855.23,851650.32,234547.79,62756.99,9036.68
6/22/2022,1204900980,582909057.2,74622301.71,29208710.38,58240164.53,16139324.64,20128533.81,21046839.53,12548961.24,,1796652.35,,9766972.26,897335.8,,557149.77,343605.56,247582.08,107847,7915.66
6/23/2022,1034224812,558698770.3,42836395.69,38006802.86,38305918.7,10600557.59,18416191.75,19390391.65,7757871.27,,1364570.46,,3903990.82,689194.47,,827909.45,387720.86,703159.61,140024.05,8021.72
6/24/2022,930214775.5,540411484.4,48072693.96,47454176,37372880.02,10728184.87,17228530.49,19046497.66,9122611.17,,1598890.17,,2376782.55,869899.55,,429836.61,297544.06,615520.27,62011.25,7873.86
6/25/2022,2203591341,598131593.3,65171862.7,29842025.71,65756086.04,45981625.38,26050237.6,35444365.56,16041279.88,,4188938.49,,4816246.03,799380.33,,507146.57,319608.52,509514.32,41697.29,8503.24
6/26/2022,839552662.1,517589146.6,54373217.49,12974229.82,48258674.67,37434808.87,18146953.06,23409210.52,10809748.13,,4386648.34,,2625558.99,719900.4,,260486,206705.56,594725.81,28766.2,8736.89
6/27/2022,728876201.3,481961878,52143076.6,10503238.81,36852333.5,20275144.16,15753006.14,18414808.43,11142326.52,,1946516.01,,2388364.79,757291.34,,360623.09,248057.33,566929.94,81882.86,11445.16
6/28/2022,962846750.9,541026358.1,35020061.7,12158023.28,25134270.94,12199625.46,9636200.05,22584701.93,8741850.57,,1299199.79,,3278424.77,798019.44,,754346.55,220178.53,310339.71,83256.41,9078
6/29/2022,1017648481,695574778.3,41124953.87,72607958.15,30466592.17,12011977.27,9205115.27,21467568.6,7693402.79,,839864.79,,1747734.49,570371.19,,344340.7,783396.6,286414.57,26632.31,8562.65
6/30/2022,1084325831,523938292.6,51121909.98,34390730.94,30050856.97,10392866.99,10801945.87,42057268.42,13019154.26,,37876850.46,,29800140.78,681736.12,,452407.34,695075.43,400891.59,36176.88,8929.98
7/1/2022,1326945295,508536823.7,42621381.59,12897585.65,29384623.29,12191837.23,10762436.97,24073242.37,8306756.65,,8657536.41,,28289291.58,709856.23,,440409.29,925309.07,337890.05,30461.03,8344.57
7/2/2022,1234242688,507105020,47664388.28,12585557.29,33081370.35,27737028.89,9221195.68,21570771.13,9384379.94,,2542091.17,,5194799.22,731300.45,,491248.76,730834.11,499868.6,85605.98,8453.77
7/3/2022,564976560.5,352292547.7,23443299.21,16503036.27,19101130.06,12865640.72,9282539.47,18037147.68,6904369.83,,1881245.64,,2957173.89,637912.68,,344934.04,662992.22,510960.94,21457.43,8795.89
7/4/2022,644134011.7,290975538.6,18460581.74,14574521.87,22104589.47,49078984.03,7995586.85,15502506.31,4171789.4,,4844084.79,,3412566.26,595911.92,,117055.97,413473.71,509194.38,38129.96,8405.7
7/5/2022,936245776.4,408919029,30717057.57,10901134.27,60641230.03,28951335.65,8320304.9,4348912.17,4712953.99,,1916603.72,,21899725.71,641938.74,,262719.63,605122.62,366007.39,94600.72,10225.77
7/6/2022,1069390131,498306090.7,42239971.91,10927190.49,47354183.89,11712525.37,11224443.12,4470459.47,4978673.95,,5097112.64,,4592846.13,697678.61,,209355.7,555096.73,352340.37,56975.76,8590.85
7/7/2022,1035873113,394353993.8,28637901.83,7862076.04,50458667.46,9717530.78,21476697.03,7357091.97,4779344.06,,5008391.8,,3014781.36,570192.89,,294407.81,469261.11,425757.6,64329.16,7936.54
7/8/2022,962456689,449588419.1,30717441.08,16883064.25,49883968.05,11140908.92,8831741.88,12769860.32,4193769.38,,3668071.13,,10414250.76,576800.56,,231996.97,520530.67,300698.39,120333.77,8970.96
7/9/2022,1477936730,559337865.6,33139249.52,11248615.4,47553966.52,9310939.42,12678697.88,20568637.85,6501989.95,,3071835.71,,4890805.9,556006.76,,389895.97,439031.36,393988.41,51975.32,8308.74
7/10/2022,610784365.4,325544626.3,43356226.47,6106843.37,28211433.97,10734241.42,12326207.62,16997205.72,6447783.88,,3406314.76,,4228011.56,535761.9,,178171.17,179994.55,286872.52,37157.71,7977.4
7/11/2022,858123901.9,326429592.7,27464265.5,6451044.57,30771301.95,9310281.62,9570468.67,16245964.89,6347827.35,,2131314.17,,5517406.33,613528.37,,373481.72,290699.73,455266.46,99434.81,7906.53
7/12/2022,970888703.3,396927933.7,30168978.25,9878902.74,40013367.88,9656350.67,7902652.47,15768710.71,4978157.32,,2593709.84,,5013269.03,1048084.07,,613985.06,474338.09,408937.58,21154.83,8024.98
7/13/2022,936739624.7,332424559.1,41335736.82,5372538.28,25872746.56,9326932.57,5828641.35,18827382.1,4684402.37,,1505469.09,,3811254.46,780894.23,,458542.9,393861.07,455554.87,56796.09,8756.67
7/14/2022,1306451713,468682813.4,50837193.11,6678518.98,40009441.26,16994053.51,9472370.84,20800821.54,5934061.74,,2427941.57,,3520868.35,537852.92,,402167.33,418271.27,634973.24,68328.99,8208.37
7/15/2022,3450936786,437076532.4,33842749.01,6891415.24,36119637.34,10883933.9,6868656.37,19276739.21,5810392.69,,5135504.21,,5818784.89,660642.96,,175122.11,437691.47,426304.49,83854.15,8403.16
7/16/2022,25137309697,566073542.9,35007060.3,8378516.78,37428443.45,8128707.08,13748623.43,20367066.9,9904860.73,,3267377.29,,3771697.25,635998.54,,310119.17,499492.42,463075.53,104203.57,10345.23
7/17/2022,23310361492,483314447.9,29438651.98,6572286.72,36056344.53,15935218.62,15784305.95,20166118.98,4761942.3,,6637398.85,,16062055.49,504180.24,,383862.6,835353.23,314695.57,75915.24,15646.24
7/18/2022,62468131982,403834221,41919424.01,6020376.03,38558319.21,8770521.91,8550703.22,21771498.33,10253733.62,,28333030.82,,7039760.08,548167.92,,366734.15,1392696.43,409806.89,23868.49,9023.64
7/19/2022,24287013429,713212951.6,96840144.15,11456716.88,145648046.7,16827703.55,14324058.64,28691433.16,10377978.04,,6777274.43,,4277345.39,608226.18,,590739.97,1790747.23,538457.57,27897.77,29944.07
7/20/2022,15747773890,848795663.4,86169073.25,21816772.15,92818551.69,18008153.82,15257019.7,26366619.1,8024125.24,,2407482.91,,4411249.61,1293591.42,,701546.4,1593303.97,783009.86,80722.91,11837.87
7/21/2022,5943471144,713000451.6,69240710.98,14335602.09,117019932.2,15348475.24,13023686.95,22118055.59,7826901.23,,2832029.21,,4194483.22,701214.03,,463983.72,1841712.71,352673.3,105706.82,10749.34
7/22/2022,34998987062,506329945.7,41676038.85,7560140.99,232608545.9,11689803.36,8115513.43,21986829.87,5580033.08,,5925342.23,,3828065.69,652358.69,,683307.45,1339924.02,387103.19,95518.89,17065.8
7/23/2022,12852784688,503213031.1,62365920.04,9140823.56,99333125.01,12468786.41,7814790.7,19903308.22,5378345.99,,1867427.14,,3339197.58,553811.7,,435954.53,1040024.04,379255.65,138815.98,17929.27
7/24/2022,22728476180,381703323.6,43307531.37,11982035.57,91077303.9,62646488.45,13195842.76,20159034.97,5520893.02,,2042469.98,,2662028.35,561056.78,,322617.84,1030218.58,389972.46,85879.02,31.23
7/25/2022,13511649591,446636506,32754454.71,36968706.41,88192267.7,33318370.82,6536070.59,19631541.66,5743104.76,,1872647.81,,2898122.18,598320.54,,340539.97,1120854.82,385507.22,101654.35,4565.69
7/26/2022,12266428974,450220693.4,32472175.01,13918746.31,120153552.2,15064949.24,7501706.59,18054566.88,6879448.72,,2053610.5,,3022727.91,561192.71,,1008468.53,1373569.88,213790.46,253849.31,3760.71
7/27/2022,28749929057,408261172.4,32273215.95,8491038.15,92420727.9,9555587.98,7010664.96,19774773.17,5289139.58,,1326442.05,,3307904.85,652284.34,,393182.89,993568.53,449799.22,54962.75,3292.44
7/28/2022,25637669862,500206703.6,58015831.22,12411570,154769794.5,10828762.66,7974463.76,24925857.61,6970542.29,,3478364.1,,3647106.1,703249.42,,318287.04,1647945.02,540717.86,113275.97,2622.37
7/29/2022,15143779788,649674339.7,84746574.26,12534633.86,152195297.7,16347756.24,13630828.29,135241646.3,29066034.7,,107704649.9,,5947940.21,925492.45,,645807.51,1076717.52,587432.98,84453.45,2860.11
7/30/2022,9366962076,1236080901,144672880,14184733.17,106452736.1,46157317.58,39026616.14,207702084.2,15581553.72,,145621232.4,,5169058.16,688879.4,,798744.61,934578.18,448716.15,102302.26,2693.45
7/31/2022,37779483824,801940854.8,111314885.7,8555772.19,91718711.51,26731949.62,18536104.71,56384058.16,10773469.61,,31884685.96,,6897942.81,625570.96,,802155.9,1241380.48,611821.24,58386.08,3426.85
8/1/2022,11383629247,597477858.1,76614033.22,81094998.2,65103174.72,27016260.71,14288329.18,33253161.33,21694932.23,,12849036.39,,4318535.29,595550.32,,957292.59,860866.35,594883.67,80882.22,10891.97
8/2/2022,20993433813,492398507.8,72978068.32,24441565.16,78743639.43,13837854.65,29873788.98,31294368.91,11105930.75,,8923022.99,,2646818.6,423357.8,,890315.58,335387.42,554772.33,106331.35,5098.17
8/3/2022,9268365393,609040835,90556717.86,16730070.38,139703564.3,29510322.2,18596002.57,31245669.68,6905603.84,,19090238.38,,2568244.96,647263.03,,713384.93,397623.71,716284.81,42800.39,4823.59
8/4/2022,18045143482,476554908,58100686.19,14616416.01,216945663,12531907.21,9813565,28583600.07,7075745.46,,95877434.81,,23213479.33,482546.95,,459621.72,531040.73,447577.96,30853.95,11926.43
8/5/2022,1009220097,433470502.9,57238704.62,9869545.07,150563656.6,9715810.67,9401896.65,30086255.05,14171368.17,,34428117.76,,10176276.84,516141.93,,411186.23,705401.06,633945.19,40920.09,10296.18
8/6/2022,1083081363,512386841.5,85923841.53,25560505.61,156001241.4,11455250.48,9164364.97,19188033.67,7347807.08,,80288980.12,,4155766.04,566524.42,,453263.07,150050.2,506928.43,65024.04,11561.42
8/7/2022,528474692.3,383662770.1,47398328.95,9159432.53,121033125.8,13438057.46,8229538.44,6021001.29,3849680.1,,22391749.69,,2701009.08,480066.32,,499196.62,242604.39,736357.56,21044.39,10534.61
8/8/2022,558451987,424042004.5,43878320.06,8726311.14,75921838.07,10306519.12,9679409.95,10895972.08,6974906.79,,9546794.82,,15280667.59,610869.49,,939196.87,224506.24,1365075.21,55409.83,39237.52
8/9/2022,1138699149,731062216.7,205445526.7,16386889.8,101116458.8,12850408.01,8541664.24,6434285.43,4934914.55,,11868424.59,,54593916.76,629367.17,,621753.03,1105293.16,3438890.77,50250.43,25004.79
8/10/2022,3343031577,843995194.3,122731668.7,12698031.86,123972184.5,11018883.56,25591954.41,5769828.18,6440828.25,,31441368.75,,55798409.04,695681.24,,584988.3,882522.52,1271275,83202.65,4307.5
8/11/2022,1239763218,865696722,107587141.6,16530699.82,144075497.4,13180514.35,25345381.11,9083791.63,5483616.71,,30234944.88,,42768755.99,720422.05,,610432.91,1199308.56,1055662.24,79552.07,7941.28
8/12/2022,1216921626,634430227.2,70693885.4,12972205.4,112921939.8,10949726.35,11806991.82,5937535.29,14795583.66,,11611275.97,,23166752,623601.52,,543128.88,1176880.07,894105.72,163323.18,6437.9
8/13/2022,1018932719,718374888.5,57226262.25,8241848.49,64404468,27885632.88,8026365.87,46756533.38,9875315.52,,16640608.83,,41343363.68,774469.31,,510609.72,834394.04,948189.53,228329.2,10096.79
8/14/2022,661994516,425793318.3,59191651.9,14339812.45,54799567.03,183366706.5,7909636.3,7948908.74,7066276.62,,5888252.65,,37956393.86,736770.39,,463033.95,1115874.75,687845.38,81014.83,7833.46
8/15/2022,850831853.9,445643453.6,62088720.41,15119946.52,54721913.57,66310601.22,9759918.01,7237947.5,7462918.42,,7233902.87,,80621175.53,577629.28,,547790.25,548483.38,461071.8,58639.9,2716.47
8/16/2022,1162193827,532867873.1,70230822.56,10104599.31,77049165.16,23210761.64,7556831.33,8829746.97,7679132.61,,7965803.62,,19624447.78,616459.8,,628974.8,809148.56,423759.66,108616.74,11661.22
8/17/2022,1031739476,363324250.2,65395027.26,7539120.63,104083985.8,38684214.75,7242574.96,11389177.34,10844199.9,,8096396.98,,11195944.33,563157.67,,551036.82,191667.64,373088.87,55683.17,4754.72
8/18/2022,1563237239,439754380.5,53261589.63,12149542.48,111175972.7,37411569.53,9299385.06,12024900.38,11536803.66,,8975922.15,,11819045.77,631846.06,,688428.35,481514.89,445304.51,38485.24,4317.54
8/19/2022,988350335.2,363049287.2,48818373.34,7265782.85,84090549.64,19008448.69,7677870.91,7978152.62,7923662.69,,5589697.34,,16311185.5,1111129.86,,457032.85,563013.91,739707.72,31759.25,8657.05
8/20/2022,1723039768,653213629.6,89781936.36,9286735.18,121883420.1,25331795.2,15688857.54,13654191.06,13346056.03,,13109729.58,,14232565.13,681427.62,,724181.9,886377.25,859108.95,64502.12,12414.47
8/21/2022,890708537.4,458624258.3,63851865.91,4961391.34,73249033.74,23315456.86,9167561.36,13855492.19,7204049.15,,20377971.85,,10391002.7,1098368.27,,421628.09,595536.05,419139,213493.1,28727.36
8/22/2022,795459529.4,324037869.3,47292569.98,35625301.59,147212802.4,13794679.48,6452091.84,3890912.14,8636845.04,,9957071.18,,9430265.73,521041.34,,426236.09,883492.78,634877.97,257034.29,26061.59
8/23/2022,1092232936,461838650.8,46451907.6,18975473.48,194617219,20907001,7438509.6,6816960.01,5364424.94,,8067375.4,,7995403.9,580278.31,,854399.82,416355.74,279424.22,38435.36,28295.07
8/24/2022,980885020,389438921.8,53110584.84,9846346.03,63575524.7,44039551.14,126427172,9800900.72,4438710.71,,4639152,,8279910.66,734817.61,,446662.69,1266110.05,536970.62,61572.76,47189.4
8/25/2022,893746663.4,329112086.6,54925440.91,9641033.3,64867497.42,21914081.51,26001093.73,14753175.3,4077128.68,,13957547.85,,57434129.88,784961.85,,3531681.83,1213191.24,642383.15,8975.51,8953.61
8/26/2022,880120992.2,331159564,56175643.6,6464381.06,53215371.46,26857117.09,19628872.57,13939551.89,3980316.01,,12972621.25,,47473332.44,673979.99,,2263450.1,386291.62,704681.01,49575.82,13177.08
8/27/2022,1466059796,413807316.4,55161906.28,11005128.63,59722745.74,25787827.82,19056639.28,18731525.39,5256828.88,,6755709.34,,14284995,1036995.04,,2162136.21,994639.71,392434.61,42778.09,9606.44
8/28/2022,699466583.8,284758126.5,33719836.31,13799959.61,34374217.47,23593811.73,10898704.27,9275822.69,3437198.68,,2148724.41,,12032690.37,897553.43,,2148076.4,124165.44,231843.36,18922.64,8435.12
8/29/2022,527683239.7,228684376.3,26641853.97,15451778.8,29323110.2,28655576.12,7449056.27,8372641.73,3581215.34,,8757740.15,,12015346.28,550952.04,,1334590.44,584252.29,191132.03,39928.42,7681
8/30/2022,928205984.6,326721366.4,34634255.99,14032357.75,42366662.05,46439811.4,8534843.77,8170574.22,3565542.34,,7787711.17,,9535980.85,664660.93,,2883461.91,1066900.43,502313.95,9922.57,8773.13
8/31/2022,866624871.3,278306494.5,44703964.3,7856292.31,36799548.88,17317686.19,9253138.67,9044978.82,3244910,,11685014.56,,6892030.25,684049.9,,1780459.63,1346265.76,965628.13,11555.54,20806.07
9/1/2022,796912925.4,266449837.1,33245176.26,6075468.72,34438029.94,8917838.84,10317758.74,7819958.66,5506466.84,,6500888.87,,5115850.53,569090.04,,1381166.44,1042402.15,967758.5,23168.64,7140.58
9/2/2022,809944925.6,268665343.5,29975038.18,5327960.28,67642703.78,10281419.81,21342505.2,7585943.19,4916406.11,,3557235.4,,5515441.94,566178.91,,2558396.79,217301.78,998790.26,39715.53,8639.22
9/3/2022,846287512.9,345956067.6,36779670.19,7679474.27,55839834,11471856.92,16752736.65,7415199.82,3739928.77,,5036111.56,,8238481.24,533110.13,,1676198.88,1327400.4,1003761.65,28918.81,9478.53
9/4/2022,444863917.9,162480307.7,26436501.02,3428562.14,38735396.56,11860696.74,24491956.39,5835215.49,3473405.53,,1654589.45,,5952065.28,558659.78,,1031955.6,122304.08,1932368.33,27683.19,8171.69
9/5/2022,405810028.4,289008378.3,17849932.75,3729469.35,31175292.83,9184634.85,12603801.21,7989940.71,4423531.88,,3818017.45,,4359425.26,499962.01,,1509470.87,333369.54,885409.8,26490.44,29996.03
9/6/2022,714260159.6,327405791.5,21700139.76,8672725.84,53499139.91,7935271.16,11020926.98,9078472.2,4254856.51,,2652122.94,,3325253.46,595144.28,,1213677.57,1039081.84,1211780.11,53325.44,46237.22
9/7/2022,1188996326,395890536,43544753.4,7857028.91,129938330,12867804.8,26433984.96,12787941.56,6827153.13,,6457976.33,,5728964.37,500786.59,,1179426.88,1094879.81,1828919.88,39236.02,11261.49
9/8/2022,1023686541,393192257.2,29149313.54,11912460.54,86350881.58,8894913.84,25807733.37,9633822.66,7356821.97,,4175873.64,,4898359.78,677986.97,,460232.59,1224323.66,1454440.11,28304.34,13583.01
9/9/2022,1009572641,453975734.6,28884426.28,38300429.87,85026835.08,15022131.46,21243781.89,14034860.33,5103629.97,,15897131.46,,22073635.31,667874.05,,2326822.5,408601.54,1330194.41,57255.86,9553.22
9/10/2022,1403094810,550909293.7,44814849.32,15718450.36,95728100.19,17875465.19,34324563.94,14129429.57,5303707.35,,5042636.67,,26415068.36,807001.55,,1737583.45,706757.9,967482.83,22856.15,9326.8
9/11/2022,802561443,483575683.3,52299011.01,20721903.67,81454692.85,21355220.43,15403302.67,22541316.71,5442745.05,,5097542.67,,15397636.89,582051.73,,1710329.66,860129.74,577560.96,15380.79,9032.08
9/12/2022,638880661.8,439313026.5,37621229.97,10445020.27,78139664.85,12051526.51,18319395.44,11318660.51,4970121.52,,3850922.12,,14892795.18,578646.88,,1867674.92,590413.14,313899.24,57946.02,23236.99
9/13/2022,1059520260,533440146.9,122670718.2,10297892.59,77361289.61,9572512.19,36083217.93,11612398.71,7776310.61,,3581852.87,,10597767.96,652045.91,,1951510.76,912153.25,797287.52,23435.22,10724.89
9/14/2022,1324489793,526461648.5,76919841.17,8577822,86387708.72,25179752.03,22882043.92,14384392.05,7388181.43,,4916595.85,,9670862.04,643681.26,,1996226.16,745241.37,722741.2,28625.78,11607.07
9/15/2022,1106999904,496878024.9,43757409.99,7032886.32,87633476.18,16701993.19,17356101.05,7428091.49,4743232.25,,3255680.96,,5412152.78,632029.25,,2095129.91,1016303.15,1862807.95,24084.06,9589.44
9/16/2022,1337552250,593200435.3,39296410.1,5522138.89,85566893.93,7123826.63,19315000.9,10452962.16,4616842.28,,2857406.7,,3174561.15,692351.51,,2237500.49,1274239.59,1403369.35,29026.95,25706.01
9/17/2022,1261958275,573553961.8,29121212.09,22296745.77,91375861.49,7165400.92,12968907.02,9351970.95,3932372.08,,2031005.74,,3988763.99,748105.16,,1366092.05,464722.14,1587180.26,16653.83,14358.91
9/18/2022,1427789278,476288918,18496758.22,14368856.04,51788547.37,6951834.83,4517294.73,4350967.64,2622278.95,,3500432.05,,4011266.5,564341.91,,891203.44,314071.22,513604.12,26000.43,27754.21
9/19/2022,2096753184,476781173.8,29808832.13,5929806.26,58345726.99,6706174.37,13693445.32,7207720.96,4308929.4,,5002432.58,,4332817.92,651104.54,,1730716.67,284961.98,698745.6,11379.78,21049.57
9/20/2022,2475380016,597118538.8,35904028.49,11979777.47,70912402.18,7239916.26,16424673.22,9599275.07,4325204.82,,3532835.17,,3797356.12,547993.5,,1550932.6,442843.07,823661.69,39630.68,23642.22
9/21/2022,3389711446,411594047.4,31581391.57,17675472.93,51967082.22,7242423.23,11411676.86,7374772.65,3780016.13,,2710874.54,,3434915.9,541759.82,,1556901.28,621875.61,1041788.22,13555,9265.22
9/22/2022,2923866454,555594057.1,40677310.33,16195840.84,63274165.72,7730688.59,20511601.56,9961435.18,4866749.85,,4060025.57,,5781497.82,1144808.39,,2298127.74,609247.94,1762637.78,45021.02,9315.26
9/23/2022,4345510563,343747617.8,29805908.38,6383121.5,47705640.02,7573534.89,9850276.25,7170132.81,3638727.58,,2024121.07,,4525630.22,598707.23,,2101912.28,948798.94,892680.81,9412.95,8213.28
9/24/2022,6851174095,589633708.3,30725578.67,6993465.7,50880143.41,9011781.72,11652731.8,9222468.29,7225937.5,,6957400.04,,21171160.98,582001.94,,2309192.5,537477.64,1073676.08,11837.25,7568.74
9/25/2022,3174509674,575987741.2,18949844.72,4579504.59,28225046.84,10678571.49,5734661.36,6321548.1,3230379.61,,2115372.91,,14724373.87,458380.08,,2546367.8,245717.07,1374288.13,18207.03,9263.02
9/26/2022,3076786929,734415208.8,41394105.36,4122663.65,40482034.2,22334312.4,5477134.95,5287104.84,3163128.06,,1510110.23,,5173512.21,492150.61,,6697443.2,391806.01,1326118.72,5833.97,10754.48
9/27/2022,2761704682,585621513.8,25404599.99,9595667.87,59647391.05,14447415.25,10175884.89,7807255.63,3102721.51,,2734289.04,,5411511.45,453924.14,,5146900.87,1501631,1967223.3,14121.6,10263.02
9/28/2022,2605483194,817573044.9,28684200.72,7247408.24,89406988.3,11433213.5,17899815.76,13224710.99,3820186.93,,2773278.14,,4366000.22,619570.81,,2128097.16,2098270.28,2869956.58,19585.27,8342.27
9/29/2022,2399425239,1299905979,23960282.39,5054919.73,110829815,8255483.34,10418338.8,7119170.6,3387347.36,,2444664.34,,3343257.56,1021246.37,,1690379.8,1254592.02,2356824.71,19614.89,14372.86
9/30/2022,2979531131,622257071.7,18115038.9,4022181.89,88262257.73,7748378.13,7980124.44,6758019.76,2519154.3,,1800432.47,,2971202.23,786122.67,,1921556.43,1496954.91,2227081.8,8305.86,50697.54
10/1/2022,2972868272,424880812.5,19762176.73,5534098.74,87111633.68,6334737.92,8506094.67,7224316.42,4649875.05,,4343701.85,,5606813.38,715789.04,,1266680.69,1075267.09,2343652.21,8532.04,16717.62
10/2/2022,1408593746,284961377.1,11271819.29,2259871.38,46818089.51,6208161.42,2908571.7,3942555.81,2472053.92,,5073981.75,,2350294.21,589842.99,,1014713.9,698794.43,3101787.41,19388.04,12581.98
10/3/2022,1408392768,323132721.4,12718090.43,3275734.27,39609301.94,8826627.13,4767471.7,5058279.76,2639349.05,,4774151.51,,2213444.91,541304.74,,927711.35,610685.5,2855662.21,17959.9,8528.59
10/4/2022,1739336471,371346576.5,15092271.61,4455366.28,52770678.92,5640865.03,11836187.56,4899891.1,3720119.26,,2293908.24,,2046204.37,622053.96,,1791087.39,1025179.7,3226628.82,24461.87,8735.4
10/5/2022,2038303645,519527596.2,15836720.54,80991284,56908153.51,6102264.85,6409553.22,16492979.05,2521347.69,,8490170.09,,4298177.9,552249.82,,988439.38,1140964.23,2905856.4,24284.46,10157.86
10/6/2022,2280930102,497476475.3,13894553.81,28444979.37,110801008.5,12880724.84,6491633.16,5976360.07,2278122.83,,2404278.33,,11643307.74,691189.35,,1666417.81,1248948.11,3343362.27,6416.16,8532.24
10/7/2022,1784282944,328338708.5,25681561.46,7274989.35,108889664.2,9826811.05,5694135.71,11635031.36,3208573.82,,1627261.09,,3244875.1,735495.84,,1653220.84,1263512.09,2640839.86,53106.31,7969.19
10/8/2022,2249633454,354397876.9,20808274,5172829.61,90676904.08,8559100.51,4727731.41,5213133.73,1983441.98,,1487668.64,,1831012.24,683830.12,,1200890.56,1274852.34,2490013.63,18805.44,8236.21
10/9/2022,1610134699,178223626.7,9943665.3,4189104.67,56985419.91,3917222.4,3080732.48,4173807.29,1716407.07,,1095631.36,,1507103.35,657988.79,,1164247.38,823685.42,2237451.51,18894.56,7962.41
10/10/2022,1653702361,197426732.5,11524816.93,8397894.08,51835470.89,5429326.5,2999953.1,2836496.93,2002976.07,,2069963.84,,1289981.16,634631.93,,173812.62,1026129.77,2539185.85,16263.91,14271.83
10/11/2022,2164911186,340275972.9,17994986.39,5351556.12,69384982.7,5290468.83,4417860.29,5216552.96,2131023.45,,2615399.12,,2649749.21,759864.29,,266508.79,1065056.34,2911948.01,14651.99,8347.34
10/12/2022,2176382498,362655956.9,20450701.92,7385658.17,60878552.35,4514109.33,6292317.37,4539356.08,2483437.71,,3082545.06,,3826535.98,809020.97,,291276.67,152288.9,2959227.41,11563.23,10606.52
10/13/2022,1366104521,210611641.1,12935126.06,5282303.54,53939675.85,11137674.56,5400804.81,3479108.66,1933538.91,,1469436.89,,2052878.15,674965.39,,994439.11,196632.65,2999320.59,6478.86,8996
10/14/2022,2784181355,596545167.6,34690825.75,11798346.98,199029699.3,41060097.04,13042855.45,8145234.57,4409180.45,,21248435.51,,4956157.22,823447.72,,1897183.9,347384.09,2368599.23,19994.32,9281.55
10/15/2022,2121123367,338924527.9,19914761.05,6650129.61,148969024.3,11339940.86,5560432.37,3952545.64,2367188.36,,8223660.97,,2519636.05,770324.49,,2211763.82,468159.01,2998716.8,20650.97,7508.58
10/16/2022,798628206.4,208138675.9,17594625.92,12271960.63,66836406.15,5578881.97,4375009.86,3514430.46,2121439.06,,2054439.42,,1972273.53,465169.65,,1170231.86,81832.84,2512730.96,7583.3,9442.58
10/17/2022,966732868,260943998.7,14192625.19,23707742.03,63651358.8,29280432.25,5584662.37,3553060.49,2959741.99,,10572321.93,,4030727.06,491679.41,,1158213.65,220730.72,2799048.71,9313.88,7463.02
10/18/2022,1417504116,271333356.2,19645940.76,6781548.46,82532643.5,15606243.77,5165862.3,3921606.64,2217184.57,,2185349.95,,62241891.31,516754.09,,165548.37,192950.59,4752514.56,5150.75,7451.95
10/19/2022,1309409842,279844368.4,23672406.19,5995892.44,63490009.46,8297755.85,5691824.96,4144309.87,3232340.58,,2046533.25,,13495890.66,605110.95,,800506.35,231567.55,3964269.83,4543.71,7454.82
10/20/2022,1518939370,256632464.5,28106910.38,11740737.6,61770680.26,6042407.8,5313077.52,4465180.73,2440367.99,,1280151.94,,5760397.73,509597.31,,735597.81,90072.99,4590674.3,24252.11,7519.44
10/21/2022,1800114950,317710160.5,19860181.66,16698869.66,69758310.73,10493227.68,3702877.86,6462641.45,2179765.63,,1348299.79,,10733777.38,578338.22,,898740.23,150981.96,2920911.48,22124.62,7756.22
10/22/2022,1712778421,340853964.4,22661516.12,7358074.21,82868809.37,9915457.11,6248058.06,6443258.57,1190402.99,,1301275.65,,4500352.26,641611.18,,426644.69,351141.76,1385692.92,163605.98,7824.99
10/23/2022,912940134.5,174187135.2,13868397.45,21442882.13,50882381.04,4816588.46,2651298.21,4082281.01,905522.85,,2617895.9,,17435161.66,660734.81,,135967.64,78874.72,2604865.76,25678.81,7465.77
10/24/2022,995497789.5,252248310.6,17239194.68,21939443.12,47207735.33,4389479.17,4212572.24,4478454.73,1048130.77,,2569488.96,,24530472.05,575523.29,,157500.79,89342.2,2688267.94,14946.1,28635.93
10/25/2022,1356662233,272024206.7,22864299.85,32751433.67,57099071.56,4589421.71,6815041.98,5110565.95,1228180.04,,1187285.96,,5654492.28,744636.18,,197262.8,136376.24,2724493.81,44569.02,8670.14
10/26/2022,1689657454,422359167.1,33840676.54,18820068.69,61458845.85,5956855.8,8189187.09,5130330.32,2987599.56,,2262802.39,,5772583.05,795112.17,,159215.53,368612.75,2813690.44,86743.09,8326.95
