Date,Aave ($),Compound ($),Venus ($),BENQI ($),Maple Finance ($),TrueFi ($),Morpho ($),Radiant Capital ($),Goldfinch ($),BendDAO ($),Euler ($),Sonne Finance ($),Gearbox ($),Notional Finance ($),Shoebill Finance ($)
2022-05-22,431911.05,102985.14,47200.38,21794.74,0.00,0.00,,,2370.34,33730.81,41979.20,,631.65,177.66,
2022-05-23,402271.11,104772.58,48780.57,21963.57,0.00,0.00,,,88119.77,31578.27,28003.26,,112.93,277.70,
2022-05-24,380872.96,99448.57,48888.64,21870.76,1211835.74,0.00,,,54059.63,30641.43,39346.03,,409.77,279.00,
2022-05-25,381449.46,113116.34,49159.81,19168.06,247613.30,0.00,,,1060.58,32422.16,23875.33,,17.74,6.72,
2022-05-26,356991.36,100524.32,47452.91,17938.54,31765.98,0.00,,,82504.69,29555.17,27629.37,,67.61,4.35,
2022-05-27,318625.92,94379.55,47182.64,17991.69,0.00,0.00,,,83587.80,28942.87,24910.04,,1597.32,323.21,
2022-05-28,312715.22,91509.33,49829.14,16576.65,38049.13,863.44,0.00,,24.93,32986.71,28084.33,,0.03,0.00,
2022-05-29,301869.12,89025.23,50075.19,17783.96,0.00,0.00,0.01,,314.68,29675.45,21517.80,,2.95,6.85,
2022-05-30,330556.50,87086.70,50452.26,18424.68,636573.13,0.00,0.22,,97421.53,35074.86,22701.42,,99.13,0.00,
2022-05-31,324317.75,86320.41,47699.82,18856.96,0.00,0.00,0.87,,23326.75,31901.69,38088.71,,7.41,440.33,
2022-06-01,443408.81,104847.58,45834.10,14128.60,8875.93,0.00,164.61,,51.81,29198.81,20290.21,,1345.28,0.00,
2022-06-02,487779.41,90940.49,46147.56,14834.46,9769.26,0.00,82.29,,314.66,30003.19,31447.52,,253.83,631.95,
2022-06-03,521147.12,90135.27,49513.33,14943.60,61661.42,0.00,348.09,,5075.92,29043.47,19899.01,,1.97,1881.98,
2022-06-04,550356.36,95510.43,50595.49,17131.57,196271.87,0.00,923.96,,629.53,29292.92,32591.43,,77.46,47.45,
2022-06-05,549981.29,88246.92,48623.26,17327.74,0.00,0.00,562.07,,0.00,30207.48,30741.84,,0.00,984.12,
2022-06-06,602602.82,89816.87,48198.85,18146.97,0.00,0.00,346.67,,125327.44,31762.23,18835.40,,51.06,861.86,
2022-06-07,610156.35,91207.47,49057.31,18717.80,192134.07,0.00,591.16,,2248.86,28117.56,21697.87,,471.47,490.49,
2022-06-08,599359.36,81551.33,44574.34,18247.55,129146.52,0.00,636.41,,1529.83,30986.51,45874.77,,719.50,495.75,
2022-06-09,601184.73,77366.40,45731.06,19857.72,127794.79,183589.60,2.04,,55238.60,25945.86,41039.10,,248.67,1.78,
2022-06-10,590965.15,83797.24,47576.66,19328.86,1262658.29,0.00,242.84,,1096.23,31563.66,35500.62,,9782.83,174.50,
2022-06-11,569784.84,91564.87,46283.87,18332.17,0.00,0.00,874.85,,15.94,19431.39,41185.18,,115.85,519.56,
2022-06-12,565433.33,82583.65,43539.72,18452.06,0.00,0.00,167.10,,50.04,31517.26,34399.04,,663.92,1968.58,
2022-06-13,528841.10,73918.83,43263.10,17488.68,0.00,0.00,134.87,,250.09,20859.45,43582.35,,8764.32,6804.14,
2022-06-14,440529.54,62725.78,43558.21,15627.93,348976.98,0.00,52.22,,16.75,42192.70,27261.89,,1601.02,16331.35,
2022-06-15,440400.10,58803.65,50955.06,15514.60,0.00,0.00,64.07,,180964.48,22579.40,28609.67,,1322.44,573.15,
2022-06-16,900691.60,63320.31,39391.95,15269.17,0.00,0.00,2014.76,,2498.50,17234.24,24364.44,,153.16,441.65,
2022-06-17,384554.30,65028.80,34131.85,14516.86,406328.33,482681.45,159.48,,3.92,16289.96,23786.00,,7.04,217.13,
2022-06-18,395636.29,68660.32,33320.11,14746.31,25494.30,118293.57,60.35,,53.51,15840.06,25925.82,,1655.92,2602.99,
2022-06-19,371536.91,61647.11,30338.95,15641.34,752209.52,0.00,983.99,,82436.40,17597.34,30681.17,,1804.97,259.23,
2022-06-20,376682.33,66886.89,30727.01,15833.03,679203.18,44071.04,342.45,,50.51,16010.34,19763.68,,524.41,116.68,
2022-06-21,354606.39,58253.48,31607.23,15134.51,124945.31,12417.26,221.09,,83918.28,14818.70,27075.33,,167.58,55.71,
2022-06-22,344913.99,54504.90,31808.44,15543.99,88780.05,5703.57,193.44,,250.50,19816.06,32929.67,,161.24,304.01,
2022-06-23,349756.03,58299.30,31560.51,15687.13,66192.16,0.00,502.03,,0.00,17094.23,28054.00,,3088.37,509.77,
2022-06-24,330824.53,56588.02,31678.45,15142.31,0.00,0.00,496.99,,167253.78,19534.34,26149.51,,0.00,1119.37,
2022-06-25,338230.52,51778.03,33043.69,16226.52,293060.41,0.00,23.68,,164870.11,21918.07,17482.57,,15.94,2093.82,
2022-06-26,342464.25,52456.31,34200.54,15611.87,78098.69,0.00,558.71,,0.00,20341.11,20186.98,,4.82,1455.54,
2022-06-27,337153.86,53297.32,34767.82,16243.08,139740.13,0.00,831.77,,3067.82,17718.06,15008.48,,0.90,8171.85,
2022-06-28,353977.23,51678.91,33571.00,16075.56,14795.77,0.00,1980.66,,600.09,17255.22,10042.35,,5.01,10977.39,
2022-06-29,362229.27,51013.84,33190.33,16904.10,0.00,1604.34,1822.36,,1498.77,23215.83,11603.85,,11.97,4114.49,
2022-06-30,349916.51,55200.12,34507.46,16703.61,0.00,0.00,639.80,,884.55,26993.69,8173.75,,3105.71,6084.13,
2022-07-01,341771.62,61083.05,31080.31,16743.23,858040.09,0.00,751.32,,67.26,19128.86,10278.06,,0.04,14.08,
2022-07-02,344937.29,55323.43,30392.30,16414.89,42662.71,0.00,1336.35,,0.00,24348.43,9831.67,,111.91,363.40,
2022-07-03,305756.39,57455.33,32711.74,17627.23,0.00,0.00,40.54,,154.00,13365.13,13984.26,,50.93,66.77,
2022-07-04,316620.67,55194.97,35124.43,17701.31,362670.53,0.00,1572.75,,0.15,24374.75,11639.95,,423.81,12268.78,
2022-07-05,330746.93,53917.78,31422.56,17914.38,104812.17,0.00,74.80,,125357.78,18063.67,9804.79,,14.51,135.51,
2022-07-06,281860.34,57715.67,31702.40,18030.50,307434.67,0.00,257.00,,33119.47,19043.64,11227.70,,1330.67,16.34,
2022-07-07,270337.24,57399.75,32108.99,18029.06,55965.44,0.00,1158.98,,53734.51,18424.91,12379.37,,0.00,144.26,
2022-07-08,287990.22,56759.72,32855.22,19530.92,167829.88,0.00,9.07,,27.78,16546.02,38816.36,,0.20,9.83,
2022-07-09,277920.84,52591.18,33631.79,20236.67,0.00,0.00,49.60,,4.95,15069.88,7916.92,,13.41,7.96,
2022-07-10,270539.79,61253.81,32326.50,19358.38,28408.74,0.00,87.45,,52980.36,17206.93,14667.72,,258.42,1984.39,
2022-07-11,261214.30,55291.28,33786.36,19866.02,385753.42,69854.43,1308.56,,15.10,14929.26,12639.05,,25.89,86.73,
2022-07-12,253686.02,54193.25,33966.03,17971.23,46031.41,0.00,6865.50,,15.81,13910.65,13476.20,,0.00,1325.44,
2022-07-13,250126.67,52291.51,33389.91,18077.68,0.00,0.00,4519.89,,82455.74,14957.91,11661.61,,65.30,28.76,
2022-07-14,264378.07,49876.60,31264.51,18622.66,0.00,183872.97,2285.51,,25.14,15625.38,9391.15,,104.82,401.50,
2022-07-15,260790.05,49595.92,32629.13,18634.81,187559.48,0.00,1933.29,,183606.34,17686.95,8399.06,,1.39,61.37,
2022-07-16,267352.49,50885.85,33895.83,19186.98,0.00,0.00,4122.41,,5.04,18666.49,13151.58,,0.58,2183.39,
2022-07-17,272337.10,51653.31,33852.23,19289.89,217319.98,0.00,2847.19,,50.01,17235.34,10728.10,,3737.39,0.44,
2022-07-18,306299.09,55170.53,35616.14,19999.07,218416.05,277423.96,5506.47,,0.00,23868.95,24496.59,,2072.53,834.74,
2022-07-19,303401.01,58289.83,35584.78,20672.07,0.00,0.00,2541.52,,0.00,21571.29,14405.18,,524.19,83.81,
2022-07-20,328265.31,58278.04,34469.62,20639.81,0.00,0.00,7527.25,,135678.77,21922.32,12774.39,,393.13,0.00,
2022-07-21,330680.71,59371.66,33448.68,21009.90,564788.22,0.00,4650.79,,1106.93,23936.81,12504.18,,128.76,89.30,
2022-07-22,280034.32,60136.59,33122.05,20307.20,277313.55,0.00,7325.32,,0.09,22246.45,10994.35,,301.93,592.98,
2022-07-23,243670.05,63442.25,33324.88,21122.91,0.00,0.00,5847.39,,0.01,18539.94,11859.71,,26.14,62.07,
2022-07-24,251579.71,61154.13,32954.62,20464.24,0.00,0.00,4487.87,101.60,152.54,27728.39,14147.15,,50.02,52.26,
2022-07-25,244228.06,58795.64,32704.14,20686.83,254790.41,0.00,4531.88,9570.95,262452.43,18518.88,40032.54,,1318.05,40.59,
2022-07-26,236844.56,63701.09,32616.30,18828.46,0.00,0.00,6643.67,50995.95,0.02,22697.61,10311.46,,107.32,9.50,
2022-07-27,237877.72,62318.27,35283.30,19166.78,0.00,0.00,4196.26,49049.15,0.00,27040.88,14287.36,,127.67,0.53,
2022-07-28,270397.42,62299.08,34536.02,19449.22,41713.93,0.00,6532.24,33447.69,183.26,24166.25,17502.27,,1036.35,286.28,
2022-07-29,281546.55,61572.48,35755.84,21604.97,167055.70,0.00,6307.54,22332.40,22297.01,24139.30,11825.29,,541.36,26.98,
2022-07-30,301581.71,64058.99,34529.58,22968.69,0.00,0.00,7530.02,20074.08,0.00,24589.12,17524.44,,188.15,383.70,
2022-07-31,273527.60,63179.76,33411.91,23297.38,0.00,1483167.01,7018.12,17134.79,50.01,21968.26,8018.00,,30.03,35.86,
2022-08-01,291472.37,64431.86,33768.91,22146.97,127237.04,0.00,8867.46,16000.19,18.14,29738.42,20465.25,,22.91,0.74,
2022-08-02,272291.49,62544.35,33341.33,22169.58,282789.59,0.00,5632.75,17746.47,0.15,21998.72,14672.33,,152.57,204.92,
2022-08-03,271206.92,61683.01,35310.13,21568.45,475648.46,280933.31,4101.07,31390.46,51.23,24169.27,16501.22,,44.12,0.00,
2022-08-04,292829.67,60412.96,34420.61,24188.03,266821.44,0.00,6762.51,43393.16,156444.84,25621.06,16497.25,,16.08,1309.96,
2022-08-05,383761.03,62836.13,35199.74,24069.02,97414.52,0.00,3627.32,44305.74,274.70,25471.31,16125.25,,33.15,0.00,
2022-08-06,459459.43,61438.67,34596.47,24316.28,179822.43,0.00,8242.25,44799.12,3.00,24890.11,18074.93,,9.04,55.44,
2022-08-07,452432.28,63185.46,34816.13,24284.03,151408.17,617905.95,6763.87,54947.45,9.52,27887.36,18584.09,,114.55,141.03,
2022-08-08,464419.72,63678.23,35485.11,26958.40,362091.90,0.00,7923.92,59899.63,13.00,28208.42,24552.13,,787.24,240.59,
2022-08-09,481553.89,63587.41,34380.02,28645.90,0.00,19874.18,8341.59,62620.38,52979.45,25894.33,16350.82,,305.20,231.50,
2022-08-10,487222.56,62241.42,35002.12,29436.00,0.00,0.00,6168.96,65123.70,83677.86,31586.80,13006.57,,246.23,206.97,
2022-08-11,508526.37,62493.40,34415.62,28018.20,0.00,0.00,6979.76,75038.58,25.58,32763.09,26583.23,,871.96,804.93,
2022-08-12,522065.93,59650.21,35288.61,27213.92,171150.58,204421.87,6654.69,79072.64,53.03,36045.03,24163.18,,1391.53,0.00,
2022-08-13,547158.11,62188.90,35895.55,26847.24,47772.81,415988.18,10561.92,78631.81,0.00,31969.93,24009.71,,3.75,822.94,
2022-08-14,531960.56,60785.47,36245.09,25869.86,0.00,0.00,5898.78,79077.28,0.50,29805.03,20813.40,,1002.53,1539.64,
2022-08-15,562560.33,60491.68,36360.53,27369.00,0.00,3029526.72,3184.16,73041.21,180900.96,27073.40,25419.56,,9.49,362.25,
2022-08-16,571779.20,65442.51,36325.14,27517.79,153815.15,0.00,10357.00,65983.75,575.08,36756.36,22234.37,,32.94,239.23,
2022-08-17,497506.48,62359.61,36070.86,25942.70,303452.05,4600.75,8451.38,61523.03,0.10,28197.61,20848.80,,58.73,50.72,
2022-08-18,476776.47,61979.24,36035.37,26534.68,0.00,267.18,5460.49,59936.33,105173.49,28018.18,22199.13,,2.00,1.92,
2022-08-19,432471.65,62970.11,34820.64,23645.05,202158.08,0.00,4732.04,62070.91,83833.10,24765.44,31481.87,,39.44,29.90,
2022-08-20,378408.42,62926.33,35497.03,21182.25,0.00,0.00,5036.35,58074.13,10.01,60913.51,26801.25,,1703.69,2.25,
2022-08-21,379562.01,62586.80,36239.94,21349.77,93493.15,0.00,8865.62,56051.49,504.09,145535.10,16314.05,,62.25,21.00,
2022-08-22,389222.35,62507.28,37098.19,20472.15,277692.98,0.00,7222.85,57415.96,0.39,131026.98,18889.46,,358.42,0.00,
2022-08-23,417259.96,63476.86,37250.27,21546.20,122264.78,0.00,6287.26,56453.20,0.00,102892.35,28213.46,,0.00,0.00,
2022-08-24,424856.21,61674.13,35723.75,21745.30,229519.07,0.00,5089.51,59517.10,179785.81,40555.71,22529.81,,29.95,5.22,
2022-08-25,424771.19,60747.28,35382.21,21451.08,73972.91,0.00,6705.16,57862.03,82422.26,38177.24,26037.84,,28.55,3.09,
2022-08-26,397407.03,63100.11,33872.06,23487.72,112212.24,0.00,5129.76,55433.58,10.00,31451.48,22528.39,,161.41,228.26,
2022-08-27,382016.22,59585.95,32624.07,19183.11,0.00,0.00,8182.37,54554.46,0.00,30288.44,49285.23,,155.42,0.03,
2022-08-28,369936.22,60585.62,32051.41,19173.91,0.00,0.00,5352.45,53167.30,305.03,26790.86,24421.47,,121.72,14.65,
2022-08-29,426209.44,63768.34,34715.12,17436.90,0.00,0.00,9728.11,53507.88,12.80,30495.36,31671.98,,23.51,791.81,
2022-08-30,383780.56,68886.67,42579.27,18104.23,9408.60,0.00,2200.64,42074.25,4.03,36254.17,23972.56,,60.52,54.00,
2022-08-31,421265.19,64915.59,43172.67,17442.38,0.00,0.00,5300.19,45108.98,125373.41,30514.12,27556.41,,22785.47,0.02,
2022-09-01,465959.91,68907.73,45801.58,17382.31,73890.41,0.00,9897.77,42212.34,0.00,30577.57,38453.26,,8.74,0.03,
2022-09-02,451619.28,65738.95,43098.52,17180.25,104795.04,0.00,5552.26,44069.39,0.00,34278.73,25665.13,,11.01,493.13,
2022-09-03,406701.84,68601.33,42791.26,17432.26,0.00,198004.00,10050.75,44594.39,0.00,30860.70,36858.06,,377.28,0.00,
2022-09-04,407422.48,65172.42,43692.98,18881.85,0.00,0.00,5545.76,41150.58,0.59,29322.86,26027.18,,188.46,3.54,
2022-09-05,449428.57,69867.66,38068.46,18791.95,330954.68,0.00,6680.11,40227.76,75.00,32304.03,35483.09,,673.37,1.66,
2022-09-06,712199.78,67662.37,35705.07,18017.11,207659.15,0.00,12269.12,36578.58,0.00,38002.76,28360.45,,98.58,450.18,
2022-09-07,549290.99,64676.40,36943.36,16695.66,57023.19,0.00,8056.81,31779.53,52969.62,107563.88,42597.46,,32.74,5945.00,
2022-09-08,494918.69,70146.95,36893.85,13060.99,0.00,0.00,6135.81,30729.61,0.00,42720.93,47954.45,,58.17,426.26,
2022-09-09,474186.82,66810.13,37776.94,14132.51,157197.76,0.00,5023.56,33385.56,1751.03,43763.68,44619.29,,60.21,269.55,
2022-09-10,522738.89,68453.95,37729.33,14242.78,0.00,0.00,8654.93,31701.55,25.00,45771.69,72594.56,,23.35,137.00,
2022-09-11,615310.91,65714.66,38245.74,14616.64,124768.50,0.00,7041.55,30378.66,0.00,42407.77,49716.64,,191.98,47.84,
2022-09-12,730690.84,65111.93,85400.63,15241.02,0.00,0.00,5797.96,30306.19,82425.20,42688.68,47896.19,,153.06,393.56,
2022-09-13,811267.26,61643.59,117896.91,15007.82,346905.66,0.00,4010.20,28028.78,126.11,70650.51,46501.79,,31.50,10105.39,
2022-09-14,1505831.72,71815.65,153246.04,14794.75,123825.86,0.00,4994.97,27380.24,0.00,281055.94,73679.62,,755.41,166.75,
2022-09-15,1011586.30,70520.27,63473.27,14417.28,0.00,0.00,5985.01,24132.63,181191.15,112123.09,44030.37,,203.60,819.06,
2022-09-16,290734.35,63155.28,30827.49,13315.40,93499.43,81612.63,7845.29,26137.90,83663.86,31184.99,41460.82,,1.14,1243.41,
2022-09-17,284758.32,66373.78,36294.16,13627.08,0.00,21640.74,6713.97,28477.63,53664.11,30807.43,34936.12,,0.85,220.07,
2022-09-18,287713.38,61866.13,33581.92,13532.22,0.00,18534.55,6877.47,29064.80,51515.47,29135.28,49962.32,,1.42,82.18,
2022-09-19,278450.46,51800.70,31947.41,12435.84,66576.88,0.00,6404.73,28935.98,0.00,31386.70,39398.06,,7038.32,3767.82,
2022-09-20,258157.29,61895.29,35224.60,14268.82,0.00,22658.41,12696.14,28581.23,97369.32,25215.05,43603.51,,132.27,917.34,
2022-09-21,272337.29,65196.58,44317.01,14639.66,234833.63,0.00,7124.92,27905.66,181.93,24573.41,34854.91,,197.89,962.62,
2022-09-22,270105.58,64509.60,34908.55,15400.21,0.00,0.00,8387.48,28045.20,101.58,25906.42,38473.96,,10.42,2984.08,
2022-09-23,264283.03,64480.42,34718.12,15332.92,0.00,0.00,10258.01,26954.46,164923.57,26880.75,35564.79,,73.27,442.19,
2022-09-24,262111.62,64435.65,34114.34,15046.86,0.00,0.00,11183.25,26407.57,21.33,27353.68,35185.75,,24.27,1978.67,
2022-09-25,261010.94,67775.30,34274.38,15041.01,0.00,0.00,8675.46,25257.10,17.18,26532.65,35758.42,,0.00,13137.70,
2022-09-26,263674.91,72268.66,32870.83,14282.14,0.00,0.00,10411.01,26022.95,0.00,28644.84,34582.56,,44.35,7012.92,
2022-09-27,254133.57,73364.15,37808.58,14198.68,0.00,0.00,9051.89,26488.72,0.00,28488.20,32710.27,,43.90,140.94,
2022-09-28,248296.84,76663.37,40794.04,13898.42,0.00,0.00,10600.42,25694.31,125293.41,28036.67,35681.60,0.00,80.20,234.17,
2022-09-29,233791.71,73189.20,33441.67,14686.17,3736.02,0.00,3266.68,24157.24,0.00,30592.95,29806.40,78.57,85.39,123.65,
2022-09-30,231164.21,75301.89,34502.24,14424.55,67118.05,0.00,12392.31,20918.88,0.00,29708.21,41473.91,288.51,57.57,0.00,
2022-10-01,226219.29,75361.88,33962.06,14030.92,104060.80,0.00,8426.83,22324.84,73.50,29153.62,32840.34,701.89,50.15,229.17,
2022-10-02,230031.17,70802.67,32404.57,13970.66,31231.19,0.00,9073.25,21190.03,2.10,27280.64,28271.45,1877.52,516.63,289.51,
2022-10-03,237830.70,67754.72,32406.45,14340.88,6237.85,0.00,11005.09,21851.80,8.00,28290.92,41393.00,3019.53,0.69,1359.64,
2022-10-04,241774.11,64595.58,32855.75,14896.47,110765.30,1245023.13,7669.41,19682.23,0.00,33162.68,45600.58,3918.76,0.00,4342.29,
2022-10-05,243944.64,61638.64,34226.64,14620.03,275309.62,0.00,10630.44,21087.17,24.01,26432.74,38719.71,3614.31,27.38,115.30,
2022-10-06,240359.02,65110.86,60550.00,12471.40,302446.85,275128.23,8020.37,20094.08,0.00,35841.50,30788.54,3482.50,10.82,435.96,
2022-10-07,237675.06,63867.20,103504.19,12853.61,48966.53,0.00,12451.62,16152.95,52975.85,29862.34,33885.15,3481.61,23.58,114.44,
2022-10-08,226285.36,64359.57,75414.75,12718.08,106530.06,0.00,8530.86,15928.23,0.00,29497.17,33838.26,3793.83,56.40,0.01,
2022-10-09,227869.33,66004.64,65887.25,12574.82,629635.88,0.00,5293.64,13993.01,4.14,28790.14,22165.86,4346.34,0.00,34.98,
2022-10-10,232191.81,66111.83,64171.86,12265.76,0.00,0.00,15935.06,10833.73,34.89,28926.13,35289.80,4521.51,0.00,20.81,
2022-10-11,230401.07,69647.23,62093.11,11536.72,156169.60,0.00,5604.52,9157.24,82420.55,27963.74,42086.29,4552.18,5.37,0.01,
2022-10-12,227803.15,69140.76,65167.04,11783.57,169595.59,37157.47,7601.19,9141.69,0.00,28687.06,36304.58,4426.07,300.85,6.56,
2022-10-13,231897.94,62738.46,61154.31,11262.79,49968.42,0.00,11913.21,8920.16,0.00,29697.14,36110.85,4561.62,3898.84,119.94,
2022-10-14,222161.74,65319.03,62275.04,9791.31,152005.00,3963139.79,9112.42,8636.29,180928.67,29305.25,29475.92,4524.04,21.23,0.68,
2022-10-15,228800.49,64488.18,57806.35,9469.04,0.00,0.00,3157.79,8484.22,59.78,27379.26,36935.20,3952.44,5.11,177.02,
2022-10-16,215254.92,63799.14,54914.80,9454.48,0.00,0.00,8627.48,8575.41,15.00,30689.88,35319.86,5156.98,126.67,39.68,
2022-10-17,223549.10,65905.05,54707.98,9239.28,0.00,0.00,13606.00,8332.52,83708.10,29814.61,38898.89,5724.54,12868.26,7.05,
2022-10-18,220454.11,65182.05,67812.44,9306.99,48471.61,24899.18,6423.79,8636.54,51547.44,28454.33,40221.65,5606.10,0.00,159.68,
2022-10-19,213559.18,67855.12,51917.17,9137.28,1084.95,0.00,2967.28,7150.06,0.00,29872.68,30108.60,5936.36,99.95,4.20,
2022-10-20,206629.24,66717.24,52502.14,9548.86,113843.70,0.00,13714.23,5225.37,98710.05,27885.03,31789.14,5962.91,0.00,3.40,
2022-10-21,199910.87,66094.93,52186.37,8841.99,178955.31,0.00,6763.96,5806.33,35.32,29270.75,32806.16,6505.85,42.91,448.74,
2022-10-22,211080.09,63069.44,54686.64,9368.81,0.00,27645.22,8557.21,5460.80,1500.00,25928.96,44070.06,6226.83,23.65,133.26,
2022-10-23,224491.44,71182.26,54111.32,9252.85,0.00,0.00,10569.18,6589.40,82438.00,32391.89,43682.04,5891.28,72.21,753.23,
2022-10-24,216663.27,69908.20,52991.74,9002.97,121634.36,0.00,6430.07,9003.18,0.00,30449.23,49307.36,5210.02,409.96,45.33,
2022-10-25,229753.30,67884.15,55790.51,9131.01,0.00,27931.08,7088.40,9076.68,82469.57,31964.79,50035.96,5285.64,2376.27,524.72,
2022-10-26,248788.85,64049.33,51261.21,9092.11,0.00,0.00,12379.24,8062.83,109337.70,35295.59,37380.22,5734.30,1073.34,275.35,
2022-10-27,255042.57,62791.28,52767.48,9196.01,0.00,0.00,13977.06,9388.19,22285.37,34777.69,34380.65,5561.00,2671.80,878.64,
2022-10-28,267723.09,63663.59,52393.46,9659.96,2024.72,110953.36,5692.92,9962.60,0.07,35949.91,77087.51,6176.90,43784.54,68.47,
2022-10-29,277342.82,62188.50,51955.85,9042.13,0.00,0.00,11987.81,10170.35,158.55,36365.24,35605.38,6211.13,314.21,122.21,
2022-10-30,266409.46,58578.52,52914.27,9153.07,0.00,0.00,3303.35,9944.40,2.75,35930.13,54056.64,6201.96,610.38,0.49,
2022-10-31,212225.41,61107.84,51919.69,8909.71,29904.72,0.00,26277.26,10601.23,0.11,32036.32,35975.83,6304.44,5304.41,11.78,
2022-11-01,209807.45,56812.55,94422.14,8441.21,247623.30,0.00,7415.87,11541.01,15.29,31553.00,39291.47,6713.62,1453.53,105.17,
2022-11-02,203072.80,58340.29,104353.67,7910.86,2270.20,0.00,10744.91,12032.48,422.10,32945.77,44997.83,7953.57,42183.38,31.73,
2022-11-03,191048.47,56473.85,112836.57,7052.20,58559.97,0.00,15797.71,12775.35,25.52,31768.14,36507.55,8592.76,6278.49,709.09,
2022-11-04,227239.34,58656.93,105213.03,7308.26,252056.03,0.00,13017.74,14270.69,408.07,34378.93,61008.97,9078.59,3979.30,1828.34,
2022-11-05,209700.30,57593.92,97508.98,7335.91,3265.87,0.00,10833.59,14607.93,3001.05,31921.65,42214.51,10636.83,2349.05,1180.62,
2022-11-06,209009.05,59713.39,97265.41,7284.95,37182.30,0.00,15129.82,14914.62,2055.89,32762.63,49849.69,12019.57,135.09,78.27,
2022-11-07,214073.18,64136.68,81793.15,7119.42,93777.93,0.00,18183.29,14961.46,52987.75,37678.17,118331.82,12485.21,36728.61,28.23,
2022-11-08,196972.21,64761.23,53586.41,6129.60,375170.37,603.09,6584.14,14291.32,54477.97,27011.65,45239.55,11859.13,127447.75,232.15,
2022-11-09,264887.04,78056.82,54386.92,4388.96,204005.87,0.00,13719.54,10323.83,150.61,21773.52,49106.35,11104.00,48987.11,2186.38,
2022-11-10,322772.79,189889.10,55255.17,3805.11,66943.09,0.00,18776.27,9166.33,82548.18,28535.59,51757.69,12209.39,72305.74,1869.63,
2022-11-11,227143.69,98033.03,49474.93,3804.32,122626.27,0.00,22687.51,9227.82,5.14,27664.86,33579.53,10552.81,23448.39,64.00,
2022-11-12,238061.79,133477.95,49840.36,3507.14,482047.68,0.00,26998.12,9237.06,0.31,25580.33,53240.40,9748.64,2365.38,443.40,
2022-11-13,182798.34,87996.43,46652.37,3614.15,132537.32,0.00,21965.67,9530.20,0.00,27795.18,45991.77,9967.93,2727.79,2.03,
2022-11-14,190322.52,48402.29,48078.93,3976.07,76893.72,0.00,32616.89,9107.94,181014.92,24401.20,30154.04,10570.53,8846.16,37.48,
2022-11-15,165683.19,54773.70,45560.01,4199.87,51057.53,0.00,33097.90,9085.49,83658.50,22643.15,36811.05,10012.26,13528.07,1446.24,
2022-11-16,177751.41,55741.92,45052.53,4280.57,0.00,0.00,31636.81,9581.84,51505.85,29358.62,29854.50,9671.08,497.58,58.62,
2022-11-17,195061.69,56219.21,46374.48,4272.76,0.00,0.00,17599.40,10090.98,79.30,19879.07,31965.74,9345.47,292.72,2016.28,
2022-11-18,172021.21,56252.57,45889.33,4326.17,0.00,5579.32,23128.66,9707.15,0.00,18476.75,26412.25,9236.22,319.74,1111.93,
2022-11-19,176712.18,57855.07,45622.69,4183.98,1320.30,0.00,21549.87,10212.91,2726.93,16939.72,41763.14,9533.56,473.04,67.12,
2022-11-20,204797.80,58091.56,45336.85,3926.11,8136.76,0.00,4773.84,9816.22,97406.43,18274.27,27056.76,9165.69,518.53,0.00,
2022-11-21,194484.63,60897.98,43465.92,3778.55,179522.06,0.00,39289.97,10138.51,0.03,18509.22,27041.39,9314.55,211.54,930.55,
2022-11-22,398267.92,60451.55,44014.31,3802.22,116028.88,0.00,25017.23,10162.91,82453.29,18078.20,30470.15,9348.05,211.87,433.98,
2022-11-23,247398.32,59735.97,53786.10,4052.04,7820.81,0.00,26901.83,9451.59,82474.24,17654.42,30921.69,9455.00,1034.98,1349.50,
2022-11-24,200628.06,62081.73,554090.48,4097.90,83556.32,0.00,20410.94,9312.72,44.26,19805.78,38648.98,9289.43,1709.26,2719.44,
2022-11-25,226649.27,55354.84,596489.81,4883.95,0.00,0.00,28158.63,9143.50,0.00,19518.79,29734.42,9132.16,401.89,356.36,
2022-11-26,188966.96,55220.45,570926.77,4684.38,1627.58,0.00,33113.16,9505.11,22295.49,18664.06,30083.13,9480.68,2243.52,268.57,
2022-11-27,167533.67,54288.16,539986.80,4741.41,29592.70,0.00,31691.92,9929.47,0.10,20604.15,41582.20,8681.50,11097.67,0.00,
2022-11-28,163719.00,55479.29,533053.26,4542.49,7197.95,0.00,29413.90,9688.71,50.05,17399.38,39653.64,8740.41,1621.57,983.93,
2022-11-29,158158.52,53392.72,551567.94,4432.55,0.00,0.00,26685.77,10407.37,103048.80,21041.24,35577.62,8338.38,2268.47,14.64,
2022-11-30,168005.94,53538.06,517992.67,4194.29,36167.49,0.00,31716.04,10385.54,0.85,20035.82,42013.40,7799.41,1995.22,85.25,
2022-12-01,159798.80,52956.21,188472.22,4420.46,4574.61,0.00,27849.97,10236.55,0.12,19498.76,35011.21,7584.05,815.88,76.96,
2022-12-02,205669.29,52750.77,42645.77,4526.08,71758.09,0.00,9604.19,9377.16,53412.22,21652.50,43066.37,7877.98,352.78,42.29,
2022-12-03,151157.55,55419.78,44466.47,4251.20,0.00,0.00,45577.16,9426.18,0.00,19548.83,33973.40,7007.55,951.28,16.12,
2022-12-04,151545.55,53581.55,44605.88,4225.31,0.00,0.00,27523.98,9815.51,0.00,21038.78,36664.78,7005.32,5637.87,36.60,
