Date,Aave ($),Compound ($),BENQI ($),Venus ($),Radiant Capital ($),TrueFi ($),Maple Finance ($),Notional Finance ($),Goldfinch ($),BendDAO ($),Euler ($),Sonne Finance ($),Silo Finance ($),Morpho ($),Shoebill Finance ($)
2021-03-19,,1134192.35,,,,50566.27,,,,,,,,,
2021-03-20,,521345.46,,,,39709.96,,,,,,,,,
2021-03-21,,480548.31,,,,37301.60,,,,,,,,,
2021-03-22,,590630.84,,,,47376.78,,,,,,,,,
2021-03-23,,1562531.41,,,,39047.67,,,,,,,,,
2021-03-24,,444658.29,,,,36397.87,,,,,,,,,
2021-03-25,,621772.50,,,,19103.75,,,,,,,,,
2021-03-26,,543733.11,,,,61470.35,,,,,,,,,
2021-03-27,,349389.05,,,,43716.24,,,,,,,,,
2021-03-28,,1260146.71,,,,39577.41,,,,,,,,,
2021-03-29,,943210.44,,,,46039.19,,,,,,,,,
2021-03-30,,868043.18,,,,54526.70,,,,,,,,,
2021-03-31,,790134.01,,,,43974.72,,,,,,,,,
2021-04-01,,1754195.85,,,,51909.17,,,,,,,,,
2021-04-02,,1303715.84,,,,47315.57,,,,,,,,,
2021-04-03,,911831.30,,,,47160.82,,,,,,,,,
2021-04-04,,1610263.21,,,,43444.16,,,,,,,,,
2021-04-05,,675517.29,,,,52211.80,,,,,,,,,
2021-04-06,,1847111.15,,,,46283.10,,,,,,,,,
2021-04-07,,751744.31,,,,45795.05,,,,,,,,,
2021-04-08,,624398.45,,,,48206.71,,,,,,,,,
2021-04-09,,846309.05,,,,50255.51,,,,,,,,,
2021-04-10,,577118.62,,,,46888.77,,,,,,,,,
2021-04-11,,648736.66,,,,44247.32,,,,,,,,,
2021-04-12,,762719.46,,,,44974.27,,,,,,,,,
2021-04-13,,2629374.02,,,,49666.48,,,,,,,,,
2021-04-14,36940.77,1735141.83,,,,32381.10,,,,,,,,,
2021-04-15,241196.99,1332192.05,,,,61162.50,,,,,,,,,
2021-04-16,252659.72,471755.50,,,,38567.91,,,,,,,,,
2021-04-17,301704.82,897532.95,,,,41607.14,,,,,,,,,
2021-04-18,240686.84,1681701.16,,,,37947.37,,,,,,,,,
2021-04-19,239237.64,813741.25,,,,40259.93,,,,,,,,,
2021-04-20,204936.78,653094.65,,,,31678.67,,,,,,,,,
2021-04-21,316798.12,1567347.46,,,,34445.61,,,,,,,,,
2021-04-22,196904.67,1113156.53,,,,31250.42,,,,,,,,,
2021-04-23,364350.44,1911453.88,,,,33238.07,,,,,,,,,
2021-04-24,242807.39,1537394.93,,885217.45,,25178.17,,,,,,,,,
2021-04-25,327509.95,1564550.37,,1045678.49,,34535.46,,,,,,,,,
2021-04-26,430584.05,1625236.41,,987158.48,,32185.31,,,,,,,,,
2021-04-27,882604.36,1383969.56,,1300640.66,,34557.81,,,,,,,,,
2021-04-28,1062822.31,1463988.55,,1016061.00,,35067.97,,,,,,,,,
2021-04-29,816348.31,1238695.32,,2444229.27,,35149.54,,,,,,,,,
2021-04-30,886831.56,1394737.45,,2757502.21,,41527.18,,,,,,,,,
2021-05-01,1157662.97,3433701.32,,1420327.06,,39187.17,,,,,,,,,
2021-05-02,754727.60,1307890.88,,2225396.48,,42604.06,,,,,,,,,
2021-05-03,948572.93,2411653.80,,1854793.05,,41274.78,,,,,,,,,
2021-05-04,871134.38,1922521.71,,1638385.07,,45115.45,,,,,,,,,
2021-05-05,1518183.26,1993703.74,,1704277.69,,45309.46,,,,,,,,,
2021-05-06,688213.37,942548.53,,1550141.59,,37611.91,,,,,,,,,
2021-05-07,807568.00,1194602.03,,1744338.01,,50863.24,,,,,,,,,
2021-05-08,650862.00,578135.06,,1839716.79,,27575.43,,,,,,,,,
2021-05-09,1474323.92,741304.63,,2148209.88,,56701.72,,,,,,,,,
2021-05-10,685230.36,966142.80,,1758306.30,,36056.93,,,,,,,,,
2021-05-11,775291.29,623177.39,,1862709.60,,47449.72,,,,,,,,,
2021-05-12,1200257.79,2825934.49,,1345262.44,,42783.67,,,,,,,,,
2021-05-13,1356366.68,1506251.46,,2875134.80,,29794.69,,,,,,,,,
2021-05-14,6924783.26,3108788.04,,2083891.14,,34988.73,,,,,,,,,
2021-05-15,2020808.70,1118696.30,,1538169.08,,42682.25,,,,,,,,,
2021-05-16,2533686.29,1359411.74,,2341397.26,,33647.59,,,,,,,,,
2021-05-17,1981466.19,1115544.33,,1246453.42,,33088.96,,,,,,,,,
2021-05-18,3064131.96,2871596.43,,643978.82,,33149.08,,,,,,,,,
2021-05-19,1777908.05,1771914.42,,353023.92,,35325.45,,,,,,,,,
2021-05-20,1614081.61,838247.03,,365461.36,,28076.01,,,,,,,,,
2021-05-21,1173409.40,1779775.76,,234529.55,,38352.41,,,,,,,,,
2021-05-22,1271636.23,426064.43,,190628.28,,51405.49,,,,,,,,,
2021-05-23,1701255.23,1510071.87,,213156.31,,45511.59,,,,,,,,,
2021-05-24,1680309.74,897707.23,,239947.63,,49053.98,,,,,,,,,
2021-05-25,2301851.16,1216001.24,,298694.97,,43606.49,,,,,,,,,
2021-05-26,3087235.46,696941.36,,232779.26,,47003.94,,,,,,,,,
2021-05-27,2927572.23,511829.33,,257944.56,,39722.71,85.91,,,,,,,,
2021-05-28,1813589.31,716002.07,,229915.29,,40928.11,0.00,,,,,,,,
2021-05-29,1384755.84,1430893.51,,191849.14,,33255.49,16323.86,,,,,,,,
2021-05-30,1570553.42,459134.16,,180870.95,,41793.27,0.00,,,,,,,,
2021-05-31,1823651.53,541055.82,,328478.18,,41296.40,0.00,,,,,,,,
2021-06-01,3105732.38,1531173.73,,177854.86,,43855.28,0.00,,,,,,,,
2021-06-02,3184449.06,512844.79,,300853.24,,42237.86,0.00,,,,,,,,
2021-06-03,1504611.44,558655.43,,188818.03,,46935.42,0.00,,,,,,,,
2021-06-04,1318874.34,536507.26,,173401.24,,40542.60,0.00,,,,,,,,
2021-06-05,1148798.87,960926.65,,159178.97,,43430.03,0.00,,,,,,,,
2021-06-06,1687664.50,485246.53,,191402.22,,41137.98,3711.22,,,,,,,,
2021-06-07,3743130.03,856364.57,,230299.67,,33854.12,0.00,,,,,,,,
2021-06-08,1482102.38,571286.67,,165611.87,,35121.95,0.00,,,,,,,,
2021-06-09,1270330.20,1386284.59,,171804.64,,35627.65,0.00,,,,,,,,
2021-06-10,1184146.26,494964.82,,159972.21,,35056.31,0.00,,,,,,,,
2021-06-11,1960680.46,620783.24,,156515.12,,34206.91,0.00,,,,,,,,
2021-06-12,1375284.55,369742.70,,130464.99,,37379.07,0.00,,,,,,,,
2021-06-13,1319096.76,480733.63,,162499.27,,34041.55,1307.08,,,,,,,,
2021-06-14,1930676.78,664149.11,,177198.13,,38447.50,1570.46,,,,,,,,
2021-06-15,2557797.58,675597.38,,215648.87,,31193.43,2630.44,,,,,,,,
2021-06-16,1462999.00,561549.14,,307853.27,,34007.90,21475.85,,,,,,,,
2021-06-17,3244167.73,720781.33,,246697.80,,34976.18,243.50,,,,,,,,
2021-06-18,1020958.60,864322.65,,203058.66,,24666.30,0.00,,,,,,,,
2021-06-19,780289.27,618362.59,,145024.13,,33938.13,0.00,,,,,,,,
2021-06-20,546971.79,511885.82,,204092.47,,29080.90,1096.47,,,,,,,,
2021-06-21,617260.41,1035515.42,,145354.28,,20515.04,1769.92,,,,,,,,
2021-06-22,438333.67,339499.82,,105641.48,,22152.34,0.00,,,,,,,,
2021-06-23,867347.62,421763.68,,128809.76,,20734.94,0.00,,,,,,,,
2021-06-24,365203.15,343511.13,,136076.79,,17677.75,215977.79,,,,,,,,
2021-06-25,441689.61,360156.97,,141848.43,,17019.66,0.00,,,,,,,,
2021-06-26,480329.98,794417.95,,96446.10,,19026.21,105.14,,,,,,,,
2021-06-27,779399.65,508390.50,,138629.70,,14673.75,11968.40,,,,,,,,
2021-06-28,521389.63,742206.87,,108382.68,,21561.20,1256.16,,,,,,,,
2021-06-29,534934.94,547165.63,,134906.59,,19117.17,10378.92,,,,,,,,
2021-06-30,619406.78,608329.90,,131469.77,,21721.88,4866.80,,,,,,,,
2021-07-01,567031.07,709730.04,,126444.86,,20110.45,0.00,,,,,,,,
2021-07-02,408308.96,359846.73,,106963.74,,18853.14,184.30,,,,,,,,
2021-07-03,329944.66,497918.57,,113854.68,,17300.04,1208.42,,,,,,,,
2021-07-04,679012.05,1192124.50,,153420.05,,18813.81,0.00,,,,,,,,
2021-07-05,901508.65,870413.57,,105808.23,,17629.87,15502.73,,,,,,,,
2021-07-06,3728194.48,1713386.79,,161043.93,,22296.42,0.00,,,,,,,,
2021-07-07,572922.28,1640292.36,,148243.59,,17835.52,164938.05,,,,,,,,
2021-07-08,222842.69,418541.66,,231134.63,,15652.86,0.00,,,,,,,,
2021-07-09,388395.87,370044.46,,105414.98,,22501.14,683.31,,,,,,,,
2021-07-10,409964.01,1049572.99,,87988.19,,18721.77,278.40,,,,,,,,
2021-07-11,1100138.16,818497.58,,166467.51,,18923.63,0.00,,,,,,,,
2021-07-12,632264.54,1273241.10,,171007.87,,15703.21,19874.86,,,,,,,,
2021-07-13,317903.92,545187.12,,110735.27,,18585.81,0.00,,,,,,,,
2021-07-14,644104.06,828487.15,,130201.55,,16478.57,0.00,,,,,,,,
2021-07-15,355114.20,496601.97,,178005.53,,20613.98,668.53,,,,,,,,
2021-07-16,1525979.66,798319.16,,99493.04,,15848.97,3671.38,,,,,,,,
2021-07-17,398476.60,843505.30,,85077.08,,18934.21,333.73,,,,,,,,
2021-07-18,1030461.83,443857.11,,131988.73,,14442.90,134.45,,,,,,,,
2021-07-19,333669.08,552447.53,,83863.10,,18443.01,24680.85,,,,,,,,
2021-07-20,689034.45,769607.97,,119822.70,,14731.19,68855.07,,,,,,,,
2021-07-21,506968.83,663549.15,,95050.05,,15967.53,18524.20,,,,,,,,
2021-07-22,728169.53,962827.73,,454576.87,,13502.85,15467.90,,,,,,,,
2021-07-23,189992.55,701878.75,,112247.57,,15785.15,9535.79,,,,,,,,
2021-07-24,611744.06,1229436.56,,164383.76,,19634.50,288.85,,,,,,,,
2021-07-25,323601.81,588613.08,,110130.45,,15251.15,297.86,,,,,,,,
2021-07-26,3143757.48,946120.60,,319398.58,,21742.53,392.60,,,,,,,,
2021-07-27,636779.06,622674.39,,337977.95,,17678.02,4126.97,,,,,,,,
2021-07-28,502234.95,537904.49,,144770.93,,16452.28,8787.35,,,,,,,,
2021-07-29,317660.41,957650.75,,146865.69,,11530.98,1042.84,,,,,,,,
2021-07-30,695687.83,852659.62,,216465.86,,25090.33,44945.53,,,,,,,,
2021-07-31,1445287.78,1025505.67,,221754.74,,15691.13,74.82,,,,,,,,
2021-08-01,587764.12,750835.56,,151507.99,,24640.43,5638.13,,,,,,,,
2021-08-02,2034768.60,1089794.25,,160458.77,,18154.48,6020.99,,,,,,,,
2021-08-03,803571.17,1954797.48,,144463.23,,20909.63,67849.30,,,,,,,,
2021-08-04,793004.49,1128065.14,,207559.32,,19473.60,3209.41,,,,,,,,
2021-08-05,356485.31,747960.42,,153395.50,,90051.41,156375.96,,,,,,,,
2021-08-06,523652.89,708607.07,,184852.83,,57836.40,186044.96,,,,,,,,
2021-08-07,775706.69,1620795.68,,273152.32,,60733.53,179295.60,,,,,,,,
2021-08-08,356878.17,801409.25,,175373.12,,60105.21,6632.20,,,,,,,,
2021-08-09,1200967.01,995867.47,,335708.27,,60100.22,43661.44,,,,,,,,
2021-08-10,582375.75,975763.63,,408865.54,,31347.83,0.00,,,,,,,,
2021-08-11,1255601.30,794896.07,,215766.30,,140427.28,3216.84,,,,,,,,
2021-08-12,3345673.19,1564862.96,,281964.31,,73896.57,4335.24,,,,,,,,
2021-08-13,956774.49,813140.48,,203763.14,,99658.34,41830.55,,,,,,,,
2021-08-14,421953.65,849184.44,,279608.82,,88086.34,10380.83,,,,,,,,
2021-08-15,434089.85,961350.88,,325387.94,,79226.95,93.29,,,,,,,,
2021-08-16,1000741.05,1586815.30,,276768.77,,87255.18,21701.75,,,,,,,,
2021-08-17,389087.24,1178348.51,,204409.00,,53074.88,17743.84,,,,,,,,
2021-08-18,818146.95,566996.84,0.00,207761.57,,106808.47,115017.78,,,,,,,,
2021-08-19,2673077.42,888471.95,21231.86,190910.17,,23003.77,16142.19,,,,,,,,
2021-08-20,1065893.74,624768.33,176228.53,233018.20,,83015.09,18815.89,,,,,,,,
2021-08-21,727380.09,1949920.68,353334.62,193273.37,,80426.52,772.03,,,,,,,,
2021-08-22,546688.02,554070.49,466773.86,177488.11,,77972.90,18884.26,,,,,,,,
2021-08-23,1027786.12,1258424.56,1207802.14,434445.56,,82169.35,110995.41,,,,,,,,
2021-08-24,1936062.17,745119.10,842571.10,255188.14,,68265.68,5725.72,,,,,,,,
2021-08-25,314990.61,783418.76,624607.17,215072.29,,77773.79,24706.37,,,,,,,,
2021-08-26,626431.17,869577.81,291306.96,205775.76,,98265.96,839.20,,,,,,,,
2021-08-27,335508.92,662115.48,613469.13,264288.45,,224428.72,1675.75,,,,,,,,
2021-08-28,1746248.19,1400758.78,902704.42,135831.35,,220072.67,33575.15,,,,,,,,
2021-08-29,276901.08,423018.39,554263.20,9686598.20,,253626.36,96936.40,,,,,,,,
2021-08-30,623453.23,1008876.92,267843.78,145434.66,,195183.41,29948.22,,,,,,,,
2021-08-31,738143.55,1087073.77,420336.23,168567.60,,153848.24,17347.30,,,,,,,,
2021-09-01,471707.43,757016.95,298560.94,209302.70,,336918.87,0.00,,,,,,,,
2021-09-02,987850.57,1520940.20,305133.77,253294.63,,175854.87,19401.87,,,,,,,,
2021-09-03,435980.75,1155350.74,709693.24,220053.81,,279804.34,51899.86,,,,,,,,
2021-09-04,1284481.71,1054051.58,167749.56,246029.48,,96569.91,634.90,,,,,,,,
2021-09-05,681476.29,765235.67,497888.14,238005.74,,78091.81,0.00,,,,,,,,
2021-09-06,639073.63,2172896.66,462349.31,369723.57,,638802.09,83138.13,,,,,,,,
2021-09-07,1380262.01,1369981.65,900220.33,183348.18,,126499.51,16533.13,,,,,,,,
2021-09-08,2287419.20,537177.10,396805.24,158498.06,,214078.70,0.00,,,,,,,,
2021-09-09,347615.67,482550.13,291558.48,202141.42,,243669.49,2182.31,,,,,,,,
2021-09-10,705756.00,940924.66,589171.84,151156.04,,145514.20,15048.92,,,,,,,,
2021-09-11,516939.38,712362.01,355958.20,217043.26,,178505.65,125062.30,,,,,,,,
2021-09-12,1719211.06,1110793.20,918214.36,160709.08,,139782.82,12586.18,,,,,,,,
2021-09-13,463630.46,614652.86,424164.48,289469.52,,223146.70,39461.62,,,,,,,,
2021-09-14,671615.38,1094813.09,275474.53,162934.61,,252152.87,76376.05,,,,,,,,
2021-09-15,2253620.39,1111385.76,355407.85,162334.64,,225173.35,36737.28,,,,,,,,
2021-09-16,490070.77,534074.53,1357351.86,123272.52,,245086.95,0.00,,,,,,,,
2021-09-17,1345180.39,1437949.02,585396.89,248828.33,,184748.17,3065.91,,,,,,,,
2021-09-18,305241.26,481754.17,788383.24,664024.08,,210929.73,46880.14,,,,,,,,
2021-09-19,893334.99,517033.25,598524.09,128593.86,,152877.78,2774.70,,,,,,,,
2021-09-20,409976.22,1003748.69,453233.14,258340.97,,267910.09,0.00,,,,,,,,
2021-09-21,407091.35,760485.85,344328.51,97029.53,,53143.68,28822.80,,,,,,,,
2021-09-22,895012.04,516185.79,515376.89,105097.49,,338629.97,7229.67,,,,,,,,
2021-09-23,2101625.91,487371.70,436898.71,96097.05,,208700.96,361404.11,,,,,,,,
2021-09-24,414192.17,488201.17,423311.67,99972.33,,179270.00,968.81,,,,,,,,
2021-09-25,242323.57,958044.35,198663.86,84683.37,,101291.81,67977.19,,,,,,,,
2021-09-26,481305.35,346775.03,468038.63,122368.20,,264528.74,2856.71,,,,,,,,
2021-09-27,1626155.37,949993.88,381244.54,103438.47,,160737.72,32129.75,,,,,,,,
2021-09-28,551009.84,0.00,309127.66,89545.17,,159810.01,15369.51,,,,,,,,
2021-09-29,238281.60,0.00,359713.80,169381.05,,102745.17,26518.67,,,,,,,,
2021-09-30,362637.46,0.00,414111.22,121836.77,,217394.21,567336.19,,,,,,,,
2021-10-01,269905.91,0.00,423534.82,126294.52,,66934.23,198207.85,,,,,,,,
2021-10-02,1148953.39,0.00,414126.81,106333.79,,318664.36,191033.75,,,,,,,,
2021-10-03,2658924.70,0.00,288059.18,98837.88,,187092.02,15544.37,,,,,,,,
2021-10-04,1370663.32,0.00,729134.51,132148.61,,126917.37,29419.55,,,,,,,,
2021-10-05,432532.17,0.00,541917.59,169690.93,,250736.41,3369.92,,,,,,,,
2021-10-06,586305.56,0.00,553238.80,239888.45,,107949.95,26627.06,,,,,,,,
2021-10-07,587566.66,0.00,358811.57,147798.81,,277590.20,159919.65,,,,,,,,
2021-10-08,1660775.75,0.00,431118.82,211695.08,,172972.91,159019.00,,,,,,,,
2021-10-09,931530.20,0.00,362999.01,122801.91,,145577.74,104450.95,,,,,,,,
2021-10-10,697750.62,1073691.88,373967.82,167940.84,,140614.04,149089.60,,,,,,,,
2021-10-11,1072092.85,334654.87,544223.94,132509.31,,49154.22,96404.14,,,,,,,,
2021-10-12,1695909.65,652971.13,595033.92,126655.34,,263585.69,326295.09,,,,,,,,
2021-10-13,864596.00,493160.49,510083.29,221052.39,,208599.56,388286.29,,,,,,,,
2021-10-14,1105119.98,430569.91,560184.50,298024.54,,150369.74,693766.50,,,,,,,,
2021-10-15,3687808.28,550897.25,439366.07,130457.54,,198874.54,0.00,,,,,,,,
2021-10-16,939157.06,1378375.21,443827.40,118060.22,,208902.91,140825.68,,,,,,,,
2021-10-17,2844300.34,350228.74,538664.73,149325.65,,235085.98,4451.22,,,,,,,,
2021-10-18,2084553.44,459869.75,649287.57,128970.87,,181317.09,194354.58,,,,,,,,
2021-10-19,1199098.99,732746.94,339059.45,143665.04,,260397.00,162597.64,,,,,,,,
2021-10-20,1981313.90,610449.15,822680.17,200404.85,,197273.65,111069.19,,,,,,,,
2021-10-21,2206081.21,771077.87,610297.90,194644.95,,244758.44,39099.72,,,,,,,,
2021-10-22,1855765.39,809099.64,442147.27,186570.53,,197898.20,5175.27,,,,,,,,
2021-10-23,1395328.32,426727.52,673545.37,128289.48,,161382.13,29376.11,,,,,,,,
2021-10-24,2165077.01,1340279.54,376281.78,149904.90,,221007.69,96320.26,,,,,,,,
2021-10-25,1282453.65,725899.24,619049.58,199578.24,,199813.65,96947.01,,,,,,,,
2021-10-26,2331328.17,641057.49,877353.16,297353.54,,83850.09,204884.02,,,,,,,,
2021-10-27,2295929.27,400819.90,439240.33,112999.88,,427334.18,0.00,,,,,,,,
2021-10-28,1181975.80,405132.69,376172.21,114049.47,,247389.18,7800.95,,,,,,,,
2021-10-29,2793840.15,1133987.57,493901.52,166641.74,,240862.78,19074.31,,,,,,,,
2021-10-30,2447726.35,435543.74,469895.28,109755.58,,135999.51,0.00,,,,,,,,
2021-10-31,2370797.35,1727479.46,385724.73,106331.43,,80515.30,80711.51,,,,,,,,
2021-11-01,2270933.41,462110.95,1100310.62,175707.02,,66176.01,45903.23,,,,,,,,
2021-11-02,1107068.70,668640.24,515712.79,129164.16,,74289.82,173785.96,,,,,,,,
2021-11-03,2546089.08,708959.54,501404.99,119174.27,,741688.18,4148.51,,,,,,,,
2021-11-04,1593453.44,740624.29,560352.56,157795.56,,254563.83,25295.90,,,,,,,,
2021-11-05,1045873.67,636871.53,900497.95,194553.67,,149603.67,42444.36,,,,,,,,
2021-11-06,1682989.36,1324659.14,634406.53,103328.20,,235886.28,124553.91,,,,,,,,
2021-11-07,1378040.04,482628.26,969707.52,134429.46,,281952.45,115300.90,,,,,,,,
2021-11-08,1476575.64,395785.85,656499.20,106182.93,,204179.03,62843.84,,,,,,,,
2021-11-09,1538602.48,482999.48,655113.64,172126.17,,216478.40,0.00,,,,,,,,
2021-11-10,2189180.56,819818.03,606762.11,162479.96,,266279.43,101004.12,,,,,,,,
2021-11-11,846713.29,457593.17,506558.69,147950.78,,69033.35,52320.27,,,,,,,,
2021-11-12,803164.32,490004.83,1087965.51,98794.16,,83633.34,10724.15,,,,,,,,
2021-11-13,2663617.60,1417827.30,698971.90,98174.01,,455939.67,73878.47,,,,,,,,
2021-11-14,1678106.05,478295.80,775104.59,85352.29,,83893.42,18972.58,,,,,,,,
2021-11-15,1332320.97,1206685.08,1404396.22,75102.82,,361939.57,51390.34,1429918.65,,,,,,,
2021-11-16,2510181.80,459108.28,691543.80,184054.42,,177445.58,77408.10,210776.78,,,,,,,
2021-11-17,2129404.18,1509504.26,772769.80,120235.44,,190325.56,37643.90,805487.13,,,,,,,
2021-11-18,1378646.60,414717.97,819862.72,68745.84,,156255.90,299218.37,566292.21,,,,,,,
2021-11-19,1696511.77,553022.74,689008.80,70813.89,,142698.86,650101.89,1162772.32,,,,,,,
2021-11-20,2234539.41,605861.93,1726914.63,70176.46,,147308.76,269156.15,819451.19,,,,,,,
2021-11-21,3059490.57,1275927.99,1283988.44,98248.90,,304554.04,440478.79,508225.47,,,,,,,
2021-11-22,1866837.27,731293.74,1101336.85,125021.15,,145618.82,117146.65,472571.37,,,,,,,
2021-11-23,1346877.12,493307.37,981886.65,101622.90,,158831.60,89497.41,391332.75,,,,,,,
2021-11-24,2530166.53,278300.99,831006.79,98283.31,,215485.47,0.00,346939.48,,,,,,,
2021-11-25,2074581.19,448105.47,1046098.38,159480.35,,104742.16,212949.47,175093.70,,,,,,,
2021-11-26,955038.65,439147.38,607603.96,66219.74,,41479.73,64063.34,276838.30,,,,,,,
2021-11-27,787563.64,370680.41,704256.60,83664.67,,382047.29,58155.88,211821.54,,,,,,,
2021-11-28,1533059.20,1155066.84,656171.45,224504.64,,181868.01,22493.46,222150.78,,,,,,,
2021-11-29,1588526.11,517411.55,1393424.81,423928.73,,113637.42,108532.39,193646.45,,,,,,,
2021-11-30,1123678.30,461938.58,783641.39,131254.02,,272296.84,16943.53,70281.10,,,,,,,
2021-12-01,2031141.74,290216.65,1125581.75,127473.77,,140437.17,87976.82,373373.70,,,,,,,
2021-12-02,2184583.73,605198.96,1000812.32,58581.25,,129573.18,35166.01,180159.70,,,,,,,
2021-12-03,1199396.31,210361.81,713895.52,94423.52,,157942.83,58378.53,149396.42,,,,,,,
2021-12-04,1059964.51,1430102.00,714101.02,82766.27,,192549.46,57647.78,807715.21,,,,,,,
2021-12-05,1029365.50,375692.42,548100.35,74237.49,,104728.71,13061.43,75916.14,,,,,,,
2021-12-06,1471591.47,475061.94,591563.05,145116.61,,25062.72,7702.27,129306.04,,,,,,,
2021-12-07,4232761.30,204909.43,728695.53,76756.92,,272979.60,182139.43,17769.94,,,,,,,
2021-12-08,1472832.06,433768.89,524897.97,62357.44,,29463.56,69580.05,281305.00,,,,,,,
2021-12-09,763634.10,225181.42,702055.52,78177.28,,172779.94,21451.08,155658.40,,,,,,,
2021-12-10,1069108.27,379354.49,663399.06,61924.92,,152366.31,348044.41,26384.16,,,,,,,
2021-12-11,1157553.83,339312.63,494273.13,72609.44,,116496.06,64214.03,6982.34,,,,,,,
2021-12-12,736261.57,930008.88,590449.94,55330.53,,78370.57,74391.51,251060.57,,,,,,,
2021-12-13,2244828.15,339057.78,1719809.35,103967.80,,145328.76,8939.86,154614.89,,,,,,,
2021-12-14,1161240.08,311191.29,482338.48,97266.28,,59529.40,10591.79,13776.35,,,,,,,
2021-12-15,2005528.77,209063.55,645228.05,66304.88,,20655.11,68784.60,209601.30,,,,,,,
2021-12-16,1022697.71,265620.85,831855.05,88762.33,,212691.57,461363.60,39187.13,,,,,,,
2021-12-17,814392.19,429681.65,641104.03,50365.70,,127771.86,101835.71,3244.19,,,,,,,
2021-12-18,3392145.66,846484.20,670421.33,50155.54,,201013.29,33619.43,14905.94,,,,,,,
2021-12-19,960911.49,359350.58,526667.12,46508.26,,119653.10,17043.37,142000.60,,,,,,,
2021-12-20,1267943.64,460152.43,613227.76,89782.88,,137455.84,89372.49,21569.55,,,,,,,
2021-12-21,1093256.26,196765.92,1130481.02,69610.36,,59604.82,20926.21,2467.56,,,,,,,
2021-12-22,1431936.93,548790.11,768267.52,59228.28,,30253.63,83897.04,147333.71,,,,,,,
2021-12-23,1097734.64,349076.51,938527.01,63367.14,,46115.35,5698.37,9515.59,,,,,,,
2021-12-24,1787007.74,433937.44,543807.97,66370.15,,333051.06,1632.50,8673.50,,,,,,,
2021-12-25,992971.66,252795.67,597639.35,54806.96,,126132.83,17414.95,147706.99,,,,,,,
2021-12-26,1166305.47,1254188.34,927420.90,91781.88,,40120.97,46390.77,280711.67,,,,,,,
2021-12-27,2205154.04,465347.02,622049.69,106919.17,,240668.82,702.12,136327.73,,,,,,,
2021-12-28,2041481.54,251967.10,463873.08,58030.35,,152128.62,97862.82,29766.44,,,,,,,
2021-12-29,1848345.89,252001.46,488142.43,84933.66,,21567.13,244995.13,97468.32,,,,,,,
2021-12-30,1974870.56,466921.11,582066.86,617206.65,,56864.59,75251.66,23140.78,,,,,,,
2021-12-31,1594315.87,165499.01,633414.74,70490.82,,296394.14,37626.95,111772.09,,,,,,,
2022-01-01,1728048.03,910348.14,600247.83,42290.15,,161828.06,197409.85,4069.05,,,,,,,
2022-01-02,1498644.03,183406.24,671921.32,97286.44,,135420.14,267797.32,8195.99,,,,,,,
2022-01-03,981685.36,104717.13,685949.99,56633.64,,51546.84,3887.09,3688.64,,,,,,,
2022-01-04,1131984.80,951284.77,1317026.57,92352.46,,38997.62,175539.70,27378.97,,,,,,,
2022-01-05,1990488.37,243838.99,509872.68,207828.55,,35754.32,59103.02,331333.96,,,,,,,
2022-01-06,2069988.27,378347.73,420081.77,79066.28,,340217.22,148217.10,1176353.30,,,,,,,
2022-01-07,2427879.02,382190.25,1013400.20,68592.80,,104223.92,136735.87,79372.31,,,,,,,
2022-01-08,551042.93,317563.10,306899.15,35934.12,,112120.82,29415.01,199516.48,,,,,,,
2022-01-09,769112.64,1004376.14,388161.59,95155.42,,84886.10,1674.00,4581.03,,,,,,,
2022-01-10,1083083.04,243877.03,477651.18,110349.80,,74781.26,2665.47,0.00,,,,,,,
2022-01-11,1633029.63,240720.70,443326.60,50181.94,,38571.88,45831.41,13706.03,,,,,,,
2022-01-12,805501.92,292539.26,417585.38,44745.91,,221492.23,58584.74,294162.03,,,,,,,
2022-01-13,829860.01,168335.95,397191.83,56354.31,,16750.65,173048.93,36812.54,,,,,,,
2022-01-14,1274941.24,344938.35,389094.51,42073.37,,155060.27,6985.53,3928.28,,,,,,,
2022-01-15,1378919.58,794411.12,402293.80,33697.88,,107674.03,35893.39,65092.59,,,,,,,
2022-01-16,2364455.85,197819.86,429502.57,44942.45,,37793.96,39301.47,256824.15,,,,,,,
2022-01-17,3360147.53,242215.34,536212.36,108572.91,,254242.26,22615.71,8645.07,,,,,,,
2022-01-18,1449250.40,247405.82,701373.14,40251.27,,97975.50,16430.34,1867.26,,,,,,,
2022-01-19,623094.71,266741.37,312406.26,81579.78,,63121.91,7645.55,23989.72,,,,,,,
2022-01-20,646107.57,212249.70,305694.17,63047.71,,117601.06,11674.11,3846.87,,,,,,,
2022-01-21,2100233.61,632049.08,649977.33,88392.24,,104782.59,2297.27,23591.48,,,,,,,
2022-01-22,908020.54,340250.60,251497.17,91613.31,,38664.44,13055.31,95836.99,,,,,,,
2022-01-23,440933.30,557662.34,292883.15,20058.36,,20548.66,137733.58,13029.63,,,,,,,
2022-01-24,711046.72,315274.29,262414.12,48698.56,,156632.62,16219.48,158409.68,0.03,,,,,,
2022-01-25,637748.87,256174.57,211900.82,25988.73,,46204.04,110734.95,3962.71,0.00,,,,,,
2022-01-26,413369.84,165450.91,286547.54,22874.53,,91864.41,175902.96,3767.58,0.00,,,,,,
