Date,Compound ($),Aave ($),Maple Finance ($),Venus ($),Euler ($),Goldfinch ($),Notional Finance ($),Homora ($),Centrifuge ($),TrueFi ($),dForce ($),Radiant Capital ($),Silo Finance ($),Sonne Finance ($),BENQI ($),Scallop ($),Mendi Finance ($),NAVI Protocol ($),BendDAO ($),Gearbox ($)
2020-01-17,,,,,,,,,,,0.46,,,,,,,,,
2020-01-18,,,,,,,,,,,0.49,,,,,,,,,
2020-02-03,,,,,,,,,,,0.50,,,,,,,,,
2020-02-07,,,,,,,,,,,0.50,,,,,,,,,
2020-02-10,,,,,,,,,,,0.14,,,,,,,,,
2020-02-11,,,,,,,,,,,0.13,,,,,,,,,
2020-02-12,,,,,,,,,,,0.13,,,,,,,,,
2020-02-28,,,,,,,,,,,0.15,,,,,,,,,
2020-02-29,,,,,,,,,,,0.14,,,,,,,,,
2020-03-06,,,,,,,,,,,0.17,,,,,,,,,
2020-03-13,,,,,,,,,,,0.11,,,,,,,,,
2020-03-17,,,,,,,,,,,0.11,,,,,,,,,
2020-03-18,,,,,,,,,,,0.11,,,,,,,,,
2020-03-20,,,,,,,,,,,0.11,,,,,,,,,
2020-03-22,,,,,,,,,,,0.10,,,,,,,,,
2020-03-23,,,,,,,,,,,0.10,,,,,,,,,
2020-04-04,,,,,,,,,,,0.11,,,,,,,,,
2020-04-05,,,,,,,,,,,0.15,,,,,,,,,
2020-04-06,,,,,,,,,,,0.15,,,,,,,,,
2020-04-08,,,,,,,,,,,0.17,,,,,,,,,
2020-04-09,,,,,,,,,,,0.17,,,,,,,,,
2020-04-16,,,,,,,,,,,0.18,,,,,,,,,
2020-04-17,,,,,,,,,,,0.19,,,,,,,,,
2020-04-18,,,,,,,,,,,0.22,,,,,,,,,
2020-04-20,,,,,,,,,,,0.14,,,,,,,,,
2020-04-21,,,,,,,,,,,0.14,,,,,,,,,
2020-04-22,,,,,,,,,,,0.17,,,,,,,,,
2020-04-25,,,,,,,,,,,0.19,,,,,,,,,
2020-05-08,,,,,,,,,,,0.21,,,,,,,,,
2020-05-10,,,,,,,,,,,0.19,,,,,,,,,
2020-05-11,,,,,,,,,,,0.19,,,,,,,,,
2020-05-13,,,,,,,,,,,0.20,,,,,,,,,
2020-05-19,,,,,,,,,,,0.20,,,,,,,,,
2020-05-27,,,,,,,,,,,0.22,,,,,,,,,
2020-06-05,,,,,,,,,,,0.28,,,,,,,,,
2020-06-06,,,,,,,,,,,0.26,,,,,,,,,
2020-06-11,,,,,,,,,,,0.27,,,,,,,,,
2020-06-12,,,,,,,,,,,0.27,,,,,,,,,
2020-06-15,110.06,,,,,,,,,,,,,,,,,,,
2020-06-16,75.51,,,,,,,,,,,,,,,,,,,
2020-06-17,67.31,,,,,,,,,,,,,,,,,,,
2020-06-18,147.98,,,,,,,,,,,,,,,,,,,
2020-06-19,216.10,,,,,,,,,,0.34,,,,,,,,,
2020-06-20,262.82,,,,,,,,,,0.34,,,,,,,,,
2020-06-21,328.34,,,,,,,,,,0.53,,,,,,,,,
2020-06-22,278.46,,,,,,,,,,0.37,,,,,,,,,
2020-06-23,241.21,,,,,,,,,,0.36,,,,,,,,,
2020-06-24,205.78,,,,,,,,,,0.39,,,,,,,,,
2020-06-25,227.12,,,,,,,,,,0.49,,,,,,,,,
2020-06-26,259.97,,,,,,,,,,0.42,,,,,,,,,
2020-06-27,231.00,,,,,,,,,,0.42,,,,,,,,,
2020-06-28,239.60,,,,,,,,,,0.36,,,,,,,,,
2020-06-29,230.60,,,,,,,,,,0.38,,,,,,,,,
2020-06-30,214.82,,,,,,,,,,0.36,,,,,,,,,
2020-07-01,198.65,,,,,,,,,,0.36,,,,,,,,,
2020-07-02,179.34,,,,,,,,,,0.50,,,,,,,,,
2020-07-03,169.86,,,,,,,,,,0.42,,,,,,,,,
2020-07-04,181.83,,,,,,,,,,0.34,,,,,,,,,
2020-07-05,199.44,,,,,,,,,,0.26,,,,,,,,,
2020-07-06,196.74,,,,,,,,,,0.24,,,,,,,,,
2020-07-07,185.69,,,,,,,,,,0.26,,,,,,,,,
2020-07-08,183.05,,,,,,,,,,0.27,,,,,,,,,
2020-07-09,178.80,,,,,,,,,,0.27,,,,,,,,,
2020-07-10,174.48,,,,,,,,,,0.28,,,,,,,,,
2020-07-11,178.20,,,,,,,,,,0.28,,,,,,,,,
2020-07-12,175.86,,,,,,,,,,0.28,,,,,,,,,
2020-07-13,165.18,,,,,,,,,,0.24,,,,,,,,,
2020-07-14,164.78,,,,,,,,,,0.22,,,,,,,,,
2020-07-15,160.18,,,,,,,,,,0.21,,,,,,,,,
2020-07-16,153.82,,,,,,,,,,0.23,,,,,,,,,
2020-07-17,167.20,,,,,,,,,,0.25,,,,,,,,,
2020-07-18,161.84,,,,,,,,,,0.26,,,,,,,,,
2020-07-19,162.70,,,,,,,,,,0.33,,,,,,,,,
2020-07-20,156.09,,,,,,,,,,0.41,,,,,,,,,
2020-07-21,157.40,,,,,,,,,,0.39,,,,,,,,,
2020-07-22,157.90,,,,,,,,,,0.30,,,,,,,,,
2020-07-23,156.60,,,,,,,,,,0.29,,,,,,,,,
2020-07-24,153.95,,,,,,,,,,0.31,,,,,,,,,
2020-07-25,156.36,,,,,,,,,,0.30,,,,,,,,,
2020-07-26,157.76,,,,,,,,,,0.39,,,,,,,,,
2020-07-27,135.74,,,,,,,,,,0.40,,,,,,,,,
2020-07-28,134.79,,,,,,,,,,0.33,,,,,,,,,
2020-07-29,131.26,,,,,,,,,,0.31,,,,,,,,,
2020-07-30,132.60,,,,,,,,,,0.29,,,,,,,,,
2020-07-31,135.91,,,,,,,,,,0.26,,,,,,,,,
2020-08-01,138.83,,,,,,,,,,0.29,,,,,,,,,
2020-08-02,127.08,,,,,,,,,,0.30,,,,,,,,,
2020-08-03,126.51,,,,,,,,,,0.29,,,,,,,,,
2020-08-04,131.27,,,,,,,,,,0.37,,,,,,,,,
2020-08-05,135.19,,,,,,,,,,0.36,,,,,,,,,
2020-08-06,136.64,,,,,,,,,,0.36,,,,,,,,,
2020-08-07,152.84,,,,,,,,,,0.38,,,,,,,,,
2020-08-08,152.60,,,,,,,,,,0.40,,,,,,,,,
2020-08-09,171.28,,,,,,,,,,0.41,,,,,,,,,
2020-08-10,177.24,,,,,,,,,,0.48,,,,,,,,,
2020-08-11,198.57,,,,,,,,,,0.70,,,,,,,,,
2020-08-12,214.70,,,,,,,,,,0.75,,,,,,,,,
2020-08-13,199.81,,,,,,,,,,0.69,,,,,,,,,
2020-08-14,195.06,,,,,,,,,,0.80,,,,,,,,,
2020-08-15,198.79,,,,,,,,,,0.69,,,,,,,,,
2020-08-16,199.27,,,,,,,,,,0.63,,,,,,,,,
2020-08-17,186.56,,,,,,,,,,0.69,,,,,,,,,
2020-08-18,186.50,,,,,,,,,,0.55,,,,,,,,,
2020-08-19,179.80,,,,,,,,,,0.52,,,,,,,,,
2020-08-20,178.09,,,,,,,,,,0.52,,,,,,,,,
2020-08-21,168.68,,,,,,,,,,0.55,,,,,,,,,
2020-08-22,172.55,,,,,,,,,,0.62,,,,,,,,,
2020-08-23,169.56,,,,,,,,,,0.64,,,,,,,,,
2020-08-24,180.08,,,,,,,,,,0.64,,,,,,,,,
2020-08-25,164.98,,,,,,,,,,0.75,,,,,,,,,
2020-08-26,179.19,,,,,,,,,,0.69,,,,,,,,,
2020-08-27,170.23,,,,,,,,,,0.71,,,,,,,,,
2020-08-28,192.06,,,,,,,,,,0.64,,,,,,,,,
2020-08-29,195.14,,,,,,,,,,0.69,,,,,,,,,
2020-08-30,214.67,,,,,,,,,,0.77,,,,,,,,,
2020-08-31,250.29,,,,,,,,,,0.74,,,,,,,,,
2020-09-01,258.77,,,,,,,,,,0.74,,,,,,,,,
2020-09-02,229.60,,,,,,,,,,1.00,,,,,,,,,
2020-09-03,186.81,,,,,,,,,,0.83,,,,,,,,,
2020-09-04,188.31,,,,,,,,,,0.51,,,,,,,,,
2020-09-05,157.75,,,,,,,,,,0.53,,,,,,,,,
2020-09-06,172.05,,,,,,,,,,0.43,,,,,,,,,
2020-09-07,180.83,,,,,,,,,,0.50,,,,,,,,,
2020-09-08,173.62,,,,,,,,,,0.44,,,,,,,,,
2020-09-09,180.19,,,,,,,,,,0.50,,,,,,,,,
2020-09-10,170.91,,,,,,,,,,0.50,,,,,,,,,
2020-09-11,174.02,,,,,,,,,,0.38,,,,,,,,,
2020-09-12,178.71,,,,,,,,,,0.39,,,,,,,,,
2020-09-13,164.86,,,,,,,,,,0.38,,,,,,,,,
2020-09-14,166.63,,,,,,,,,,0.36,,,,,,,,,
2020-09-15,153.37,,,,,,,,,,0.35,,,,,,,,,
2020-09-16,153.96,,,,,,,,,,0.30,,,,,,,,,
2020-09-17,159.13,,,,,,,,,,0.25,,,,,,,,,
2020-09-18,152.53,,,,,,,,,,0.24,,,,,,,,,
2020-09-19,151.52,,,,,,,,,,0.25,,,,,,,,,
2020-09-20,143.45,,,,,,,,,,0.25,,,,,,,,,
2020-09-21,130.33,,,,,,,,,,0.23,,,,,,,,,
2020-09-22,143.67,,,,,,,,,,0.19,,,,,,,,,
2020-09-23,126.90,,,,,,,,,,0.17,,,,,,,,,
2020-09-24,139.39,,,,,,,,,,0.15,,,,,,,,,
2020-09-25,139.85,,,,,,,,,,0.16,,,,,,,,,
2020-09-26,144.99,,,,,,,,,,0.18,,,,,,,,,
2020-09-27,138.88,,,,,,,,,,0.17,,,,,,,,,
2020-09-28,130.79,,,,,,,,,,0.17,,,,,,,,,
2020-09-29,133.12,,,,,,,,,,0.22,,,,,,,,,
2020-09-30,132.62,,,,,,,,,,0.19,,,,,,,,,
2020-10-01,128.10,,,,,,,,,,0.19,,,,,,,,,
2020-10-02,119.96,54.42,,,,,,,,,0.19,,,,,,,,,
2020-10-03,122.60,52.53,,,,,,,,,0.17,,,,,,,,,
2020-10-04,120.29,53.40,,,,,,,,,0.17,,,,,,,,,
2020-10-05,122.40,52.48,,,,,,,,,0.17,,,,,,,,,
2020-10-06,104.92,41.66,,,,,,,,,0.17,,,,,,,,,
2020-10-07,110.98,43.20,,,,,,,,,0.15,,,,,,,,,
2020-10-08,107.98,45.78,,,,,,,,,0.14,,,,,,,,,
2020-10-09,115.58,48.80,,,,,,,,,0.14,,,,,,,,,
2020-10-10,114.30,51.34,,,,,,0.05,,,0.15,,,,,,,,,
2020-10-11,114.70,50.05,,,,,,0.05,,,0.15,,,,,,,,,
2020-10-12,117.08,51.15,,,,,,0.04,,,0.17,,,,,,,,,
2020-10-13,113.56,52.07,,,,,,0.04,,,0.17,,,,,,,,,
2020-10-14,107.55,52.98,,,,,,0.04,,,0.16,,,,,,,,,
2020-10-15,107.61,43.59,,,,,,0.04,,,0.15,,,,,,,,,
2020-10-16,102.90,39.32,,,,,,0.04,,,0.14,,,,,,,,,
2020-10-17,102.49,41.21,,,,,,0.03,,,0.13,,,,,,,,,
2020-10-18,104.17,40.35,,,,,,0.04,,,0.13,,,,,,,,,
2020-10-19,102.73,35.92,,,,,,0.04,,,0.13,,,,,,,,,
2020-10-20,94.88,32.19,,,,,,0.03,,,0.13,,,,,,,,,
2020-10-21,95.17,35.32,,,,,,0.03,,,0.12,,,,,,,,,
2020-10-22,100.99,37.68,,,,,,0.03,,,0.11,,,,,,,,,
2020-10-23,102.89,41.73,,,,,,0.03,,,0.11,,,,,,,,,
2020-10-24,104.94,39.13,,,,,,0.03,,,0.10,,,,,,,,,
2020-10-25,101.68,37.83,,,,,,0.03,,,0.10,,,,,,,,,
2020-10-26,100.76,36.07,,,,,,0.03,,,0.09,,,,,,,,,
2020-10-27,109.24,35.12,,,,,,0.03,,,0.09,,,,,,,,,
2020-10-28,108.46,32.56,,,,,,0.03,,,0.09,,,,,,,,,
2020-10-29,96.38,29.08,,,,,,0.03,,,0.08,,,,,,,,,
2020-10-30,92.79,31.41,,,,,,0.03,,,0.09,,,,,,,,,
2020-10-31,90.74,29.81,,,,,,0.03,,,0.10,,,,,,,,,
2020-11-01,94.10,30.58,,,,,,0.03,,,0.08,,,,,,,,,
2020-11-02,90.83,29.53,,,,,,0.03,,,0.08,,,,,,,,,
2020-11-03,87.14,28.11,,,,,,0.03,,,0.07,,,,,,,,,
2020-11-04,88.47,27.69,,,,,,0.03,,,0.08,,,,,,,,,
2020-11-05,91.06,30.94,,,,,,0.03,,,0.08,,,,,,,,,
2020-11-06,96.05,38.84,,,,,,0.03,,,0.07,,,,,,,,,
2020-11-07,93.23,44.70,,,,,,0.04,,,0.08,,,,,,,,,
2020-11-08,97.39,54.37,,,,,,0.04,,,0.08,,,,,,,,,
2020-11-09,94.52,55.18,,,,,,0.05,,,0.08,,,,,,,,,
2020-11-10,102.82,67.27,,,,,,0.05,,,0.08,,,,,,,,,
2020-11-11,103.13,54.78,,,,,,0.05,,,0.09,,,,,,,,,
2020-11-12,104.40,51.59,,,,,,0.06,,,0.09,,,,,,,,,
2020-11-13,116.90,63.45,,,,,,0.07,,,0.08,,,,,,,,,
2020-11-14,121.88,67.28,,,,,,0.09,,,0.08,,,,,,,,,
2020-11-15,120.07,63.95,,,,,,0.09,,,0.10,,,,,,,,,
2020-11-16,120.61,72.86,,,,,,0.14,,,0.11,,,,,,,,,
2020-11-17,122.03,79.19,,,,,,0.15,,,0.10,,,,,,,,,
2020-11-18,114.24,75.84,,,,,,0.13,,,0.10,,,,,,,,,
2020-11-19,113.07,75.76,,,,,,0.15,,,0.10,,,,,,,,,
2020-11-20,116.17,74.73,,,,,,0.14,,,0.10,,,,,,,,,
2020-11-21,128.20,70.61,,,,,,0.14,,,0.11,,,,,,,,,
2020-11-22,116.42,68.60,,,,,,0.16,,0.24,0.11,,,,,,,,,
2020-11-23,124.75,71.87,,,,,,0.19,,0.24,0.11,,,,,,,,,
2020-11-24,126.65,66.67,,,,,,0.19,,0.20,0.11,,,,,,,,,
2020-11-25,123.39,61.73,,,,,,0.27,,0.15,0.11,,,,,,,,,
2020-11-26,106.30,63.88,,,,,,0.25,,0.13,0.11,,,,,,,,,
2020-11-27,104.30,60.98,,,,,,0.21,,0.12,0.10,,,,,,,,,
2020-11-28,108.05,64.13,,,,,,0.22,,0.12,0.09,,,,,,,,,
2020-11-29,110.45,68.51,,,,,,0.23,,0.12,0.10,,,,,,,,,
2020-11-30,112.32,76.97,,,,,,0.23,,0.13,0.09,,,,,,,,,
2020-12-01,105.09,74.55,,,,,,0.22,,0.13,0.09,,,,,,,,,
2020-12-02,113.54,86.56,,,,,,0.23,,0.14,0.09,,,,,,,,,
2020-12-03,132.59,91.56,,,,,,0.27,,0.15,0.09,,,,,,,,,
2020-12-04,126.67,81.17,,,,,,0.28,,0.16,0.09,,,,,,,,,
2020-12-05,142.57,92.31,,,,,,0.24,,0.14,0.09,,,,,,,,,
2020-12-06,136.44,88.18,,,,,,0.26,,0.15,0.09,,,,,,,,,
2020-12-07,149.07,90.67,,,,,,0.27,,0.14,0.09,,,,,,,,,
2020-12-08,154.68,79.81,,,,,,0.24,,0.13,0.09,,,,,,,,,
2020-12-09,164.66,82.68,,,,,,0.22,,0.13,0.09,,,,,,,,,
2020-12-10,149.84,76.50,,,,,,0.22,,0.13,0.09,,,,,,,,,
2020-12-11,142.71,75.06,,,,,,0.20,,0.13,0.09,,,,,,,,,
2020-12-12,144.34,77.99,,,,,,0.18,,0.13,0.16,,,,,,,,,
2020-12-13,146.94,83.26,,,,,,0.20,,0.13,0.28,,,,,,,,,
2020-12-14,153.33,86.19,,,,,,0.21,,0.13,0.24,,,,,,,,,
2020-12-15,150.84,87.55,,,,,,0.21,,0.13,0.21,,,,,,,,,
2020-12-16,155.73,87.59,,,,,,0.20,,0.13,0.18,,,,,,,,,
2020-12-17,177.21,84.85,,,,,,0.24,,0.15,0.17,,,,,,,,,
2020-12-18,160.47,89.48,,,,,,0.23,,0.14,0.15,,,,,,,,,
2020-12-19,156.06,89.18,,,,,,0.24,,0.14,0.15,,,,,,,,,
2020-12-20,152.39,85.39,,,,,,0.23,,0.14,0.16,,,,,,,,,
2020-12-21,142.84,81.03,,,,,,0.21,,0.14,0.14,,,,,,,,,
2020-12-22,145.49,84.56,,,,,,0.21,,0.13,0.15,,,,,,,,,
2020-12-23,129.19,75.17,,,,,,0.21,,0.12,0.13,,,,,,,,,
2020-12-24,136.84,80.55,,,,,,0.18,,0.12,0.11,,,,,,,,,
2020-12-25,137.63,79.74,,,,,,0.18,,0.13,0.11,,,,,,,,,
2020-12-26,129.94,75.27,,,,,,0.17,,0.13,0.11,,,,,,,,,
2020-12-27,131.88,77.11,,,,,,0.17,,0.13,0.11,,,,,,,,,
2020-12-28,142.79,81.63,,,,,,0.17,,0.13,0.12,,,,,,,,,
2020-12-29,140.28,77.87,,,,,,0.19,,0.14,0.12,,,,,,,,,
2020-12-30,157.37,81.61,,,,,,0.19,,0.14,0.11,,,,,,,,,
2020-12-31,148.96,87.74,,,,,,0.18,,0.14,0.11,,,,,,,,,
2021-01-01,145.87,90.21,,,,,,0.19,,0.14,0.11,,,,,,,,,
2021-01-02,137.03,85.78,,,,,,0.22,,0.14,0.11,,,,,,,,,
2021-01-03,146.93,93.98,,,,,,0.24,,0.14,0.12,,,,,,,,,
2021-01-04,150.02,112.86,,,,,,0.29,,0.17,0.12,,,,,,,,,
2021-01-05,161.18,119.59,,,,,,0.25,,0.17,0.11,,,,,,,,,
2021-01-06,183.39,115.84,,,,,,0.29,,0.19,0.14,,,,,,,,,
2021-01-07,173.16,115.50,,,,,,0.30,,0.20,0.14,,,,,,,,,
2021-01-08,165.17,110.99,,,,,,0.41,,0.20,0.14,,,,,,,,,
2021-01-09,182.84,118.66,,,,,,0.39,,0.20,0.14,,,,,,,,,
2021-01-10,195.96,128.06,,,,,,0.47,,0.21,0.15,,,,,,,,,
2021-01-11,168.45,115.02,,,,,,0.43,,0.21,0.14,,,,,,,,,
2021-01-12,184.27,127.05,,,,,,0.36,,0.18,0.12,,,,,,,,,
2021-01-13,212.14,147.05,,,,,,0.38,,0.18,0.12,,,,,,,,,
2021-01-14,215.10,147.41,,,,,,0.46,,0.19,0.13,,,,,,,,,
2021-01-15,203.74,165.87,,,,,,0.44,,0.23,0.14,,,,,,,,,
2021-01-16,208.49,183.20,,,,,,0.44,,0.24,0.13,,,,,,,,,
2021-01-17,216.40,187.65,,,,,,0.48,,0.25,0.17,,,,,,,,,
2021-01-18,226.06,199.36,,,,,,0.49,,0.24,0.16,,,,,,,,,
2021-01-19,213.13,186.77,,,,,,0.54,,0.28,0.18,,,,,,,,,
2021-01-20,213.26,197.84,,,,,,0.58,,0.28,0.17,,,,,,,,,
2021-01-21,175.63,159.26,,,,,,0.72,,0.27,0.16,,,,,,,,,
2021-01-22,201.46,191.88,,,,,,0.65,,0.23,0.13,,,,,,,,,
2021-01-23,206.19,211.87,,,,,,0.81,,0.24,0.14,,,,,,,,,
2021-01-24,250.55,267.06,,,,,,0.90,,0.23,0.14,,,,,,,,,
2021-01-25,213.44,248.98,,,,,,1.08,,0.25,0.15,,,,,,,,,
2021-01-26,237.49,278.18,,,,,,0.94,,0.24,0.15,,,,,,,,,
2021-01-27,220.23,286.52,,,,,,1.42,,0.24,0.15,,,,,,,,,
2021-01-28,253.34,299.27,,,,,,1.48,,0.22,0.14,,,,,,,,,
2021-01-29,294.40,286.75,,,,,,1.68,,0.23,0.15,,,,,,,,,
2021-01-30,335.59,313.68,,,,,,2.15,,0.23,0.16,,,,,,,,,
2021-01-31,345.09,299.80,,,,,,2.17,,0.23,0.17,,,,,,,,,
2021-02-01,363.22,295.66,,,,,,2.05,,0.25,0.17,,,,,,,,,
2021-02-02,355.36,301.60,,,,,,2.08,,0.23,0.17,,,,,,,,,
2021-02-03,387.08,384.36,,,,,,1.92,,0.26,0.26,,,,,,,,,
2021-02-04,457.97,468.23,,,,,,2.11,,0.29,0.23,,,,,,,,,
2021-02-05,531.45,502.49,,,,,,2.32,,0.27,0.23,,,,,,,,,
2021-02-06,463.52,472.23,,,,,,2.63,,0.30,0.25,,,,,,,,,
2021-02-07,460.21,476.45,,,,,,2.43,,0.31,0.22,,,,,,,,,
2021-02-08,452.15,490.58,,,,,,2.23,,0.31,0.22,,,,,,,,,
2021-02-09,488.67,493.44,,,,,,2.23,,0.39,0.23,,,,,,,,,
2021-02-10,476.44,525.18,,,,,,2.11,,0.39,0.25,,,,,,,,,
2021-02-11,501.32,515.69,,,,,,2.17,,0.39,0.26,,,,,,,,,
2021-02-12,533.07,530.66,,,,,,2.13,,0.44,0.30,,,,,,,,,
2021-02-13,513.29,496.58,,,,,,2.18,,0.53,0.29,,,,,,,,,
2021-02-14,474.16,472.44,,,,,,1.90,,0.56,0.30,,,,,,,,,
2021-02-15,458.11,453.93,,,,,,1.70,,0.49,0.28,,,,,,,,,
2021-02-16,453.22,430.42,,,,,,1.60,,0.46,0.26,,,,,,,,,
2021-02-17,471.49,450.08,,,,,,1.60,,0.45,0.27,,,,,,,,,
2021-02-18,458.53,442.29,,,,,,1.67,,0.46,0.61,,,,,,,,,
2021-02-19,451.41,422.04,,,,,,1.63,,0.52,0.43,,,,,,,,,
2021-02-20,452.27,442.09,,,,,,1.57,,0.46,0.45,,,,,,,,,
2021-02-21,451.22,434.00,,,,,,1.59,,0.40,0.42,,,,,,,,,
2021-02-22,426.08,403.49,,,,,,1.61,,0.42,0.47,,,,,,,,,
2021-02-23,380.82,362.82,,,,,,1.48,,0.38,0.41,,,,,,,,,
2021-02-24,436.70,367.88,,,,,,1.23,,0.32,0.33,,,,,,,,,
2021-02-25,398.37,339.21,,,,,,1.52,,0.32,0.34,,,,,,,,,
2021-02-26,395.21,321.43,,,,,,1.41,,0.30,0.31,,,,,,,,,
2021-02-27,397.69,334.16,,,,,,1.29,,0.29,0.31,,,,,,,,,
2021-02-28,404.07,355.96,,,,,,1.24,,0.29,0.32,,,,,,,,,
2021-03-01,492.92,384.02,,,,,,1.23,,0.27,0.27,,,,,,,,,
2021-03-02,498.48,391.87,,,,,,1.58,,0.35,0.40,,,,,,,,,
2021-03-03,490.28,395.22,,,,,,1.52,,0.32,0.36,,,,,,,,,
2021-03-04,470.23,374.62,,,,,,1.84,,0.33,0.35,,,,,,,,,
2021-03-05,474.12,368.28,,,,,,1.73,,0.32,0.33,,,,,,,,,
2021-03-06,492.47,388.21,,,,,,1.83,,0.33,0.32,,,,,,,,,
2021-03-07,492.29,414.09,,,,,,1.71,,0.34,0.33,,,,,,,,,
2021-03-08,478.42,434.87,,,,,,1.69,,0.37,0.34,,,,,,,,,
2021-03-09,501.73,446.03,,,,,,1.62,,0.38,0.37,,,,,,,,,
2021-03-10,459.83,409.63,,,,,,1.85,,0.38,0.37,,,,,,,,,
2021-03-11,463.48,406.63,,,,,,1.63,,0.35,0.35,,,,,,,,,
2021-03-12,437.23,372.94,,,,,,1.60,,0.36,0.35,,,,,,,,,
2021-03-13,463.36,416.39,,,,,,1.49,,0.40,0.34,,,,,,,,,
2021-03-14,440.47,382.81,,,,,,1.55,,0.44,0.43,,,,,,,,,
2021-03-15,431.24,369.64,,,,,,1.53,,0.43,0.47,,,,,,,,,
2021-03-16,431.56,370.95,,,,,,1.66,,0.39,0.47,,,,,,,,,
2021-03-17,436.53,381.34,,,,,,1.66,,0.46,0.53,,,,,,,,,
2021-03-18,430.11,361.98,,,,,,1.83,,0.46,0.48,,,,,,,,,
2021-03-19,440.95,370.37,,,,,,1.74,,0.43,0.45,,,,,,,,,
2021-03-20,414.51,371.94,,,,,,1.77,,0.46,0.42,,,,,,,,,
2021-03-21,403.89,365.61,,,,,,1.89,,0.45,0.43,,,,,,,,,
2021-03-22,380.00,336.78,,,,,,1.75,,0.41,0.38,,,,,,,,,
2021-03-23,360.29,331.33,,,,,,1.70,,0.39,0.36,,,,,,,,,
2021-03-24,345.06,308.85,,,,,,2.15,,0.39,0.36,,,,,,,,,
2021-03-25,360.94,327.22,,,,,,1.81,,0.37,0.35,,,,,,,,,
2021-03-26,368.11,360.54,,,,,,1.64,,0.35,0.33,,,,,,,,,
2021-03-27,364.45,350.75,,,,,,1.94,,0.41,0.36,,,,,,,,,
2021-03-28,361.17,345.65,,,,,,1.86,,0.42,0.36,,,,,,,,,
2021-03-29,407.39,361.70,,,,,,1.81,,0.42,0.36,,,,,,,,,
2021-03-30,400.72,375.37,,,,,,1.84,,0.46,0.38,,,,,,,,,
2021-03-31,396.66,382.75,,,,,,1.84,,0.51,0.40,,,,,,,,,
2021-04-01,453.31,385.23,,,,,,1.73,,0.52,0.38,,,,,,,,,
2021-04-02,488.33,420.30,,,,,,1.81,,0.47,0.36,,,,,,,,,
2021-04-03,477.97,381.56,,,,,,1.85,,0.46,0.37,,,,,,,,,
2021-04-04,551.39,404.37,,,,,,1.81,,0.45,0.36,,,,,,,,,
2021-04-05,508.98,395.39,,,,,,1.92,,0.48,0.39,,,,,,,,,
2021-04-06,483.42,382.83,,,,,,1.91,,0.50,0.43,,,,,,,,,
2021-04-07,442.07,347.18,,,,,,1.97,,0.47,0.43,,,,,,,,,
2021-04-08,457.08,369.46,,,,,,1.76,,0.44,0.37,,,,,,,,,
2021-04-09,453.08,359.68,,,,,,1.75,,0.47,0.41,,,,,,,,,
2021-04-10,449.94,368.45,,,,,,1.69,,0.49,0.45,,,,,,,,,
2021-04-11,458.89,370.65,,,,,,1.58,,0.47,0.43,,,,,,,,,
2021-04-12,464.52,397.13,,,,,,1.56,,0.48,0.44,,,,,,,,,
2021-04-13,482.77,397.88,,,,,,1.63,,0.46,0.46,,,,,,,,,
2021-04-14,483.38,427.91,,,,,,1.54,,0.47,0.46,,,,,,,,,
2021-04-15,566.41,468.61,,,,,,1.62,,0.45,0.45,,,,,,,,,
2021-04-16,566.72,444.25,,,,,,1.67,,0.46,0.45,,,,,,,,,
2021-04-17,537.04,427.74,,,,,,1.62,,0.43,0.43,,,,,,,,,
2021-04-18,488.20,383.08,,,,,,1.69,,0.43,0.43,,,,,,,,,
2021-04-19,477.04,346.65,,,,,,1.47,,0.37,0.36,,,,,,,,,
2021-04-20,485.04,360.70,,,,,,1.27,,0.37,0.30,,,,,,,,,
2021-04-21,491.67,354.12,,,,,,1.36,,0.34,0.31,,,,,,,,,
2021-04-22,533.57,362.66,,,,,,1.53,,0.33,0.30,,,,,,,,,
2021-04-23,621.84,342.33,,,,,,1.37,,0.32,0.30,,,,,,,,,
2021-04-24,568.94,317.39,,60.99,,,,1.37,,0.31,0.29,,,,,,,,,
2021-04-25,552.70,348.50,,63.14,,,,1.23,,0.29,0.27,,,,,,,,,
2021-04-26,643.93,403.34,,73.44,,,,1.21,,0.29,0.28,,,,,,,,,
2021-04-27,656.80,440.48,,74.13,,,,1.33,,0.33,0.32,,,,,,,,,
2021-04-28,649.21,462.32,,75.68,,,,1.44,,0.36,0.33,,,,,,,,,
2021-04-29,646.26,440.51,,116.18,,,,1.43,,0.35,0.34,,,,,,,,,
2021-04-30,739.62,442.32,23.33,112.13,,,,1.61,,0.36,0.38,,,,,,,,,
2021-05-01,806.88,504.55,23.33,106.49,,,,1.94,,0.39,0.37,,,,,,,,,
2021-05-02,807.92,481.24,18.92,123.66,,,,2.05,,0.39,0.37,,,,,,,,,
2021-05-03,830.35,518.15,21.31,125.67,,,,1.98,,0.42,0.38,,,,,,,,,
2021-05-04,743.68,449.84,17.99,109.88,,,,2.18,,0.48,0.41,,,,,,,,,
2021-05-05,788.04,481.69,17.16,118.81,,,,1.86,,0.42,0.34,,,,,,,,,
2021-05-06,739.48,451.88,20.37,110.50,,,,1.99,,0.47,0.36,,,,,,,,,
2021-05-07,711.60,444.77,20.36,110.31,,,,1.93,,0.42,0.36,,,,,,,,,
2021-05-08,786.45,469.81,22.69,133.29,,,,1.94,,0.42,0.40,,,,,,,,,
