Date,Compound ($),Aave ($),Maple Finance ($),Venus ($),Euler ($),Goldfinch ($),Notional Finance ($),Homora ($),Centrifuge ($),TrueFi ($),dForce ($),Radiant Capital ($),Silo Finance ($),Sonne Finance ($),BENQI ($),Scallop ($),Mendi Finance ($),NAVI Protocol ($),BendDAO ($),Gearbox ($)
2022-11-30,38.48,65.35,6.79,4.35,4.96,0.66,0.22,0.09,0.23,0.04,0.04,0.04,0.05,0.05,0.01,,,,0.00,
2022-12-01,37.37,63.61,6.57,4.11,4.92,0.67,0.22,0.09,0.23,0.04,0.05,0.04,0.05,0.05,0.01,,,,0.00,
2022-12-02,38.37,65.59,6.66,4.16,5.58,0.66,0.22,0.09,0.22,0.04,0.05,0.04,0.05,0.04,0.01,,,,0.01,
2022-12-03,36.86,62.61,7.09,4.12,5.89,0.66,0.22,0.09,0.22,0.04,0.05,0.04,0.05,0.05,0.01,,,,0.01,
2022-12-04,37.78,64.32,7.05,4.30,5.48,0.67,0.21,0.09,0.22,0.04,0.05,0.04,0.05,0.04,0.01,,,,0.00,
2022-12-05,38.90,64.43,6.91,4.20,5.39,0.69,0.22,0.09,0.23,0.04,0.05,0.05,0.05,0.04,0.01,,,,0.00,
2022-12-06,38.59,64.16,5.52,4.23,5.25,0.68,0.21,0.09,0.21,0.04,0.05,0.05,0.05,0.04,0.01,,,,0.00,
2022-12-07,37.52,61.28,4.61,4.05,5.12,0.65,0.21,0.09,0.21,0.04,0.05,0.05,0.05,0.04,0.01,,,,0.00,
2022-12-08,38.53,63.11,4.43,4.14,4.50,0.64,0.21,0.09,0.20,0.04,0.05,0.05,0.06,0.04,0.01,,,,0.00,
2022-12-09,39.06,61.56,4.50,4.10,4.64,0.65,0.22,0.09,0.20,0.04,0.05,0.05,0.05,0.04,0.01,,,,0.00,
2022-12-10,39.36,61.59,4.38,4.29,4.42,0.64,0.17,0.09,0.20,0.04,0.05,0.05,0.05,0.04,0.01,,,,0.00,
2022-12-11,37.96,60.21,4.23,4.33,4.44,0.64,0.19,0.09,0.19,0.04,0.05,0.05,0.05,0.04,0.01,,,,0.00,
2022-12-12,39.29,60.64,4.22,4.44,4.37,0.64,0.19,0.09,0.20,0.04,0.05,0.05,0.05,0.04,0.01,,,,0.01,
2022-12-13,39.25,62.41,3.97,4.27,4.21,0.60,0.18,0.09,0.19,0.04,0.04,0.06,0.05,0.04,0.01,,,,0.00,
2022-12-14,39.37,62.77,3.80,4.20,4.50,0.61,0.19,0.09,0.20,0.03,0.05,0.05,0.04,0.05,0.01,,,,0.00,
2022-12-15,39.61,60.96,3.85,4.10,4.39,0.60,0.19,0.09,0.20,0.03,0.05,0.04,0.04,0.04,0.01,,,,0.00,
2022-12-16,33.97,54.74,3.79,3.82,4.29,0.57,0.18,0.09,0.20,0.03,0.04,0.04,0.04,0.04,0.01,,,,0.00,
2022-12-17,34.18,55.75,3.38,3.80,3.93,0.55,0.17,0.08,0.19,0.03,0.04,0.04,0.04,0.03,0.01,,,,0.00,0.03
2022-12-18,33.70,55.74,3.46,3.74,4.12,0.54,0.17,0.08,0.19,0.03,0.04,0.04,0.04,0.03,0.01,,,,0.00,0.03
2022-12-19,31.48,53.99,3.39,3.62,3.92,0.53,0.17,0.08,0.19,0.03,0.04,0.04,0.04,0.03,0.01,,,,0.00,0.02
2022-12-20,33.50,55.99,3.23,3.81,4.00,0.53,0.16,0.08,0.18,0.03,0.04,0.04,0.03,0.03,0.01,,,,0.00,0.02
2022-12-21,33.04,56.11,3.24,3.77,4.14,0.56,0.16,0.08,0.19,0.03,0.04,0.04,0.03,0.03,0.01,,,,0.00,0.03
2022-12-22,33.37,55.62,3.46,3.74,3.64,0.54,0.16,0.08,0.18,0.03,0.04,0.04,0.04,0.03,0.01,,,,0.00,0.03
2022-12-23,33.08,54.91,3.25,3.77,3.92,0.53,0.16,0.08,0.17,0.03,0.04,0.04,0.03,0.03,0.01,,,,0.00,0.02
2022-12-24,32.71,55.01,3.25,3.88,3.82,0.53,0.16,0.08,0.17,0.03,0.04,0.04,0.03,0.03,0.01,,,,0.00,0.02
2022-12-25,31.73,54.78,3.27,3.81,3.84,0.53,0.16,0.08,0.17,0.03,0.04,0.04,0.03,0.03,0.01,,,,0.00,0.02
2022-12-26,32.36,56.56,3.23,4.00,3.82,0.53,0.16,0.08,0.17,0.03,0.04,0.04,0.03,0.03,0.01,,,,0.00,0.02
2022-12-27,32.74,57.39,3.19,3.82,3.86,0.53,0.16,0.08,0.17,0.03,0.04,0.04,0.03,0.03,0.01,,,,0.00,0.01
2022-12-28,31.87,54.08,3.20,3.76,3.90,0.51,0.16,0.08,0.17,0.03,0.04,0.03,0.03,0.03,0.01,,,,0.00,0.01
2022-12-29,31.00,54.79,3.11,3.79,3.55,0.49,0.15,0.08,0.17,0.03,0.04,0.03,0.03,0.02,0.01,,,,0.00,0.01
2022-12-30,30.55,53.15,3.02,3.92,3.77,0.50,0.15,0.07,0.16,0.03,0.04,0.04,0.03,0.02,0.01,,,,0.00,0.01
2022-12-31,31.08,52.73,2.91,3.84,3.46,0.49,0.15,0.07,0.15,0.03,0.04,0.04,0.03,0.02,0.01,,,,0.00,0.01
2023-01-01,31.67,52.70,2.74,3.84,3.40,0.48,0.14,0.07,0.15,0.03,0.04,0.04,0.03,0.03,0.01,,,,0.00,0.01
2023-01-02,31.85,53.85,2.72,3.96,3.56,0.47,0.15,0.06,0.15,0.03,0.04,0.05,0.03,0.02,0.01,,,,0.00,0.01
2023-01-03,31.23,53.58,3.20,3.96,3.75,0.48,0.15,0.07,0.15,0.03,0.04,0.05,0.03,0.02,0.01,,,,0.00,0.01
2023-01-04,33.15,56.86,2.96,4.01,3.48,0.48,0.15,0.08,0.15,0.03,0.04,0.05,0.03,0.02,0.01,,,,0.00,0.01
2023-01-05,33.16,56.14,2.87,4.15,3.55,0.48,0.15,0.08,0.15,0.03,0.04,0.04,0.03,0.02,0.01,,,,0.00,0.01
2023-01-06,33.53,56.94,3.04,4.28,3.45,0.47,0.16,0.08,0.15,0.03,0.04,0.04,0.03,0.02,0.01,,,,0.00,0.01
2023-01-07,34.01,56.58,3.14,4.29,3.40,0.46,0.15,0.08,0.16,0.03,0.04,0.04,0.03,0.02,0.01,,,,0.00,0.01
2023-01-08,35.14,59.88,3.10,4.40,3.38,0.46,0.15,0.08,0.16,0.03,0.04,0.04,0.03,0.02,0.01,,,,0.01,0.01
2023-01-09,35.37,61.53,3.15,4.34,3.45,0.46,0.14,0.08,0.16,0.03,0.04,0.05,0.03,0.02,0.01,,,,0.01,0.01
2023-01-10,36.06,62.22,3.55,4.39,3.57,0.46,0.15,0.08,0.18,0.03,0.04,0.05,0.03,0.02,0.01,,,,0.00,0.01
2023-01-11,36.04,64.64,4.55,4.37,3.58,0.48,0.15,0.08,0.17,0.03,0.04,0.05,0.03,0.02,0.01,,,,0.01,0.01
2023-01-12,37.50,67.73,5.11,4.49,3.92,0.49,0.17,0.09,0.21,0.03,0.04,0.05,0.03,0.02,0.01,,,,0.01,0.01
2023-01-13,39.43,71.44,5.18,4.60,4.21,0.48,0.17,0.09,0.26,0.03,0.04,0.05,0.03,0.02,0.01,,,,0.01,0.01
2023-01-14,52.52,75.76,5.11,4.87,3.84,0.50,0.18,0.10,0.26,0.03,0.04,0.05,0.04,0.02,0.01,,,,0.01,0.01
2023-01-15,52.39,78.96,4.93,5.02,4.11,0.51,0.19,0.11,0.25,0.03,0.04,0.06,0.03,0.03,0.01,,,,0.01,0.01
2023-01-16,51.44,79.89,5.07,4.82,4.50,0.50,0.18,0.11,0.24,0.03,0.04,0.07,0.03,0.03,0.01,,,,0.01,0.01
2023-01-17,51.55,85.28,5.03,4.84,4.80,0.56,0.19,0.12,0.24,0.04,0.04,0.07,0.03,0.04,0.01,,,,0.01,0.01
2023-01-18,49.58,81.74,6.10,4.56,4.65,0.55,0.19,0.12,0.24,0.03,0.04,0.07,0.03,0.04,0.01,,,,0.01,0.01
2023-01-19,48.48,81.32,5.23,4.80,4.31,0.52,0.18,0.12,0.22,0.03,0.04,0.12,0.03,0.05,0.01,,,,0.01,0.01
2023-01-20,51.27,87.49,5.62,4.99,4.16,0.53,0.18,0.11,0.22,0.03,0.04,0.13,0.03,0.06,0.01,,,,0.01,0.01
2023-01-21,51.05,85.03,5.94,4.94,4.39,0.55,0.18,0.12,0.23,0.03,0.04,0.11,0.03,0.06,0.01,,,,0.01,0.01
2023-01-22,51.52,85.85,5.69,4.95,4.28,0.56,0.18,0.12,0.25,0.04,0.04,0.11,0.03,0.05,0.01,,,,0.01,0.01
2023-01-23,52.24,86.81,5.84,5.12,4.22,0.57,0.18,0.13,0.29,0.04,0.04,0.11,0.03,0.05,0.01,,,,0.01,0.02
2023-01-24,48.11,80.43,6.36,5.19,5.52,0.58,0.18,0.14,0.27,0.04,0.05,0.09,0.04,0.06,0.01,,,,0.01,0.02
2023-01-25,51.60,86.67,5.88,5.33,5.21,0.58,0.18,0.15,0.25,0.04,0.05,0.10,0.04,0.08,0.01,,,,0.01,0.02
2023-01-26,55.16,88.97,6.21,5.32,5.28,0.59,0.17,0.15,0.27,0.04,0.05,0.10,0.04,0.07,0.01,,,,0.01,0.02
2023-01-27,57.77,86.95,6.26,5.36,5.10,0.62,0.17,0.15,0.26,0.04,0.05,0.11,0.06,0.06,0.01,,,,0.01,0.02
2023-01-28,55.73,84.06,6.48,5.29,5.36,0.63,0.17,0.15,0.27,0.04,0.05,0.11,0.05,0.06,0.01,,,,0.01,0.01
2023-01-29,56.05,88.30,6.40,5.37,5.33,0.63,0.17,0.15,0.27,0.04,0.05,0.13,0.05,0.06,0.01,,,,0.01,0.01
2023-01-30,51.59,81.11,6.71,4.94,5.47,0.63,0.17,0.15,0.28,0.04,0.05,0.12,0.05,0.06,0.01,,,,0.01,0.01
2023-01-31,51.87,83.12,6.27,5.16,5.06,0.62,0.16,0.14,0.27,0.04,0.05,0.12,0.05,0.07,0.01,,,,0.01,0.01
2023-02-01,55.29,88.07,6.35,5.37,5.37,0.62,0.16,0.14,0.27,0.04,0.05,0.15,0.06,0.07,0.01,,,,0.01,0.01
2023-02-02,52.43,88.59,6.72,5.41,6.36,0.63,0.18,0.13,0.29,0.04,0.05,0.14,0.04,0.07,0.01,,,,0.01,0.02
2023-02-03,54.22,90.51,6.96,5.94,5.93,0.67,0.18,0.13,0.29,0.04,0.05,0.17,0.05,0.08,0.01,,,,0.02,0.02
2023-02-04,53.73,88.38,7.13,5.95,6.06,0.73,0.18,0.14,0.31,0.04,0.05,0.21,0.06,0.10,0.01,,,,0.02,0.02
2023-02-05,51.91,85.52,7.11,5.85,6.18,0.72,0.18,0.14,0.29,0.04,0.05,0.20,0.05,0.09,0.01,,,,0.02,0.02
2023-02-06,51.58,84.26,6.79,5.72,6.18,0.71,0.18,0.13,0.29,0.04,0.05,0.23,0.06,0.09,0.01,,,,0.02,0.02
2023-02-07,57.62,88.77,7.09,6.01,6.69,0.64,0.18,0.13,0.31,0.04,0.05,0.27,0.07,0.09,0.01,,,,0.03,0.02
2023-02-08,55.84,86.49,8.26,5.96,7.11,0.66,0.18,0.14,0.31,0.05,0.05,0.21,0.06,0.09,0.01,,,,0.03,0.02
2023-02-09,49.03,78.46,7.37,5.62,8.11,0.66,0.19,0.14,0.31,0.05,0.05,0.18,0.05,0.08,0.01,,,,0.02,0.02
2023-02-10,49.81,79.10,6.95,5.72,6.99,0.60,0.20,0.12,0.27,0.04,0.04,0.18,0.05,0.07,0.01,,,,0.02,0.02
2023-02-11,50.36,79.13,6.15,5.81,7.13,0.58,0.21,0.12,0.26,0.04,0.04,0.21,0.05,0.07,0.01,,,,0.03,0.02
2023-02-12,48.70,77.67,6.02,5.67,7.21,0.61,0.21,0.12,0.26,0.04,0.04,0.20,0.05,0.07,0.01,,,,0.03,0.02
2023-02-13,48.77,82.35,5.80,5.65,6.98,0.59,0.21,0.12,0.25,0.04,0.04,0.20,0.05,0.06,0.01,,,,0.03,0.02
2023-02-14,49.22,82.92,5.37,5.95,6.56,0.58,0.20,0.12,0.24,0.04,0.04,0.20,0.05,0.07,0.01,,,,0.02,0.02
2023-02-15,51.96,89.30,5.59,6.10,6.78,0.64,0.23,0.13,0.25,0.04,0.04,0.24,0.05,0.09,0.01,,,,0.03,0.02
2023-02-16,49.04,84.36,5.74,5.88,6.85,0.66,0.25,0.13,0.27,0.04,0.05,0.20,0.05,0.08,0.01,,,,0.02,0.02
2023-02-17,52.04,86.31,5.80,6.16,6.62,0.65,0.24,0.13,0.27,0.09,0.05,0.28,0.04,0.13,0.01,,,,0.02,0.02
2023-02-18,54.67,91.15,5.72,6.14,6.59,0.68,0.25,0.14,0.29,0.08,0.05,0.27,0.05,0.18,0.01,,,,0.03,0.02
2023-02-19,56.63,90.45,5.79,6.23,6.44,0.69,0.25,0.14,0.30,0.08,0.05,0.27,0.05,0.16,0.01,,,,0.02,0.02
2023-02-20,57.76,91.97,5.63,6.46,6.30,0.71,0.25,0.13,0.30,0.08,0.05,0.27,0.05,0.14,0.01,,,,0.03,0.02
2023-02-21,57.31,87.35,5.46,6.16,6.51,0.71,0.25,0.15,0.34,0.07,0.05,0.24,0.05,0.13,0.01,,,,0.02,0.02
2023-02-22,54.40,84.95,5.33,6.05,6.67,0.68,0.24,0.15,0.31,0.06,0.07,0.27,0.05,0.19,0.01,,,,0.02,0.02
2023-02-23,53.30,85.26,5.12,6.00,7.17,0.66,0.24,0.15,0.33,0.07,0.06,0.27,0.05,0.25,0.01,,,,0.02,0.02
2023-02-24,50.63,81.13,5.31,5.66,7.77,0.70,0.23,0.15,0.34,0.07,0.06,0.26,0.04,0.34,0.01,,,,0.02,0.02
2023-02-25,50.50,79.69,5.26,5.58,7.30,0.69,0.22,0.14,0.33,0.06,0.05,0.25,0.04,0.29,0.01,,,,0.02,0.01
2023-02-26,51.72,82.30,5.19,5.70,6.85,0.68,0.23,0.14,0.32,0.06,0.05,0.28,0.04,0.34,0.01,,,,0.02,0.02
2023-02-27,50.39,80.52,5.26,5.66,6.96,0.70,0.23,0.14,0.32,0.06,0.06,0.30,0.04,0.31,0.01,,,,0.02,0.02
2023-02-28,48.80,77.65,4.81,5.53,8.56,0.68,0.23,0.14,0.32,0.07,0.06,0.29,0.04,0.32,0.01,,,,0.02,0.02
2023-03-01,51.69,82.77,4.65,5.60,8.63,0.65,0.22,0.13,0.30,0.09,0.05,0.29,0.04,0.33,0.01,,,,0.02,0.02
2023-03-02,49.77,79.84,5.01,5.48,7.76,0.67,0.23,0.14,0.32,0.10,0.06,0.29,0.04,0.35,0.01,,,,0.02,0.02
2023-03-03,47.35,76.59,4.94,5.12,7.56,0.65,0.21,0.13,0.29,0.09,0.06,0.26,0.03,0.31,0.01,,,,0.02,0.02
2023-03-04,46.45,75.18,4.59,5.14,7.95,0.61,0.22,0.12,0.29,0.09,0.05,0.25,0.03,0.26,0.01,,,,0.02,0.02
2023-03-05,45.71,75.26,4.62,5.22,7.67,0.60,0.23,0.11,0.28,0.11,0.06,0.28,0.03,0.30,0.01,,,,0.02,0.02
2023-03-06,46.16,76.69,4.59,5.13,7.42,0.61,0.23,0.11,0.28,0.12,0.06,0.30,0.03,0.33,0.01,,,,0.02,0.02
2023-03-07,45.34,75.25,4.79,4.97,7.41,0.61,0.23,0.11,0.27,0.13,0.06,0.29,0.03,0.31,0.01,,,,0.02,0.02
2023-03-08,41.03,71.36,4.88,4.76,7.41,0.60,0.23,0.11,0.29,0.13,0.06,0.26,0.03,0.29,0.01,,,,0.01,0.02
2023-03-09,38.65,68.58,4.92,4.49,7.46,0.60,0.22,0.10,0.28,0.10,0.05,0.24,0.03,0.28,0.01,,,,0.01,0.01
2023-03-10,38.92,68.71,4.69,4.44,7.26,0.57,0.21,0.09,0.27,0.09,0.06,0.25,0.03,0.25,0.01,,,,0.01,0.01
2023-03-11,38.09,67.51,4.44,4.31,6.47,0.58,0.21,0.09,0.28,0.10,0.05,0.24,0.03,0.23,0.01,,,,0.01,0.01
2023-03-12,42.66,72.96,4.23,4.70,5.97,0.54,0.21,0.09,0.26,0.11,0.06,0.28,0.03,0.25,0.01,,,,0.01,0.01
2023-03-13,44.94,76.34,4.55,4.95,6.50,0.58,0.22,0.11,0.27,0.11,0.06,0.28,0.03,0.28,0.01,,,,0.02,0.01
2023-03-14,46.50,79.08,4.93,4.93,3.05,0.62,0.23,0.11,0.29,0.12,0.06,0.30,0.04,0.29,0.01,,,,0.02,0.02
2023-03-15,42.89,74.19,5.47,4.59,2.68,0.68,0.23,0.11,0.35,0.11,0.07,0.29,0.04,0.26,0.01,,,,0.02,0.01
2023-03-16,43.18,75.09,5.27,4.78,2.30,0.67,0.23,0.10,0.33,0.10,0.08,0.35,0.05,0.29,0.01,,,,0.02,0.01
2023-03-17,46.70,80.45,5.24,5.05,2.07,0.66,0.23,0.11,0.33,0.10,0.07,0.39,0.05,0.30,0.01,,,,0.02,0.02
2023-03-18,44.80,78.02,5.35,4.96,2.30,0.69,0.24,0.12,0.34,0.10,0.08,0.35,0.05,0.27,0.01,,,,0.02,0.02
2023-03-19,46.10,79.25,5.05,5.06,3.09,0.67,0.25,0.11,0.34,0.09,0.07,0.43,0.05,0.28,0.01,,,,0.02,0.01
2023-03-20,43.66,76.29,5.06,4.91,2.59,0.69,0.25,0.12,0.33,0.09,0.07,0.44,0.05,0.24,0.01,,,,0.02,0.01
2023-03-21,45.59,78.95,4.71,5.13,3.53,0.64,0.25,0.11,0.31,0.08,0.07,0.41,0.05,0.23,0.01,,,,0.02,0.01
2023-03-22,42.68,75.22,4.64,4.89,3.31,0.66,0.25,0.11,0.32,0.09,0.08,0.36,0.05,0.24,0.01,,,,0.01,0.01
2023-03-23,43.99,76.80,4.50,4.99,3.04,0.64,0.24,0.10,0.30,0.08,0.07,0.34,0.05,0.24,0.01,,,,0.01,0.01
2023-03-24,42.42,73.25,4.77,4.79,2.91,0.65,0.25,0.11,0.31,0.08,0.07,0.31,0.05,0.19,0.01,,,,0.01,0.01
2023-03-25,41.93,71.42,4.84,4.73,2.84,0.61,0.23,0.11,0.29,0.09,0.08,0.34,0.05,0.18,0.01,,,,0.01,0.01
2023-03-26,42.64,73.15,4.89,4.85,3.60,0.61,0.23,0.10,0.30,0.08,0.08,0.36,0.05,0.18,0.01,,,,0.01,0.01
2023-03-27,41.02,69.71,4.95,4.55,3.57,0.62,0.24,0.11,0.29,0.09,0.08,0.32,0.05,0.17,0.01,,,,0.01,0.01
2023-03-28,41.63,70.66,4.88,4.61,3.77,0.60,0.22,0.10,0.27,0.08,0.07,0.34,0.05,0.18,0.01,,,,0.01,0.01
2023-03-29,43.68,72.48,4.34,4.86,3.79,0.61,0.27,0.10,0.27,0.08,0.07,0.34,0.06,0.19,0.01,,,,0.01,0.01
2023-03-30,42.28,71.62,4.48,4.94,3.81,0.62,0.27,0.11,0.29,0.08,0.07,0.39,0.06,0.18,0.01,,,,0.01,0.01
2023-03-31,43.04,73.85,4.17,5.01,3.71,0.58,0.27,0.11,0.28,0.08,0.07,0.37,0.07,0.19,0.01,,,,0.01,0.01
2023-04-01,43.56,73.97,4.28,4.91,3.68,0.58,0.27,0.11,0.28,0.08,0.07,0.36,0.07,0.20,0.01,,,,0.01,0.01
2023-04-02,42.12,72.79,4.41,4.73,3.55,0.57,0.26,0.11,0.31,0.08,0.07,0.33,0.06,0.19,0.01,,,,0.01,0.01
2023-04-03,42.64,73.46,4.30,4.66,3.51,0.56,0.26,0.11,0.28,0.08,0.07,0.32,0.06,0.20,0.01,,,,0.01,0.01
2023-04-04,43.76,76.27,4.24,4.73,3.85,0.56,0.27,0.11,0.29,0.07,0.06,0.36,0.07,0.21,0.01,,,,0.01,0.01
2023-04-05,43.71,78.35,4.23,4.79,3.99,0.57,0.28,0.11,0.29,0.08,0.06,0.34,0.07,0.22,0.01,,,,0.01,0.01
2023-04-06,42.98,80.37,4.24,4.88,3.76,0.60,0.27,0.11,0.29,0.07,0.06,0.33,0.07,0.20,0.01,,,,0.01,0.01
2023-04-07,42.66,78.14,4.24,4.83,3.70,0.62,0.25,0.11,0.29,0.07,0.06,0.33,0.07,0.20,0.01,,,,0.01,0.01
2023-04-08,42.04,76.36,4.22,4.97,3.65,0.62,0.25,0.11,0.27,0.07,0.07,0.32,0.07,0.19,0.01,,,,0.01,0.01
2023-04-09,42.80,76.35,4.22,9.16,3.48,0.60,0.24,0.11,0.26,0.07,0.06,0.33,0.07,0.18,0.01,,,,0.01,0.01
2023-04-10,43.53,78.25,4.26,6.58,3.54,0.60,0.24,0.12,0.27,0.07,0.07,0.33,0.07,0.19,0.01,,,,0.01,0.01
2023-04-11,43.55,79.24,4.48,6.25,3.30,0.62,0.26,0.12,0.27,0.07,0.07,0.32,0.09,0.18,0.01,,,,0.01,0.01
2023-04-12,43.06,79.27,5.29,7.18,3.50,0.61,0.25,0.12,0.27,0.07,0.07,0.31,0.09,0.17,0.01,,,,0.01,0.01
2023-04-13,44.15,80.64,4.99,6.98,3.52,0.60,0.24,0.12,0.27,0.07,0.07,0.36,0.09,0.18,0.01,,,,0.01,0.01
2023-04-14,45.02,82.20,4.69,8.01,3.51,0.64,0.26,0.12,0.27,0.07,0.07,0.42,0.09,0.20,0.01,,,,0.01,0.01
2023-04-15,45.13,82.91,4.95,7.70,3.54,0.67,0.27,0.12,0.27,0.08,0.07,0.47,0.09,0.25,0.01,,,,0.01,0.01
2023-04-16,46.30,82.85,4.89,8.00,3.46,0.65,0.26,0.12,0.27,0.08,0.07,0.46,0.09,0.22,0.01,,,,0.01,0.01
2023-04-17,45.47,81.34,4.88,7.52,3.44,0.64,0.26,0.13,0.28,0.08,0.07,0.44,0.09,0.21,0.01,,,,0.01,0.01
2023-04-18,46.06,82.37,4.90,7.45,3.30,0.63,0.27,0.12,0.28,0.08,0.07,0.45,0.09,0.21,0.01,,,,0.01,0.01
2023-04-19,41.32,73.21,4.94,6.66,3.27,0.64,0.28,0.13,0.27,0.08,0.07,0.42,0.08,0.18,0.01,,,,0.01,0.01
2023-04-20,40.38,72.51,4.90,6.55,3.03,0.58,0.25,0.12,0.25,0.07,0.06,0.42,0.09,0.17,0.01,,,,0.01,0.01
2023-04-21,38.73,69.23,4.84,6.19,2.78,0.58,0.24,0.11,0.25,0.06,0.06,0.39,0.09,0.15,0.01,,,,0.01,0.01
2023-04-22,40.06,70.07,5.93,6.41,2.59,0.56,0.24,0.10,0.24,0.06,0.06,0.41,0.09,0.16,0.01,,,,0.01,0.01
2023-04-23,39.41,69.70,5.52,6.36,2.48,0.57,0.24,0.11,0.25,0.06,0.06,0.39,0.09,0.15,0.01,,,,0.01,0.01
2023-04-24,39.89,69.54,5.55,6.24,2.40,0.56,0.23,0.10,0.25,0.06,0.06,0.38,0.09,0.15,0.01,,,,0.01,0.01
2023-04-25,40.11,70.74,5.74,6.23,2.43,0.55,0.23,0.10,0.25,0.06,0.06,0.40,0.10,0.16,0.01,,,,0.01,0.01
2023-04-26,39.56,69.19,7.05,6.24,2.71,0.55,0.22,0.11,0.24,0.06,0.06,0.41,0.10,0.15,0.01,,,,0.01,0.01
2023-04-27,40.84,70.92,6.98,6.46,2.62,0.56,0.21,0.11,0.24,0.06,0.06,0.41,0.11,0.14,0.01,,,,0.01,0.01
2023-04-28,40.59,71.64,8.06,6.28,2.69,0.57,0.21,0.12,0.26,0.06,0.06,0.39,0.11,0.14,0.01,,,,0.01,0.01
2023-04-29,42.33,72.08,7.74,6.42,2.62,0.58,0.21,0.12,0.26,0.06,0.06,0.39,0.11,0.14,0.01,,,,0.01,0.01
2023-04-30,41.40,70.17,7.07,6.35,2.66,0.57,0.21,0.15,0.26,0.06,0.06,0.39,0.10,0.13,0.01,,,,0.01,0.01
2023-05-01,40.12,68.98,6.93,5.99,2.62,0.56,0.22,0.13,0.25,0.06,0.06,0.37,0.10,0.13,0.01,,,,0.01,0.01
2023-05-02,40.25,70.12,6.35,5.96,2.32,0.53,0.21,0.13,0.24,0.06,0.06,0.39,0.10,0.12,0.01,,,,0.01,0.01
2023-05-03,40.60,71.12,6.55,6.13,2.51,0.55,0.21,0.13,0.23,0.06,0.06,0.39,0.10,0.12,0.01,,,,0.01,0.01
2023-05-04,39.76,69.82,6.36,6.01,2.45,0.55,0.22,0.13,0.22,0.06,0.06,0.39,0.11,0.13,0.01,,,,0.01,0.01
2023-05-05,41.05,73.20,5.91,6.20,2.47,0.53,0.21,0.12,0.22,0.06,0.06,0.42,0.11,0.12,0.01,,,,0.01,0.01
2023-05-06,39.16,69.27,6.09,5.60,2.35,0.54,0.21,0.13,0.22,0.06,0.06,0.38,0.10,0.10,0.01,,,,0.01,0.01
2023-05-07,38.59,67.90,6.07,5.37,2.00,0.51,0.21,0.12,0.21,0.05,0.06,0.37,0.10,0.09,0.01,,,,0.01,0.01
2023-05-08,36.25,64.73,5.84,4.65,2.18,0.51,0.20,0.11,0.21,0.05,0.05,0.32,0.10,0.08,0.01,,,,0.01,0.01
2023-05-09,36.34,64.44,5.33,4.90,1.95,0.48,0.21,0.10,0.20,0.05,0.05,0.33,0.09,0.09,0.01,,,,0.01,0.01
2023-05-10,36.45,64.27,5.23,4.93,2.00,0.46,0.19,0.10,0.20,0.05,0.05,0.33,0.09,0.09,0.01,,,,0.01,0.01
2023-05-11,35.16,62.17,5.43,4.76,2.02,0.46,0.20,0.11,0.20,0.05,0.05,0.30,0.08,0.08,0.01,,,,0.01,0.01
2023-05-12,34.81,62.73,5.21,4.98,1.85,0.44,0.19,0.10,0.19,0.04,0.05,0.31,0.08,0.09,0.01,,,,0.01,0.01
2023-05-13,34.49,62.03,5.37,4.91,1.76,0.43,0.19,0.10,0.21,0.05,0.05,0.29,0.08,0.08,0.01,,,,0.01,0.01
2023-05-14,34.63,62.21,5.41,4.97,1.75,0.43,0.19,0.10,0.20,0.05,0.04,0.31,0.08,0.09,0.01,,,,0.01,0.01
2023-05-15,34.89,63.06,5.44,5.03,1.79,0.43,0.19,0.10,0.21,0.05,0.05,0.31,0.08,0.09,0.01,,,,0.01,0.01
2023-05-16,34.92,62.55,5.71,5.12,1.84,0.44,0.18,0.10,0.20,0.05,0.05,0.31,0.08,0.09,0.01,,,,0.01,0.01
2023-05-17,35.98,63.79,6.26,5.30,1.73,0.43,0.19,0.10,0.19,0.05,0.05,0.32,0.08,0.10,0.01,,,,0.01,0.01
2023-05-18,35.62,65.06,6.00,5.10,1.79,0.44,0.19,0.10,0.22,0.05,0.05,0.31,0.08,0.09,0.01,,,,0.01,0.01
2023-05-19,35.76,64.60,5.92,5.10,1.75,0.43,0.17,0.10,0.21,0.05,0.05,0.31,0.08,0.09,0.01,,,,0.01,0.01
2023-05-20,35.83,64.94,6.35,5.06,1.80,0.41,0.17,0.10,0.22,0.05,0.05,0.31,0.08,0.09,0.01,,,,0.01,0.01
2023-05-21,34.57,64.02,6.32,4.93,1.82,0.41,0.18,0.10,0.23,0.05,0.05,0.30,0.08,0.09,0.01,,,,0.01,0.01
2023-05-22,35.17,63.79,6.27,5.03,1.98,0.40,0.18,0.10,0.23,0.05,0.05,0.30,0.08,0.08,0.01,,,,0.01,0.01
2023-05-23,35.42,65.08,6.55,5.02,2.00,0.41,0.18,0.10,0.23,0.05,0.05,0.31,0.08,0.08,0.01,,,,0.01,0.01
2023-05-24,34.58,63.64,6.63,4.88,1.95,0.44,0.17,0.11,0.22,0.05,0.05,0.30,0.08,0.08,0.01,,,,0.01,0.01
2023-05-25,34.02,63.32,7.07,4.90,1.81,0.40,0.17,0.11,0.21,0.04,0.05,0.30,0.08,0.08,0.01,,,,0.01,0.01
2023-05-26,34.15,64.60,7.00,4.95,1.77,0.39,0.17,0.11,0.21,0.04,0.05,0.31,0.08,0.08,0.01,,,,0.01,0.01
