Date,Aave ($),Compound ($),Venus ($),BENQI ($),Morpho ($),Spark Protocol ($),TrueFi ($),Radiant Capital ($),Goldfinch ($),Euler ($),Fraxlend ($),Sonne Finance ($),Maple Finance ($),Gearbox ($),Silo Finance ($),BendDAO ($),Shoebill Finance ($)
2021-10-17,11166222725.94,7447308405.95,1421804087.52,941755674.14,,,349936183.39,,12743768.74,,,,,,,,
2021-10-18,11233703078.37,7475949949.01,1442014386.85,920449933.12,,,349730011.97,,12748294.18,,,,,,,,
2021-10-19,11303827903.58,7525585188.94,1467969021.73,920760012.75,,,341257800.87,,12744673.80,,,,,,,,
2021-10-20,11363123228.01,7600397940.26,1502495739.57,960176932.95,,,341325211.54,,12743768.74,,,,,,,,
2021-10-21,11533526188.79,7557252064.43,1389877474.84,986014292.89,,,268440090.17,,12746378.94,,,,,,,,
2021-10-22,11693083845.44,7370851160.43,1287173701.89,1077238831.88,,,341705613.05,,17748295.88,,,,,,,,
2021-10-23,11760006280.71,7334153136.04,1289258849.51,1153561986.16,,,313482869.81,,17766130.68,,,,,,,,
2021-10-24,11812124575.17,7312396632.92,1275624109.94,1126328057.81,,,319065487.30,,17743768.74,,,,,,,,
2021-10-25,11956972163.95,7370898573.67,1290767299.34,1168797898.48,,,446284941.02,,17743768.74,,,,,,,,
2021-10-26,11904254748.22,7404504713.59,1239921817.16,1225875320.25,,,446262004.34,,17743834.39,,,,,,,,
2021-10-27,11894816790.74,7401556042.52,1203674740.43,1206911006.68,,,477438256.38,,17747911.20,,,,,,,,
2021-10-28,12106188094.95,7453763850.69,1237386133.91,1263701084.92,,,556218813.36,,17743768.74,,,,,,,,
2021-10-29,10627442717.50,7592620562.43,1364037009.80,1266246232.58,,,557350593.27,,17747361.14,,,,,,,,
2021-10-30,9478963435.52,7552182940.26,1350612159.49,1272977906.37,,,558308284.21,,17743768.73,,,,,,,,
2021-10-31,9714284617.65,7541345466.58,1332452741.69,1331394583.18,,,559200542.43,,17744061.50,,,,,,,,
2021-11-01,9788188149.99,7541555566.51,1345812196.37,1331696137.50,,,558212211.72,,17747303.29,,,,,,,,
2021-11-02,10055296351.23,7612800646.97,1305474372.60,1347414174.96,,,564376368.56,,17743672.20,,,,,,,,
2021-11-03,10346852617.55,7635597175.97,1303001793.58,1353435012.48,,,564715998.49,,17744993.76,,,,,,,,
2021-11-04,10594726780.43,7541213705.98,1240859303.87,1354163528.21,,,556728327.14,,17745497.75,,,,,,,,
2021-11-05,10800834607.65,7538634379.59,1360901731.65,1347767534.32,,,556112971.99,,17751299.34,,,,,,,,
2021-11-06,10861319171.38,7556507044.02,1540475326.59,1358583966.48,,,557686698.09,,17747943.81,,,,,,,,
2021-11-07,10990033435.58,7516650796.73,1544547957.79,1471573130.05,,,551705297.10,,17743936.74,,,,,,,,
2021-11-08,11172109547.79,7715166984.58,1588791861.47,1560311535.70,,,527938184.89,,18743768.71,,,,,,,,
2021-11-09,11245217776.17,7776662697.34,1556286322.98,1514972341.55,,,527610285.16,,18744454.89,,,,,,,,
2021-11-10,11282775788.26,7683908406.13,1520021194.38,1545218409.53,,,524737940.94,,18750142.50,,,,,,,,
2021-11-11,11257571887.05,7689442348.74,1535636929.59,1610135209.09,,,507751890.67,,23886442.67,,,,,,,,
2021-11-12,11280210054.94,7664092744.90,1530269016.70,1614823391.15,,,559422483.97,,23892286.73,,,,,,,,
2021-11-13,11208785547.80,7625012625.88,1556058556.97,1732028339.18,,,559466263.46,,23889084.28,,,,,,,,
2021-11-14,11106057628.68,7591251738.88,1563008972.54,1791381556.02,,,506558363.42,,23889044.23,,,,,,,,
2021-11-15,11107550923.09,7517730216.77,1538838314.65,1824074217.86,,,506500165.01,,23887521.72,,,,,,,,
2021-11-16,11007468744.40,7519458512.00,1340139677.21,1856860161.91,,,506809805.98,,23887869.98,,,,,,,,
2021-11-17,10932592103.24,7380887066.40,1159527492.19,2023746695.06,,,506383613.84,,23890046.03,,,,,,,,
2021-11-18,10829021558.99,7345165747.92,1125033420.45,1965641496.39,,,518297173.01,,23887034.20,,,,,,,,
2021-11-19,10913994198.31,7401690743.81,1145313907.58,2058177159.90,,,518032924.77,,23887835.82,,,,,,,,
2021-11-20,11018451127.44,7523900451.90,1171679930.08,2122433044.88,,,520911431.95,,23892857.69,,,,,,,,
2021-11-21,11259243481.23,7403380340.59,1159883060.74,2142336850.70,,,520846378.22,,23891680.57,,,,,,,,
2021-11-22,11302843478.12,7393322670.43,1133908120.29,2206110100.73,,,522978947.74,,23891094.88,,,,,,,,
2021-11-23,11369261488.41,7393047365.57,1157406849.23,2186179351.82,,,522612915.69,,23887339.23,,,,,,,,
2021-11-24,11337971428.03,7339436563.54,1148873471.18,2195306542.90,,,522907228.17,,23886342.69,,,,,,,,
2021-11-25,11305509108.45,7356013653.27,1176804904.55,2422714572.67,,,523059489.43,,23889447.44,,,,,,,,
2021-11-26,11024957115.21,7459446302.16,1116934850.01,2249266592.22,,,522348022.73,,23883854.93,,,,,,,,
2021-11-27,11007852016.50,7471341244.31,1160674324.24,2357901921.08,,,505256652.10,,23888777.90,,,,,,,,
2021-11-28,11067130487.73,7470093103.95,1250344903.91,2404099995.02,,,505899515.72,,23897394.66,,,,,,,,
2021-11-29,11279930728.29,7750468031.54,1296043847.92,2520726692.11,,,504971719.73,,23892293.73,,,,,,,,
2021-11-30,11384775099.62,7761078360.40,1288499895.92,2579872359.58,,,513849816.12,,33886127.68,,,,,,,,
2021-12-01,11449895996.73,7780475412.27,1231966365.93,2569894162.92,,,514160740.09,,33886330.32,,,,,,,,
2021-12-02,11424594398.03,7786002927.07,1193833625.69,2529886860.50,,,514120770.78,,33886330.32,,,,,,,,
2021-12-03,11378145895.40,7783428993.73,1186889112.57,2590514009.91,,,514246704.19,,33887418.07,,,,,,,,
2021-12-04,11115586921.03,7667592910.64,1088196432.95,2405655606.25,,,514496896.57,,33901819.76,,,,,,,,
2021-12-05,11074770166.49,7617770151.96,1051641690.70,2300101371.90,,,514478152.03,,33899595.12,,,,,,,,
2021-12-06,11218487226.02,7583595256.92,1162458784.04,2309436514.49,,,514641431.61,,33890225.19,,,,,,,,
2021-12-07,11258936540.04,7554347404.92,1365325415.11,2267138805.50,,,518765413.31,,33886330.28,,,,,,,,
2021-12-08,11365320066.84,7592074825.06,1396352338.33,2284485800.54,,,518995796.38,,33886330.28,,,,,,,,
2021-12-09,11284944629.71,7556443994.44,1347824635.79,2204893699.90,,,519104902.80,,33888927.66,,,,,,,,
2021-12-10,11202610280.06,7507114219.77,1328053283.34,2137224085.15,,,518526003.98,,33888460.36,,,,,,,,
2021-12-11,11307002023.64,7489186421.19,1356749189.24,2220188419.10,,,518924626.35,,33886330.27,2000.00,,,,,,,
2021-12-12,11429797658.09,7436801380.50,1422419688.60,2242947936.09,,,518949886.54,,33890024.55,2025.94,,,,,,,
2021-12-13,11193043349.23,7364548102.41,1363941851.87,2085956722.68,,,522702546.09,,33896883.82,31365.11,,,,,,,
2021-12-14,10942711774.16,7233279351.76,1219664715.36,2023648146.22,,,522640843.64,,33788797.68,1067429.02,,,,,,,
2021-12-15,11065310238.86,7089471459.77,1070542588.22,2177702709.15,,,522447739.65,,33796901.67,2678858.75,,,,,,,
2021-12-16,11090364028.49,7040207531.64,1082134897.49,2164169193.29,,,522129353.87,,33790303.20,3723496.84,,,,,,,
2021-12-17,11275170553.00,6999745347.94,1089347197.38,2259501665.07,,,522514142.33,,33790230.55,5675414.52,,,,,,,
2021-12-18,11426059418.55,6996625530.73,1109102700.32,2421321460.45,,,522343423.77,,33789577.46,9375515.91,,,,,,,
2021-12-19,11440044307.03,6983371205.72,1101253601.61,2347303132.51,,,522229586.56,,33795042.07,10012376.23,,,,,,,
2021-12-20,11464264132.50,6947756856.37,1103204627.04,2401631534.92,,,522440864.68,,38789483.20,10100720.25,,,,,,,
2021-12-21,11536327638.26,6911405696.84,1129039640.75,2492386605.07,,,522433545.53,,38786330.26,10300674.23,,,,,,,
2021-12-22,11600960824.28,6971887662.88,1139483419.15,2461763043.06,,,522603593.93,,38641120.67,10400007.25,,,,499.99,,,
2021-12-23,11724566539.70,7029652648.16,1162604636.74,2505422643.70,,,522198890.25,,38638056.29,10392661.86,,,,7460.72,,,
2021-12-24,11754272616.35,7040766905.98,1147398668.72,2407661168.86,,,522669018.20,,38641311.16,10743485.08,,,,322748.90,,,
2021-12-25,11912353740.61,7000237435.80,1147260744.08,2420797483.93,,,522511426.36,,38638056.29,10784704.46,,,,509766.48,,,
2021-12-26,12159354123.48,6892437395.54,1149581303.97,2436759666.22,,,537424744.38,,38638133.18,10833741.87,,,,596800.91,,,
2021-12-27,12322708371.47,6714018372.49,1178426885.65,2449197996.28,,,537516109.49,,38633046.48,11693501.55,,,,671796.91,,,
2021-12-28,12242960444.80,6683864700.36,1124501514.86,2393724943.97,,,537370231.44,,38638919.84,12050261.91,,,,779962.13,,,
2021-12-29,12181493823.95,6533097689.05,1099122792.77,2363156627.28,,,537167929.81,,38640049.61,12163495.16,,,,786708.74,,,
2021-12-30,12090251136.32,6408679383.01,1106187811.21,2381200323.97,,,537487939.46,,38638056.28,12167035.91,,,,788849.75,,,
2021-12-31,12010544309.02,6120515306.70,1100866925.14,2351071803.28,,,537100885.77,,38632404.30,11973436.23,,,,789072.23,,,
2022-01-01,12084263265.72,6040607984.30,1121409230.16,2323792813.29,,,537455005.79,,38637654.05,12345485.86,,,,839708.98,,,
2022-01-02,12053860477.94,5978307239.10,1127179261.94,2378725897.52,,,537530585.36,,38637898.44,12533526.84,,,,844316.01,,,
2022-01-03,12041846510.01,6046334294.15,1117898813.51,2364929161.26,,,549517874.76,,38642794.08,12552700.63,,,,881634.56,,,
2022-01-04,12069568160.77,6058591816.77,1109170022.18,2313417381.73,,,549393162.82,,38638056.28,12504534.45,,,,900500.75,,,
2022-01-05,12060525123.80,6007105892.93,1059248496.90,2261607313.45,,,603550642.79,,38638056.28,12542542.15,,,,899939.75,,,
2022-01-06,11829314672.79,5911145336.73,1031039720.56,2201681198.30,,,585439501.28,,38638056.24,12471458.20,,,,954311.06,,,
2022-01-07,11644438115.90,5795154483.92,991290166.57,2108222810.33,,,505162145.28,,38642763.13,12097315.52,,,,803415.37,,,
2022-01-08,11533784547.23,5810419489.85,972729882.05,2099879627.96,,,505331685.46,,38646386.39,11916078.08,,,,883265.49,,,
2022-01-09,11518583987.75,5761240268.75,972830407.44,2129705908.70,,,505185162.59,,38641123.32,11591235.10,,,,891653.94,,,
2022-01-10,11451610741.82,5718270980.58,954225406.11,2068735933.72,,,505480516.58,,38638113.53,11538601.64,,,,869589.40,,,
2022-01-11,11511018205.95,5534505153.23,1082114316.47,2052343050.21,,,505482575.86,,38636515.13,11307034.64,,,,882112.63,,,
2022-01-12,11618533909.61,5563875083.69,1229547665.81,2091762464.09,,,505412968.25,,38637647.95,11130171.29,,,,902252.99,,,
2022-01-13,11608798612.36,5595017215.43,1239462980.18,2024343479.84,,,511260897.59,,38629682.64,11188785.63,,,,835629.64,,,
2022-01-14,11583643846.59,5646222560.52,1282364904.53,1989560031.96,,,511355110.26,,38636515.12,11699958.57,,,,869369.49,,,
2022-01-15,11571618162.29,5606557123.10,1292988712.95,1960033919.18,,,511368093.39,,38640955.62,13392472.49,,,,869435.71,,,
2022-01-16,11682443297.15,5606583637.58,1298343974.59,1941287117.47,,,508995210.96,,38636420.46,14113230.24,,,,884954.36,,,
2022-01-17,11655194257.01,5614233555.88,1267791111.57,1885155587.76,,,511733811.41,,38647224.01,14073528.90,,,,908724.79,,,
2022-01-18,11666325002.56,5596586687.35,1261872892.09,1837820068.13,,,516781326.83,,38636515.12,14097435.15,,,,897802.30,,,
2022-01-19,11538768104.54,5607641591.86,1248766713.72,1735187144.53,,,514822343.41,,38637107.03,14226865.52,,,,886028.24,,,
2022-01-20,11428785665.73,5587814934.97,1118356379.44,1681948565.67,,,516640904.07,,38636515.12,14222717.37,,,,885376.91,,,
2022-01-21,11032695654.17,5333787960.39,900587892.79,1541488704.37,,,455714484.62,,38636515.12,13607831.46,,,,909378.02,,,
2022-01-22,9621240526.24,4705059958.12,783507349.02,1409542191.51,,,455777655.24,,38640955.62,12977615.38,,,,869187.74,,,
2022-01-23,9213441252.57,4526803926.16,765752390.90,1391310414.12,,,456010996.94,,38640124.16,12830809.27,,,,825075.80,,,
2022-01-24,9110953240.56,4439274329.88,767311504.00,1358636008.07,,,455891506.49,,38636515.11,12242732.19,,,,823907.52,,,
2022-01-25,9036762332.63,4139532972.73,786444431.54,1350318984.16,,,437101087.67,,38641596.20,12600243.99,,,,831834.06,,,
2022-01-26,9133559795.86,4132979031.40,786155460.80,1316453119.62,,,424810519.15,,38632651.46,13097048.28,,,,829191.60,,,
2022-01-27,9048652667.14,4111968987.51,773707763.97,1304543441.38,,,346565050.23,,38632369.80,12976641.05,,,,810000.28,,,
2022-01-28,9037444331.13,4101368863.57,758938781.18,1302268631.05,,,345752058.19,,38636515.11,14309493.79,,,,842789.89,,,
2022-01-29,9148446697.22,4087552618.68,753736809.99,1296333528.27,,,345794648.43,,38643873.82,13204287.85,,,,854506.86,,,
2022-01-30,9257246918.93,4098555273.95,754388603.13,1266747049.81,,,340604119.09,,38643037.72,12974615.31,,,,827280.50,,,
2022-01-31,9280710862.20,4054735704.18,764636732.67,1220586386.24,,,340634446.51,,38643589.07,14165831.29,,,,872286.71,,,
2022-02-01,9294873266.85,4031368893.98,768312942.41,1203473839.91,,,340658660.42,,38590574.64,15920097.81,,,,851303.59,,,
2022-02-02,9255826716.59,4015969027.33,750813678.18,1210598761.25,,,340638407.08,,38592653.78,16289404.42,,,,838922.92,,,
2022-02-03,9332106524.93,4037827329.66,748136001.16,1234691441.63,,,343526782.16,,38508057.19,16898435.38,,,,858614.75,,,
2022-02-04,9469472700.59,4077087355.98,777172353.68,1332708091.90,,,331025254.34,,38492633.42,21023416.52,,,,848416.60,,,
2022-02-05,9559568843.09,4070168737.96,793561148.10,1369540573.88,,,327923160.08,,38488216.53,26253968.88,,,,853873.10,,,
2022-02-06,9711008310.71,4077536392.24,807203392.11,1413148031.58,,,328036140.66,,38490710.55,27697013.84,,,,856975.28,,,
2022-02-07,9765425023.84,4064958409.91,817942574.42,1544358318.99,,,326155676.04,,38490419.20,27967860.86,,,,859804.51,,,
2022-02-08,9870501894.67,4006511010.95,807484428.33,1610088566.18,,,331979440.38,,38242372.25,28714911.82,,,,875816.08,,,
2022-02-09,10190799058.05,4017821299.38,813635571.52,1641559763.68,,,282439000.83,,38249140.38,30338827.45,,,,903868.66,,,
2022-02-10,10394538310.83,4119158388.17,782904103.46,1619179335.30,,,281833125.62,,38233871.34,30785789.22,,,,891651.49,,,
2022-02-11,10427504244.74,4423394093.62,758129268.23,1546528969.26,,,294241931.54,,38242372.24,30859570.64,,,,901363.02,,,
2022-02-12,9847109193.82,4367975964.59,750693754.38,1545821511.46,,,294576903.73,,38188057.59,30624828.14,,,,889851.02,,,
2022-02-13,9632492958.38,4382825395.56,754516389.36,1528371077.91,,,294398632.39,,38188795.00,30569654.05,,,,887770.36,,,
2022-02-14,9013363912.87,4372597728.51,759927601.94,1505643082.31,,,283090644.58,,38188057.59,29584857.60,,,,922830.32,,,
2022-02-15,8391751557.74,4356380570.43,789788111.64,1564344153.25,,,281296382.73,,38185298.88,29203508.60,,,,936065.10,,,
2022-02-16,8211935797.15,4317622399.17,910030658.22,1596763190.47,,,279292936.32,,38190904.13,30485519.15,,,,904929.70,,,
2022-02-17,8132143752.08,4281476701.75,922134072.47,1515227190.22,,,279308376.15,,38188057.59,33917034.79,,,,907241.24,,,
2022-02-18,8116123514.25,4220836809.41,899838405.85,1483103428.37,,,276530994.28,,38188057.59,38254728.79,,,,963405.79,,,
2022-02-19,8118298415.21,4206619119.01,901200761.82,1488941700.00,,,362416874.73,,38190424.10,39699859.45,,,,1015340.35,,,
2022-02-20,8030225669.13,4127437460.50,863533873.03,1436355546.43,,,362385067.43,,38188057.59,40347260.18,,,,1008936.65,,,
2022-02-21,7819442922.83,4116518379.40,741862203.14,1370876546.87,,,362419654.92,,70000324.85,42382293.93,,,,1020179.26,,,
2022-02-22,7110640562.59,4047423119.09,700088905.69,1353189688.94,,,362483329.36,,68802324.81,42842008.46,,,,993958.72,,,
2022-02-23,7031810906.48,4020517956.26,711324409.54,1343648667.58,,,362419086.82,,68795324.89,41984733.82,,,,930883.95,,,
2022-02-24,6854287952.23,3882273801.62,694282155.86,1297682019.56,,,362466823.85,,68803744.06,37141279.64,,,,937486.96,,,
2022-02-25,6670043204.62,3592470141.14,702347910.72,1281915922.35,,,362434125.74,,78799561.71,34502097.99,,,,945423.86,,,
2022-02-26,6546420706.36,3574681374.12,709231235.70,1336702938.38,,,362452223.01,,78800147.16,34833442.40,,,,984455.82,,,
2022-02-27,6283125024.32,3570796671.67,694740072.63,1288201023.68,,,364116677.55,,78797308.95,36007772.97,,,,972962.67,,,
2022-02-28,6272230499.25,3590588328.32,725487946.82,1355588137.11,,,355189219.13,,78295311.21,33562589.65,,,,983309.68,,,
