Date,Silo Finance ($),Shoebill Finance ($),Morpho ($),Sonne Finance ($),Euler ($),BendDAO ($),Goldfinch ($),Notional Finance ($),Maple Finance ($),TrueFi ($),Radiant Capital ($),Venus ($),BENQI ($),Aave ($),Compound ($)
2022-04-19,,,,,13585.63,-9660.19,-5458.56,-109261.74,-283639.86,-55254.34,,-16051.95,-158700.23,-260790.06,-63446.02
2022-04-20,,,,,17731.18,-20631.16,-6908.49,-104025.66,-423960.50,-114488.79,,-56429.51,-261883.78,-2301199.50,-35745.15
2022-04-21,,,,,12165.24,-8382.97,-12280.14,-12755.46,-8877.23,-12259.98,,-89023.56,-58054.26,-1003449.88,-165160.46
2022-04-22,,,,,18914.55,445.07,-3545.63,-27490.05,-91471.13,-39584.02,,-7389.32,-76281.87,-234719.18,-27471.71
2022-04-23,,,,,13269.63,-1573.48,-13097.58,-17101.55,-19242.04,-122196.21,,-18289.52,-39955.82,-47678.50,-407226.51
2022-04-24,,,,,10769.66,-568264.89,-42015.19,-1593.80,-49045.09,554967.49,,-9889.76,-957004.50,-48619.26,-49639.02
2022-04-25,,,,,15385.22,-462405.25,-60571.15,-1351.50,-93040.58,-86458.17,,-53810.31,-477087.13,-441851.49,-119108.02
2022-04-26,,,,,9636.98,-6546.31,6348.56,-32208.71,-488336.54,-86259.41,,-7996.74,-163873.18,-416668.34,-64070.15
2022-04-27,,,,,9197.54,-17428.83,-5061.53,-5519.55,-48341.02,-37629.01,,-42628.15,-67372.83,-282344.42,-83427.17
2022-04-28,,,,,14554.72,-171455.81,-18741.37,-34366.57,-39347.28,-80901.39,,-28055.35,-87891.67,-421141.83,-250533.00
2022-04-29,,,,,10498.51,-51499.86,-13757.47,-6531.51,-60759.71,-107690.78,,-86577.55,-70905.00,-222194.55,-19998.33
2022-04-30,,,,,16946.87,-103786.05,-22915.46,-10928.85,-283076.06,-68338.78,,-12257.92,-78096.25,-108586.08,-19014.42
2022-05-01,,,,,13091.20,-18014.47,-24816.61,-3840.15,-37996.47,-55281.87,,5779.02,-59485.76,-46791.26,-12487.82
2022-05-02,,,,,12778.81,-69624.71,-86743.01,-21041.12,-203841.54,-61247.71,,-3265.60,-59647.21,-134621.25,-72383.00
2022-05-03,,,,,13971.22,-21808.64,-32744.26,-3913.76,-102776.03,-76251.24,,-1032.33,-80340.80,-348866.18,-9753.82
2022-05-04,,,,,14510.49,-15170.33,-85612.07,-78074.31,-53563.88,-46934.52,,-1138.29,-50463.32,-106758.99,-240814.53
2022-05-05,,,,,12471.34,-47377.14,-5763.13,-4451.01,106714.57,-58250.94,,-19717.92,-21807.57,-844199.80,-107041.84
2022-05-06,,,,,11908.23,-92637.23,-48837.58,-130423.69,-75279.27,-40478.59,,-57269.13,-118449.44,-555313.84,-114956.42
2022-05-07,,,,,9561.91,-113600.83,-8669.30,-30515.81,-120733.84,-72833.85,,-7385.00,-39713.49,-223515.29,-120389.95
2022-05-08,,,,,7535.63,-56952.94,-33019.25,-17759.44,-26855.81,-50601.42,,-97847.15,-38011.05,-254795.77,-89053.34
2022-05-09,,,,,4694.75,-21762.77,760.61,-178860.65,-3351567.35,-32507.80,,-22607.00,-54751.86,-206062.43,-242696.13
2022-05-10,,,,,7104.92,-40230.45,-4154.40,-10208.88,-36565.47,-53901.53,,-5889.88,-119889.31,-124656.23,-119968.68
2022-05-11,,,,,5683.38,-42550.58,92570.88,-15556.01,-1267882.01,-3929.82,,-7137.99,-81464.01,-158530.05,-98980.85
2022-05-12,,,,,4472.70,-1596.65,26401.20,-36821.94,-16895.77,-26780.31,,-10794.74,-94843.54,-64162.72,-264536.63
2022-05-13,,,,,5856.36,-39710.94,-41572.00,-5856.96,-59575.33,-33754.24,,-10333.61,-22381.25,-42778.95,-59297.09
2022-05-14,,,,,3693.59,-38181.47,-102939.03,-35024.96,-39785.98,-24564.12,,-16258.71,-20195.25,-27827.49,-90371.51
2022-05-15,,,,,4868.39,-30710.31,-26766.40,-11549.82,-45800.26,-46908.79,,-17262.55,-32779.02,-52414.91,-30535.32
2022-05-16,,,,,4583.92,-39972.54,-30761.95,-11270.33,-34408.38,-20369.04,,-12445.10,-30585.15,-168959.65,-114400.12
2022-05-17,,,,,6183.51,-17081.39,-206450.40,-14907.42,-10378.06,469.35,,-140432.04,-30034.68,-172823.53,-11388.82
2022-05-18,,,,,4177.03,-38748.55,-138916.88,-33064.88,-38807.99,-27029.69,,-25107.29,-28562.61,-135123.76,-23847.61
2022-05-19,,,,,5177.56,-18096.18,-83336.85,-521.29,-19816.76,-42057.32,,-36064.17,-27174.99,-516256.37,-51094.42
2022-05-20,,,,,4652.75,-89112.21,-10177.61,-38420.20,-202430.09,-23898.83,,-5354.46,-15656.48,-73795.63,-40991.41
2022-05-21,,,,,4158.60,-37243.02,-7990.98,-20090.04,11935.44,-44038.96,,-8020.10,-16258.87,-28268.25,-10173.59
2022-05-22,,,,,9047.07,-55181.76,-17658.41,-6480.95,-42983.09,-39606.14,,-148.17,-33243.92,-40368.68,-7317.92
2022-05-23,,,,,5927.91,-50840.84,-37165.97,-3119.51,-53656.20,-35971.44,,-3934.34,-40871.76,-82398.77,-28413.23
2022-05-24,,,,,8735.87,-29109.29,-32700.45,-4307.35,-375422.16,-48052.25,,300.54,-45158.48,-76545.77,-122646.48
2022-05-25,,,,,4650.14,-61814.95,-46036.81,-20044.90,-64766.23,-37672.25,,-21960.37,-25549.89,-12252.60,-10709.27
2022-05-26,,,,,5667.19,-36384.11,7436.98,-19752.45,-15424.42,-37356.31,,-15994.61,-22938.73,-54361.14,-36615.74
2022-05-27,,,,,5282.67,-18236.21,-23440.52,-27105.07,-26241.26,-31632.95,,-15417.64,-19563.64,-131435.86,-72149.70
2022-05-28,,,0.00,,5668.36,-9249.09,-7804.76,-523.45,-14396.72,-10823.55,,-12762.67,-10751.47,-34303.62,-31128.07
2022-05-29,,,0.00,,4373.67,-35777.63,-8937.28,-21416.77,-49407.64,-63893.58,,-5367.00,-20100.90,-133405.09,-4684.89
2022-05-30,,,0.00,,4812.14,-12718.41,-21649.97,-1416.98,-119702.58,-33877.09,,-57293.65,-30354.19,-165003.23,-21193.83
2022-05-31,,,0.00,,7854.04,-45917.26,-17658.79,-7407.66,-247790.15,-46503.68,,-23997.34,-37268.97,-98198.24,-65233.97
2022-06-01,,,0.00,,4167.42,-17528.87,-8762.68,-21814.70,-98158.79,-38596.90,,-10457.05,-74402.24,-54636.76,-27209.35
2022-06-02,,,0.00,,6533.42,-4861.41,-21431.25,-30041.22,-19999.05,-30035.48,,-14192.97,-30943.52,-150661.66,-18065.69
2022-06-03,,,0.00,,4576.77,-15500.26,3532.45,-19074.40,-49616.90,-29919.44,,-5353.77,-37761.96,-138902.78,-33889.31
2022-06-04,,,0.00,,6491.29,-6715.22,-4745.82,37.93,18239.36,-41469.27,,-7589.91,-17436.36,-63374.60,-34236.12
2022-06-05,,,0.00,,6804.01,-19145.93,-1041.69,-12374.99,-18964.76,-30359.12,,-5453.30,-18780.44,-47072.87,-18605.39
2022-06-06,,,0.00,,3787.84,-39967.14,8799.04,-31946.47,-117781.56,-36832.80,,-9003.25,-25133.72,-296946.73,-37673.64
2022-06-07,,,0.00,,4593.26,-23388.77,-7022.76,-4270.45,-22858.13,-37960.79,,-13065.37,-31288.17,-79793.49,-154329.02
2022-06-08,,,0.00,,9405.60,-11245.12,1400.27,-29579.91,-112106.73,-37691.49,,-22181.37,-21602.66,-70883.05,-11246.84
2022-06-09,,,0.00,,7954.23,-6306.08,-12537.15,-811.74,-42390.14,-20367.09,,-19539.35,-69306.38,-158729.04,-24808.34
2022-06-10,,,0.00,,6717.50,-7376.99,-30783.08,-2265.46,-141865.51,-34347.95,,-6625.18,-26243.20,-88380.20,-56686.41
2022-06-11,,,0.00,,8408.33,-6732.67,-179995.59,-24287.57,-8085.06,-26389.02,,-27166.66,-11543.34,-223179.42,-117034.48
2022-06-12,,,0.00,,6848.91,-2131.15,-8626.65,-43829.68,-9764.79,-32377.21,,-25113.90,-55017.41,-117242.19,-32065.94
2022-06-13,,,0.00,,9072.08,-28921.95,-52419.17,-113475.13,-144991.46,-28089.44,,-34655.99,-55684.54,-244003.72,-229078.82
2022-06-14,,,0.00,,5426.48,4627.82,-32170.31,-36653.87,-90977.50,-20690.61,,-19354.79,-22321.92,-492721.88,-60299.80
2022-06-15,,,0.00,,5569.03,1672.37,-19620.81,-429.12,-127731.79,-21603.83,,-31795.85,-26762.26,-112499.69,-65765.97
2022-06-16,,,0.00,,4755.70,-4236.36,-144827.43,-10546.45,-75954.72,-23769.36,,-21897.01,-14515.01,-134418.53,-38202.58
2022-06-17,,,0.00,,4594.39,-5414.08,-4178.29,-16645.38,-59882.49,-27812.94,,-7056.24,-20913.38,-64670.19,-28978.15
2022-06-18,,,0.00,,5061.53,-409.01,-54585.03,-2041.69,-171460.58,-19770.08,,-15183.56,-20705.88,-147376.77,-51281.39
2022-06-19,,,0.00,,6087.72,-4171.70,-3199.93,-6736.51,-4515.03,-26300.06,,-8871.27,-43961.92,-76285.41,-29680.17
2022-06-20,,,0.00,,3792.42,-7186.24,-65896.81,-230.30,-31919.45,-11476.45,,-12778.45,-32243.81,-175879.25,-17144.01
2022-06-21,,,0.00,,5231.41,-3604.60,-264.45,-1074.49,-124140.66,-5668.43,,-10647.18,-19022.52,-121791.33,-5943.30
2022-06-22,,,0.00,,6663.91,1259.42,-6590.47,-35846.76,-47877.02,-21682.83,,-15650.19,-11911.71,-60934.89,-23507.86
2022-06-23,,,0.00,,5546.84,-1563.64,-815638.27,-1595.85,-1191971.31,-21634.45,,-13278.83,-25433.12,-189225.61,-21361.86
2022-06-24,,,0.00,,-471268.68,-8687.46,6708.29,279.87,-7057.89,-23292.22,,-23244.88,-43647.59,-203566.70,-21860.39
2022-06-25,,,0.00,,-87421.00,1143.60,-47966.61,-13101.07,-65395.75,-34318.57,,-11000.83,-25520.86,-97890.43,-153520.53
2022-06-26,,,0.00,,-11627.54,-11959.08,-17936.15,-54.45,-3661.09,-31370.22,,-5348.05,-33741.03,-105131.76,-22327.26
2022-06-27,,,0.00,,-50086.62,-231.24,-8993.35,-12075.18,-59256.97,-25603.84,,-66178.20,-21388.28,-113301.21,-35663.57
2022-06-28,,,0.00,,-83682.62,1770.73,-16943.15,5042.81,-21710.10,-29621.89,,-16887.28,-13576.93,-51928.49,-17924.90
2022-06-29,,,0.00,,-43619.88,2402.86,-28308.71,44.17,-3190.74,-17776.03,,-4002.30,-18101.78,-44509.69,-32462.61
2022-06-30,,,0.00,,-7050.65,98.97,-3567.88,2283.09,-27678.60,-24440.61,,-35501.71,-52454.19,-141008.07,-27092.29
2022-07-01,,,0.00,,-6919.46,-36.81,-20095.72,-803.86,294340.11,-27740.85,,-13188.96,-22578.34,-132144.88,-37335.47
2022-07-02,,,0.00,,-26336.60,3142.68,-12285.46,-1873.82,-52343.72,-33520.75,,-9250.21,-12045.97,-31602.06,-29243.81
2022-07-03,,,0.00,,-11686.59,-98.30,-19512.54,-4963.13,-10628.18,-30203.23,,-9644.98,-23600.01,-38561.32,-17341.17
2022-07-04,,,0.00,,-33060.55,1634.08,-19405.38,-6571.68,-12398.46,-23605.88,,-13683.66,-29943.74,-87580.04,-34005.36
2022-07-05,,,0.00,,-9434.56,-6524.83,3981.17,-398.15,-17613.28,-23899.82,,-15986.37,-27743.93,-38049.34,-65847.08
2022-07-06,,,0.00,,2150.25,-3855.69,10929.49,-21892.40,-58117.32,-28886.11,,-10030.56,-23141.10,-142065.63,-69213.92
2022-07-07,,,0.00,,-18067.27,-6147.71,5589.91,-2733.45,-15393.53,-29775.87,,-25508.48,-45757.72,-114564.85,-23088.00
2022-07-08,,,0.00,,7452.09,-5000.47,-1656.97,-1011.38,-17604.67,-38789.66,,-11277.53,-17289.84,-72963.50,-30650.13
2022-07-09,,,0.00,,856.74,-17109.38,-12073.85,-1826.23,-39889.96,-29883.99,,-8132.64,-11392.81,-48512.87,-16895.76
2022-07-10,,,0.00,,-2052.12,-13699.74,1842.12,1424.33,-29511.31,-28438.36,,-10584.16,-28104.05,-23423.21,-18612.16
2022-07-11,,,0.00,,-4374.46,3565.23,-1653.78,-4094.72,-165847.51,-23737.39,,-12106.57,-12512.00,-60576.68,-24768.65
2022-07-12,,,0.00,,1773.73,-7449.76,-2396.12,-9877.51,-24396.48,-26167.27,,-6639.99,-18313.38,-48072.83,-52535.60
2022-07-13,,,0.00,,-2268.46,-6423.34,-36488.95,-100888.30,-98096.78,-34181.09,,-9560.11,-18975.31,-82764.50,-36681.76
2022-07-14,,,0.00,,-80681.13,-1688.12,-52467.06,-4745.99,-12593.76,-29833.83,,-29909.21,-42085.46,-128567.62,-30190.29
2022-07-15,,,0.00,,-22905.79,2366.99,-208924.99,-389.65,-45233.75,-26062.26,,-43163.53,-30546.80,-46391.86,-37132.64
2022-07-16,,,0.00,,-5569.05,-6173.35,-23036.83,-381.09,-34231.92,-38341.02,,-17261.55,-42803.78,-119245.30,-24988.96
2022-07-17,,,0.00,,-18752.16,2077.90,-15932.41,-0.41,-17183.12,-24212.33,,-12898.73,-32743.15,-18891.72,-50876.71
2022-07-18,,,0.00,,-46244.01,-2616.95,-37659.68,-9178.99,-40353.38,-21496.04,,-48259.28,-25962.60,-273613.11,-116994.99
2022-07-19,,,0.00,,2572.59,-4232.82,-10120.35,-33347.69,-24994.01,-37750.76,,-23655.48,-94210.97,-183399.34,-59923.35
2022-07-20,,,0.00,,1919.79,1025.19,9693.41,-324.53,-13800.76,-18899.51,,-11473.94,-26934.70,-244335.48,-53896.30
2022-07-21,,,0.00,,1155.99,-2116.86,-21071.65,-385.32,-33239.01,-46813.21,,-24115.77,-58392.90,-147694.86,-94301.03
2022-07-22,,,0.00,,-2298.26,-3905.11,-11889.00,-31115.69,-46873.25,-18727.28,,-12175.33,-26602.91,-55315.22,-93112.83
2022-07-23,,,0.00,,-6362.47,-2074.97,-29031.70,-4047.19,-28028.47,-39215.55,,-17106.86,-17921.87,-39882.72,-13138.13
2022-07-24,,,0.00,,-12877.20,1434.85,-98998.80,-1510.19,-13483.43,-33698.54,50.77,-17834.36,-33631.73,-31700.73,-6390.55
2022-07-25,,,0.00,,8086.07,1693.30,9978.14,-15179.62,-13086.92,-32129.30,4759.81,-8924.25,-9713.86,-95335.13,-22636.44
2022-07-26,,,0.00,,-2589.19,4225.74,-27348.33,-1301.61,-15764.24,-37532.07,25092.72,-25249.95,-27392.62,-49823.20,-39659.97
2022-07-27,,,0.00,,873.19,-978.60,-13809.78,-242.48,-27033.00,-22204.27,23163.26,-14034.60,-39049.22,-59359.00,-51396.39
2022-07-28,,,0.00,,3148.43,-17684.61,-65106.61,-6871.23,-108874.12,-45618.25,15805.55,-87919.63,-53885.83,-88511.34,-40703.08
2022-07-29,,,0.00,,-67167.32,-15025.56,-3628.23,-1750.61,-26796.46,-28015.62,9717.73,-92567.32,-55080.91,-122384.00,-19288.03
2022-07-30,,,0.00,,-17620.50,-10634.59,-8555.88,-10567.36,-39455.48,-42624.47,9025.17,-22845.31,-29883.84,-63071.74,-34019.04
2022-07-31,,,0.00,,-9220.79,-2024.98,-37164.20,-1019.41,-14688.46,115830.41,5787.17,-17337.29,-36217.41,-40182.15,-20069.73
2022-08-01,,,0.00,,-12510.51,1860.08,-223892.55,-69503.52,-190683.03,-19110.00,5804.97,-38954.34,-61334.86,-53118.24,-106619.35
2022-08-02,,,0.00,,2836.99,1749.71,-1544.71,-5100.83,-1443611.40,-43381.56,-129602.39,-15628.63,-22525.87,-40369.23,-58482.48
2022-08-03,,,0.00,,-3645.81,1880.73,-9940.71,-224.13,-40230.69,4294.77,7835.05,-17959.33,-22080.29,-73886.39,-32146.64
2022-08-04,,,0.00,,-26761.04,-8407.87,-97280.05,-2260.62,-31595.60,-43330.67,9837.33,-24744.68,-28650.89,-264478.39,-30106.46
2022-08-05,,,0.00,,-39343.43,-3460.88,-27896.67,-2761.87,-47576.68,-36049.79,-35769.31,-17955.84,-31942.73,-140720.84,-15686.97
2022-08-06,,,0.00,,217.73,-4807.72,-18050.63,-3030.42,-3495.69,-34738.75,4973.10,-20607.00,-22504.27,-102269.04,-63483.67
2022-08-07,,,0.00,,890.45,-233.56,-2201.68,-3727.70,-43061.23,24913.74,-4369.72,-32941.64,-58950.59,-97342.05,-11952.24
2022-08-08,,,0.00,,-10985.45,-6512.05,-9454.68,-25565.85,-33864.12,-36330.31,1625.76,-22578.95,-50973.80,-320543.80,-47031.93
2022-08-09,,,0.00,,2583.05,5365.69,3495.37,-6482.43,-27452.52,-16179.05,17986.61,-18400.81,-19536.84,-154911.67,-29685.99
2022-08-10,,,0.00,,2082.74,-2640.97,7818.16,-3876.08,-1078.26,-27987.98,-229959.18,-29658.10,-36132.37,-156701.49,-48483.94
2022-08-11,,,0.00,,5492.89,4091.26,-9441.20,-595.77,-27242.00,-40208.23,-53481.54,-23838.24,-54189.13,-69457.85,-195789.06
2022-08-12,,,0.00,,4295.47,-27113.51,-35948.21,-3340.39,-490095.40,-30995.29,-55427.46,-25747.28,-29464.66,-111137.84,-52139.84
2022-08-13,0.00,,0.00,,-39750.85,-2347.40,-39371.94,-6360.82,-14412.66,19075.72,24789.93,-16491.01,-17487.51,-45015.41,-34331.77
2022-08-14,0.00,,0.00,,-79959.65,-14981.28,-36776.40,-3906.37,-396464.44,-45982.92,23001.03,-174840.79,-30963.18,-172586.89,-15981.89
2022-08-15,0.00,,0.00,,-17625.56,294.37,-2833.34,-11756.60,-20050.17,281264.05,20788.87,-11620.04,-47731.49,-206732.43,-46593.13
2022-08-16,0.00,,0.00,,-39958.45,1060.33,-17269.43,-7964.84,-2380.85,-48197.47,-10374.57,-11633.67,-24516.35,-102210.54,-80705.15
2022-08-17,0.00,,0.00,,3541.92,1735.49,-35794.63,-80006.12,-2925.75,-25858.57,-166998.51,-42197.72,-17680.79,-102543.42,-38905.66
2022-08-18,0.00,,0.00,,-3748.43,-15886.83,-9098.62,-908.21,-11550.11,-27533.03,14430.71,-38210.48,-20134.30,-127126.58,-33778.53
2022-08-19,0.00,,0.00,,5261.47,-14457.44,-8468.54,-4026.55,-2741.75,-27439.02,19318.88,-24603.49,-27060.22,-91118.07,-16717.23
2022-08-20,0.00,,0.00,,3402.38,-331.81,-4852.32,-204.94,-1600.52,-15784.75,15362.79,-18718.78,-19189.66,-27022.35,-38957.30
2022-08-21,0.00,,0.00,,1668.98,29917.50,-66155.98,-6592.91,-17.82,-24798.45,5615.25,-10213.36,-12551.69,-35365.05,-44007.01
2022-08-22,0.00,,0.00,,3448.10,8663.93,-9006.16,-0.59,-17177.99,-16932.42,-69259.90,-27435.20,-64209.73,-37512.95,-23407.72
2022-08-23,0.00,,0.00,,-8616.96,5357.08,-14915.82,-6554.76,-304.97,-21959.58,-23850.73,-25545.69,-26843.74,-165600.43,-6515.14
2022-08-24,0.00,,0.00,,4253.48,-50801.53,10707.96,-725.45,-2634.58,-23829.19,-14718.37,-146404.68,-17693.36,-86190.46,-43944.87
2022-08-25,0.00,,0.00,,-93363.70,-7199.81,3052.18,-760.00,-875.83,-19714.97,-44456.55,-128440.71,-24382.41,-97290.94,-19736.74
2022-08-26,0.00,,0.00,,3603.17,7816.75,-15703.82,-4822.19,-16149.15,-8065.21,14651.96,-6182.74,-9139.24,-38785.11,-109821.24
2022-08-27,0.00,,0.00,,9472.90,-7341.63,-22382.10,-5496.16,-6851.54,-33021.11,16821.47,-1000498.47,-19031.37,-33494.20,-32113.53
2022-08-28,0.00,,0.00,,3588.93,1135.49,-78341.25,-515.78,-3491.42,-18592.98,7872.76,-13602.09,-14705.73,-12618.20,-10903.13
2022-08-29,0.00,,0.00,,-144055.19,-5778.63,-8714.13,633.39,-129335.28,-16453.08,-48401.15,-22192.91,-97778.70,-159545.11,-52582.89
2022-08-30,0.00,,0.00,,-18040.55,-4560.19,-14342.54,-7197.96,-868.66,-18043.43,5622.55,-17495.34,-10943.02,-110652.42,-19865.05
2022-08-31,0.00,,0.00,,-93711.01,3364.73,34.19,-15632.50,-53415.56,-25669.81,8806.93,-9526.78,-21443.68,-15163.62,-113435.33
2022-09-01,0.00,,0.00,,-83614.67,-2848.63,-12533.86,-50.44,-377333.13,-16234.86,-267.86,-14143.30,-36449.14,-18972.49,-25988.77
2022-09-02,0.00,,0.00,,-7401.82,-11898.40,-7344.33,-956.62,-717.38,-18359.48,11690.47,-19491.19,-15848.59,-95424.47,-128221.34
2022-09-03,0.00,,0.00,,4493.27,1857.45,-3637.22,-3268.33,0.00,-4047.84,14215.69,-43480.66,-13359.62,-63528.31,-119330.09
2022-09-04,0.00,,0.00,,-2779.74,-11509.78,-5423.32,-7078.39,-25130.34,-10555.38,11247.70,-11745.05,-8383.08,-46433.65,-29905.17
2022-09-05,0.00,,0.00,,5448.25,-20734.38,-4045.89,-3248.45,-2825.07,-22076.95,7753.83,-26906.92,-17758.62,-46870.51,-22860.39
2022-09-06,0.00,,0.00,,-3.50,-10113.34,-10623.09,-1836.57,-42946.22,-24069.02,7157.83,-27178.14,-18159.33,-61757.33,-22922.87
2022-09-07,0.00,,0.00,,-7996.88,24973.74,1116.08,-1030.27,-10526.94,-18582.40,-77117.30,-13947.17,-36373.48,-127814.96,-127788.92
2022-09-08,0.00,,0.00,,-9182.13,-1118.25,-116460.85,-1941.03,-28.95,-15352.70,6968.71,-16919.26,-26604.65,-67554.45,-70301.55
2022-09-09,0.00,,0.00,,7094.22,-7718.41,-20847.66,-206196.91,15261.07,-29475.45,406.49,-26056.63,-19289.96,-230744.99,-49771.52
2022-09-10,0.00,,0.00,,14301.86,-95.69,-11656.71,-2149.34,-5658.16,-20102.78,2541.55,-12574.35,-13534.62,-24336.35,-54334.30
2022-09-11,0.00,,0.00,,5719.94,7042.43,-22012.75,-5046.32,-10524.82,-18925.41,9746.53,-10419.49,-13979.13,-21434.52,-188849.86
2022-09-12,0.00,,0.00,,-1669.63,6910.00,-23590.03,-3680.52,-48340.67,-21487.50,7415.51,-18632.97,-31530.60,-46923.59,-62265.41
2022-09-13,0.00,,0.00,,-12407.07,2363.53,-20516.57,-112814.44,14662.14,-15133.52,7464.21,-22682.38,-15995.25,-144895.04,-70254.77
2022-09-14,0.00,,0.00,,-85141.05,77955.67,-7913.51,-12701.99,-6666.35,-27957.38,4006.11,1689.70,-11825.72,99142.81,-167883.34
2022-09-15,0.00,,0.00,,-191376.02,19609.59,-5637.02,-1951.16,-15738.45,-14488.39,4070.68,-31744.68,-30414.93,-31862.45,-162342.86
2022-09-16,0.00,,0.00,,-19331.33,3427.74,-1854.87,-2050.99,-357.68,-10647.61,6894.03,-12772.35,-11090.09,-45710.76,-28343.89
2022-09-17,0.00,,0.00,,-2813.51,6443.05,-13155.15,-66838.53,-737.47,-19519.37,-7755.63,-11344.54,-5722.93,-40230.76,-54327.57
2022-09-18,0.00,,0.00,,7991.13,-4487.71,-68799.30,-12419.74,-64.98,-15803.16,8658.82,-16934.84,-11627.70,-34781.95,-19915.32
2022-09-19,0.00,,0.00,,-54301.34,608.48,-41543.49,-4421.34,-45086.51,-15874.37,-58786.32,-29677.83,-21653.44,-131486.29,-58239.59
2022-09-20,0.00,,0.00,,-8535.73,1170.91,-15263.66,-32207.41,-147.02,-12536.10,4189.73,-10211.00,-11289.35,-16207.22,-54889.63
2022-09-21,0.00,,0.00,,3623.68,4372.48,-5510.33,-9073.53,3838.41,-18842.20,6837.50,-18020.92,-8702.93,-29681.82,-43796.73
2022-09-22,0.00,,0.00,,7090.64,-442.84,-5147.84,2307.78,-1337.25,-17602.13,8072.58,-14885.15,-18352.46,-58767.88,-63944.10
2022-09-23,0.00,,0.00,,6793.47,98.57,7747.74,-10011.99,-7093.03,-17979.90,10064.47,-5662.91,-9993.82,-133930.55,-46280.29
2022-09-24,0.00,,0.00,,-44000.08,-4408.00,-16931.45,-6005.81,-4893.33,-14966.46,9735.93,-15704.91,-5041.43,-16797.28,-43018.06
2022-09-25,0.00,,0.00,,7493.09,678.35,-5999.70,8794.95,-678.63,-14918.32,6573.76,-9443.51,-9291.05,-44697.08,-57793.21
2022-09-26,0.00,,0.00,,6187.71,-456.74,-10105.26,-2320.80,-14715.78,-19317.64,9592.63,-18154.86,-10216.27,-50181.48,-67253.36
2022-09-27,0.00,,0.00,,-18807.52,-8490.71,-2459.88,-7481.65,-17.34,-15825.81,9647.48,-63435.17,-41575.27,-30388.63,-48149.45
2022-09-28,0.00,,0.00,0.00,-121511.24,-2056.11,12128.27,-2234.62,-568.64,-11492.04,-22818.64,-44408.27,-16349.03,-67179.11,-37642.19
2022-09-29,0.00,,0.00,-2716.40,-97303.56,-5322.74,-95199.91,-2625.71,2660.78,-21805.97,6760.82,-42475.94,-7246.36,-74532.78,-48956.00
2022-09-30,0.00,,0.00,-10737.55,65.23,1940.61,-11101.58,-188.90,-22529.45,-16141.67,5909.10,-11161.82,-11594.82,-89616.89,-30369.35
2022-10-01,0.00,,0.00,-6021.12,-22637.54,-2769.61,-14692.63,-2543.41,5424.97,-14187.66,6970.47,-20329.30,-11603.88,-14921.57,-50880.40
2022-10-02,0.00,,0.00,-22782.66,-43402.83,-14252.06,-7792.03,-10781.26,-4741.06,-18780.26,7710.14,-15068.43,-8250.52,-74802.83,-38973.27
2022-10-03,0.00,,0.00,-10810.31,-1518.92,4503.59,-20583.53,-14813.73,-283819.40,-14259.53,-9665.38,-25715.53,-11350.71,-67611.83,-35790.02
2022-10-04,0.00,,0.00,-11284.69,3428.17,6610.57,-1196.44,1954.35,-4639.21,108854.78,4971.96,-16749.11,-27026.37,-43911.57,-72454.85
2022-10-05,0.00,,0.00,-8168.28,5455.62,2907.19,-7009.06,-24561.21,3847.65,-17703.62,-5803.22,-11038.68,-15749.70,-28807.09,-28919.86
2022-10-06,0.00,,0.00,-7973.04,6135.28,-14664.48,-6752.08,-203.05,13179.53,11878.65,5703.41,-85795.24,-11177.22,-25674.15,-28236.29
2022-10-07,0.00,,0.00,-9825.97,-21593.22,-744.41,-1921.64,-2910.99,34284.75,-14792.21,5924.20,-33099.57,-11842.69,-198964.71,-28899.22
2022-10-08,0.00,,0.00,-10996.22,5619.77,-7852.47,-4356.03,-240.99,106530.06,-14927.06,4999.39,-10221.98,-8098.45,-42644.52,-12541.66
2022-10-09,0.00,,0.00,-21261.53,4795.94,2858.07,-9919.87,-7298.75,-314.39,-16275.81,5014.68,-6387.35,-13669.34,-13016.30,-76932.56
2022-10-10,0.00,,0.00,-10437.79,-10900.29,-1543.80,-403.85,16.65,-14.76,-18378.46,1116.03,-8645.90,-9193.77,-39681.82,-51546.50
2022-10-11,0.00,,0.00,-7085.95,8730.46,-2391.99,707.82,-4408.81,-280.80,-16880.09,3011.27,-6501.11,-38096.13,-24689.58,-65788.55
2022-10-12,0.00,,0.00,-5475.54,-115554.03,-1796.39,-13517.22,-18747.24,-836.07,-6190.14,1981.35,-6128.36,-8048.27,-85504.82,-74471.43
2022-10-13,0.00,,0.00,-5602.71,-85629.12,-938.29,-23511.70,-7165.92,2478.58,-12344.25,2133.51,-12479.25,-9161.43,-43220.88,-162157.25
2022-10-14,0.00,,0.00,-6297.10,-5060.25,-4188.95,-1323.27,-1165.66,5249.43,377611.98,-14180.52,-2748.16,-17643.00,-36655.37,-15071.04
2022-10-15,0.00,,0.00,-6222.27,-4312.65,5205.37,-2040.99,64.94,-19.49,-17592.54,2332.80,-1019.63,-15441.87,-34192.89,-11625.47
2022-10-16,0.00,,0.00,-19918.93,-16855.46,39.74,-6877.08,-10433.62,-29.96,-16475.01,2383.10,-8717.53,-46332.73,-18284.18,-16024.08
