Date,Silo Finance ($),Shoebill Finance ($),Morpho ($),Sonne Finance ($),Euler ($),BendDAO ($),Goldfinch ($),Notional Finance ($),Maple Finance ($),TrueFi ($),Radiant Capital ($),Venus ($),BENQI ($),Aave ($),Compound ($)
2020-10-27,,,,,,,,,,,,,,,-164785.61
2020-10-28,,,,,,,,,,,,,,,-143079.09
2020-10-29,,,,,,,,,,,,,,,-152448.09
2020-10-30,,,,,,,,,,,,,,,-484494.57
2020-10-31,,,,,,,,,,,,,,,-99647.42
2020-11-01,,,,,,,,,,,,,,,-128949.90
2020-11-02,,,,,,,,,,,,,,,-159544.44
2020-11-03,,,,,,,,,,,,,,,-139583.31
2020-11-04,,,,,,,,,,,,,,,-194886.95
2020-11-05,,,,,,,,,,,,,,,-135469.51
2020-11-06,,,,,,,,,,,,,,,-554235.05
2020-11-07,,,,,,,,,,,,,,,-129117.08
2020-11-08,,,,,,,,,,,,,,,-209051.62
2020-11-09,,,,,,,,,,,,,,,-284656.54
2020-11-10,,,,,,,,,,,,,,,-279653.19
2020-11-11,,,,,,,,,,,,,,,-223341.90
2020-11-12,,,,,,,,,,,,,,,-144896.73
2020-11-13,,,,,,,,,,,,,,,-317924.78
2020-11-14,,,,,,,,,,,,,,,-115273.39
2020-11-15,,,,,,,,,,,,,,,-219948.72
2020-11-16,,,,,,,,,,,,,,,-170639.48
2020-11-17,,,,,,,,,,,,,,,-253861.91
2020-11-18,,,,,,,,,,,,,,,-232262.98
2020-11-19,,,,,,,,,,,,,,,-467231.04
2020-11-20,,,,,,,,,,,,,,,-116302.84
2020-11-21,,,,,,,,,,0.00,,,,,-115597.42
2020-11-22,,,,,,,,,,0.00,,,,,-159974.28
2020-11-23,,,,,,,,,,0.00,,,,,-545579.71
2020-11-24,,,,,,,,,,0.00,,,,,-330307.05
2020-11-25,,,,,,,,,,8702.26,,,,,-96875.55
2020-11-26,,,,,,,,,,0.00,,301.23,,,-438190.94
2020-11-27,,,,,,,,,,12543.96,,521.41,,,-308350.69
2020-11-28,,,,,,,,,,0.00,,637.97,,,-50002.32
2020-11-29,,,,,,,,,,0.00,,773.19,,,-181462.68
2020-11-30,,,,,,,,,,0.00,,939.40,,,-416396.95
2020-12-01,,,,,,,,,,0.00,,1053.92,,0.00,-211608.03
2020-12-02,,,,,,,5.01,,,0.00,,1070.29,,0.02,-244932.55
2020-12-03,,,,,,,0.00,,,0.00,,1132.31,,2.58,-407515.21
2020-12-04,,,,,,,0.00,,,0.00,,1167.05,,20.07,-320736.49
2020-12-05,,,,,,,0.00,,,0.00,,1346.69,,44.75,-144136.00
2020-12-06,,,,,,,0.00,,,0.00,,1431.39,,77.81,-321191.38
2020-12-07,,,,,,,0.00,,,0.00,,1514.72,,236.45,-372629.67
2020-12-08,,,,,,,0.00,,,0.00,,1569.63,,170.77,-146035.45
2020-12-09,,,,,,,0.00,,,0.00,,1616.14,,167.21,-681918.10
2020-12-10,,,,,,,0.02,,,0.00,,1707.78,,170.85,-179821.08
2020-12-11,,,,,,,0.02,,,2481.36,,1793.19,,145.26,-190745.86
2020-12-12,,,,,,,0.00,,,0.00,,1726.12,,192.54,-397746.87
2020-12-13,,,,,,,0.00,,,0.00,,1768.63,,225.86,-183378.89
2020-12-14,,,,,,,0.00,,,16214.02,,1848.24,,283.03,-250817.99
2020-12-15,,,,,,,0.00,,,0.00,,1908.59,,499.11,-196727.22
2020-12-16,,,,,,,0.00,,,0.00,,1912.92,,452.29,-447655.18
2020-12-17,,,,,,,0.00,,,0.00,,1835.63,,894.55,-368238.96
2020-12-18,,,,,,,0.04,,,2501.19,,1829.76,,513.82,-213274.58
2020-12-19,,,,,,,0.00,,,0.00,,1793.28,,485.95,-307562.37
2020-12-20,,,,,,,0.00,,,0.00,,1822.49,,681.66,-115542.16
2020-12-21,,,,,,,0.03,,,0.00,,1840.63,,701.20,-514728.97
2020-12-22,,,,,,,0.00,,,0.00,,1875.79,,591.35,-374044.11
2020-12-23,,,,,,,0.00,,,0.00,,1753.45,,608.84,-256575.52
2020-12-24,,,,,,,0.00,,,0.00,,1761.84,,762.78,-35866.05
2020-12-25,,,,,,,0.00,,,0.00,,1898.93,,855.91,-220026.32
2020-12-26,,,,,,,0.00,,,0.00,,2073.81,,716.20,-208500.18
2020-12-27,,,,,,,0.00,,,0.00,,2194.23,,677.08,-509032.69
2020-12-28,,,,,,,0.04,,,0.00,,2255.96,,944.79,-154341.11
2020-12-29,,,,,,,0.00,,,0.00,,1733.58,,622.06,-212194.13
2020-12-30,,,,,,,0.00,,,0.00,,1390.26,,2473.45,-601813.75
2020-12-31,,,,,,,0.02,,,0.00,,1341.45,,1961.36,-172432.18
2021-01-01,,,,,,,0.00,,,25054.15,,1395.36,,2351.89,-203357.19
2021-01-02,,,,,,,0.00,,,0.00,,1436.33,,2779.10,-335793.46
2021-01-03,,,,,,,0.02,,,0.00,,1432.75,,2557.49,-276480.33
2021-01-04,,,,,,,0.00,,,0.00,,1041.54,,2024.44,-264721.97
2021-01-05,,,,,,,0.02,,,0.00,,953.21,,1435.04,-100084.51
2021-01-06,,,,,,,0.00,,,0.00,,981.82,,3855.69,-478737.31
2021-01-07,,,,,,,0.00,,,0.00,,922.61,,3016.88,-168480.19
2021-01-08,,,,,,,0.00,,,0.00,,1140.73,,3360.56,-357698.74
2021-01-09,,,,,,,0.00,,,2507.80,,1236.31,,2912.60,-416226.60
2021-01-10,,,,,,,0.00,,,0.00,,1518.97,,2625.09,-293906.11
2021-01-11,,,,,,,0.00,,,0.00,,1679.48,,2437.27,-375198.09
2021-01-12,,,,,,,0.04,,,0.00,,1908.74,,2097.70,-361022.93
2021-01-13,,,,,,,0.00,,,0.00,,1370.65,,2375.21,-892594.15
2021-01-14,,,,,,,0.00,,,0.00,,708.69,,4163.65,-225096.51
2021-01-15,,,,,,,0.00,,,25216.48,,1120.17,,3525.38,-447123.70
2021-01-16,,,,,,,0.00,,,0.00,,1967.19,,3477.89,-221954.37
2021-01-17,,,,,,,0.02,,,12503.34,,2069.94,,4548.10,-90255.98
2021-01-18,,,,,,,0.02,,,0.00,,2038.51,,3915.82,-446616.30
2021-01-19,,,,,,,0.00,,,0.00,,2106.25,,5661.17,-501352.77
2021-01-20,,,,,,,0.00,,,0.00,,2317.53,,4859.41,-225358.41
2021-01-21,,,,,,,0.00,,,7398.35,,2246.16,,5150.44,-159672.46
2021-01-22,,,,,,,0.00,,,0.00,,2523.47,,4968.49,-412474.86
2021-01-23,,,,,,,0.00,,,0.00,,2534.35,,5078.74,-195998.29
2021-01-24,,,,,,,0.00,,,0.00,,2466.63,,6487.26,-1051089.39
2021-01-25,,,,,,,0.00,,,0.00,,2588.51,,6015.18,-306941.15
2021-01-26,,,,,,,0.00,,,3745.98,,2776.59,,4987.63,-508852.79
2021-01-27,,,,,,,0.00,,,0.00,,2686.23,,5194.83,-654719.52
2021-01-28,,,,,,,0.00,,,0.00,,2792.15,,5502.74,-386368.01
2021-01-29,,,,,,,146.85,,,0.00,,3306.00,,6533.26,-409236.14
2021-01-30,,,,,,,0.00,,,0.00,,3290.99,,6981.50,-557375.48
2021-01-31,,,,,,,0.00,,,0.00,,3349.27,,7476.82,-405875.85
2021-02-01,,,,,,,0.00,,,0.00,,3487.52,,6302.04,-1289612.05
2021-02-02,,,,,,,0.00,,,0.00,,3690.17,,10756.37,-653437.91
2021-02-03,,,,,,,0.00,,,0.00,,4383.82,,12894.44,-1608826.00
2021-02-04,,,,,,,0.00,,,0.00,,5082.04,,11358.52,-1563323.12
2021-02-05,,,,,,,0.00,,,0.00,,5899.37,,11371.89,-738686.45
2021-02-06,,,,,,,0.00,,,0.00,,5831.91,,9044.96,-693622.29
2021-02-07,,,,,,,0.00,,,0.00,,5793.74,,6722.60,-973261.08
2021-02-08,,,,,,,0.00,,,0.00,,6816.14,,13270.84,-1035197.27
2021-02-09,,,,,,,0.00,,,0.00,,8932.62,,18607.24,-825835.49
2021-02-10,,,,,,,0.00,,,0.00,,11014.90,,18521.49,-364767.85
2021-02-11,,,,,,,0.00,,,25308.83,,11049.21,,17371.26,-1074623.40
2021-02-12,,,,,,,0.00,,,0.00,,12024.56,,13203.89,-1242513.97
2021-02-13,,,,,,,0.00,,,0.00,,12138.46,,11255.88,-375400.13
2021-02-14,,,,,,,0.00,,,0.00,,19842.83,,12467.80,-1175190.97
2021-02-15,,,,,,,0.00,,,0.00,,22608.18,,15327.10,-581751.04
2021-02-16,,,,,,,0.00,,,0.00,,26131.57,,16923.57,-804503.46
2021-02-17,,,,,,,0.00,,,0.00,,31621.68,,15019.19,-595425.28
2021-02-18,,,,,,,0.00,,,0.00,,38866.71,,18487.35,-384112.76
2021-02-19,,,,,,,0.00,,,-13288.88,,48835.83,,16038.29,-594219.46
2021-02-20,,,,,,,0.00,,,-39484.07,,51025.02,,15691.63,-1899499.80
2021-02-21,,,,,,,0.00,,,-42629.95,,55898.53,,14478.77,-393201.64
2021-02-22,,,,,,,0.00,,,-37444.36,,52351.45,,13359.33,-478924.01
2021-02-23,,,,,,,0.00,,,-9467.88,,43797.38,,10340.48,-1372615.72
2021-02-24,,,,,,,0.00,,,-32548.33,,44539.60,,12673.05,-566742.45
2021-02-25,,,,,,,0.00,,,-29785.11,,44119.88,,15468.30,-1417424.25
2021-02-26,,,,,,,554.64,,,11575.05,,42448.31,,9792.98,-290355.59
2021-02-27,,,,,,,0.00,,,-14057.42,,41940.55,,9795.72,-790280.86
2021-02-28,,,,,,,0.00,,,-27216.26,,39911.36,,10171.27,-697934.02
2021-03-01,,,,,,,0.00,,,-34541.71,,42235.97,,11223.02,-1894056.40
2021-03-02,,,,,,,0.00,,,-30685.50,,35646.82,,10734.36,-657590.05
2021-03-03,,,,,,,0.00,,,-35030.44,,37890.63,,13864.99,-750550.80
2021-03-04,,,,,,,0.00,,,-29273.14,,47682.86,,14640.65,-1534565.64
2021-03-05,,,,,,,0.00,,,-36664.15,,45345.44,,11883.07,-361972.21
2021-03-06,,,,,,,0.00,,,-31559.34,,47660.45,,11272.38,-871924.16
2021-03-07,,,,,,,0.00,,,-40133.72,,40977.48,,42506.61,-518682.02
2021-03-08,,,,,,,0.00,,,-34726.05,,38094.66,,33198.68,-886190.18
2021-03-09,,,,,,,0.00,,,-35443.62,,42778.92,,26332.39,-1185775.60
2021-03-10,,,,,,,147.89,,,-38593.71,,45832.51,,32989.17,-292275.34
2021-03-11,,,,,,,0.00,,,-36212.52,,56146.76,,34911.36,-1799346.06
2021-03-12,,,,,,,0.00,,,-39928.99,,54627.86,,19974.29,-373576.78
2021-03-13,,,,,,,0.00,,,-45679.58,,57069.13,,16177.87,-527794.74
2021-03-14,,,,,,,0.00,,,-41810.47,,41650.97,,19547.87,-349935.35
2021-03-15,,,,,,,0.00,,,-39609.17,,39783.25,,19467.99,-426692.21
2021-03-16,,,,,,,295.85,,,-40727.66,,37902.75,,19259.04,-819205.26
2021-03-17,,,,,,,0.00,,,-42419.49,,38300.41,,23581.30,-499441.01
2021-03-18,,,,,,,0.00,,,-42296.37,,38109.68,,29525.39,-2364431.83
2021-03-19,,,,,,,0.00,,,-50566.27,,38447.81,,18965.22,-981269.01
2021-03-20,,,,,,,0.00,,,-39709.96,,39777.97,,19421.11,-361374.00
2021-03-21,,,,,,,0.00,,,-37301.60,,41422.05,,18530.42,-326388.59
2021-03-22,,,,,,,0.00,,,-47376.78,,44058.43,,18625.89,-431127.36
2021-03-23,,,,,,,0.00,,,-39047.67,,44688.46,,15772.03,-1403592.54
2021-03-24,,,,,,,0.00,,,-36397.87,,58186.67,,18136.62,-286114.56
2021-03-25,,,,,,,0.00,,,-19103.75,,41319.62,,15299.37,-485390.47
2021-03-26,,,,,,,0.00,,,-57694.22,,51367.59,,15778.29,-420507.17
2021-03-27,,,,,,,0.00,,,-41233.46,,55351.33,,18083.28,-169652.21
2021-03-28,,,,,,,0.00,,,-39577.41,,60245.86,,17934.81,-1040560.47
2021-03-29,,,,,,,554.83,,,-46039.19,,70698.80,,16664.82,-755287.99
2021-03-30,,,,,,,0.00,,,-54526.70,,74696.79,,18133.58,-676727.55
2021-03-31,,,,,,,0.00,,,-43974.72,,64108.28,,24854.14,-616925.92
2021-04-01,,,,,,,0.00,,,-51909.17,,70605.89,,26479.28,-1574130.23
2021-04-02,,,,,,,443.89,,,-47315.57,,63507.94,,26159.93,-1119859.66
2021-04-03,,,,,,,0.00,,,-47160.82,,62408.88,,31978.63,-695723.56
2021-04-04,,,,,,,0.00,,,-43444.16,,60088.52,,33450.98,-1379771.91
2021-04-05,,,,,,,0.00,,,-52211.80,,68430.69,,28110.52,-471111.79
2021-04-06,,,,,,,0.00,,,-46283.10,,69915.43,,23451.38,-1654755.90
2021-04-07,,,,,,,0.00,,,-45795.05,,68673.50,,22114.66,-562568.39
2021-04-08,,,,,,,0.00,,,-48206.71,,78199.90,,19961.40,-431110.42
2021-04-09,,,,,,,0.00,,,-50255.51,,91851.95,,19824.57,-642563.00
2021-04-10,,,,,,,0.00,,,-46888.77,,111602.41,,26561.51,-350205.29
2021-04-11,,,,,,,0.00,,,-44247.32,,122354.67,,28019.46,-424799.09
2021-04-12,,,,,,,0.00,,,-44974.27,,126504.46,,25273.55,-560745.22
2021-04-13,,,,,,,0.00,,,-49666.48,,114039.28,,25127.85,-2475813.20
2021-04-14,,,,,,,0.07,,,-32381.10,,105583.26,,-3122.87,-1584400.18
2021-04-15,,,,,,,0.00,,,-61162.50,,111946.68,,-196185.18,-1114985.67
2021-04-16,,,,,,,0.00,,,-38567.91,,115408.48,,-207037.50,-233103.93
2021-04-17,,,,,,,0.00,,,-41607.14,,109382.77,,-263718.82,-696159.58
2021-04-18,,,,,,,0.00,,,-37947.37,,81012.30,,-204715.34,-1517552.42
2021-04-19,,,,,,,0.00,,,-27775.32,,81130.88,,-204974.68,-678674.91
2021-04-20,,,,,,,0.00,,,-31678.67,,81609.62,,-172923.18,-538012.30
2021-04-21,,,,,,,0.00,,,-34445.61,,77014.19,,-284285.91,-1441314.87
2021-04-22,,,,,,,0.00,,,-28769.28,,56151.26,,-160467.57,-957889.47
2021-04-23,,,,,,,0.00,,,-33238.07,,47978.79,,-332121.52,-1764343.66
2021-04-24,,,,,,,0.08,,,-25178.17,,-830850.60,,-212284.27,-1402624.22
2021-04-25,,,,,,,0.00,,,-34535.46,,-989231.59,,-294080.85,-1442291.82
2021-04-26,,,,,,,0.00,,,-32185.31,,-925917.62,,-382835.51,-1499134.93
2021-04-27,,,,,,,0.00,,,-34557.81,,-1231832.55,,-820958.51,-1255380.14
2021-04-28,,,,,,,0.00,,,-35067.97,,-937736.11,,-994197.66,-1335970.15
2021-04-29,,,,,,,0.00,,,-35149.54,,-2356999.12,,-738835.86,-1107807.09
2021-04-30,,,,,,,0.00,,,-41527.18,,-2659876.61,,-797071.93,-1273984.25
2021-05-01,,,,,,,0.00,,,-39187.17,,-1314856.62,,-1051147.69,-3307536.08
2021-05-02,,,,,,,800.33,,,-42604.06,,-2107947.26,,-661811.45,-1185260.65
2021-05-03,,,,,,,443.80,,,-41274.78,,-1714992.61,,-776720.21,-2276382.37
2021-05-04,,,,,,,0.00,,,-45115.45,,-1496709.81,,-731014.65,-1778796.25
2021-05-05,,,,,,,0.00,,,-45309.46,,-1567801.64,,-1392136.28,-1847884.14
2021-05-06,,,,,,,0.00,,,-37611.91,,-1427727.94,,-530228.55,-793046.66
2021-05-07,,,,,,,0.00,,,-45830.36,,-1604904.86,,-625044.14,-1041772.74
2021-05-08,,,,,,,0.00,,,-27575.43,,-1632165.47,,-479721.85,-423014.92
2021-05-09,,,,,,,0.00,,,-56701.72,,-1851294.19,,-1341571.78,-589809.27
2021-05-10,,,,,,,0.00,,,-28578.40,,-1500943.95,,-509383.19,-806089.64
2021-05-11,,,,,,,0.00,,,-47449.72,,-1622985.60,,-601987.96,-467939.81
2021-05-12,,,,,,,0.00,,,-42783.67,,-1117820.97,,-989840.20,-2665731.23
2021-05-13,,,,,,,0.00,,,-29794.69,,-2739449.14,,-1184661.34,-1337053.31
2021-05-14,,,,,,,573.61,,,-34988.73,,-1981446.06,,-6743779.52,-2906901.66
2021-05-15,,,,,,,0.00,,,-42682.25,,-1425968.41,,-1849481.77,-917605.61
2021-05-16,,,,,,,0.00,,,-33647.59,,-2228542.49,,-2397786.83,-1186838.67
2021-05-17,,,,,,,417.97,,,-33088.96,,-1156835.49,,-1850014.11,-963719.85
2021-05-18,,,,,,,0.00,,,-33149.08,,-554549.89,,-2937708.45,-2713434.06
2021-05-19,,,,,,,1253.58,,,-35325.45,,-280708.59,,-1620512.58,-1664374.32
2021-05-20,,,,,,,0.00,,,-28076.01,,-322117.08,,-1474117.93,-755465.65
2021-05-21,,,,,,,0.00,,,-38352.41,,-194921.74,,-1059257.19,-1699268.35
2021-05-22,,,,,,,0.00,,,-51405.49,,-161284.27,,-1182509.15,-351712.45
2021-05-23,,,,,,,0.00,,,-45511.59,,-188519.57,,-1612626.07,-1440570.40
2021-05-24,,,,,,,0.00,,,-49053.98,,-210852.06,,-1586211.22,-830791.20
2021-05-25,,,,,,,0.00,,,-43606.49,,-269368.29,,-2201748.72,-1147013.63
2021-05-26,,,,,,,0.00,,75016.42,-47003.94,,-201455.87,,-2985827.86,-625216.22
2021-05-27,,,,,,,0.00,,9917.75,-39722.71,,-227484.85,,-2824528.07,-439980.86
2021-05-28,,,,,,,443.84,,0.00,-40928.11,,-202116.26,,-1714761.39,-644919.62
2021-05-29,,,,,,,0.12,,-16323.86,-33255.49,,-164208.47,,-1289325.98,-1361661.44
2021-05-30,,,,,,,554.77,,0.00,-41793.27,,-147044.34,,-1470536.09,-396793.77
2021-05-31,,,,,,,0.00,,0.00,-41296.40,,-294144.21,,-1709899.82,-474644.21
2021-06-01,,,,,,,0.00,,0.00,-43855.28,,-145325.69,,-2989456.98,-1462892.50
2021-06-02,,,,,,,0.00,,0.00,-42237.86,,-256514.47,,-3063696.17,-441727.61
2021-06-03,,,,,,,0.00,,0.00,-46935.42,,-135594.52,,-1382872.79,-486793.29
2021-06-04,,,,,,,0.01,,0.00,-40542.60,,-123241.43,,-1183734.83,-464280.56
2021-06-05,,,,,,,0.00,,0.00,-43430.03,,-111699.18,,-1013200.05,-888998.67
2021-06-06,,,,,,,0.00,,-3711.22,-41137.98,,-144661.84,,-1562591.34,-412733.67
2021-06-07,,,,,,,0.00,,0.00,-33854.12,,-195622.83,,-3618122.31,-784275.63
2021-06-08,,,,,,,0.00,,0.00,-35121.95,,-142864.33,,-1365390.60,-497636.16
2021-06-09,,,,,,,0.00,,0.00,-35627.65,,-147936.98,,-1145985.59,-1314514.04
2021-06-10,,,,,,,0.12,,0.00,-35056.31,,-134853.40,,-1057549.85,-421401.47
2021-06-11,,,,,,,0.00,,0.00,-34206.91,,-132340.40,,-1841155.90,-549712.79
2021-06-12,,,,,,,0.00,,0.00,-37379.07,,-106399.11,,-1261947.33,-302812.00
2021-06-13,,,,,,,0.00,,-1307.08,-34041.55,,-134839.73,,-1204191.28,-412239.11
2021-06-14,,,,,,,0.00,,-1570.46,-38447.50,,-148725.68,,-1820288.10,-594707.09
2021-06-15,,,,,,,0.00,,-2630.44,-31193.43,,-186287.80,,-2438149.59,-604481.11
2021-06-16,,,,,,,0.00,,-21475.85,-34007.90,,-280289.21,,-1350647.42,-490454.36
2021-06-17,,,,,,,0.00,,-243.50,-34976.18,,-225002.38,,-3131849.65,-649605.62
2021-06-18,,,,,,,0.00,,0.00,-24666.30,,-184459.03,,-932703.10,-794819.49
2021-06-19,,,,,,,0.00,,0.00,-33938.13,,-126350.91,,-693686.27,-551897.48
2021-06-20,,,,,,,0.00,,-1096.47,-29080.90,,-184953.12,,-465581.67,-449255.47
2021-06-21,,,,,,,0.00,,-1769.92,-20515.04,,-128583.77,,-540363.34,-979381.25
2021-06-22,,,,,,,0.00,,0.00,-22152.34,,-90261.34,,-364343.36,-289184.25
2021-06-23,,,,,,,0.11,,0.00,-20734.94,,-111541.55,,-792996.59,-368422.72
2021-06-24,,,,,,,0.12,,-215977.79,-17677.75,,-118550.20,,-292615.18,-289826.15
2021-06-25,,,,,,,148.20,,0.00,-17019.66,,-125606.72,,-369150.54,-306136.49
2021-06-26,,,,,,,0.00,,-105.14,-19026.21,,-80481.13,,-408575.77,-740855.10
2021-06-27,,,,,,,0.00,,-11968.40,-14673.75,,-121991.58,,-706399.43,-454407.55
2021-06-28,,,,,,,616.44,,-1256.16,-21561.20,,-91692.76,,-449878.94,-687313.90
2021-06-29,,,,,,,1787.67,,-10378.92,-19117.17,,-118255.75,,-459856.95,-494595.20
2021-06-30,,,,,,,0.00,,-4866.80,-21721.88,,-113933.47,,-541500.53,-567608.24
2021-07-01,,,,,,,0.01,,0.00,-20110.45,,-109006.49,,-491235.71,-667837.05
2021-07-02,,,,,,,0.00,,39825.91,-18853.14,,-88935.54,,-333405.65,-315471.03
2021-07-03,,,,,,,0.00,,-1208.42,-17300.04,,-93808.67,,-256310.45,-452731.32
2021-07-04,,,,,,,0.00,,0.00,-18813.81,,-132483.56,,-605826.94,-1144585.69
2021-07-05,,,,,,,0.00,,-15502.73,-17629.87,,-85528.36,,-831306.27,-818601.36
2021-07-06,,,,,,,0.00,,0.00,-22296.42,,-139831.26,,-3659188.23,-1658221.37
2021-07-07,,,,,,,0.00,,-164938.05,-17835.52,,-126305.58,,-502503.03,-1585442.38
2021-07-08,,,,,,,0.00,,0.00,-14255.60,,-208053.28,,-152432.65,-358544.95
2021-07-09,,,,,,,0.00,,-683.31,-22501.14,,-81273.35,,-312810.58,-309852.05
2021-07-10,,,,,,,0.00,,-278.40,-5568.82,,-65642.05,,-333459.13,-983747.04
2021-07-11,,,,,,,0.00,,0.00,-18923.63,,-143049.67,,-1026973.99,-749883.58
2021-07-12,,,,,,,0.12,,-19874.86,-15703.21,,-146922.98,,-555475.76,-1202217.07
2021-07-13,,,,,,,0.00,,0.00,-18585.81,,-86508.98,,-236284.95,-472761.06
2021-07-14,,,,,,,5.25,,0.00,2356.76,,-106772.74,,-574680.85,-753414.74
2021-07-15,,,,,,,0.00,,56840.74,-20613.98,,-152268.35,,-284894.60,-419570.46
2021-07-16,,,,,,,5.02,,-3671.38,-15848.97,,-71158.53,,-1455625.43,-719515.21
2021-07-17,,,,,,,327.11,,-333.73,-18934.21,,-56778.15,,-318229.70,-761497.65
2021-07-18,,,,,,,517.95,,19883.05,-14442.90,,-103425.06,,-949371.15,-360902.38
2021-07-19,,,,,,,62.76,,-23430.64,-17744.26,,-56740.05,,-254422.49,-469765.98
2021-07-20,,,,,,,135.73,,-68855.07,-14731.19,,-94359.11,,-611196.48,-688326.09
2021-07-21,,,,,,,145.64,,1476.03,-15967.53,,-68111.37,,-430956.94,-578982.45
2021-07-22,,,,,,,0.00,,-15467.90,-13502.85,,-427700.54,,-650819.35,-880165.50
2021-07-23,,,,,,,916.46,,-9535.79,-15785.15,,-88741.76,,-110518.72,-617618.08
2021-07-24,,,,,,,11.00,,-288.85,-19634.50,,-143053.99,,-527246.03,-1143036.09
2021-07-25,,,,,,,1.00,,-297.86,-15251.15,,-85735.36,,-237655.22,-498794.02
2021-07-26,,,,,,,307.83,,-392.60,-21742.53,,-293170.07,,-3059818.91,-858225.59
2021-07-27,,,,,,,75.54,,-4126.97,-17678.02,,-312515.38,,-553221.75,-533263.41
2021-07-28,,,,,,,35.16,,-8787.35,-15579.48,,-117769.38,,-418911.82,-451180.41
2021-07-29,,,,,,,0.00,,-1042.84,-6269.84,,-115992.99,,-229985.17,-874438.98
2021-07-30,,,,,,,2038.37,,-19938.18,-25090.33,,-178176.52,,-608108.49,-755738.46
2021-07-31,,,,,,,10.00,,-74.82,-15691.13,,-183846.82,,-1350093.39,-928887.33
2021-08-01,,,,,,,25.32,,-5638.13,-24640.43,,-117426.99,,-488081.68,-654264.58
2021-08-02,,,,,,,2.57,,-6020.99,-18154.48,,-127174.51,,-1935006.28,-992114.31
2021-08-03,,,,,,,426.91,,-42848.76,-20909.63,,-111719.51,,-706723.74,-1865094.04
2021-08-04,,,,,,,2.50,,-3209.41,-16831.93,,-175276.96,,-702791.65,-1036463.26
2021-08-05,,,,,,,5.81,,-156375.96,-90051.41,,-118541.46,,-268205.38,-656571.76
2021-08-06,,,,,,,99.99,,-186044.96,-21708.42,,-148072.75,,-435093.30,-616451.35
2021-08-07,,,,,,,22.03,,-179295.60,-60733.53,,-235142.94,,-682094.89,-1526906.60
2021-08-08,,,,,,,127.55,,-385.02,-60105.21,,-137064.92,,-253728.78,-705858.60
2021-08-09,,,,,,,175.21,,-43661.44,-60100.22,,-296685.14,,-1096904.05,-898010.87
2021-08-10,,,,,,,5.64,,9999.97,-31347.83,,-367478.09,,-470941.39,-875284.48
2021-08-11,,,,,,,379.54,,-3216.84,-140427.28,,-172958.24,,-1125432.14,-695672.94
2021-08-12,,,,,,,75.20,,20666.13,-73896.57,,-238497.21,,-3240929.16,-1465047.84
2021-08-13,,,,,,,2544.81,,-41830.55,-99658.34,,-157104.13,,-817755.97,-711878.46
2021-08-14,,,,,,,48.01,,-10380.83,-88086.34,,-232117.15,,-279393.16,-745127.67
2021-08-15,,,,,,,152.57,,14407.99,-79226.95,,-277194.97,,-314698.99,-856027.36
2021-08-16,,,,,,,128.86,,-21701.75,-87255.18,,-229394.71,,-880091.41,-1482142.18
2021-08-17,,,,,,,29.71,,-17743.84,-53074.88,,-156071.29,,-267970.11,-1076611.15
2021-08-18,,,,,,,0.00,,-115017.78,-106808.47,,-161614.21,0.00,-707208.97,-463453.03
2021-08-19,,,,,,,172.72,,-3642.62,7045.26,,-143323.17,-20333.27,-2561572.62,-783291.60
2021-08-20,,,,,,,15.00,,28692.28,-83015.09,,-183177.54,-171248.95,-934769.78,-517716.54
2021-08-21,,,,,,,54.76,,-772.03,-80426.52,,-142251.29,-343528.53,-546078.45,-1845649.17
2021-08-22,,,,,,,5.01,,-7257.50,-77972.90,,-126503.68,-454715.41,-338235.69,-444392.52
2021-08-23,,,,,,,0.00,,-110995.41,-82169.35,,-387797.65,-1194318.97,-821862.15,-1149327.97
2021-08-24,,,,,,,352.02,,14279.42,-68265.68,,-215259.43,-822676.15,-1789114.04,-633866.30
2021-08-25,,,,,,,0.00,,-24706.37,-76737.89,,-173519.63,-601246.89,-167335.08,-677450.67
2021-08-26,,,,,,,0.50,,41666.56,-98265.96,,-167172.87,-268730.67,-495969.32,-758128.49
2021-08-27,,,,,,,0.00,,-1675.75,-224428.72,,-225715.71,-588366.72,-207078.21,-555776.04
2021-08-28,,,,,,,1001.51,,-33575.15,-220072.67,,-99735.22,-876112.35,-1598776.81,-1290947.86
2021-08-29,,,,,,,0.00,,-96936.40,-253626.36,,-9651198.51,-528304.76,-112654.67,-318188.93
2021-08-30,,,,,,,929.03,,-29948.22,-180508.92,,-111094.74,-242699.34,-442374.56,-898331.68
2021-08-31,,,,,,,2365.53,,-17347.30,-153848.24,,-128704.95,-393045.60,-549399.54,-978015.21
2021-09-01,,,,,,,0.00,,0.00,-336918.87,,-171159.81,-270163.83,-304493.62,-643566.75
2021-09-02,,,,,,,72.57,,-19401.87,-175485.37,,-217260.15,-277424.68,-786434.33,-1398480.18
2021-09-03,,,,,,,0.00,,-5649.86,-279804.34,,-182579.20,-682669.55,-235937.44,-1018531.39
2021-09-04,,,,,,,5.01,,-634.90,-96569.91,,-205666.66,-140378.43,-1107620.13,-916899.67
2021-09-05,,,,,,,0.00,,0.00,-78091.81,,-195316.72,-469438.93,-519761.49,-633997.49
2021-09-06,,,,,,,32.50,,-45638.13,-638802.09,,-327221.47,-434228.61,-399102.53,-2030313.12
2021-09-07,,,,,,,4914.04,,8474.98,-126499.51,,-150867.78,-876484.28,-1128180.43,-1224757.03
