Date,Synthetix,dYdX,GMX,Gains_Network,ApolloX,MUX,Lyra,Perpetual_Protocol,Solv Protocol ($),Vertex ($),Opyn ($),Level Finance ($),IPOR Protocol ($),HMX ($),Premia,Deri_Protocol,Hegic ($),Pika Protocol ($),Mummy Finance ($),Holdstation ($)
4/17/2023,469083961.6,380408759.1,680524699.6,62303537.52,39641989.16,20908312.54,29280849.37,19203566.9,4814297.18,183445.81,13871772.92,39315940.94,30177215.98,1536896.27,9909455.54,2380631.69,8940332.2,12511398.11,17315998,
4/18/2023,463688511.2,383916071.6,689410073.7,61319170.5,39650517.96,21773777.76,29596481.81,19146190.71,4688859.67,178102.02,14071214.58,40191363.63,30093069.55,1532648.1,10028044.76,2672662.51,8532332.62,12357104.69,17318019.75,
4/19/2023,500253065.6,371719241.8,666412612.8,61612854.66,39713587.1,20497002.83,28920896.29,19067386.26,4636305.48,173201.22,12757726.92,39973879.86,29987882.08,1543492.53,9388938.22,2621349.63,8213800.03,12392940.67,16889756.65,
4/20/2023,500111429.5,354710722.1,673966700.3,61934900.3,39578468.7,20087397.98,29016821.62,19063766.4,4397740.21,172952.14,12857164.84,40044273.21,29934588.13,1500756.71,9437002.09,2792337.38,8062974.65,12390310.48,16851035.77,
4/21/2023,467282096.5,347415503.6,662703502.4,62548605.55,39570073.29,18225786.33,28464230.7,19017536.08,4300560.96,169984.38,12148630.06,39445814.31,29628605.02,1494878.01,9192076.52,2787603.01,7210593.06,12446255.86,16441214.53,
4/22/2023,428186763.5,345969978.8,669550961.6,63335416.04,39667173.12,19091131.42,28549739.35,19112024.02,4148702.84,169956.74,12290310.43,40537608.76,28908910.53,1465082.41,9105345.21,2780348,7411116.97,14697229.96,16587542.67,
4/23/2023,436239897.2,346591143.2,666745216.4,63114039.48,39672686.29,21323723.68,27731877.98,18991030.46,4197353.95,170485.53,12205209.79,40766634.13,28867481.06,1470676.68,9020799.67,2531039.79,7614375.5,14786280.52,16437519.3,
4/24/2023,429815475.2,343664153.4,668488800.5,63135008.09,40059686.65,18536823.53,27714307.1,18907681.01,4219990.64,170173.31,12169421.01,41663860.51,28792545.49,1468686.34,8983863.38,2521408.95,7627694.52,14941541.24,16365139.32,
4/25/2023,419215818.2,342843511.3,674899029,63717737.49,40374236.58,33713133.57,27231674.68,18885440.52,4076862.77,173188.36,12446174.91,42191885.56,28741701.68,1464500.78,9156445.52,2496530.57,7633720.93,15044263.78,16380073.56,
4/26/2023,422240777.4,347334678.8,669596492.7,63397623.03,40112138.55,33203458.73,27259590.52,19023314.22,4002986.35,914243.45,12340592.89,41220290.79,28739181.71,1478165.33,9089724.49,2494521.02,7648083.42,14921324.22,15934377.36,
4/27/2023,422024050.2,341859609.4,685513351.7,62822356.32,41257241.39,33929659.94,27402445.15,19008333.75,4132607.81,1255813.15,12621284.17,42943136.05,28720738.2,1456761.77,9221059.34,2500381.73,7701378.33,14972186.75,16119622.2,
4/28/2023,418554169.7,342959663.2,686339344.1,62686514.76,41425387.19,33950549.07,26355296.79,19132872.73,4195736.52,1562691.3,12591180.06,41969162.2,28670008.36,1442104.84,9051841.56,2467060.64,7579012.1,14899141.72,16154521.91,
4/29/2023,417603451,342437158.4,690422681.7,63011877.03,41359181.25,34451609.48,26543734.16,19172439,4108640.53,1638904.01,12682326.7,42240045.01,26056340.42,1435138.92,9067278.46,2714635.45,7631371.61,14886654.56,16332388.12,
4/30/2023,419693276.3,343067981.5,688679078.7,62903028.57,41216970.87,33947670.73,26769720.34,19162161.92,4090922.99,1679971.06,12525849.78,41852220.52,25976784.44,1438854.47,9000227.05,2668017.65,7538682.02,14877819.06,16275297.2,
5/1/2023,408636105.2,343066119.4,679684954.9,63304955.5,41031330.93,34108395.2,27305717.43,19134888.35,4061432.99,1786627.11,12424766.19,35071581.43,25950658.78,1436101.45,8859168.41,2611527.76,7533102.72,14933850.71,15922745.53,
5/2/2023,400575163.9,343330982,687924605.5,63101119.1,41522902.52,35384443.37,26972017.77,19229208.65,3984471.16,1863473.15,12767599.12,33169451.74,25758269.17,1404692.26,9017455.11,2615926.55,7618767.87,15076522.21,15948160.95,
5/3/2023,418592774,342029631.4,690479435.9,62257292.01,41598036.96,38934248.48,27160400.71,19339431.48,3858514.45,1976894.02,12984129.28,32540723.27,24710429.55,1415254.29,9109393.61,2614835.17,7688327.29,12075443.93,16219653.3,
5/4/2023,431283487.8,340217596,693995943.3,62114279.77,41372021.6,37912726.69,27523289.02,19432570.28,3939910.05,1988603.73,12812204.64,32186591.9,23966455.76,1432211.55,9023104.67,2713588.56,7634566.72,12177016.4,16072023.75,
5/5/2023,433436577.5,344627719.1,708254828.1,64236520.98,41283394.11,39388666.19,25958583.43,19498752.31,3965395.75,2080604.04,13414724.84,33082451.13,23941816.43,1424737.35,9319081.68,2508693.21,7692403.08,12188137.43,16517003.32,
5/6/2023,437986817.5,353114178.3,698004176.7,65255949.36,41132465.83,38926907.71,26390781.76,19773318.38,4039961.01,2017253.46,12776943.41,32021439.41,23941816.43,1451611.21,8932362.96,2514073.49,7536700.6,12587833.23,16073758.92,
5/7/2023,412756688.7,357374373.6,694391274.6,65358625.12,41148258.29,38701218.48,26385136.22,19714022.45,3885754.96,2192389.65,12629216.47,31492097.79,23939669.27,1421039.17,8792588.46,2509683.79,7288690.24,12183120.09,16281344.28,
5/8/2023,403547392,356945628.4,686636003,65420628,41186875.65,39259091.43,27077957.86,19692007.35,3857797.37,2349858.24,12663693.83,31362493.52,23746549.41,1407129.07,8556987.23,2506323.51,6965589.95,12162023.72,15678165.95,
5/9/2023,369722141.2,354781814.6,686034286.6,64944685.22,40954076.69,39474938.48,26698867.7,19673119.43,3840021.21,2377993.67,12581736.65,31374949.79,23719478.73,1363844.99,8538367.58,2510789.77,7100057.61,12176923.15,15642923.94,11484.61
5/10/2023,364717887.1,352340352.6,680479627.2,64982386.88,40995578.52,39647163.25,27271519.09,19798702.22,3848575.84,2234309.68,12539942.25,30435995.5,23719582.4,1369317.69,8601118.19,2513598.34,7011247.91,12181534.91,15270771.44,11564.8
5/11/2023,367421642.7,351248973.6,672574689.5,64774360.72,41882336.44,38730578.28,27791418.16,19831517.73,3806224.94,2396775.25,12230242.58,30518816.85,23683202.49,1329863.85,8505323.98,2520911.26,6846478.3,12490816.67,15696228.16,11568.85
5/12/2023,345616698.5,352248248.4,672984809.3,64112249.6,41466596.7,38662178.52,26380558.47,19753782.61,3851911.38,2421941.05,11791159.68,29179684.9,23644860.75,1312069.1,8543344.3,2532752.21,7668346.59,12523162.81,15886133.04,109108.9
5/13/2023,352186675.4,353384013.3,671659191,63452633.65,41483657.02,39571922.21,26661135.93,20023512.02,3668929.78,2352778.22,11712998.27,29261257.09,23542354.75,1296133.48,8540939.01,2529405.03,7379578.76,13200989.08,15763268.83,127014.99
5/14/2023,342230960.3,353104212.1,677710454.6,63547429.41,41832370.08,40069052.47,26618241.92,19925231.83,3747324.68,2388727.65,11724267.82,29243454.46,23493123.07,1293513.97,8467006.47,2531485.57,7331173.41,13294696.78,15830641.2,154503.18
5/15/2023,356361881.3,352436686.9,677669188.2,63929964.98,41925958.06,40924713.86,26249998.71,20235190.91,3646580.25,2609411.14,11802344.55,29521555.2,23261589.49,1293802.8,8506210,2547648.63,7283590.9,13128819.92,16119573.79,478272.45
5/16/2023,357582346.6,354340135,674931276.5,64498890.41,42006001.68,41348212.9,28830757.09,20221479.41,3616817.37,2713492.1,11828939.2,32947553.99,23219705.7,1306516.83,8285742.7,2551887.66,7186893.24,13473538.81,16095889.56,485133.61
5/17/2023,374721798.5,351878296.8,680659459.4,64749704.92,42072058.74,41748487.81,29336248.51,20171104.39,3623443.29,2932136.04,11913868.14,33238193.71,23094707.29,1307915.09,8406033.44,2628869.51,7192675.35,13419110.45,16120760.23,494797.67
5/18/2023,421132334.5,350465488.4,673449574.4,64475875.72,42069054.94,41771238.02,29441815.29,20605544.83,3642580.07,2998754.74,11781423.11,33073795.41,23145699.41,1309562.97,8373134.63,2640575.23,7173494.31,13418156.68,15923000.7,504183
5/19/2023,414934027.9,347646999,671850050,64060444.84,42055761.12,42231173.94,28541040.88,20391930.78,3630337.1,3019233.1,11477240.44,32991807.58,22166149.55,1297076.94,8242597.52,2640356.89,7194910.4,13386599.33,15936541.61,511815.68
5/20/2023,414934028,346353266.9,674238634.2,64067149.95,42059228.41,43115216.47,28683477.21,20375256.57,3657319.65,3037204.02,11503287.88,33096285.8,22062908.22,1297821.85,8311656.6,2635906.87,7223329.28,13475208.32,15971192.67,512877.58
5/21/2023,420245542.7,346082603.4,669569943.8,63980731.1,42086201.68,43295388.55,28928936.15,20365305.92,3667990.5,3015238.23,11413683.15,31565325.26,21890361.38,1305281.25,8245922.64,2640630.05,7106119.21,13455090.18,15849926.82,522546.68
5/22/2023,407103193.4,345213241.4,671279780.8,63165217.21,42161392.62,44825360.01,30045117.09,20413534.9,3640903.96,2989785.53,11438533.22,28697550.64,21882569.44,1296134.18,8239362.19,2636496.24,6693020.23,13388539.11,15851791.02,530681.56
5/23/2023,423417319.6,345937834.6,675102397.6,63205274.44,42204900.15,45767052.67,30018536.85,20086980.66,3690138.45,3080038.89,11494702.67,28603766.07,21868701.79,1303206.74,8253577.6,2623824.08,6826449.48,13265348.65,15657761.91,531204.28
5/24/2023,428128733.6,349951722.7,644730313.4,62936880.72,42018722.37,45698512.65,31386976.54,20043237.86,3717554.62,3067793.01,11250528.88,28046698.11,21860274.62,1311830.12,8016876.96,2628387.76,6654406.07,13271233.82,12383471.7,590891.6
5/25/2023,428128733.6,345330723.1,642540066.9,62091468.13,41955924.11,45072271.15,31407399.36,20229189.03,3581471.08,3194490.54,11258301.26,28070731.84,21044661.83,1300417.12,8019915.82,2615748.96,6813261.91,13331082.64,11975106.63,1572234.07
5/26/2023,428128733.6,344818429.5,640429295.2,61979791.97,42137251.03,45453405.75,30645714.3,20450556.39,3569969.94,3271866.48,11436414.31,28331570.19,20961360.96,1294723.35,7941526.56,2617130.65,7197835.87,13000037.41,11394829.28,1575556.29
5/27/2023,428128733.6,345242322.7,638633347.1,61924085.32,42176300.41,45268646.22,30698086.49,20410495.38,3594222.01,3258458.98,11430881.59,28472864.88,20946186.27,1282952.89,8046976.24,2624511.29,7217754.73,13140643.87,11417461.23,1580937.46
5/28/2023,428128733.6,351701992.8,644886721.2,61438255.71,42136349.74,45099148.75,29833178.82,20303434.67,3600498.54,3419223.31,11907493.89,29512997.33,21165343.8,1287822.64,8257456.04,2555790.53,7249212.66,13086705.27,11818875.6,1582723.98
5/29/2023,425072850.2,354347745,628442532.2,61247393.64,42438865.53,44483624.41,29946498.64,20339253.24,3644685.26,3411859.67,11845231.06,28991760.34,20157656.38,1302127.99,8215866.51,2556571.68,7107941.95,13018770.58,11593728.42,1952188.48
5/30/2023,422495347.3,353554423.3,627439423.1,62634745.26,42872724.84,44391378.64,30017390.29,20464936.64,3655109.18,3349584.34,11963323.97,29099204.78,20099009.94,1295126.31,8142104.2,2550153.61,7127649.6,12919122.46,11570167.85,1962337.84
5/31/2023,427587689.6,353545350,618805826.4,61836148.35,42680422.57,43908294.5,30377549.95,20463073.1,3803598.14,3461415.78,11870014.14,29520783.59,19901529.33,1284998.08,7818450.04,2550654.28,6768194.83,13212926.25,11283592.27,2110237.49
6/1/2023,412204055.7,352750380.7,613419965,61528098.15,43359103.67,44437819.01,30328806.72,20631122.98,3726103.54,3462595.88,11792516.36,29222716.75,20399300.07,1276663.78,7760042.4,2543881.58,7199805.73,15585945.58,8139823.41,2127490.33
6/2/2023,422124587.2,357521565.2,618441481.9,58537508.96,43513958.6,45218813.7,29865429.32,20574420.29,3670351.35,3487267.23,12003269.04,29640186.19,20395624.46,1270413.84,7868189.05,2544357.14,7128321.07,15605116.51,8215350.26,2129015.55
6/3/2023,422666590.1,357731832.9,615586307.2,58015074.91,43492696.46,45173387.31,30267197.71,20611270.76,3758994.98,3831585.48,11909815.81,29633440.44,20395121.34,1280841.97,7894816.97,2538616.64,7434621.17,15578064.67,8090919.5,2136030.84
6/4/2023,421621020.8,359351851.8,616058688.1,57932745.78,43435629.9,45103431.46,30157742.9,20536329.5,3739277.73,3787356.98,11877623.04,30121342.35,20362766.22,1278460.62,7830069.38,2537346.63,7570472.2,15574456.19,8111947.16,2140591.35
6/5/2023,421600079.4,359113689.8,602254926.9,58815395.19,43430547.04,43836934.24,30002285.57,20383273.13,3791159.92,3778708.97,11454288.24,29346263.05,20412099.38,1276754.1,7528783.17,2544136.59,7324758.03,15556646.92,7495443.03,2137964.65
6/6/2023,399651814,360659873.1,606811183.8,60579459.56,43323707.57,44430382.8,27581353.91,19494122.24,3485174.01,3821541.34,12077596.94,30044102.72,20401785.11,1244550.45,7838662.36,2542833.64,7488171.11,15478808.59,7676622.55,2141227.78
6/7/2023,409792522.7,354850013.8,578644914.1,61073990.41,42729684.89,37210956.8,27977757.83,20410162.8,3557155.05,4045766.11,11658578.9,29330970.42,20396591.34,1256386.25,7682148.8,2541393.73,7368113.04,15376892.63,7492069.42,2159409.38
6/8/2023,383106821.5,347974307.8,580784661.4,61856115.16,42967781.62,38238662.44,28251712.88,20628288.37,3406265.88,3997197.11,11753369.52,29538826.85,20396376.02,1244031.47,7709279.46,2543260.75,7180448.94,15434393.46,7517810.34,2203685.34
6/9/2023,374444905.4,345900196.4,575986668.3,61547512.74,43021086.85,38181567.71,27798066.76,20578540.01,3394484.59,4018264.87,11706580.96,28659018.41,19351888.06,1245776.12,7815294.09,2538211.48,7150274.78,15295439.65,7473305.22,2240580.81
6/10/2023,318368727.5,345735128.5,554319103.6,60851305.12,42237788.94,37427404.9,27853248.47,20597474.34,3218989.35,4019222.39,11163078.47,27647746.23,18329255.4,1242570.75,7080883.92,2523048.25,6641648.72,15337143.75,7142991.88,2261820.38
6/11/2023,318661375.8,343272042.6,550586205.7,60669653.96,42363353.64,37537518.64,27634339.27,20657059.37,3103878.05,4026069.9,11148365.58,27707664.79,18437926.8,1219407.36,7015591.57,2540012.52,6661057.61,15343651.48,7169201.45,2269295.44
6/12/2023,316275699.9,343968274.2,551049741.5,60642600.99,42337377.17,38265459.82,27504314.48,20674839.66,3099081.01,4094117.81,10832621.31,27697833.75,18456743.5,1220115.98,7123921.89,2543213.59,6644738.27,15440767.91,7188080.81,2344698.13
6/13/2023,329228559.7,343959930.7,552944709.8,61019118.43,42340550.99,38294785.5,27630655.99,20284056.82,2979636.15,4059785.03,10768199.13,28684452.08,18633499.93,1217656.02,7110437.6,2492741.7,6928899.41,15343347.23,7177334.41,2370693.38
6/14/2023,331732295.7,342349098.1,539583123.8,61313874.39,42171287.4,38157443.19,27148523.7,20376475.7,3045767.04,4088461.75,10041030.45,27109356.84,18648675.86,1219994.98,7010322.71,2487154.82,6718557.65,15275393.35,7112058.31,2385186.47
6/15/2023,329045399.7,342128745.5,540780390.2,61071632.54,42320877.16,44722182.92,27350127.73,19982725.42,2957947.53,4183552.97,10132411.45,27279802.2,18381934.85,1185187.38,6952226.45,2495497.96,6805252.78,15235778.26,7261671.95,2418528.38
6/16/2023,319384251.5,342874940.2,546781620.8,61110322.07,42651614.25,45167635.1,26311263.15,19876005.69,2969861.77,4334432.84,10563557.89,24463699.56,18502133.46,1181402.06,7150479.22,2462037.74,6935757.26,15168546.19,7386066.74,2457823.61
6/17/2023,333700493.4,340452809.3,550302208.5,60922716.45,42588460.24,45698342.6,26327837.43,19943031.44,3028312.18,4446336.84,10631924.94,23248273.13,18681232.7,1191880.99,7283075.99,2462087.17,6967367.88,15184960.58,7422035.41,2468172.54
6/18/2023,338255553.8,338614198,549760569.8,61241285,42505033.72,45489226.94,26494211.55,19977705.46,2973140.79,4494676.09,10579291.91,23303879.33,18553450.78,1188787.34,7312295.9,2459228.63,6640102.88,15095455.09,7310303.67,2498568.69
6/19/2023,330510067.2,339408703.9,555757991.6,62111789.89,42798457.78,46363138.52,26281178.09,19860090.43,2938783.24,4769900.94,10552081.48,22992368.79,18565871.53,1188271.12,7517352.25,2457272.49,7092395.57,15076866.43,7346687.45,2532686.83
6/20/2023,330832146.2,347252809.3,588446662.5,61853644.06,42742896.03,47396608.08,26824840.27,19837401.35,2938621.64,5180152.24,11494478.57,23323070.85,18535450.2,1192847.64,7867345.16,2484370.4,7137949.7,15029708.18,7499642.39,2580285.16
6/21/2023,353117515.4,352908581.2,602285741.5,59751437.72,42794128.67,47939254.15,26562684.28,18844700.96,3002354.14,5583869.54,11857349.36,23873611.49,18410505.92,1208178.64,7978387.42,2466239.44,7437219.4,14908000.96,7834032.61,2593760.96
6/22/2023,362008026.3,355084704.5,608110277.8,59850214.09,42723512.51,48287632.05,26368008.85,18893306.65,3108715.92,6027506.8,11716051.59,27364272,18339184.38,1228226.49,7931072.36,2370142.02,7305015.15,14879966.74,7754584.71,2641328.11
6/23/2023,351294919.1,357597654,621283703.7,59582574.91,42762040.64,48952732.05,27175502.37,18958407.91,3122199.16,5911303.23,11875255.02,27787358.79,18184559.59,885964.53,8109331.34,2370874.45,7330560.23,14851482.33,8063724.66,2658684.29
6/24/2023,362841249.5,356798127.9,624367500.1,59340606.57,42656434.03,47447605.04,26560786.42,19098223.05,3234833.34,6144436.24,11773498.85,28203668.64,18184559.59,887797.88,8048854.55,2375585.43,7387681.88,14906587.59,8043824.93,2691868.26
6/25/2023,353460687.2,356660547.5,630840943.3,59227641.01,43268436.75,47759604.82,26234864.69,19059024.24,3201296.68,6082969.65,11918193.58,28948653.44,18228379.46,883565.46,8113502.01,2322297.47,7406555.18,14873072.27,8107926.97,2754206.36
6/26/2023,386431704.1,355814738.1,627752171,59283443.46,43668094.82,47392023.35,26344117.4,19232532.13,3365293.69,6263556.83,11786318.55,28452019.17,18258663.21,887417.32,8220368.96,2322327.02,7352576.94,14776227.57,8030499.61,2766810.48
6/27/2023,379484354.6,357481806.4,629070265.8,56507696.81,43905166.36,53095412.9,26688035.97,19289765.34,3184110.08,6047635.24,11774389.78,29327353.6,18253848.09,1359868.71,8356655.17,2326841.69,7476142.13,14711026.47,8072993.71,2684764.41
6/28/2023,380225901.4,354416687.1,616188087.5,57651799.7,43779920.11,52046563.42,25896557.35,18776480.39,3135172.13,5725460.09,11457264.42,28582567.48,18154084.68,1364926.63,8158827.54,2321978.03,7233701.88,14650393.2,7904649.41,2696424.84
6/29/2023,381306613.3,353089879.1,595773963.4,58493988.19,43908190.57,52076191.07,26267810.42,18679531.04,3149274.49,5967180.76,11594552.29,28557047.66,18164509.77,1345933.69,8269016.56,2319140.14,7254400.54,14374248.94,8024749.01,2720751.75
6/30/2023,399810852.6,350064307,599161401.3,58857060.08,43530616.23,53965391.59,23472497.09,18769462.97,3134927.75,6123874.83,12136248.07,28962925.36,18163497.23,1373157.46,8331941.58,2325770.47,7350211.4,14415419.41,8124784.01,2754444.36
7/1/2023,415354047.4,350528249.2,601577265.2,59081439.29,43576309.84,54042605.17,23369354.87,18862697.24,3141657.01,6333279.14,12065145.6,28879768.28,18176090.06,1390641.61,8301484.42,2332703.01,7354299.53,14327307.74,8184385.38,2649222.87
7/2/2023,411180525.7,351026442.6,604079239,58965530.44,43560024.23,54835115.13,23789673.84,18740995.61,3216616.77,6278280.81,12141891.72,28894376.59,18172035.99,1416386.62,8238751.87,2332759.82,7370301.09,14361896.57,8324153.8,2707388.54
7/3/2023,419868013.3,351613786.9,609540616.7,59257291.95,43355657.88,55940592.69,23881843.93,18667859.08,3341791.38,6285068.33,12253060.37,29108141.44,18470179.74,1419521.25,8679124.58,2328879.35,7347859.33,14247275.79,8425807.76,2736444.16
7/4/2023,401677585.4,352290141.1,606773817.4,59394298.05,43273749.35,58367855.53,23547408.38,18828845.11,3405559.49,6124264.49,11965911.18,28847021.66,18782666.95,1631979.36,8575535.13,2332727.51,7299671.83,14208479.59,8363497.17,2794755.67
7/5/2023,393585569.9,355966277.1,600898974.6,58791851.64,43323893.52,58732921.67,23370017.91,18752337.47,3359633.87,6224907.07,11828102.56,28351743.09,19022195.19,1713347.38,8467766.44,2320639.51,7240435.1,13189602.86,8186676.44,2790294.8
7/6/2023,382409117.7,355788967.4,592093981.7,59913029.31,43299798.41,57953689.04,22553378.92,18687107.13,3311922.04,6303713.82,11429284.15,26586229.07,19044813.43,1735376.68,7784991.35,2335678,7097717.57,12346707.79,7313195.54,2823658.93
7/7/2023,378126723.1,354371231.1,594610425.1,59761999.2,43247203.87,59202001.76,22343030.97,18743335.13,3243757.14,6449249.47,11173862.16,26792438.55,18739341.72,1930775.52,7765038.85,2336663.11,7063126.95,12423166.04,5904285.52,2877222.76
7/8/2023,387116496.7,353978962.2,594092980.5,59762917.74,43281526.04,59378458.1,22329734.51,18752361.28,3268007.8,6667481.5,11141171.07,26647056.02,18740928.99,2374414.26,7704965.85,2338763.57,6948617.18,12464488.12,5534424.91,2907221.67
7/9/2023,387694936.8,349670177.8,594352469.7,59605145.7,43275695.1,58861825.78,22287894.11,18744603.92,3275174.96,6822637.01,11136406.91,26559983.47,18739898.11,2610333.66,7731170.8,2337435.48,6950477.55,5386613.46,5122357.7,2933085.4
7/10/2023,372643694.3,350299898.7,596264657.3,59316620.43,43422671.92,59557752.38,22545837.32,18849610.61,3215663.86,6976658.46,11216880.99,26749249.27,18822421.91,2610741.95,7694291,2348558.74,7003549.39,5371157.28,5216365.54,2964105.89
7/11/2023,374805918.4,349876915.8,595887888.5,58906562.56,43430951.21,59432332.21,22780045.08,18838624.85,3207130.69,7198766.54,11324467.87,27319800.27,18857972.3,2609733.56,7679522.56,2340974.73,7091095.27,5040186.87,5061328.14,3247062.32
7/12/2023,377309131,350728004.1,592582673.9,58882771.56,43264577.03,59658695.66,22976608.31,18832841.96,3199781.75,7095204.08,11242898.78,27523735.32,18772689.22,2608967.37,7667009.91,2345166.79,7035820.04,7305284.43,4666355.6,3498708.05
7/13/2023,374171540.6,355511943.2,604067957.1,58773026.92,43533453.12,60914713.77,22891428.46,18653153.55,3166745.1,7200525.59,12026901.21,28127066.26,18750727.76,2592972.52,7947122.85,2320339.94,7160227.19,7190180.31,4889166.55,3582593.47
7/14/2023,409550564.2,360206097.5,590033305,58819907.06,43182252.2,60431381.09,22902192.79,18678041.39,3280006.38,7054294.13,11752306.78,27402927.9,18829609.22,2753195.36,7680019.47,2320574.16,7132042.77,7048930.09,4253028.44,3817145.06
7/15/2023,465445973.5,357473190.8,588835267.8,58640900.84,44083267.23,60430109.14,23110098.98,18650871.56,3185418.78,7051097.95,11689850.67,27227080.37,18824521.16,2457644.97,7699166.24,2365259.07,7149834.21,7002836.61,4313522.72,3842916.64
7/16/2023,507823894.3,359747378.9,587022189.1,58541312.29,44000454.09,60561861.39,22550067.26,18723843.77,3235351.37,7050200.95,11637547.98,26812691.24,18765465.07,2719244.6,7659593.39,2365141.48,7171282.8,6305872.79,4203661.79,3902723.49
7/17/2023,482683662,359496202.9,585500387.5,60628498.49,44009924.93,60741556.1,22361953.94,18769805.71,3195641.35,7359682.71,11647414.25,26976235.71,18787265.56,2728248.35,7737942.57,2364816.58,7163737.86,6325787.58,4248254.18,3957172.28
7/18/2023,474753305.6,357611827.4,581554316.2,61068570.69,44048238.56,60660922.65,22325615.95,18836888.69,3196514.5,7458974.12,11476857.36,26474357.49,18787265.56,2775519.42,7613650.92,2352870.38,7117918,6220660.87,4104607.25,4018701.96
7/19/2023,476328254.4,356299141.9,580631280.2,61097848.4,44057602.84,60813632.96,22382504.38,18758140.86,3137689.33,7422471.97,11442748.88,26356806.81,18898104.08,3197517.31,7623757.3,2357096.83,6683938.67,6219840.09,4108460.92,4053993.09
7/20/2023,487695100.2,357938098.8,581766495,61060354.54,44154973.43,61681873.79,22482755.58,18674877.85,3169972.79,7465826.49,11470351.99,25887816.1,18848305.87,3498033.81,7724050.02,2353761.73,6946472.37,6196218.63,4195771.72,4065691.68
7/21/2023,515481512.4,356222872.9,584710068.8,61018243.29,44195470.87,61840394.58,22194946.46,18612313.05,3170531.44,7553942.46,11062434.43,25740928.68,18864575.6,4140520.4,7719789.32,2353004.29,6770561.39,6323505.73,4211133.05,4073883.81
7/22/2023,536092163.5,355645835.5,581311131.4,61006103.68,44121130.84,61559010.5,22523043.89,18791114.18,3141793.17,7504213.99,10885993.8,25476229.03,18285780.62,4289090.27,7632161.22,2386406.87,6800359.94,6337414.9,4165590.16,4126241.67
7/23/2023,540615715.6,352983153.9,585294339.7,60911478.29,44261042.67,62000267.08,22498512.46,18590246.9,3017209.14,7738433.5,11006374.42,25641308.99,18302672.12,4437226.92,7712247.26,2382463.72,6920966.79,6436184.81,4186768.58,4170171.05
7/24/2023,520710473,345574688.9,572854760.7,60015188.31,44443358.63,61242656.7,22448928.16,18351500.76,2961607.74,7787363.81,10829022.74,24934421.45,17931169.08,4764281.06,7458881.26,2382348.1,6886603.94,6324339.19,4103529.35,4208832.87
7/25/2023,502129063.7,345228857.8,575842543.5,59948981.02,43982752.42,61349888.33,22409541.04,18325557.4,2947296.02,7605614.14,10836520.15,24973560.13,17925889.23,4783415.49,7451503.03,2411490.72,7173333.2,6301733.44,4071451.05,4215747.61
7/26/2023,485642523.4,346806357.1,577617335.6,59972556.98,43584382.24,61955784.92,22735794.83,18153952.19,2861323.74,7717548.99,10881415.66,25145826.36,17913717.98,4990457.45,7530810.1,2412867,7195012.13,6112650.13,4197934.53,4227389.15
7/27/2023,514754867.5,346778711.4,576549670.8,58908858.92,43580678.27,61770817.23,22967866.35,18279199.96,2918309.06,7794519.91,11182150.1,25007831.84,17656187.79,5017070.43,7501240.08,2416247.92,7183244.42,6082308.65,4207365.26,4237163.58
7/28/2023,534849858.8,345152448.1,579027111.5,58871177.83,43641352.5,61810067.48,22400199.23,18129342.95,2862691.71,7947004.76,11280853.78,25084598.26,17625633.31,5082759.47,7191282.13,2411906.75,7196259.85,5904184.64,4240115.35,4244588.3
7/29/2023,520090006.8,344636198.5,579798266.4,58572181.12,43501441.51,60236251.06,22478315.54,17947527.01,2832469.68,8093788.38,11305803.17,25119359.93,17609466.96,5340868.21,7253719.19,2414045.33,7102372.8,5928849.62,4230281.18,4236670.31
7/30/2023,520301544.7,345289047.6,573979733.6,58176838.67,43445681.66,59982616.58,22640922.18,18051129.96,2821978.07,8119239.95,11204221.17,24849253.47,16347590.82,5355085.88,6132894.49,2414718.34,7079631.87,5844318.81,4216341.45,4247723.29
7/31/2023,512527109.3,346020518.8,568939295.3,58465760.21,43415052.66,58407747.64,22454153.55,12681203.72,2793024.21,8055408.18,11174462.05,24949112.87,15968886.77,5286867.07,6068935.86,2417310.81,6989075.91,5517846.23,4197987.73,4255455.6
8/1/2023,476837129.6,345459503.2,567405065.4,58331996.2,43490082.72,58423154.36,22471882.54,12562931.22,2783451.21,8177327.03,11274544.41,24836010.61,15957742.82,5166529.15,6161578.27,2416778.19,7023191.97,5963735.15,4194606.55,4271272.92
8/2/2023,464409823.4,344143275.3,557755107.9,56419766.96,43435783.89,57938741.36,22281014.69,12573154.83,2918121,8150211.38,11132896.06,24603735.53,14942639.63,5214000.95,6097791.22,2414575.91,6836462.54,6221699.94,4163869.41,4229344.98
8/3/2023,461365542.8,340944027.7,556509344.5,56692717.24,43384869.52,57874849.85,22222681.36,12708931.88,2856375.96,8061991.29,11110747.82,23469327.42,14950066.16,5179104.49,6106914,2412332.36,6833067.43,6245959.35,4230252.46,4225930.37
8/4/2023,445471355.8,341400019.1,550017254.8,56597642.41,43261232.58,57679236.86,21574281.82,12699364.56,2781887.99,8361694.97,11004319.18,23455105.66,14908461.31,5104831.82,6043496.94,2412961.52,6818985.71,6271937.55,4234439.53,4406280.28
