Date,dYdX ($),Synthetix ($),GMX ($),Gains Network ($),Level Finance ($),Vertex ($),Perpetual Protocol ($),MUX ($),Hegic ($),ApolloX ($),Cap ($),SynFutures ($),HMX ($),Mummy Finance ($),Holdstation ($),Pendle ($),Pika Protocol ($),Solv Protocol ($),Thales ($),Metavault.Trade ($)
7/31/2023,129119.87,90209.55,43768.1,40327.56,19605.33,11530.08,2258.07,8535.95,467.85,9512.9,581.78,1911.94,311.25,2454.11,1452.98,626.79,836.57,0,639.77,68.8
8/1/2023,239414.31,222180.03,85169.78,77040.98,45939.35,14824.88,2992.91,13582.61,2280.49,9906.17,2750.39,2399.59,477.51,4023.18,1700.78,879.96,1603.69,0.85,1010.93,1274.27
8/2/2023,240737.29,108894.72,65399.72,39974.23,36307.69,14365.43,2705.85,15263.58,12341.51,10455.88,1007.89,2243.65,352.55,2299.08,1016.45,948.85,903.95,4.36,749.07,385.7
8/3/2023,168005.36,98688.37,28158.02,54188.1,22394.19,9958.17,2312.64,7102.46,2790.15,8758.54,405.46,1412.34,451.26,1583.42,1305.31,1092.31,511.52,0.01,654.51,162.76
8/4/2023,136171.63,55227.22,35798.69,36038.51,33754,12499.24,2266.44,8535.48,13168.66,8499.15,537.76,1288.77,582.15,1288.34,1034.32,951.33,710.62,0,1063.02,485.11
8/5/2023,57334.42,37726.34,10748.88,9004.12,10270.74,6854.22,2270.24,2875.87,552.15,5531.65,179.53,983.63,258.52,174.35,1240.26,352.94,245.06,0.23,314.74,44.69
8/6/2023,71009.98,132497.32,9738.07,26636.89,17034.05,8133.85,2265.28,4069.14,1160.1,7459.47,314.22,1124.24,207.86,235.11,1689.86,1024.44,158.06,0,362.15,226.51
8/7/2023,180032.56,131052.94,71412.94,31174.92,39609.3,13171.4,2213.65,26409.43,15248.25,9987.1,1475.3,2405.04,635,1319.17,1572.96,622.88,632.68,0,356.01,478.81
8/8/2023,164280.54,140069.22,51090.85,27360.97,34158.42,13542.8,2655.45,16010.6,3841.06,10157.57,1232.7,2408.3,599.31,1131.28,4263.04,641.44,987.62,0,582.5,362.61
8/9/2023,123932.46,61661.27,28340.55,19594.92,20142.16,14742.22,2160.44,8189.3,222.03,9384.87,714.48,1675.14,518.85,2382.3,1382.23,594.53,771.42,0.01,376.59,96.91
8/10/2023,104562.63,27601.98,27827.2,26890.02,2303.85,14888.03,2233.31,3964.28,259.7,10960.72,495.97,1263.26,2136.66,1263.73,1067.96,620.92,616.26,30.3,586.15,31.06
8/11/2023,74644.24,41916.85,22651.79,11285.7,21918.57,13901.5,2469.05,4213.97,1035.49,10225.01,887.06,1006.42,4828.35,790.16,2107.72,688.1,449.83,0,1098.61,73.2
8/12/2023,41069.16,19032.23,7213.06,6421.73,6691.92,9488.96,2329.33,2821.35,393.42,7412.34,1960.01,991.77,2906.62,285.26,909.18,622.73,465.88,0.9,403.5,42
8/13/2023,55473.24,24138.45,26006.34,9038.08,17923.13,12036.04,2423.42,3472,3219.75,8230.16,590.65,1518.04,4079.88,370.98,1084.53,414.27,366.97,0,627.91,68.91
8/14/2023,122336.61,107650.02,21273.01,25098.02,19766.29,17544.73,1571.14,6196.64,4269.23,9668.07,398.19,2402.46,8338.52,1264.15,1240.37,834.85,809.69,1.17,401.92,35.44
8/15/2023,142542.19,265271.18,45902.06,15445.8,11736.44,46160.16,2086.01,5130.87,22060.79,8236.4,434.61,2308.33,11904.99,1620.16,1430.61,644.51,536.95,0,732.63,677.19
8/16/2023,155419.58,168523.88,113519.48,27152.91,16124.08,63556.99,2861.41,13041.16,10766.6,11860.51,1247.37,2404.93,18680.91,2180.89,1521.09,714.76,790.53,0,1271.72,935.09
8/17/2023,406163.81,873757.85,408579.84,49422.2,200037.86,54341.92,4678.62,33127.87,21068.35,16627.45,4962.31,2509.4,12261.4,8061.6,4596.35,1277.37,1971.44,0.06,557.9,4967.51
8/18/2023,224650.63,73241.52,61606.79,30123.21,59337.61,25799.19,3453.25,31215.09,219.87,10871.35,1584.81,1423.74,9680.74,5383.64,1871.54,847.53,1701.16,7.53,1324.75,1837.96
8/19/2023,87718.57,40327.75,28924.28,14659.97,8225.02,8757.07,1890.61,22376.86,17256.91,9406.75,779.8,999.03,3631.87,2236.68,673.53,1978.23,983.39,0,844.81,272.8
8/20/2023,78078.45,15139.47,13480.48,4986.32,8724.88,6842.01,1590.71,2254.99,2132.58,8838.97,191.52,983.16,6840.33,683.31,1334.96,238.33,774.31,0,329.28,46.83
8/21/2023,108820.65,127887.53,19532.37,9953.96,15503.81,14005.32,2074.57,12430.84,1119.34,7168.49,601.69,1647.45,7103.14,2090.77,865.78,677.56,1038.1,0,428.95,427.82
8/22/2023,170078.8,196709.94,57664.54,15739.38,30882.4,15238.59,3303.45,14944.07,11747.75,7646.83,461.3,2228.76,10087.64,4501.76,1099.44,1801.39,926.36,0,1904.49,1204.22
8/23/2023,162446.31,70949.45,47053.78,18499.26,13908.12,16847.22,2991.72,21084.41,6879.04,10898.83,693.1,2300.19,10793.56,3437.36,1718.12,1600.68,1116.33,0,884.48,677.95
8/24/2023,118107.74,114007.66,24382.13,11772.77,2361.76,12489.5,2085.81,13694.36,1393.92,9691.3,792.83,1439.44,6542.07,1091.67,890.71,1315.28,1024.93,0,743.54,428.64
8/25/2023,113217.5,51844.74,40600.24,18302.42,7676.27,14962.1,2295.23,9597.6,4353.51,11698.45,550.25,1516.66,11792.54,1768.51,801.69,660.86,1267.72,17.96,1298.5,418.62
8/26/2023,30102.6,70555.54,9692.42,4992.16,2968.02,8551.92,2092.08,6199.74,8705.39,6364.41,340.06,984.42,1270.31,668.35,870.88,453.16,337.84,19.9,1119.04,10.03
8/27/2023,42630.1,24552.05,10067.59,6562.55,9463.63,9795.77,2129.98,4312.83,4312.22,8754.63,807.05,1525.48,5850.57,311.54,763.87,956.9,611.22,0,1008.62,813.91
8/28/2023,103524.21,114147.33,25477.98,10590.93,8530.66,11366.09,3047.13,13082.45,5410.18,9107.65,596.82,2403.59,7140.46,1515.87,847.74,739.12,958.08,0,1909.54,484.19
8/29/2023,273592.4,201539.77,111650.13,59087.25,73879.06,30533.41,5458.12,23165.49,14969.95,11822.5,3292.04,2420.66,16215.21,6593.99,1523.48,1427.51,1868.68,0,1550.58,4093.7
8/30/2023,146527.3,172697.88,31091.99,26491.1,7730.11,10964.98,2704.86,6686.71,1086.56,9634.31,1426.76,1063.11,6474.96,1647.92,881.85,1163.64,1560.84,0,1689.59,236.34
8/31/2023,216401.94,147273.62,66889.99,32523.84,20061.99,17250.44,3805.49,13639.29,5519.73,8901.04,4264,1615.11,7804.74,1083.23,1311.87,1064.85,1549.28,0,1313.76,583.45
9/1/2023,143313.87,44820.86,71170.11,28722.12,15686.99,16483.61,2658.99,7006.34,5174.2,10683.68,1527.29,1197.22,6466.6,463.47,1398.71,550.84,875.83,0,1501.77,126.56
9/2/2023,47890,11160.65,28300.06,4404.14,298.96,7902.16,2525.23,3420.53,442.92,7858.79,242.43,975.54,3615.77,78.71,1001.79,252.81,145.89,0,1798.24,46.72
9/3/2023,49781.7,13688.01,6442.06,5971.53,3626.23,9542.34,2781.39,2091.37,21848.53,8437.37,84.74,1058.08,4623.28,88.56,787.8,258.24,479.97,0,997.22,26.13
9/4/2023,73746.74,164601.58,14256.53,5760.23,5371.44,13631.68,2626.21,3790.63,738.47,10271.89,354.49,1511.06,7441.11,723.71,538.55,480.58,407.26,0,1239.47,164.8
9/5/2023,102701.81,86912.87,23933.56,15419.48,4095.91,13925.24,3146.96,3060.79,1833.25,9250.15,2230.26,1760.39,5532.6,275.53,593.81,361.67,766.49,0,1197.38,555.98
9/6/2023,138873.94,35755.02,18800.03,17265.97,19662.73,17109.84,3658.29,6794.22,26722.4,11824.47,1579.21,2181.63,10328.71,1122.57,1512.02,954.16,1497.31,0,1300.7,686.95
9/7/2023,130995.74,28328.42,18367.97,19827.33,3905.45,18381.42,3275.53,5286.73,3914.97,13523.41,3140.03,1783.38,7075.14,644.39,1346.58,1155.25,739.18,0,1565.43,324.27
9/8/2023,98622.56,18141.62,13644.23,9236.9,2837.58,28606.25,2619.41,3389.7,2050.28,7904.55,1428.32,1791.37,7816.82,177.58,1385.5,606.08,414.39,0,1428.58,324.47
9/9/2023,31584.51,15920.52,4229.52,8279.76,1905.34,8555.76,2553.34,759.39,222.01,4041.61,172.67,974.36,1628.77,84.92,301.69,561.81,237.43,0,666.88,4.98
9/10/2023,109378.83,39983.51,29231.49,14935.56,9004.46,20170.17,3326.16,5443.41,2138.5,6110.02,854.55,2401.85,6769.1,520.16,604.84,513.05,485.52,0,1267.77,455.41
9/11/2023,193207.33,52927.52,110331.96,24249.91,27628.53,39722.71,4657.07,9771.84,1790.67,11479.91,1892.87,2416.35,10699.58,1471.32,1473.2,880.74,639.78,0,1033.38,850.28
9/12/2023,250356.54,41030.54,33272.08,20431.07,21664.58,40489.46,5120.55,5293.39,4867.33,11425.77,603.01,2419.14,8916.12,3419.84,1478.42,447.1,532.3,12.55,1284.3,942.6
9/13/2023,203238.53,42415.89,20524.67,22353.25,17162.46,41669.7,4272.61,1870.06,9857.12,6851.13,545.57,1541.28,6707.8,1619.91,1005.36,168.09,414.26,0,821.32,590.7
9/14/2023,226579.68,38013.65,26563.73,16688.98,8024.42,16504.26,3857.57,7126.92,15583.17,7372.45,674.88,1691.67,9181.89,1345.07,814.21,804.66,616.89,0,1136.74,157.79
9/15/2023,137168.75,43998.13,17153.77,20873.75,2981.96,12966,2944.65,6873.38,8074.55,10296.99,810.47,1088.19,5893.53,899.85,555.77,401.2,721.92,0,2272.48,230.85
9/16/2023,79135.03,20298.6,7757.71,6429.66,1772.46,10139.96,2084.27,3331.27,19580.1,6264.05,51.25,993.29,9493.63,326.62,274.36,269.23,997.93,0,1273.93,109.47
9/17/2023,78925.52,19175.3,12929.67,4639.36,3363.27,10145.01,2693.54,4414.64,7752.55,6136.96,55.57,1004.28,3280.97,768.37,291.97,103.55,469.46,0,1847.51,50.84
9/18/2023,263801.4,41416.09,32260.8,20991.05,9155.83,18880.56,4530.96,17049.67,9771.49,11117.54,387.3,2424.51,5402.99,1750,986.48,386.03,1183.57,0,1082.22,158.01
9/19/2023,208293.22,30696.55,40055.5,14669.6,4881.57,12941.95,3561.67,17195.4,27169.54,8660.61,962.49,2106.35,7939.17,1003.43,690.89,737.02,641.87,0,1356.13,274.97
9/20/2023,197648.09,26516.57,28590.8,24636.97,6012.66,21277.41,3520.71,28667.04,5135.54,8562.46,770.21,1870.2,4624.74,1832.46,1078.28,210.61,635.14,0,1425.32,339.9
9/21/2023,181388.36,43438.52,22161.18,13754.31,3710.27,12424.13,3143.12,11407.82,36692.9,12481.49,340.22,1726.42,4354.83,1134.96,1142.47,1019.66,886.89,0,2348.09,235.04
9/22/2023,117527.52,32478.59,18924.1,15794.48,3324.65,8155.73,2358.2,6840.72,1503.46,10001.84,172.64,1038.23,3542.76,583.6,837.24,838.72,741.38,0,2000.19,422.57
9/23/2023,63020.19,12127.32,7533.2,5009.76,3647.81,5754.05,1968.06,390.17,6442.73,5278.51,48.05,982.91,1593.17,665.84,457.47,364.68,301.2,0,1662.08,212.45
9/24/2023,89630.92,13169.24,8340.54,5315.03,9542.09,7417.9,2851.05,4964.92,140.34,6986.38,192.65,1508.59,1600.94,728.7,651.91,302.02,419.75,0,1888.99,384.72
9/25/2023,162861.38,22370.84,24984.87,5554.72,2495.37,12095.91,2556.15,4744.51,212.13,10482.97,1118,2404.85,6393.91,1281.78,556.21,146.22,461.23,0,951.43,402.28
9/26/2023,115896.55,25514,11629.44,12500.71,3019.56,9257.39,2381.01,7516.69,3288.84,8231.78,161.4,1733.62,7254.9,543.43,1233.5,263.58,272.12,0,599.04,637.18
9/27/2023,185679.54,29994.79,19688.7,12713.49,8224.84,13004.25,3315.59,12280.45,1926.42,17489.9,135.44,2401.62,8466.48,998.45,1942.59,640.11,711.59,1.73,1290.15,231.06
9/28/2023,264303.37,59234.57,34706.95,37243.32,4968.01,15291.87,4970.38,16378,12454.18,12950.32,1265.92,2415.92,8336.28,1252.57,1611.46,463.75,895.06,0.2,1668.02,93.32
9/29/2023,192508.46,79485.08,21463.03,19785.71,9612.2,11361.89,3231.78,5322.14,345,9685.77,420.54,1731.04,4554.83,1408.92,956.93,318.97,1455,0,1655.38,662.89
9/30/2023,94880.97,36595.9,17628.24,7154.75,2849.62,8897.84,2381.36,1305.78,1106.67,9472.5,631.55,1002.98,1801.11,1065.84,638.4,273.16,357.2,0,1873.09,382.56
10/1/2023,180561.15,45939.12,45168.14,11305.32,25681.12,18161.67,3925.99,9791.3,41336.49,8753.66,738.29,2130.22,3881.96,3097.3,722.99,345.92,798.71,0,2300.01,836.5
10/2/2023,383106.09,65150.56,84569.33,23270.88,36613.18,23605.38,5245.54,20433.35,20873.98,9404.42,994.34,2398.48,9874.68,3405.26,1018.41,901.79,1562.37,0,1274.62,536.94
10/3/2023,192996.38,31704.38,19179.19,22053.99,939.94,16654.29,2920.28,16651.82,2845.22,11742.29,2126.56,1739.24,7506.16,1409.58,462.11,495.8,949.64,0,1254.53,271.61
10/4/2023,199588.14,53686.03,26474.76,23796.17,15497.51,17169.39,3510.47,24504.69,6007.45,8757.47,1629.81,2077.81,7569.27,1884.95,1474.44,361.3,474.51,0,1390.86,390.36
10/5/2023,227291.78,41878.38,26665.54,23549.94,6288.23,15829.25,3139.95,8587.14,14228.31,10380.85,1146.25,1610.22,5717.19,1068.34,524.71,836.4,404.71,0,1682.02,258.38
10/6/2023,225676.06,55858.53,26918.5,20445.7,8323.68,17460.29,3046.8,9226.45,970.49,8060.91,1278.85,1664.89,5716.42,1512.49,735.25,1408.85,1430.65,0,1273.82,402.92
10/7/2023,81612.94,21912.54,13501.51,10177.82,586.86,13369.25,1118.32,2902.23,1888.23,4948.28,280.77,987.59,1797.73,364.77,539.86,546.78,526,0,1405.35,27.76
10/8/2023,98236.35,27616.23,15894.92,25995.81,3104.91,11465.18,1395.92,7067.72,1872.98,6929.13,199.86,1085.86,3380.39,669.36,323.79,481.57,344.88,0,1508.14,45.2
10/9/2023,205732.78,80563.44,39863.5,21234.68,10310.02,27050.9,2548.11,10692.81,9846.14,6939.65,1561.84,2145.26,5496.89,4703.64,862.2,367.43,692.36,0,1480.42,669.81
10/10/2023,161631.97,30514.27,27378.59,24464.85,2717.94,17592.87,1856.23,5318.73,892.61,6911.96,1321.26,1518.65,3095.51,183.88,869.33,294.37,417.06,0,1306.56,1617.79
10/11/2023,206670.82,72450.32,52867.29,11307.96,10257.45,34193.22,2045.57,8443.7,10883.78,8760.13,3179.99,1822.55,4361.89,821.37,714.61,581.45,651.17,0,1236.36,287.2
10/12/2023,133278.52,45842.24,37878.06,21319.29,11849.19,12221.61,1370.33,5007.63,9029.32,7989.22,816.07,1399.51,2977.28,459.77,983.21,1439.72,1225.44,0,1270.08,929.52
10/13/2023,147191.88,41866.04,20723.27,15331.47,5091.7,12712.49,1419.81,6756.07,9026.88,9106.4,555.85,1229.51,3988.92,481.91,1044.5,561.75,350.58,0,955.14,965.75
10/14/2023,54428.18,9703.13,5859.16,7991.92,479.04,4348.97,522.59,2128.23,12107.46,5011.26,41.33,1030.16,2437.74,105.95,1161.28,551.51,309.17,0,1114.83,286.21
10/15/2023,90531.94,9930.85,10805.73,25404.91,4379.12,6470.47,801.66,7816.76,6895.79,6206.11,138.54,1374.93,3021.44,118.71,426.3,372.77,192.48,0,2133.49,138.81
10/16/2023,351802.77,156051.34,112762.63,33837.84,82296.45,40695.05,3259.3,18534.58,33666.75,13834.53,1457.28,1781.26,6009.71,3216.44,1644.74,541.96,851.28,0,1623.71,2323.86
10/17/2023,156894.94,24822.2,27693.44,22837.78,6276.74,11319.08,1563.14,3634.96,1680.02,7276.18,388.72,915.55,9066.77,960.12,1509.15,1193.7,2256.42,0,1129.19,430.48
10/18/2023,133658.62,40386.81,50532.23,42499.54,10302.27,10447.44,1560.79,26224.29,7681.65,6397.02,2085,1019.99,5080.59,656.33,1125.87,654.19,627.75,0,807.72,223.83
10/19/2023,178261.49,111480.45,21815.97,28759.45,4564,11896.62,1562.66,15116.44,10277.76,7835.9,1577.87,1837.41,8944.8,609.54,1124.54,1474.03,887.41,0,1056.34,117.54
10/20/2023,247889.93,73908.35,106374.08,37628.39,9310.48,15202.46,2647.38,11333.87,6058.7,12479.53,799.72,2488.27,7430.32,1190.26,2770.3,491.42,687.73,0,1249.38,354.76
10/21/2023,168150.76,119281.69,44843.86,27110.96,3350.71,13399.15,2052.16,11153.54,14256.61,5892.75,564.07,1591.6,4987.12,1710.49,1208.12,506.66,736.82,6,1809.02,601.4
10/22/2023,157579.44,50144.23,241912.46,33543.96,5983.13,16942.6,2585.93,31697.65,105448.15,8374.08,3328.61,1476.52,7261.97,1996.36,562.1,1399.52,693.07,0,2185.75,172.72
10/23/2023,501222.55,427300.29,220963.6,134646.78,91691.47,42678.42,6709.4,35160.05,24277.12,20762.13,6216.42,2840.32,13299.42,7936.35,2228.77,1386.19,1653.94,20.87,1515.75,790.29
10/24/2023,548914.27,427931.63,194571,130725.94,20668.37,48903.6,4809.6,76755.11,71335.3,12154.3,8348.3,2449.72,27084.68,1989.98,4254.21,889.57,1187.8,0,1570.57,925.56
10/25/2023,318214.84,170257.91,67528.96,56261.29,6943.27,21829.27,1931.61,74840.53,21824.07,8002.9,1413.94,1467.02,15663.11,1027.53,2910.72,874.65,843.11,0,1076.2,44.16
10/26/2023,316398.02,251715.38,93999.51,36926.51,8350.25,22674.49,2799.09,39888.84,61550.02,12211.71,4085.15,1385.76,12081.97,1550.01,3233.16,2044.84,949.63,0,1204.95,148.74
10/27/2023,201399.05,98174.39,55023.14,28960.7,15943.93,16636.42,1623.83,20830.34,507.54,7933.65,1622.5,1249.19,13390.68,2378.89,2546.85,667.47,770.82,0.23,1111.01,393.19
10/28/2023,113524.15,56136.34,25444.3,7791.67,78.26,16532.51,707.74,6290.68,422.15,6338.92,1796.47,1275.53,7596.83,550.07,2220.19,989.12,467.79,0.73,825.33,363.96
10/29/2023,121586.98,28666.06,29644.78,18568.41,2003.79,20981.18,897.38,12455.1,3210.59,8934.72,1248.89,1426.89,6846.06,192.08,2074.11,347.57,2148.46,2.96,2506.98,267.39
10/30/2023,208797.57,30177.51,46117.7,21563.38,1219.05,22758.15,1653.83,36429.86,854.11,13259.01,2406.47,2276.46,7982,1856.35,3878.43,289.49,600.28,0.65,1128.03,1134.94
10/31/2023,229725.3,253788.39,62772.76,33156.17,1451.04,30064.46,1722.36,67400.08,1871.66,11019.56,1300.05,2330.48,7702.35,977.62,3202.52,233.63,580.52,0.44,1926.53,295.24
11/1/2023,387113,189470.47,125500.9,45123.93,1672.1,50085.63,2841.79,28810.86,2322.18,17091.67,2305.94,2299.77,14644.01,869.04,2082.58,845.37,1397.91,0,2491.17,926.31
11/2/2023,343926.04,110487.99,79592.19,35380.14,1550.27,59359.85,1953.15,25857.88,5841.62,11754.01,1277.86,1799.02,12173.3,787.38,2197.08,1339.25,871.54,0,1417.49,355.26
11/3/2023,276043.11,58597.84,61960.21,16903.53,1896.31,45451.88,1625.41,12755.21,5473.4,8151.1,1066.08,1330.93,6497.65,584.73,1864.87,267.77,869.66,0,1743.3,321.59
11/4/2023,119464.89,21601.78,23263.9,15563.01,2463.75,53602.87,954.67,8449.77,9348.18,6520.02,974.16,1157.02,4675.1,262.19,1316.94,824.92,790.43,0,1934.51,73.52
11/5/2023,231180.44,52169.87,198698.96,30820.66,2185.33,50250.51,2178.72,14907.42,1504.11,7827.08,1669.86,1437.81,7374.35,739.41,1521.16,661.3,1017.33,0,2760.9,544.25
11/6/2023,242044.25,92544.24,38948.26,27747.62,2581.27,99266.42,1450.15,16728.81,23886.21,8706.79,1148.55,1308.8,12007.99,405.93,2652.9,1021.82,848.42,0,1916.54,44.96
11/7/2023,327659.05,121760.18,77872.19,32684.97,2490.24,88615.74,1642.06,50987.37,7235.9,18369.71,2343.45,1507.44,13042.79,359.41,2164.36,355.82,1153.01,0,1058.36,408.72
11/8/2023,265165.67,60063.61,88359.22,26094.62,6054.77,52981.7,1152.88,24615.6,38511.3,12555.1,4046.3,1454.38,6691.98,553.67,2712.21,794.54,697.98,0,1729.12,193.02
11/9/2023,690155.7,257643.85,424610.26,69797.4,2297.17,40093.5,4250.76,69840.15,98486.08,18485.9,8062.07,2269.84,11372.97,9984.2,4377.25,1512.85,2335.89,1.24,2719.42,2525.6
11/10/2023,378504.17,200944.14,1288798.76,33189.58,2835.94,35236.08,1179.13,32373.37,20170.11,9675.74,2727.62,1444.01,6433.66,2484.67,3283.35,720.3,1089.51,0,1969.19,359.02
11/11/2023,325047.83,134135.48,58228.44,32475.34,1115.75,40184.79,1659.71,24880.23,7265.85,8627.24,3548.67,1501.06,8860.67,1470.4,1388.71,1110.58,1438.9,0,1689.86,494.47
11/12/2023,252532.22,57524.93,68852.13,24706.54,1086.32,36646.82,1244.12,53351.74,33417.42,10311.88,3983.85,2016.7,5441.82,691.55,1277.17,1191.35,1283.91,0,2971.5,516.19
11/13/2023,411314.79,160960.31,69142.63,41527.01,1409.22,45737.76,2715.26,28471.56,2836.6,15351.23,3143.79,2719.88,8969.14,1307.91,1847.07,293.61,2595.28,0,1626.57,2308.76
11/14/2023,464853.76,126926.2,107015.02,58002.34,1849.15,92103.85,2805.82,62288.23,2582.16,19946.1,4209.41,2458.97,7765.27,3188.62,1780,759.53,1797.73,0,2135.02,2022.51
11/15/2023,353348.36,138512.91,94943.72,45040.09,1401.63,81080.44,2139.34,47952.03,3625.81,21541.15,2175.46,1840.24,6009.87,2949.13,2387.33,757.89,1327.77,0,3387.36,1447.28
11/16/2023,441964.61,183057.74,170680.33,42229.56,1886.3,61985.9,3156.15,48942.9,25038.64,18910.7,1736.04,499.23,6099.75,4910.49,2926.91,603.8,2423.61,18.88,1846.93,812.85
11/17/2023,349995.94,150622.64,86652.17,36416.05,1462.57,53411.12,2436.16,107854.41,1186.38,11444.84,1089.66,1297.8,5410.4,4749.28,3498.01,382.85,2974.93,0,1975.7,1080.32
11/18/2023,183923.24,102455.44,26511.77,17023.43,570.15,39859.33,955.12,7698.2,5914.53,6508.09,492.52,1237.45,2537.11,1349.86,1463.26,771.92,471.36,0,1386.52,98.15
11/19/2023,181618.45,83279.23,33809.21,26563.26,604.63,33258.47,1128.14,10060.15,4253.28,9920.15,627.79,1306.27,2478.31,1255.78,1535.66,707.5,522.89,0,2428.74,173.05
11/20/2023,270955.26,101098.34,62976.36,40226.92,3260.79,70543.39,2260.54,9453.26,1.1,14807.86,1604.99,1927.61,4656.31,3278.66,3169.25,712.92,515.64,0,2177.75,1102.57
11/21/2023,412036.42,306878.42,88562.71,61805.96,9351.76,97552.1,2911.26,22880.24,13525.61,21307.12,4800.97,2513.02,6859.75,2920.92,4165.18,634.85,849.6,0.11,1561.81,1504.69
11/22/2023,350114.44,93199.31,78091.88,22949.48,5589.42,97173.94,2057.17,29092.05,43210.44,17435.9,1637.62,1787.69,3798.34,1719.44,3547.41,576.01,596.46,0.02,2281.54,496.84
11/23/2023,155294.05,50036.28,25305.79,13191.72,3245.79,49152.91,1281.55,43384.96,1828.66,5233.58,958.79,1491.01,4237.63,859.11,2224.13,1018.42,467.32,0.08,1456.3,25.32
11/24/2023,233078.42,62323.2,45150.36,24217.21,2825.67,75092.49,1984.39,22144.86,1804.08,9949.16,4993.16,2291.2,2785.62,1577.98,3343.61,1214.42,822.71,51.26,2040.05,244.54
11/25/2023,79918.72,42540.53,33971.77,10268.57,6557.68,119476.44,593.29,3654.39,2642.48,5197.1,421.71,1424.58,2243.9,466.47,2349.44,822.16,303.43,1.48,1802.75,5.92
11/26/2023,131077.03,36020.13,41372.92,12377.86,1968.32,207213.11,1424.1,7588.85,688.49,6599.02,1499.98,2261.07,3438.96,1441.92,3208.98,843.99,321.15,0,2324.27,169.89
11/27/2023,197059.47,67595.93,54733.67,16500.23,2572.15,331963.62,1623.63,18464.24,967.93,10706.9,621.24,2389.73,4417.65,1507.9,2175.1,395.67,438.04,0,2034.18,17.9
11/28/2023,227000.28,60271.57,53920.54,14504.96,1179.36,83590.25,1317.46,10270.79,3149.37,13276.12,939.05,2429.86,5145.67,554.82,2719.39,398.69,625.77,0,1872.98,31.86
11/29/2023,201129.34,46304.42,49162.07,18866.7,1834.73,147627.78,1074.76,24968.73,14085.14,16426.23,792.78,2200.53,4098.57,802.42,3913.94,1280.7,630.45,0,1104.43,84.29
11/30/2023,148852.69,41770.81,60407.19,15157.72,866.42,92714.92,860.98,24237.78,1196.73,9336.92,3226.55,1998.9,2750.38,368.54,5015.38,568.42,353.01,0,1333.92,154.38
12/1/2023,201256.32,135680.76,101602.03,20151,959.26,104145.24,1347.96,64390.88,2980.34,16335.95,8523.88,2354.32,2469.36,742.99,5454.86,625.52,496.87,0.15,1618.31,150.9
12/2/2023,168213.09,63546.73,68338.94,16742.12,1275.56,67805.03,1668.66,11150.98,7948.07,13029.43,664.42,2215,4064.49,1360.12,8058.14,936.33,407.72,0,1538.14,817.54
12/3/2023,155523.87,113135.75,61332.71,17385.24,6931.82,76640.91,1226.25,15632.39,38979.57,10515.96,4018.4,1706.25,7657.9,845.23,4679.61,766.18,469.82,0,1616.7,87.74
12/4/2023,390628.47,180027.93,173890.97,54450.33,8296.93,136421.35,2504.34,22534.74,118312.31,19599.05,3866.53,2751.85,8792.81,2585.52,10954.71,1026.24,1038.19,0,1575.2,662.41
12/5/2023,419696.36,129443.5,131305.62,48535.8,1251.19,314562.25,3043.44,20128.36,30542.52,22024.83,1003.45,2430.78,14366,2268.67,26681.63,438.43,1088.88,0,1309.24,1496.7
12/6/2023,297624.23,352471.62,104264.88,31767.86,3934.29,256983.72,2388.7,22634.83,12472.2,11739.26,2025.37,2410.45,7438.81,2029.1,19850.49,744.14,994.48,0,1822.42,275.65
12/7/2023,311897.56,248920.99,128558.73,34125.31,2015.07,119326.54,2493.54,117758.14,3914.35,5654.27,7321.12,2305.25,6347.23,3224.33,10888.67,1798.65,882.5,0,1001.99,947.28
12/8/2023,276833.38,69051,110577.68,38901.02,1432.05,116772.73,1579.53,61664.72,118.39,10487.28,4247.99,2119.23,5121.26,1600.82,15222.66,634.6,953.96,0,1169.5,218.87
12/9/2023,223965.36,176770.73,114940.93,39042.68,1618.4,81880.57,1707.85,24438.1,7078.37,9825.98,2819.91,2075.6,3092.83,2356.79,13486.96,661.29,987.77,0,910.57,491.52
12/10/2023,180549.18,212077.27,50053.86,27996.71,3295.72,56922.71,909.87,64160.35,3529.97,4504.73,1688.3,1323.02,2863.27,1031.4,12687.91,1077.82,772.33,0,2195.62,79.85
12/11/2023,532256.55,314407.5,248726.88,66963.65,3253.84,198052.96,3853.31,148907.04,80610.01,8440.79,3003.71,2422.06,7716.33,7147.12,13168.14,949.59,1965.48,0.31,1788.46,2486.15
12/12/2023,274159.41,85061.4,126326.88,38123.32,2431.88,169677.44,1804.46,20863.34,16029.15,15359.38,890.77,1592.23,4489.52,863.16,13010.25,1711.7,1223.81,0,1391.02,559.06
12/13/2023,310406.57,93911.95,121977.94,31659.72,12405.53,183374.45,2025,69330.38,4705.51,8767.31,2098.05,1774.98,3718.04,993.44,15501.63,609.21,1365.38,0,1321.23,686.46
12/14/2023,291867.24,74129.87,90903.83,28716.15,747.63,89984.3,2346.83,94336.11,1145.49,9025.74,1522.43,1457,6380.42,1556.65,13369.92,913.05,617.33,0,1473.93,508.49
12/15/2023,179853.46,131974.92,54950.01,27479.45,973.08,60781.97,1645.26,24957.77,5492.53,7691.35,453.81,1456.3,5837.84,370.96,9637.23,1580.72,953.36,12.27,1768.86,417.39
