Date,dYdX ($),Synthetix ($),GMX ($),Level Finance ($),Vertex ($),Lyra ($),ApolloX ($),Pendle ($),HMX ($),Perpetual Protocol ($),Kwenta ($),Mummy Finance ($),IPOR Protocol ($),Premia ($),Thales ($),Metavault.Trade ($),MUX ($),Pika Protocol ($),Holdstation ($),Buffer Finance ($)
11/23/2023,17694.28,421615.6,15087.28,6251.89,218557.63,0,7677.99,258667.32,86500.16,0,0,370.05,361.6,0,4096.69,0,2374.11,9.54,,67.92
11/24/2023,208956.08,170124.82,22532.91,569.51,38181.78,0,15213.47,0,20858.5,0.04,6.98,1721.87,1418.41,0.41,844.51,0,893.63,24.67,,1060.54
11/25/2023,11450.14,168452.13,96675.44,66.88,29329.55,0,359213.18,0,21118.11,4.04,0,577.77,1007.6,0,502.28,10.43,82.9,54.41,,91.71
11/26/2023,17617.82,17152.53,112100.8,104.55,71438.44,0,3938.27,0,17607.25,0.47,3.42,271.54,1518.74,17.6,918.44,5.67,248.71,45,,214.64
11/27/2023,31068.41,26554.4,28071.3,155.75,46704.77,129.63,6033.21,0,23901.93,309.39,1.2,3451.58,3693.11,0,2957.35,0.07,2577.37,21.66,,159.49
11/28/2023,53344.65,11631.48,11769.28,162.2,23949.17,55.52,3886.18,0,23763.72,0.25,0,932.72,3277.3,0,886.6,0,432.31,4.91,67400.55,1107.76
11/29/2023,1113020.64,425040.92,605696.01,33527.97,79163.59,0,4911.47,0,21803.79,0,0,667.19,7803.56,0,8447.34,62.11,3898.73,306.3,53149.21,103.52
11/30/2023,2296375.72,175392.59,15397.63,2212.69,138502.92,14.58,19291.97,253280.73,108840.09,0,304.34,1409.01,2747.05,0,4712.6,0,5180.49,12.14,2205.6,320.02
12/1/2023,670742.8,77980.66,16968.17,102.15,95878.51,0,11941.21,0,136622.56,583.24,0,2961.41,3951.35,0,1868.04,0,2938.47,11.47,1030.02,38.23
12/2/2023,140261.47,78459.54,84446.78,442.59,5543.45,0,7902.83,0,93796.41,0,14.59,577.75,3704.17,0,566.29,0,147.6,6.95,1830.6,70.63
12/3/2023,165460.89,375875.76,14573.07,360.6,1965.22,0,4780.1,0,114187.84,22.59,0,900.92,549.16,0,1186.38,18.35,111.02,83.32,681.84,144.49
12/4/2023,1021841.66,47732.29,42958.35,1050.07,30036.91,0,136668.22,0,20486.15,1.16,0,3650.35,4764.09,36.57,1204.27,0,1894.26,16.36,10591.44,169.24
12/5/2023,48560.9,258998.28,18940.87,11531.29,2168.78,0,6323.23,0,16337.23,0,0,1556.22,2752.2,0.01,1974.79,54.11,58.32,4.09,2792.72,77.95
12/6/2023,413297.65,373084.03,767947.98,27048,3858.34,0,12154.77,0,32124.5,0,0,3348,5637.97,88.91,12699.28,4.79,838.59,47.43,3821.7,210.86
12/7/2023,82182.79,238148.79,43483.99,10997.83,2189842.83,0,17253.46,310339.63,98699.45,0,0,2454.54,8543.26,1.36,4419.79,0.55,5767.39,9,1147.75,252.45
12/8/2023,24875.54,64627.3,20226.01,1865.84,1006923.53,0,8039.79,0,28735.87,0,0,1364.37,10722.06,219.72,1759.88,0,654.57,26.67,5678.94,227.73
12/9/2023,79924.83,45369.28,58859.93,69.48,26446.29,0,12566.47,0,10151.66,48.69,0,2184.21,8537.68,208.47,1076.57,2.6,1565.02,11.96,3597.95,411.23
12/10/2023,32191.52,260841.59,7264.12,55.56,6316.02,0,2342.54,0,21098.43,0,0,1498.55,5898.66,54.02,2332.18,2.56,281.85,10.42,1755.8,569.59
12/11/2023,140249.2,308411.57,14168.49,314.43,13719.65,1378.41,5431.7,0,15318.23,0,0,1432.42,3927.18,166.62,3134.85,0,151.66,15.9,365.45,275.97
12/12/2023,28390.1,16179.04,48884.32,215.85,82435.99,0,3498.47,0,24900.63,0,0,1415.86,2062.1,194.72,1869.08,0,1348.12,32.39,3886.35,41.34
12/13/2023,12890.03,566410.66,749281.8,40486.18,35660.64,0,11147.25,0,17813.2,0.44,0,2074.53,2750.06,0,7078.79,0.42,1100.82,24.5,3568.18,580.44
12/14/2023,31061.87,261447.19,8004.68,238.79,597.71,0,10971.54,282164.67,88573.45,2.3,0.9,1651.05,0,3.36,2250.88,0.22,6431.29,4.72,1578.74,190.57
12/15/2023,21382.16,35277.14,5685.32,44.75,131113.98,0,6120.7,0,11011.79,0,0,432.91,0,0,1556.44,2.86,625.86,9.72,326.65,2104.46
12/16/2023,31288.27,32310.91,58210,572.13,11332.11,41.42,4767.03,0,11826.95,0.57,7.83,1472.96,0,0,1932.83,0,4055,1.44,1907.13,22.02
12/17/2023,19865.36,23080.88,16812.07,0,10106.53,11.57,943.07,0,13880.94,0,3.35,1783.3,15977.6,0,1120.79,0,95.75,21.61,1533.52,19.28
12/18/2023,12649.29,25986.58,17945.12,52.2,809081.88,0,1453.72,0,17220.48,440.12,0,2353.3,5956.15,0,1291.84,0,223.97,22.13,418.87,15.62
12/19/2023,205899.02,112476.32,6979.66,0.5,58894.68,0,4447.23,0,21358.05,10.67,0,1185.79,0,0,1517.84,0,2206.08,9.08,2033.35,319.13
12/20/2023,93918.58,118351.51,709105.81,36323.99,1508.4,0,575.84,0,15201.57,0,0,1725.3,3025.58,22.9,7157.52,5.6,543.98,5.9,4109.71,34.27
12/21/2023,25446.76,64648.44,7420.06,4308.35,974.14,17.5,14307.56,263677.04,80580.73,0,0,4847.06,149.38,0,4048.87,0,5587,11.22,7162.57,86.97
12/22/2023,40142.63,108385.91,14709.21,34.85,260475.02,1.42,22820.5,0,37256,4.1,102.15,979.38,3483.04,49.19,2151.53,0.84,2550.9,18.6,22517.64,297.97
12/23/2023,18443.8,11119.81,49735.48,841.61,13280.64,0,3959.64,0,16568.27,0.88,0,1095.28,4713.53,0,2465.68,0,713.84,28.56,1386.88,38.21
12/24/2023,43030.95,6404.68,10608.23,15.46,7175.13,64.91,6135.91,0,14445,1.34,0.75,582.01,5045.12,0,3681.94,0,576.14,79.9,9692.38,50.35
12/25/2023,39753.45,4852.24,20144.21,35.18,206.96,0,2834.25,0,14393.88,457.67,0,2077.71,1250.68,46.75,1102.86,0,607.89,11.67,1056.07,454.55
12/26/2023,1118484.39,4235.87,9543.99,224.97,1217.85,0,17018.71,0,9582.14,0,0,600.7,6355.15,7.44,677.16,154.17,852.32,50.46,1232.54,44.44
12/27/2023,974382.8,54780.68,915327.1,20314.47,3678.83,23.03,9922.44,0,28855.66,0,0,438.43,3041.1,23.63,6320.67,66.93,1341.48,28.8,5883.13,45.84
12/28/2023,306497.38,81657.33,17911.63,361.68,1588.92,0,51368.93,294025.11,128747.47,0,1.65,16641.35,523.63,0,6462.01,94.01,6007.89,51.84,3689.09,169.39
12/29/2023,280544.89,4505.17,16350.81,366.1,142542.59,0,1132.04,0,20747.17,0,0,257.01,1957.82,0,2268.34,0,440.37,40.73,2070.24,137.26
12/30/2023,54605.95,2931.3,66666.28,6.6,120650.78,0,7184.03,0,21034.02,2.12,0,158.1,8135.34,0,107.05,0,475.9,32.57,570.33,91.62
12/31/2023,313008.18,3393.02,44091.61,330.25,50776.67,0,531.5,0,21019.81,0,0,256.39,4781.77,0,370.71,0,1588.94,20.24,1462.58,41.5
1/1/2024,145466.12,3206.48,14159.53,9.05,4227.64,0,10000.88,0,292570.63,0.52,0,481.26,377.32,0,210.06,0,76.84,18.05,4402.3,576.11
1/2/2024,744140.01,8092.52,26544.96,5620.55,14807.97,0,2832.29,0,68980.94,1.34,0,411.61,7737.17,0,406.11,0,6752.61,57.21,1413.61,63.74
1/3/2024,287963.73,8566.13,993730.25,25022.21,13225.11,11.54,28699.33,0,22832.85,1556.4,0,173.41,2692.58,34.76,2003.77,0,936.36,46.51,950.32,92.54
1/4/2024,104126.52,5851.54,24952.07,13652,1736.52,0,34343.89,337904.06,126634.56,0,0,495.82,2900.33,0,2328.03,0,5822.92,58.83,893.31,71.1
1/5/2024,71705.31,1467.33,66685.84,2818.4,1215041.82,0,4161.06,0,18671.32,0,0,2106.65,1374.36,0,152.06,0,132.03,20.23,7651.35,100.06
1/6/2024,16749.81,710.9,15827.16,146.24,1359385.56,114.51,9511.62,0,14935.48,0.52,0,365.38,7662.59,0,784.1,0,215.88,150.82,3379.97,76.15
1/7/2024,1807.28,2364.31,52199.36,102.67,71442.81,25,3794.96,0,30654.1,0,0,2935.47,1702.27,0,512.24,0,196.98,55.04,346.55,146.78
1/8/2024,167497.4,1281.45,9397.38,859.18,506317.41,281,2429.59,0,30776.36,0,0,1732.62,18271.76,0,210.79,0,161.8,19.44,672.92,44.35
1/9/2024,40651.94,715.82,18942.36,201.95,18962.54,0,5515.54,0,16630.09,40.52,39.87,9603.22,3764.92,81.4,92.05,0,81186.81,26,6096.01,12.31
1/10/2024,8527.58,8650.51,1311965.44,40023.55,14354.95,0,534.31,0,20196.69,0,0,2239.32,1510.89,0,3628.3,0,1752.38,14.43,1719.92,279.23
1/11/2024,27656.11,7610.88,17670.34,1936.74,6409.16,0,14788.49,449074.36,111030.33,0,0,3231.03,2921.44,815.82,1308.89,0,6770.95,26.56,2000.41,204.09
1/12/2024,18266.79,1010.76,18906.86,276.9,235995.86,0,4258.34,0,15076.19,0,0,1318.03,2575.5,213.07,436.2,0,182.32,36.62,1610.91,394.01
1/13/2024,12346.8,425.26,20635.14,1469.09,5678.28,0,1763.05,0,17940.65,0,0,1354.25,4701.83,0,744.48,0,1119.09,7.42,7143.48,12.75
1/14/2024,9741.38,746.01,87967.39,126.7,1811.17,0,7369.4,0,11799.83,0,0,845.37,3863.17,0,258.63,0,308.95,28.29,1466.95,57.99
1/15/2024,24450.32,690.16,12339.58,12.8,62954.78,0,4777.64,0,23994.49,0,0,2208.37,956.26,0,529.49,0,294.59,29.8,1211.41,73.11
1/16/2024,34579.13,486.71,9904.07,51.16,146169.52,0,1985.57,0,17901.25,0,0,1719.36,0,0,450.83,0,5071.1,19.61,931.67,87.6
1/17/2024,57308.56,1579.79,1101743.19,44822.22,1917.78,0,2782.59,0,13453.93,0.31,0,1067.22,2847,0,2371.95,0,2695.6,43.83,8175.78,50.73
1/18/2024,31520.24,2034.05,4587.47,312.83,444.78,76.57,6881.2,464206.43,86481.9,0,0,929.21,55744.33,0,23352.46,0,1393.18,15.23,880.53,21.73
1/19/2024,36528.8,546.97,6371.12,980.77,138887.61,0,3738.94,0,21227.78,0,0,3739.22,10452.78,0,615.14,0,1305.62,219.67,740.4,119.28
1/20/2024,48530.45,354.54,35920.09,260.47,20344.8,0,1093.46,0,11190.89,0,0,871.68,7129.36,0,388.17,0,471.91,23.33,1315.34,638.89
1/21/2024,12570.56,234.1,8513.79,38.26,1031.48,0,2406.6,0,18827.11,0,0,1387.12,2238.12,0,159.24,0,188.7,13.68,3081.39,115.05
1/22/2024,43687.04,419.82,26268.49,4.98,2976.56,0,4373.81,0,11221.46,0,1.11,584.86,2795.34,0,259.19,0,185.72,2.27,5045.07,1155.06
1/23/2024,23717.73,125.29,5046.79,1.58,1414.37,7.1,4558.11,0,11113.69,116.18,0,1939.33,1880.87,0.24,768.23,0,64.79,9.08,1136.21,23.97
1/24/2024,15540,1953.4,883072.76,9578.86,712.22,0,1584.74,0,15523.88,0,0,1188.07,917.73,0,189.49,0,1009.51,14.27,657.21,31.23
1/25/2024,507347.45,812.67,19419.1,68.28,3053.75,0,26332.32,587023.77,111518.84,0,0,719.4,117.51,52.27,1449.08,0,4188.79,167.62,3823.51,36.22
1/26/2024,562437.64,220.67,2945.54,198.04,85950.74,59.97,19495.01,0,8862.48,0,23.14,1905.5,0,0,85.98,0,307.38,17.74,2178.76,107.08
1/27/2024,77296.41,242.24,18281.57,0,6777.42,56.51,2575.74,0,12630.06,0,0,667.52,2226.28,0,229.9,0,210.92,22.33,1334.24,12.05
1/28/2024,17385.72,231.95,42098.78,6.71,5527.09,166.96,18463.79,0,12677.78,0,0,3415.45,0,0,475.54,0,302.12,16.25,606.51,60.32
1/29/2024,68299.01,422.68,9498.31,0,57567.04,0,4190.48,0,10360.15,0,4.71,693.34,7574.77,0,6107.05,0,458,5.27,8936.76,22.79
1/30/2024,35722.05,726.18,9303.64,2800.48,1413.09,0,3583.93,0,23241.34,0.52,0,1173.35,2973.25,0,1163.64,0,239.13,29.08,2225.13,116.39
1/31/2024,52851.7,1214.52,817615.47,12561.08,68205.23,0,43289.16,0,15897.36,0,0,922.42,1212.12,24.35,585.17,0,1275.22,23.55,1033.15,530.07
2/1/2024,61435.4,444.47,7986.4,12.48,1588.22,0,19465.54,538115.01,176147.81,0,0,1504.27,489.32,0,777.6,0,4310.56,26.7,1073.47,66.6
2/2/2024,68213.21,300.6,31116.76,80.08,1792126.55,0,2616.54,0,40583.64,0,0,1035.66,3336.46,0,1018.62,0,503.21,42.08,6003.23,13.11
2/3/2024,16430.66,338.08,12300.87,842.91,40322.79,0,21388.84,0,176106.45,0,0,2545.98,41.52,22.23,363.18,0,259.84,26.29,2080.1,34.05
2/4/2024,48319.86,86.49,2469.6,84.06,46247.32,0,1011.49,0,28143.95,0,2.7,919.47,839.97,0,73.8,0,68.42,4.7,1333.77,32.64
2/5/2024,15506.6,186.9,6857.19,747.44,3005.01,0,22605.33,0,36077.14,0,0,912.72,1640.25,0,791.33,0,325.31,16.79,2420.77,91.14
2/6/2024,28090.05,478.36,19559.33,50.21,95678.85,0,6708.48,0,26633.95,0,1449.17,1962.64,41.87,0,1237.1,0,2969.79,27.66,5493.76,127.21
2/7/2024,22177.1,1364.74,754337.5,54.2,2150.67,0,1308.61,0,23659.94,0,0,4051.22,3586.95,0,4078.09,0,333.03,30.21,2928.48,163.41
2/8/2024,240794.26,684.26,13161.77,771.88,2258.29,0,15725.16,606448.41,114192.76,0,0,1212.37,10731.15,8.14,525.06,0,136.72,77.58,1600.95,10.97
2/9/2024,30036.09,635.63,20216.45,31.14,71113.51,0,2372.26,0,16148.27,0,0,1667,0,10.15,11.97,0,1665.91,10.31,754.05,43.92
2/10/2024,7042.71,69.69,6950.1,0.77,58097.4,0,482.35,0,15876.54,47.58,0,541.19,40.97,0,82.38,0,520.07,22.04,4496.54,120.61
2/11/2024,15007.17,98.97,11635.52,360.94,33881.4,0,1737.68,0,11437.97,0,0,1868.19,4135.11,0,1345.79,0,711.17,20.76,2606.1,4.71
2/12/2024,16145.95,144.05,13897.54,0,563164.19,0,435.63,0,13088.12,20.59,1.57,1389.95,4929.33,0,2063.93,0,364.2,27.9,1000.3,20.03
2/13/2024,32249.73,321.54,17338.16,343.16,8525.69,0,1078.32,0,22498.68,0,0,2353.12,2140.77,48.91,513.64,0,103.05,27.19,1249.72,513.7
2/14/2024,26070.22,1105.06,1056939.9,14525.57,16464.92,0,1109.96,0,42481.88,43.86,0,813.55,1748.77,0,824.99,0,115.43,3.24,5142.68,101.6
2/15/2024,228792.58,897.44,6028.23,1233.76,565.77,0,16368.97,652714.1,104866.58,13.04,0,681.16,0,0,2918.27,0,5701.41,60.17,1073.2,273.11
2/16/2024,6586.87,1439.51,7593.85,47.2,124578.03,21.22,11231.28,0,19220.38,0,0,1537.69,0,0,45.25,0,143.08,81.48,1619.14,51.45
2/17/2024,1812.77,72.26,8940.47,1906.53,9672.87,0,1051.38,0,11877.17,0,0,734.53,256.85,0,3.82,0,370.92,81.35,555.8,73.47
2/18/2024,23498.35,530.56,7764.26,1792.09,51730.48,0,2421.83,0,14152.14,0,0,1579.38,0,5.48,92.09,0,189.65,32.52,8009.1,14.55
2/19/2024,25261.57,263.06,13851.35,1467.27,5138.77,0,1767.68,0,14425.55,2.6,0,1696.14,22968.96,0,118.2,0,969.07,0.57,2917.79,76.33
2/20/2024,110988.82,178.92,14155.37,1016.67,726.08,0,1198.56,0,9902.18,0,0,1234.51,11191.23,107.89,142.27,0,66.05,4.76,664.5,29.94
2/21/2024,29426.26,183.04,852568.22,1599.51,2571.66,0,8179.88,0,23944.57,0,0,3756.85,0,0,631.94,0,882.26,33.08,1335.93,107.94
2/22/2024,475221.71,459.9,6326.37,70.28,1351.46,0,34458.33,553472.66,70459.84,13.48,0,66.39,0,0,746.26,0,4251.04,20.78,3601.29,807.54
2/23/2024,33571.58,529.31,2767.24,3529.46,115690.65,0,6454.46,0,9752.88,0.84,0,436.62,0,0,2.39,0,486.23,573.41,10348.58,54.7
2/24/2024,32397.99,1308.08,19972.37,0,26893.83,0,2993.09,0,8537.29,0.43,0,206.99,2442.73,0,884.88,2457.78,1927.96,334.38,2144.8,14.28
2/25/2024,176303.42,241.07,2934.21,161.38,6590.15,0,7785.79,0,10592.08,0.41,0,56.1,481.7,0,277.07,0,267.78,15.41,2447.34,29.71
2/26/2024,33896.61,795.18,14550.13,739.12,42318.98,0,1611.1,0,12437.09,197.7,0,121.85,1072.64,0,17.55,0,1445.74,4.1,6532.93,39.68
2/27/2024,7479.98,40.42,13563.58,5886.95,12579.9,0,1205.36,0,18161.9,3.12,0.42,572.42,1360.13,0,6989.49,0,538.08,40.78,3183.6,13.79
2/28/2024,16767.59,205.85,893423.61,9909.03,9956.5,0,25342.06,0,14751.2,0.05,579.05,560.68,1399.6,0,1044.47,0,832.47,8.49,1301.37,12.69
2/29/2024,6099.3,1673.17,22313.97,34.43,42702.01,0,16397.52,661177.04,114066.72,0.78,0,682.02,5625.72,0,1261.91,0,7370.79,15.27,1912.3,92.75
3/1/2024,9789.82,622.59,46478.99,2.86,1947577.86,0,5985.2,0,150942.35,0,0,1005.37,456.96,0,618.2,0,1611.14,0,4072.7,5.17
3/2/2024,40834.4,3962.68,2660.03,80.75,125316.92,157.77,2709.77,0,122444.7,0,0,730.71,195.14,0,103.11,0,2469.97,12.11,2383.07,33.66
3/3/2024,57724.73,75.91,18562.32,110.99,18648.04,0,5590.74,0,11161.08,0,0,148.3,367.4,0,373.52,0,994.22,21.25,1214.85,117.52
3/4/2024,2073.31,47.08,13023.65,193.16,10728.06,0,433.6,0,47089.26,0,0,3546.9,10716.56,0,81.42,0,736.75,68.41,1446.02,54.82
3/5/2024,15052.25,98.32,6335.71,545.85,604608.36,0,5075.46,0,17438.04,2.34,0,674.98,4271.83,0,955.35,0,447,22.77,3295.12,114.29
3/6/2024,37985.89,106.98,920928.96,9479.09,2057.37,0,6493.61,0,22570.42,4.59,0,2660.01,725.32,0,910.39,0,933.46,548.88,1886.44,140.01
3/7/2024,5089.16,707.81,10195.63,1679.21,11406.12,0,17622.38,680168.17,89885.15,0,0,962.03,0,0,67.93,0,8614.34,14.99,1141.18,142.03
3/8/2024,15313.7,1088.21,4042.61,31.48,670.9,0,8141.61,0,11511.49,0,0.43,2247.29,362.29,0,1511.44,0,361.88,3.06,7399.26,1177.28
3/9/2024,13147.98,67.58,5248.24,1.62,1703.14,0,6482.74,0,14950.63,28.28,0,535.35,122.32,110.35,416.97,0,995.07,7.2,5029.67,110.89
3/10/2024,8667.98,43.63,8350.2,831.59,1377.23,0,5096.99,0,15751.29,0,0,1813.53,1690.35,58.61,3702.59,0,834.62,23.54,2961.03,72.99
3/11/2024,11270.72,78.09,5066.91,1131.5,5568.46,0,5074.95,0,21192.74,202.07,0,2698.64,0,0,408.64,0,1039.54,27.32,1551.98,94.48
3/12/2024,25796.58,3822,14074.93,313.33,16198.94,0,10685.64,0,19957.18,1.3,0,1454.19,4624.66,0,415.56,0,1480.33,3.5,2954.18,677.59
3/13/2024,28563.73,5107.01,1294742.72,17274.29,314.46,0,50387.3,0,21105.13,62.11,8.38,1113.07,15068.81,0,614.55,0,751.63,14.46,5482.93,450.26
3/14/2024,160138.01,7441.86,19421.01,0,4031.4,0,79565.87,602134.23,152595.72,49.44,0,431.9,8885.3,0,227.13,0,11736.95,27.24,3400.85,156.77
3/15/2024,12691.08,54.15,6197.81,44.28,1305.21,0,19916.63,0,17201.66,30.86,0,1799.52,5990.3,0,341.08,0,1434.7,26.54,33734.46,28.19
3/16/2024,101777.05,24.88,4200,13235.79,9125.58,0,12165.83,0,20791.96,0,0,2316.1,1392.24,0,510.15,0,76.02,23.91,1127.04,109.88
3/17/2024,3664.83,80.46,14298.06,1032.93,332.39,0,6686.11,0,22819.78,13.96,0,229.87,4554.24,101.86,53.08,0,877.93,11.53,9876.36,12.43
3/18/2024,10792.48,9.9,12683.72,10.66,205.91,0,6309.64,0,23623.21,0.07,0,3133.58,1280.27,0,3638.94,0,904.3,36.61,5117.23,22
3/19/2024,8739.69,15.55,7068.44,1005.41,399.12,0,2453.51,0,63916.94,0,0,1437.11,1481.23,0,103.82,0,1235.47,15.45,1459.05,283.57
3/20/2024,19659,39.95,1292445.44,5417.94,80.45,0,9205.75,0,16535.23,0,0,3056.93,213.97,2517.61,310.03,0,1613.24,34.56,1594.62,148.52
3/21/2024,8850.11,157.3,17396.75,9913.76,472.71,0,80526.91,640030.49,153719,0.06,0.29,383.35,224.9,0,279.95,0,5903.71,7.62,3141.07,51.42
3/22/2024,44682.81,27.35,3925.26,0,54.54,0,10488.69,0,41932.55,0.08,0,387.8,1483.54,0,1641.81,0,1708.58,22.14,3756.91,59.84
3/23/2024,7116.72,36.02,5271.56,223.86,1563.48,0,930.58,0,18758.98,0,0,1557.1,1516.23,0,42.26,0,637.85,21.7,1935.46,47.89
3/24/2024,30345.8,73.34,18421.43,3.44,198.18,0,11087.31,0,11988.12,0,0,276.99,776.78,0,319.26,0,308.47,55.7,1236.92,100.87
3/25/2024,50347.95,1980.43,9343.47,2111.26,475622.45,0,657.95,0,17670.08,0.04,0,705.36,3756.02,0,816.74,0,548.1,48.98,8666.47,394.37
3/26/2024,1175.52,1854.36,15760.66,38.95,978.5,0,785.88,0,15743.61,0,0,131.21,34913.05,0,604.39,0,365.84,15.4,4802.3,42.91
3/27/2024,9632.94,457.33,1017424.19,2199.83,2946.11,0,2378.44,0,10243.16,0,0,5362.48,26479.32,0,655.56,0,2216.18,0.78,2173.12,15.21
3/28/2024,29984.31,198.84,9997.65,11220.61,158.97,0,33190.75,868162.53,119936.72,0.89,0,336.06,0,0,1143.8,0,5979.09,11.7,1877.24,33.59
3/29/2024,21217.5,31.81,41594.52,88.23,1288996.88,0,44525.39,0,33206.98,0,4.05,2182.41,3225.7,0,1147.86,0,210.06,15.35,3690.53,23.08
3/30/2024,15066.82,75.49,5962.88,4.68,35403.39,0,2403.08,0,15519.53,0,0,819.47,0,3.65,30.73,0,112.72,11.57,3859.88,429.11
3/31/2024,4160.45,7.57,11477.11,0,566563.44,0,4496.14,0,9674.93,0.07,0,2208.62,2880.5,0,565.87,0,1731.71,38.61,1748.78,121.37
4/1/2024,46828.49,6.14,2665.93,761.31,38012.34,0,11147.11,0,84107.91,0,0,2341.21,9582.88,2.79,321.75,0,1261.72,29.02,798.7,16.02
