Date,dYdX ($),Synthetix ($),GMX ($),Level Finance ($),Vertex ($),Lyra ($),ApolloX ($),Pendle ($),HMX ($),Perpetual Protocol ($),Kwenta ($),Mummy Finance ($),IPOR Protocol ($),Premia ($),Thales ($),Metavault.Trade ($),MUX ($),Pika Protocol ($),Holdstation ($),Buffer Finance ($)
1/7/2023,99101.16,184876.97,42682.23,5784.22,,331.54,5442.65,0,,1110.58,1214,6512.61,,1061.34,853.15,13596.26,0.24,1087.56,,444.61
1/8/2023,9443.13,12064.65,34727.28,10612.18,,7.94,3194.15,0,,79.19,3869.92,8521.56,,2573.99,2449.61,4144.39,16.81,967.13,,429.84
1/9/2023,26947.14,51079.14,82059.76,11614.67,,2.5,8220.49,0,,21559.81,186.67,9826.84,,9510.11,1979.92,4582.25,821.29,1142.34,,1700.43
1/10/2023,33347.82,9057.52,63267.24,8890.65,,317.85,909.34,0,,16289.67,1665.88,5937.13,,3483.62,1766.92,2973.1,10.82,5352.58,,522.91
1/11/2023,18896.17,469215.8,123927.34,19532.88,,25.2,2967.67,0,,581.25,83007.71,6747.99,,809.91,12553.63,3824.21,0,8121.15,,369.49
1/12/2023,136996.78,520077.64,38408.45,11265.66,,2465.14,47162.23,33086.77,,7.68,5412.88,3112.47,,8841.1,5982.79,1839.94,1.34,959.4,,549.3
1/13/2023,10751.26,46565.09,53448.65,24001.81,,55.31,5733.71,0,,1054.52,10299.44,6004.76,,2811.56,5417.42,5697.16,324.68,2104.73,,458.05
1/14/2023,38070.1,26449.31,47005.03,28770.26,,407.59,2922.6,0,,484.97,1688.99,3583.76,,7961.12,3420.27,4547.54,342.9,1234.44,,857.83
1/15/2023,12524.68,13174.52,44583.29,70074.67,,63.61,7706.66,0,,8.58,193.05,3432.64,,5138.17,1960.46,4801.03,17.86,1570.57,,546.06
1/16/2023,17681.17,20189.71,54681.31,60476.85,,0.92,12020.67,0,,26994.22,18365.27,11336.16,,7644.07,848.69,8797.37,5.65,3133,,1132.74
1/17/2023,14037.16,48216.48,49299.59,54480.93,,41.37,2085.35,0,,3644.06,19.17,13907.19,,5410.87,1447.9,2674.77,66.91,1193.64,,156.27
1/18/2023,35568.14,471253.27,42861.17,72535.11,,310.92,11616.77,0,,380.86,493.58,5249.23,,17556.87,12268.31,5393.31,4.57,2919.24,,1152.33
1/19/2023,17819.52,769908.79,54089.93,114881.71,,209.94,18259.01,38496.53,,3125.86,19.11,9478.81,,2935.58,60979.3,5686.09,31.99,1473.77,,734.55
1/20/2023,13671.64,1201141.5,54080.45,119008.67,,1186.19,8928.67,0,,94.97,521.15,14863.53,,1307.87,4937.28,8577.82,0,1645.13,,375.25
1/21/2023,30312.16,42387.7,42423.39,64145.58,,251.16,2340.06,0,,77.89,57.67,9860.78,,13125.18,2430.98,5680.09,1.02,2380.48,,1188.02
1/22/2023,17786.16,6932.53,36250.43,81645.22,,39.58,2894.93,0,,317.33,85.8,22283.36,,2507.01,2297.5,1450.57,7.83,3924.72,,921.37
1/23/2023,19612.29,9679.11,76828.38,120309.71,,447.5,2495.56,0,,31664.35,65067.19,35712.72,,1054.14,1781.26,4490.36,1.29,3279.01,,794.57
1/24/2023,399701.97,240184.04,37337.51,60586.86,,102.61,6729.72,0,,6657.59,16097.14,26438.16,,2733.74,2086.55,8883.28,4.32,3022.58,,2129.13
1/25/2023,5366617.58,1190460.95,22065.8,30321.43,,93.22,6574.15,0,,1417.89,75451.87,22532.04,687.43,2322.37,12732.26,5006.28,13.52,1709.38,,940.92
1/26/2023,281462.18,220142.95,102363.16,64981.01,,301.82,20189.23,42820.59,,1238.27,3414.14,39921.38,5340.81,1238.1,9356.12,1742.25,1906.28,2565.35,,2516.7
1/27/2023,515524.4,230501.43,38318.34,29456.45,,0,26343.68,0,,344.48,2692.96,27939.66,11693.98,16474.49,3734.41,7804.33,268.8,4850.05,,1005.16
1/28/2023,281958.56,14579.79,40087.81,64220.41,,40.84,13587.91,0,,1.27,816.46,18052.7,20355.59,8184.28,2633.86,3292.89,1.9,1680.15,,812.12
1/29/2023,51862.74,9401.6,100448.83,41660.67,,0,14332.79,0,,570.17,1869.54,30466.38,30997.25,9023.95,1773.13,5976.2,638.65,1031.39,,936.44
1/30/2023,328162.7,18795.93,106997.48,64331.34,,365.59,3199.38,0,,45153.84,393.2,29166.35,38940.34,643.75,3326.29,5273.87,1.35,2323.53,,3540.6
1/31/2023,387803.53,15822.35,105716.64,36337.18,,49.31,20611.32,0,,8826.52,702.38,31436.81,17583.65,1908.38,1360.78,5825.63,0.75,7899.78,,1247.1
2/1/2023,307882.25,1408161.63,53979.03,45441.09,,1314.67,17164.88,0,,405.75,80298.69,42190.95,21668.67,6189.33,18293.7,4958.12,8.45,2390.65,,1762.39
2/2/2023,108324.67,232751.72,66785.3,66491.34,,307.23,17285.93,41928.63,,972.35,6251.08,52500.06,57516.54,3561.59,9300.79,7611.97,38.92,5107.35,,1574.77
2/3/2023,45132.45,32805.28,47124.5,90765.85,,0,10492.03,0,,0,915.91,39221.9,43265.4,2181.06,2983.21,17517.76,317.94,5705.97,,4726.03
2/4/2023,30390.81,24834.84,139573.58,49168.63,,924.45,5074.45,0,,55.38,39846.96,51192.42,63751.9,2155.03,1764.75,4027.06,14.72,2955.02,,2148.94
2/5/2023,20074.43,7850.25,97137,53297.7,,579.51,4829.25,0,,667.95,141.93,55936.81,55316.8,3062.62,3121.23,10871.22,1.2,1287.79,,1276.39
2/6/2023,13280.93,18967.46,77615.64,77807.81,,459.3,28913.56,0,,48051.01,1445.64,50207.53,38281.28,647,6493.41,3958.28,9.61,2187.46,,1053.49
2/7/2023,14184.77,36764.67,48279.58,130836.05,,354.98,17359.36,0,,1710.32,1017.74,51879.72,71911.62,2082.99,2576.84,6746.67,121.17,5895.86,,3337.56
2/8/2023,56068.97,695694.79,29497.76,71568.44,,3521.68,17504.67,0,,1838.71,124749.89,48167.01,54278.03,28692.99,23380.01,6170.1,3598.16,3678.54,,5673.43
2/9/2023,37239.55,376099.65,34005.67,77976.07,,410.03,42716.85,47357.97,,1620.42,9484.26,32819.03,41625.06,1719.91,10964.54,2160.61,63.16,4489.42,,1424.51
2/10/2023,46357,16542.75,20490.56,295702.39,,396.21,20338.48,0,,17.43,1760.96,39305.37,18185.69,2314.77,10627.57,13926.99,0,2564.66,,2041.11
2/11/2023,6228.05,12582.66,59312.9,418110.2,,162.59,5364.09,0,,30.38,1040.86,38078.49,42775.64,1938.31,3945.45,4868.54,17.98,1709.88,,1183.42
2/12/2023,15145.37,93788.91,59278.24,512151.65,,31.67,8958.89,0,,213.82,2497.28,38268.12,30757.67,1144.69,3249.21,8503.38,16.24,1574.51,,1341.22
2/13/2023,72474.22,18438.76,129159.62,534979.88,,118.3,38601.7,0,,38818.97,552.02,37366.86,22151.2,3194.02,2443.94,4021.61,0.59,2700.39,,2976.16
2/14/2023,25578.32,184194.25,79455.85,444551.67,,33.14,16388.41,0,,8145.97,3146.33,51266.21,49134.09,1624.47,3699.72,7818.05,7.51,3207.36,,2187.02
2/15/2023,50548.09,888071.85,105440.43,582649.52,,99.17,13829.18,0,,5063.43,223739.56,76370.6,66323.9,6128.58,29601.35,10952.33,3186.7,3545.67,,1785.62
2/16/2023,62282.75,150625.27,96296.68,925903.9,,125.24,27933.03,72581.65,,245.37,42293.34,48798.2,25951.4,3763.89,10558.25,21726.9,8.88,3528.09,,3741.21
2/17/2023,343198.4,25953.6,32621.47,723941.47,,395.19,22710.37,0,,1820.52,663.57,43918.09,64381.73,1892.55,3898.09,30747.68,12.45,2566.21,,1132
2/18/2023,26266.36,10287.62,121076.31,941277.12,,742.24,7108.08,0,,246.36,335.35,44166.83,31612.72,1488.16,3049.9,10892.49,314.14,1766.65,,2256.61
2/19/2023,97309.86,17831.34,69156.26,594195.1,,1274.95,9657.68,0,,305.38,7295.62,54889.84,44322.37,1226.13,2665.69,6883.45,1.33,4291.51,,2421.44
2/20/2023,22755.88,15303.27,114535.92,1067211.49,,57.12,48808.6,0,,56251.76,1335.15,61392.54,46455.99,1618.18,11908.68,14314.39,25.28,3734.91,,748
2/21/2023,1103365.09,14682.91,44548.52,736803.77,,89.03,20056.2,0,,4014.98,61.54,39735.58,20686.12,1038.34,670.97,19394.41,17.58,5205.92,,2018.62
2/22/2023,5701110.21,353037.66,54785.76,692808.04,,338.48,13880.03,0,,1283.62,185462.83,34793.21,64510.14,1386.47,16692.98,3836.71,2567.8,2626.72,,6716.62
2/23/2023,1479170.39,567066.98,86566.76,762150.68,,26.07,12736.31,63030.57,,188.16,11120.07,60722.61,64506.93,2657.12,9374.8,18464.72,13.53,2449.41,,1543.01
2/24/2023,303534.29,210129.76,36933.87,734139.39,,96.9,16174.86,0,,6976.87,3505.47,37496.11,45048.5,681.07,8252.09,59254.83,1.01,3297.99,,2433.92
2/25/2023,109034.81,10979.04,127926.85,634407.86,,0,18715.92,0,,382.44,1792.07,32269.57,16137.54,3593.2,2832.73,2923.53,11.66,2554.36,,5176.17
2/26/2023,137624.42,9687.38,45065.21,592830.08,,614.19,3270.85,0,,13.07,922.46,56165.92,20312.2,1459.28,1282.61,7209.43,4.66,2455.52,,1577.92
2/27/2023,80746.33,15631.32,97529.41,687646.79,,894.18,115224.85,0,,72350.22,3435.63,30960.89,80126.31,2049.67,2260.65,15222.14,22.61,2835.9,,1026.73
2/28/2023,376568.86,17286.63,53852.16,685323.29,,172.47,50246.61,0,,2991.6,1441.87,65157.88,43652.55,2334.82,4025.43,8545.3,6.33,4127.32,,1255.43
3/1/2023,85380.84,258210.84,84266.25,122863.41,,360.79,43529.43,0,,310.74,232712.94,59886.97,11558.25,720.42,20351.24,14481.07,2925.65,2042.33,,1863.02
3/2/2023,58877.9,125226.97,35278.1,113119.08,,170.27,36489.98,80113.22,,626.41,6639.57,31855.49,27420.84,1302.75,8781.54,5895.54,106.54,4607.45,,2813.62
3/3/2023,27324.95,36038.2,109560.62,110374.33,,44.34,6345.06,0,,4055.12,14298.35,22210.62,12337.45,2617.9,3281.67,13988.59,6.29,2620.78,,1034.15
3/4/2023,59050.89,142234.02,31543.92,104816.87,,52.13,2268.54,0,,13.64,1107.17,53434.11,24533.27,1786.77,2932.02,4240.09,7.5,1837.7,,890.91
3/5/2023,39322.51,141621.02,29299.92,110345.7,,0,10086.08,0,,58.51,3187.24,21020.79,37980.14,912.61,2285.05,9314.3,11,1688.31,,464.2
3/6/2023,10425.24,377261.18,80667.03,132645.55,,0,19569.9,0,,74091.83,912.52,63253.98,13171.73,1432.34,6635.39,12953.12,12.07,3747.68,,1031.48
3/7/2023,29166.76,10234.73,72923.37,147303.77,,0,3392.09,0,,7995.35,3516.4,27438.91,23058.23,5530.58,4039.85,8712.16,2187.31,1409.55,,1421.88
3/8/2023,286593.25,102874.64,169349.3,158485.66,,769.13,14337.52,0,,634.68,255298.87,31287.43,36471.52,2608.32,15491.95,3420.26,1018.32,4037.4,,2226.97
3/9/2023,40534.07,118890.52,33608.41,150479.96,,7.74,25110.41,85469.82,,283.47,4060.92,65795.01,17517.61,11765.6,12649.79,4912.03,0.07,2742.04,,2388.21
3/10/2023,13715.23,43546.99,37994.79,153753.31,,0,7704,0,,9875.65,7876.5,30865.82,38947.21,2086.73,1362.31,14270.25,20.24,5813.2,,1440.79
3/11/2023,12962.44,9427.28,146286.67,106467.32,,0,5210.2,0,,101.92,1585.6,12828.61,85085.44,1059.33,2726.48,5857.15,96.43,2738.69,,2524.42
3/12/2023,26708.37,21315.8,78276.92,126923.76,,0,2152.49,0,,204.05,6311.72,32330.03,18214.16,1472.74,5247.41,5379.84,17.43,3269.87,,864.56
3/13/2023,80885.94,625550.95,34393.06,166112.81,,124.59,41705.01,0,,59820.68,3130.83,77751.22,25402.38,828.73,5112.96,15612.42,378.34,6837.27,,1309.26
3/14/2023,42641.81,21506.55,88898.22,152726.67,,225.33,5733.54,0,,3224.82,9237.84,46374.43,37868,3309.2,1572.34,8690.57,26.68,2442.99,,1089.48
3/15/2023,41348.09,246321.77,92101.48,87061.42,,51.25,14232.25,0,,4490.74,293410.52,53700.01,21768.73,2356.74,20086.6,9354.08,3800.91,6713.71,,898.19
3/16/2023,25605.32,179567.77,101465.15,148141.41,,416.07,12308.04,124379.96,,88.91,21327.52,42222.42,41922.1,1473.04,7905.7,12902.62,22.48,2343.58,,1844.24
3/17/2023,15893.64,150857.07,50500.11,136760.69,,0,6250.6,0,,4210.21,21298.11,69838.42,11004.23,894.55,6196.62,12102.19,45.57,2298.68,,3335.34
3/18/2023,167743.73,25501.46,135447.97,157375.92,,67.39,20566.3,0,,186.7,3427.38,71312.56,49428.25,6189.04,6549.56,6219.07,17.52,2588.52,,2235.26
3/19/2023,15879.48,30869.88,108959.49,152983.86,,145.44,2450.17,0,,1384.33,1805.56,64367.17,28086.6,4962.68,2253.24,6130.64,0.13,2397.22,,1345.45
3/20/2023,85818.12,313420.01,73003.27,184879.28,,0,2818.48,0,,45406.01,1450.86,33129.71,41361.08,1899.88,1843.6,12069.78,337.56,1916.94,,1593.85
3/21/2023,13060.07,11504.18,47115.61,188827.47,,104.9,6754.85,0,,8397.11,2630.83,46772.41,16608.19,1173.81,3046,6557.96,24.49,2136.51,,1801.56
3/22/2023,63149.54,355505.07,52654.77,158534.18,,0,11923.46,0,,632.7,202483.99,57955.62,24052,6463.33,15860.74,7776.09,4375.26,1705.6,,5045.99
3/23/2023,17266.83,112896.34,53449.67,222852.05,,0,27255.44,148490.04,,1399.53,18903.69,40887.95,26875.7,4863.03,11152.76,6944.98,27.51,2773.49,,1482.52
3/24/2023,529383.37,41626.21,43262.05,216058.26,,853.57,4999.57,0,,3739.45,4150.88,52387.62,32316.5,3601.77,11255.56,14540.68,20.42,2086.92,,1152.28
3/25/2023,2196888.34,6019.48,123841.21,182846.12,,13.77,4746.6,0,,91.78,3008.71,72628.88,8337.37,638.61,4082.32,6285.75,16.43,1776.21,,521.9
3/26/2023,589226.11,9281.51,51917.55,250015.57,,0,830.41,0,,253.84,1975.06,33379.41,16510.89,6113.06,2691.15,15381.45,4.11,1701.16,,1801
3/27/2023,3096862.25,19511.37,83782.52,434024.05,,25.23,6764.54,0,,57012.3,1557.85,53224.69,12079.37,1541.17,1223.86,5294.52,35.34,1617.14,,2229.27
3/28/2023,293285.48,27581.44,38433.22,165088.51,,1259.61,2059.85,0,,9022.8,1350.65,69959.48,34542.89,2080.53,4595.08,10115.78,4.94,1862.97,,2444.04
3/29/2023,162172.58,455501.74,121028.48,160609.51,,1146.98,2959.84,0,,5611.76,179603.61,33337.99,3949.16,8014.28,19581.44,5473.22,5431.02,1454.39,,2299.07
3/30/2023,46755.23,192073.22,69387.88,212086,,28.71,12160.19,139445.29,,535.77,17217.39,34277,15253.74,2730.24,11764.14,9266.74,90.24,4783.7,,1190.11
3/31/2023,47474.64,51888.88,118388.65,228647.45,,0,6718.1,0,,4850.08,3175.49,31391.97,15110.55,1897.09,7364.17,11505.52,0.27,7189.7,,1466.39
4/1/2023,40276.68,11973.17,41547.82,220849.72,,110.47,1763.14,0,,14.8,5885.1,51975.67,28613.38,3818.84,8042.81,8878.72,28.18,2030.68,,2270.62
4/2/2023,8663.64,18534.64,52004.64,167132.78,,0,1394.91,0,,361.86,9091.62,39234.44,13915.92,4445.5,5973.97,3346.85,26.23,2141.42,,858.65
4/3/2023,835403.06,30496.04,86260.96,188130.92,,77.67,5222.68,0,,53822.87,1685.13,44365.1,36252.54,6031.77,2037.24,12654.77,361.32,1473.79,,988.84
4/4/2023,18643.35,34186.77,60089.59,235425.83,,0,3835.37,0,,10005.42,2072.4,41975.05,25443.95,1468.38,2341.48,6535.45,3.65,1244.06,,1651.32
4/5/2023,95880.64,675586.34,103843.04,498296.93,,0,2672.7,0,,5.17,245142.22,31738.16,18229.08,1237.54,26080.99,5223.26,5209.45,1389.51,,3363.03
4/6/2023,19258.88,137611.99,58749.06,205537.2,,0,10943.39,177734.21,,1131.48,15566.96,118194.84,27468.2,7270.85,6891.63,9139.77,7.43,8372.19,,2620.07
4/7/2023,26069.21,67444.53,19707.44,234039.14,,0,4836.64,0,,1362.99,6889.51,19730.62,13788.63,854.52,7649.8,12104.74,48.61,364.09,,877.28
4/8/2023,40940.34,107828.63,146711.98,213173.86,,0,8543.28,0,,0,1188.61,27192.9,3398.06,1738.67,2108.06,7464.31,27.33,1312.64,,1408.69
4/9/2023,26502.71,14651.2,75330.16,264201.78,,0,2170.78,0,,87.56,3296.88,36087.78,18892.09,3632.74,3572.22,3895.44,29.25,1901.94,,1593.56
4/10/2023,24796.94,19020.62,62093.32,280095.49,,0,3602.2,0,,54376.32,179.76,31905.82,19237.8,2020.96,4171.16,4626.26,66.8,2043.5,,1347.36
4/11/2023,20557.9,17303.45,33874.83,572907.77,,1284.12,12199.44,0,,11130.33,880.5,16268.56,7673.24,16763.41,8700.31,7602.67,365.49,3204.26,,1001.98
4/12/2023,20579.88,131961.02,30694.85,334720.68,,0,1656.03,0,,683.97,243367.98,26079.34,5329.36,2172.17,15045.81,6878.02,41.01,1663.08,,1941.7
4/13/2023,19672.53,192676.95,85839.59,268605.97,,0,31578.14,173111.06,,155.96,11967.11,28116.37,12272.27,6865.59,12619.11,5283.54,9492.3,5493.75,,1610.49
4/14/2023,908152.09,189039.36,55649.07,371795.56,,147.83,10267.64,0,,11.59,4896.42,25889.13,42079.01,5420.24,9055.82,16264.56,116.24,2185.75,,4941.96
4/15/2023,19648.86,20604.05,209956.25,292771.86,,0,1350.94,0,,84.17,6964.23,32321.76,6056.28,1722.07,4077.87,5183.71,44.07,2259.37,,1205.01
4/16/2023,17897.62,29767.89,52976.26,386075.43,,0,5420.21,0,,125.69,12334.09,27285.56,31765.55,2885.38,4301.98,7065.88,2.74,1625.7,,757.98
4/17/2023,37762.35,37111.84,96491.52,564513.41,,0,7976.11,0,,52271.87,2075.45,54513.09,10885.37,511.47,1423.01,4147.09,86.95,5274.54,,900.4
4/18/2023,332154.02,394405.04,40716.7,332690.13,,0,9141.28,0,,2220.84,12579.55,31866.86,17869.92,395.1,5554.12,10703.53,78.26,1963.8,,936.58
4/19/2023,4272781.01,373812.92,71566.43,296541.08,,4.9,8810.41,0,,3051.12,271965.86,54548.47,1329.64,601.38,17013.34,3392.47,7194.42,1737.61,,711.56
4/20/2023,528166.16,144021.74,114483.18,273388.74,,0,20031.97,126103.95,,2631.99,23938.74,28717,12514.64,559.93,12604.36,6396.12,8.48,1618.86,,416.65
4/21/2023,254420.56,21265.97,100947.27,356908.53,,0,3256.82,0,,8781.49,4790.46,24840.08,6847.79,2905.8,2038.73,7112.91,15.25,1824.56,,1020.61
4/22/2023,45569.47,8479.16,134692.26,280356.13,,0,1210.22,0,,0,2597.27,102130.16,3974.27,3595.67,2034.62,14085.77,354.03,1427.33,,405.91
4/23/2023,60424.49,4886.99,19223.75,257285.19,,0,2782.16,0,,83.95,1269.07,15188.74,6727.49,49410.06,1882.29,4081.72,31.17,1485.71,,1143.95
4/24/2023,17342.2,14734.88,94485.02,414367.1,,0,2934.17,0,,45441.54,1144.53,32475.12,7774.59,2311.69,2269.31,2863.27,81.63,1764.78,,1053.03
4/25/2023,27238.58,29232.79,41371.65,720674.6,,0,4418.48,0,,8028.88,3567.64,20552.4,8610.09,539.64,1988.65,6368.75,150.93,3189.81,,645.37
4/26/2023,204805.67,197896.64,38319.47,269608.24,,0,5664.69,0,,78.68,181415.72,29221.84,80815.59,11749.28,18219.69,12713.47,274.28,3548.66,,1089.4
4/27/2023,133983.62,158680.39,63042.73,363934.07,,0,25431.16,148134.93,,577.89,30738.8,28792.31,26259.44,1199.39,7627.61,3700.3,11325.38,4054.8,,821.91
4/28/2023,9513.08,30728.63,32562.53,254001.81,,0,4925.78,0,,1178.6,2000.4,26350.05,1611.52,4241.16,2706.61,7625.18,58.44,8684.8,,326.17
4/29/2023,17830.52,111760.12,148100.5,264968.35,,0,4493.13,0,,0,765.07,49628.21,1855.38,346.62,3240.8,2593.24,31.41,1841.52,,546.77
4/30/2023,6147.05,11234.72,66886.68,194679.59,,0,6696.96,0,,5057.95,2675.85,36549.38,5043.81,3268.03,2039.84,4006.78,65.63,3623.25,,1497.82
5/1/2023,22671.55,12084.01,84712.77,2219817.84,,38.16,24986.82,0,,40918.53,2100.12,46793.3,146.52,1028.67,1558.79,4817.02,108.11,1514.86,,1295.21
5/2/2023,8532.93,14219.51,21847.06,200327.81,,0,33147.59,0,,5908.61,2328.2,28271.07,1271.29,824.32,1067,4264.24,26.39,5365.82,,741.88
5/3/2023,418532.91,216333.84,60252.67,748349.94,,0,11269.07,0,,2907.71,33987.47,31178.09,1575.47,6773.15,16883.64,3361.63,46.41,2355.41,,773.24
5/4/2023,5027.46,310256.5,42459.85,150312.8,,0,20169.11,119798.42,,155.89,119564.22,32872.3,2441.49,4488.81,10462.15,2658.06,8979.75,1697.78,,431.34
5/5/2023,2965.46,20599.21,38228.74,305732.61,,0,13619.19,0,,1695.38,25593.31,18495.84,90.4,1365.41,1556.47,11748.55,94.97,876.38,,433.2
5/6/2023,354.54,16079.28,109004.05,135195.96,,0,6877.21,0,,11302.09,99122.01,19845.83,277.46,611.68,1158.59,1606.66,447.11,914.97,,357.23
5/7/2023,405.52,5167.38,52366.03,142916.42,,0,4713.44,0,,60.85,1785.89,17452.61,2424.5,1780.4,3288.55,7438.31,76.23,1593.39,,421.82
5/8/2023,9192.98,6812.98,93988.43,458402.23,,0,12808.31,0,,39028.54,7363.89,111755.12,8326.01,3353.09,1532.58,5542.49,14.46,1208.96,,235.33
5/9/2023,4661.95,22880.78,31611.56,167633.15,,0,4676.8,0,,8392.41,3055.55,30916.23,2017.09,1686.55,4180.06,6916.55,64.42,4657.29,,885.55
5/10/2023,92673.48,106208.67,36186.34,125583.48,,0,7520.54,0,,1433.07,148629.2,27220.39,5766.9,2576.61,16694.24,7264.92,88.95,2225.93,,438.45
5/11/2023,5589.37,103566.63,78353.67,154733.4,,0,31270.36,107278.58,,621.34,21613.03,25534.25,742.14,550.1,8019.96,3574.7,8180.1,1198.08,,893.24
5/12/2023,11620.45,31510.49,35018.78,109173.46,,0,5134.82,0,,2228.34,5649.31,28508.3,5657.71,5677.49,5146.11,8410.41,54.2,715.38,,322.63
5/13/2023,6105.4,21452.89,94645.01,193594.92,,37.87,6638.71,0,,72.95,1810.66,35568.13,1394.94,737.59,1655.75,2337.41,80.6,1220.53,,160.21
5/14/2023,4882.24,11775.68,49291.19,75537.88,,0,18153.38,0,,65.72,137.15,19547.91,3582.62,1675.15,2511.53,2102.89,36.47,1098.66,,397.87
5/15/2023,4157.64,39466.78,56918.82,457628.89,,221.56,10241.45,0,,46953.7,1682.87,23874.99,11019.48,1123.59,5185.14,3276.78,196.39,1417.69,,334.75
5/16/2023,323385.05,22107.45,29961.71,171005.1,,0,12588.4,0,,3233.19,4140.98,32571.72,524.07,1219.5,1864.82,6786.18,910,1055.31,,359.9
5/17/2023,2053969.75,447798.73,88166.87,134534.55,,0,8593.69,0,,2376.6,139410.58,23157.5,3405.42,2904.37,11446.29,3664.44,103.57,1805.92,,155.28
5/18/2023,138753.14,280349.08,23056.41,120592.76,,26.84,37809.37,124880.78,,949.42,6909.76,10959.23,5503.29,494.25,5621.73,8631.88,8814.31,1242.43,,514.36
5/19/2023,198149.9,31026.53,33502.62,125738.61,,0,10654.47,0,,113.51,2619.01,29200.79,7110.82,505.2,1137.95,8152.26,183.04,993.66,,497.35
5/20/2023,59352.07,11218.92,99079.99,90988.26,,0,11359.58,0,,36.65,538.73,16944.61,2678.66,1086.54,2610.36,2146.11,55.97,1336.06,,648.63
5/21/2023,37104.52,8212.87,48631.05,134100,,0,11489.14,0,,45.16,154.2,23596.02,773.99,3118.06,2626.65,1647.39,357.85,1179.78,,122.59
5/22/2023,18465.18,17621.52,41346.57,305689.4,,92.38,9871.87,0,,45547.05,1169.16,26970.3,5848.83,384.53,3499.49,1957.73,146.38,1828.95,,448.53
5/23/2023,2006394.66,22629.77,26854.17,84819.3,,0,13984.35,0,,3017.21,591.19,15274.43,3657.14,4613.24,2267.25,2687.88,102.75,4601.16,,2784.35
5/24/2023,31095.19,364905.71,91215.87,111791.89,,0,8498.91,0,,751.45,123381.76,30445.69,1936.05,1420.62,9825.72,1294.7,199.19,1252.23,,465.16
5/25/2023,86368.83,158886.01,37666.17,116334.32,,0,21700.31,126046.32,,1681.07,9668.03,16387.25,29164.26,1543.83,5311.44,2538.2,443.02,1144.86,,253.61
5/26/2023,14285.95,201777.7,118366.24,108203.2,,0,9583.46,0,,112.8,1843.82,17729.15,1461.02,12067.06,3908.45,9342.16,10029.94,1162.13,,1672.19
5/27/2023,8272.91,59213.22,99348.69,128601.59,,0,9317.3,0,,0,611.15,7585.23,2566.8,8754.82,5107.77,2195.79,2.68,2228.63,,1631.31
5/28/2023,10817.15,12859.01,20210.1,116388.14,,0,8557.24,0,,48.53,789.39,10600.76,2539.5,784.51,1172.46,2032.33,628.98,1412.27,,1707.07
5/29/2023,51376.62,23888.59,40961.4,424089.66,,0,7494.07,0,,43830.76,1746.94,23286.75,4930.54,1894.54,1554.14,7822.15,238.57,1474.43,,528.8
5/30/2023,62158.02,10877.92,27951.1,143483.9,,0,6789.26,0,,2220.3,697.72,47327.9,5475.18,4136.69,5505.73,5363.55,20.69,1297.11,,832.72
5/31/2023,9085.19,205268.63,16559.74,179356.37,,0,6987.29,0,,522.21,121154.25,12665.52,7874.54,5846.96,17735.62,5731.2,366.5,11150.08,,509.23
6/1/2023,14619.86,216733.96,40024.16,71721.14,,0,20907.17,107673.23,,1636.82,4006.41,20587.13,5241.8,1724.84,13686.3,10097.48,6073.3,2769.75,,782.04
6/2/2023,15571.19,76476.75,46938.53,207973.43,,0,16487.85,0,,27.49,3174.06,14423.04,8044.11,1590.37,9365.39,3734.4,33.27,3140.56,,288.41
6/3/2023,3812.72,17615.95,84499.94,102146.06,,0,13135.05,0,,238.85,1461.35,11626.63,3458.77,255.17,3070.65,1648.41,458.32,976.9,,271.45
6/4/2023,10596.06,16485.8,37460.6,146511.41,,2.36,15124.55,0,,62.27,652.03,8680.94,3503.92,2754.26,2521.4,2762.91,17.99,1230.14,,276.84
6/5/2023,20021.54,21654.3,30005.16,156451.11,,0,12040,0,,39343.79,1218.67,6809.81,5126.01,1092.48,5218.12,2168.24,52.7,1235.84,,239.72
6/6/2023,491872.51,10669.93,50033.79,114643.03,,0,14209.36,0,,1509.29,315.89,16146.89,2802.16,15105.13,4029.45,3647.04,10.65,797.65,,641.61
6/7/2023,9812.73,230026.09,35554.06,98917.86,,0,16041.38,0,,116.44,90314.52,6867.35,16308.32,15262.39,11625.68,4475.55,6180.42,1628.1,,398.98
6/8/2023,575524.38,150971.06,26072.44,82768.74,,0,22240.76,174998.54,,10.42,9566.47,11644.45,8470.03,639.91,11169.42,3214.97,9.75,1373.62,,724.97
6/9/2023,31526.4,26521.06,46177.13,682708.36,,0,18114.99,0,,1374.18,3594.98,21035.9,2339.21,1424.3,3347.06,4180.63,54.67,1765.08,,324.09
6/10/2023,25412.45,14125.93,69166.8,122115.89,,0,12074.69,0,,23.27,2940.56,12845.33,5355.77,10969.89,4089.31,1128.88,105.9,1203.93,,513.99
6/11/2023,16603.23,6576.91,17377.3,65643.54,,0,10659.22,0,,37.61,1639.16,7123.75,6394.15,1222.84,1287.7,881.78,233.93,1066.92,,528.46
6/12/2023,16234.94,16921.38,31087.98,75838.96,,0,10049.61,0,,30646.12,2056.55,10224.94,2625.14,4257.34,5166.22,2840.47,1716.02,1245.62,,440.49
6/13/2023,392326.58,14855.88,3975.33,124818.29,,0,15990.23,0,,2686.67,2334.94,9429.37,3188.31,1613.7,1198.56,2383.89,256.86,1797.47,,1822.26
