Date,dYdX ($),GMX ($),Deri Protocol ($),Synthetix ($),Vertex ($),Perpetual Protocol ($),Gains Network ($),Kwenta ($),MUX ($),ApolloX ($),Voltz ($),SynFutures ($),Level Finance ($),HMX ($),Holdstation ($),Pendle ($),Cap ($),Polynomial Protocol ($),IPOR Protocol ($),Mummy Finance ($)
10/28/2023,447580378.2,61704519.82,64557.06,36340051.18,76225274.95,3824864.34,7948669,35199642.79,16743206.59,32706793.11,0,12755349.33,248255.12,52176512.63,3900793.22,1823014.37,2281186.23,747882.15,0,421410.61
10/29/2023,482931296.3,81659526.02,140896.95,47820275.76,92592774.8,4517762.08,52722741.56,46375712.15,38246876.86,82741960.26,0,14268868.53,6043835.88,51124909.93,3674036.18,962073.41,2149173.48,1206276.79,0,160253.54
10/30/2023,830999351.6,109719705.2,130486.09,49712887.9,106167884.1,8399674.44,44298036.9,47717864.67,127449305.5,130734038.5,0,22764582.42,3787999.8,62715592.52,14943697.42,856065.81,2962969.48,1021553.58,0,1621310.49
10/31/2023,923487566.6,153179565.3,144990.18,72240352.54,140973639.5,9036163.06,103753870.1,70749134.7,322045375.6,114697196,0,23388400.24,4574681.68,69595545.88,10718786.79,635173.77,1884007.81,1228343.66,1237602.5,641936.92
11/1/2023,1514853652,251889512.1,513909.61,252523143.5,230845365.6,15364311.65,72595989.27,248697808.1,68714112.1,144980573.5,0,22997682.12,4862767.62,112337209.2,7402283.92,1626748.07,4200505.84,2793629.28,0,892047.71
11/2/2023,1344579844,188610718.3,54161.92,172893371.9,283481242.1,10682591.83,55240234.21,169032215.6,81397718.27,81185989.29,0,17990244.65,4791648.09,97728150.51,9535135.51,2484638.9,1896688.77,3253068.92,0,798172.37
11/3/2023,1093947928,198825573.7,23434.12,89163211.15,219086027.7,8906746.08,38042221.71,85449804.43,45511029.89,51777734.25,0,13309330.88,5833375.56,53345885.6,8793538.15,514585.99,1398221.55,3044973.8,0,678792.12
11/4/2023,483393304.2,55787734.2,3034.55,35167933.15,259945443.6,5155899.65,17276919.53,30270894.31,25635501.83,43752916.99,0,11570164.59,7960507.93,27843506.4,2378471.16,1493283.11,1889852.03,3050291.41,1722.74,290358.26
11/5/2023,934225254.1,159109166,13211.12,78104737.77,239440321.9,11765150.73,48556410.41,75272397.45,48214388.71,39844661.99,0,14378237.92,6382073.59,49785454.34,2806547.39,1730416.29,2372411.01,1518554.37,0,736428.24
11/6/2023,967200821.1,92157260.44,3577.7,180631460.6,477316821.7,7597728.85,39180171.24,177399395.4,34059196.51,71311862.51,0,13088454.43,8432282.93,93831569.44,17790249.84,2185942.38,1551637.04,2267501.31,0,338096.32
11/7/2023,1331927163,167937231.7,176934.19,197959422.6,414351439.8,8463097.34,57562651.06,195481783.5,187682927.5,106212120.2,0,15074407.35,8047277.6,103795228.5,14426053.01,770111.97,4634643.45,1752109.64,3143005.42,269179.89
11/8/2023,1080747907,140959062.5,792702.86,125032519.1,253219843.9,6105038.29,44655743.22,121394568.6,71893283.64,60861094.82,0,14544095.64,19906336.61,58193635.42,9941403.68,1745061.4,9625331.65,3243818.22,0,570900.57
11/9/2023,2798159185,518195129.8,304182.84,459391438.7,175259225,24683270.94,87776698.4,450895103.9,254210332.1,120637382.2,0,22698353.31,6230788.38,79327264.52,10883999.82,3703323.28,15249280.2,4135739.67,0,10127526.83
11/10/2023,1534526592,181278888.7,7419171.64,278871525.9,157695439.6,6697272.11,49240468.5,275173928.2,83058357.03,68413724.37,0,14440095.78,8546290.25,37643908.92,11087454.12,1481323.21,5396936.03,1901734.02,5261.48,2676062.94
11/11/2023,1319621940,142155511.7,1056206.76,242088668.9,181127232.8,8911008.01,28911975.57,239029315.5,113254037,66151953.09,0,15010586.66,3534789.44,48847070.69,2435030.84,3211700.24,5924155.49,2394144.97,2499.28,1604766.99
11/12/2023,1001480664,170177657.4,105392.28,97731574.2,164203072.6,6883738.37,44297107.23,94199003.54,245061495.2,69771528.63,0,20167064.79,3700583.85,33287566.31,2238009.77,2300169.32,8102380.28,3118282.36,0,732238.52
11/13/2023,1671915731,152484553.2,218663.31,199178565,206261276.3,14483311.56,59589973.99,195123935.4,100554059,81399675.35,0,27198851.87,4005109.98,68347045.36,10657239.97,596901.49,4991078.75,3071874.21,510429.73,1355487.17
11/14/2023,1860391848,215887899.9,199292.5,211893521.7,424517064.1,15384567.12,87310751.51,208420822.7,204852064.1,132447837.8,0,24645190.74,5562981.08,88058269.43,10746364.49,2320088.04,4243685.34,2641453.93,50,4132495.3
11/15/2023,1422102814,228588794.4,1041209.03,243783796,381103471.3,11705391.77,68091668.74,234620125.1,125721384.2,116609994.9,0,18406064.45,4146746.25,66400697.84,9453416.1,1690939.07,5193024.72,5675294.87,4025.28,3732266.5
11/16/2023,1802606655,347097844.1,478283.84,274961969.1,287141782.8,17273816.03,40661879.53,267457112.8,212305608.6,173023802.9,0,4992350.7,6809775.36,61524262.17,9525710.08,1478134.14,3616362.88,3703045.18,5220.18,6009343.41
11/17/2023,1458246376,237604978.8,1301524.94,172008987.2,248709085,12854645.84,43378350.3,165711770.4,421544913.3,45695355.96,0,12978064.43,6393196.33,42055366.61,14960240.3,1019193.25,2446985.14,1452257.7,10024.76,6568841.93
11/18/2023,772795158.7,73456829.58,1364011.31,108450582,184376452.6,5038492.75,12063225.7,91696438.84,22122162.91,37029163.23,0,12374534.1,1705628.89,14835787.12,2629303.63,1422598.46,964426.81,3395671.94,0,1388685.05
11/19/2023,757440783.9,85551180.56,160177.72,72465127.77,154518788.5,6662457.88,83032357.94,70792900.3,34259255.08,43311242.27,0,13062673.83,2091487.79,29945322.11,2591105.14,1385279.63,1283430.72,1037567.5,0,1388144.18
11/20/2023,1140262121,161394918.5,273765.59,187376296.9,327914948.3,12079409.44,81223774.46,180054869.1,26941444.69,83528274.73,0,19276083.53,11616855.16,63862328.19,15982617.47,1671213.25,3219460.16,3602023.19,636105.71,3696222.66
11/21/2023,1750078219,263482622.9,541852.97,255667335.1,462445560.9,15819485.83,71790175.13,245796667.4,68037171.08,112690905.6,0,25130245.04,33803123.42,79894157.04,27868166.9,1480472.93,9318107.69,4613489.63,1099211.28,3381607.61
11/22/2023,1427745412,207483240.7,291527.92,175024117.2,455252775.9,11449184.25,38083687.41,165731304.6,31192002.21,93295601.79,0,17876882.84,19038867.76,42216353.53,27293020.55,1061473.16,3509602.89,5046263.74,0,2222658.56
11/23/2023,646343313.6,75424050.28,126274.58,102129278,232243635.1,7257689.14,54155346.71,99918695.47,157099314,49645330.31,0,15020520.93,11896058.03,80620222.96,27259704.73,3267980.5,2044799.85,1486050.92,195954.09,992864.76
11/24/2023,955231941.8,150717032,800823.89,112162253.9,357673650.2,10976259.69,53599624.99,106823199.3,77530780.14,80910608.72,0,22912357.24,9399733.61,32499550.19,26664019.46,2341585.01,11816790.62,3155539.14,2044288.34,1751575.1
11/25/2023,325683080.5,119352825.8,796274.33,85448518.63,566846421.1,3222229.38,10295764.46,81425001.95,13292560.63,26629737.83,0,14245892.26,23766100.08,13088265.58,14926226.84,2142661.64,361421.4,974949.62,300181.2,587348.51
11/26/2023,558158743.9,122967293.1,6355.05,67126370.16,982961434.2,7400280.76,10009216.95,64555658.3,23102085.85,49196330.02,0,22610704.11,6484240.18,36666487.76,16448608.78,1814812.23,3490906.14,1651749.72,0,1820660.87
11/27/2023,826664583.1,144060248.3,13180.04,117452892.3,1634619839,9207273.15,20607277.92,110618356.9,50719630.1,74852343.64,0,23897313.03,8478465.71,76546404.19,25479386.26,1123687.84,1364111.93,4022410.8,44500.35,1778536.52
11/28/2023,970649953.8,166922779.7,27971.32,117259136.9,395836360.4,7106813.29,20426256.3,113438330.5,32739616.43,100434597.3,0,24298615.17,4054383.82,76920356.33,23524175.56,1305479.57,1415516.61,2556804.01,600240,627347.41
11/29/2023,858175065.5,132525611.4,20531.42,98440797,713175936.3,5670477.17,24613397.57,95267201.18,39986153.12,161491219,0,22005270.54,4766273.07,58492251.38,26547154.07,2141941.96,1890638.63,809747.22,0,621166.37
11/30/2023,622354231.9,171947136.7,46612.47,80524179,452391552.8,4384507.15,22589762.63,78021047.44,92806572.26,78785899.18,0,19989010.26,2912334.59,39686299.87,31151492.73,2134042.53,8009579.48,1459625.13,0,439645.63
12/1/2023,833597726.2,241557321.4,544999.07,106371590.2,506246074.6,7411386.67,32195743.68,103127336.9,230401390.6,146898352.5,0,23543430.61,2985604.73,20358330.46,25558645.41,2069521.05,18948049.8,651511.66,0,781791.48
12/2/2023,681972839.4,160750105.7,764297.14,127685721,322639422.6,9641783.49,19221104.24,124675618,38096959.5,109818325.7,0,22150018.87,3325283.77,26215075.58,23296684.86,1521762.2,1116715.5,1923473.68,0,1342292.72
12/3/2023,624947414.8,133891918.2,328867.73,87194230.89,365042363.9,6985248.04,18981774.21,83261068.16,29124007.76,92242481.93,0,17062828.69,16236510.47,88902271.95,20933071.77,2438673.19,9604929.89,2155322,50,1153438.97
12/4/2023,1584533385,363620391.8,148694.37,333440802.2,640891835.9,14309597.97,66946233.13,320944786.5,83712314.36,154899982.2,0,27601350.8,28239854.38,77446128.68,47480888.06,3896044.21,8675633.88,6422569.34,0,2520339.19
12/5/2023,1707491311,348699512.7,44.75,163384450.3,1534726675,16331499.31,64994277.2,157722308.7,71181582.23,178989816.7,0,24308718.7,3889937.71,113356301.2,54069244.45,1141285.44,2036679.06,3190533.34,536419.31,2250623.69
12/6/2023,1220647563,241475005.6,70992.75,202890317.9,1246037691,12586768.82,43246220.38,196728585.6,68191111.38,93624548.06,0,24104632.22,12923850.79,76078901.02,44706923.9,1728661.31,2640315.81,2010715.88,0,2422464.18
12/7/2023,1286761260,335243272.4,20552.2,215640802.7,559275975.5,14126381.27,56884661.44,198624059.1,406139858.2,37281243.16,0,23052895.29,6037639.2,78048128.04,39235855.39,6740100.3,16963463.48,6092948.26,0,3261558.77
12/8/2023,1137222996,299582998.3,0,140288579.8,551019412.8,8293670.05,54348629.24,136226705.5,211168227.2,69992068.8,0,21192891.94,4733608.07,41744075.51,42498591.09,3390019.91,9720156.73,2542801.87,0,1139744.34
12/9/2023,949932044.1,252375523.6,59623.6,283949193.1,364355350,8977793.46,36443372.79,272499107,95303862.42,60643967.32,0,20755969.01,2178678.43,17108626.55,30822206.78,2978954.84,5211918.53,5924837.09,0,2004756.14
12/10/2023,722682854.2,147792060.6,0,115931533.4,249002287.1,4624218.01,28861156.13,108295480.7,174646936.5,38520827.12,0,13230267.87,11727086.39,43693714.11,29991101.14,3047688.75,2569280.5,4442341.41,25.01,858784.28
12/11/2023,2188597845,649998049.7,0,403631250.7,939761394.7,22481089.11,65570070,386711409,597204430.4,64220953.79,0,24221042,7442360.49,78323480.03,44559995.58,2747593.89,4272167.49,11521370.92,4904.34,6947497.95
12/12/2023,1132203110,368311239.4,0,154818899.4,780706605.8,9254366.35,59859989.37,144959261.4,76577614.9,188916529,0,15922298.32,8956260.81,72965219.36,40781467.64,3491865.46,1510295.47,5927170.67,0,780297.82
12/13/2023,1311135475,315259821.1,891.23,138009193.1,869402731.9,10357117.39,68803863.19,99769026.08,196843479,109891446.6,0,17749777.95,48009217.08,59264724.8,45902940.11,1700300.3,3564334.45,3276496.75,0,921540.09
12/14/2023,1181439324,251500396.9,18043.02,131653780.5,445770832.9,12947232.64,70972446.83,127873597.1,383968420.2,112980562.5,0,14569999.41,2141732.36,98281612.97,40377702.66,3827919.1,3952915.98,2513335.13,16426.19,1235117.34
12/15/2023,748223137.3,101802340.1,0,237687490.3,302760057,8676156.5,32716685.87,227582961.1,88191570.08,78717798.29,0,14563030.2,3176435.56,83452062.46,41214854.52,3328574.6,1200543.81,6375497.99,25,401043.32
12/16/2023,487258117.7,74577583.91,0,61044373.24,178151614.7,4592338.45,26874178.39,56635218.97,38017858.06,77272875.4,0,13255723.25,1004187.52,62633962.98,20764368.11,1804229.06,246849.68,4029980.04,0,672541.9
12/17/2023,665418216.3,157933961.6,0.3,62339661.78,204600363,6745545.58,17945347.14,57972885.22,104592966.3,98871727.73,0,14457241.62,15055024.91,150402691.6,32279896.38,3425015.51,1124817.96,1933146.93,0,938016.9
12/18/2023,996859533.1,255380985.9,4665.51,89844450.74,331945975.2,9160525.97,49943518.16,82597641.35,133806163.6,102905771.1,0,22853286.67,2972221.62,183076774.1,47795463.95,1596589.84,2214372.95,1885613.41,5072337.91,1204736.35
12/19/2023,820697724.2,277104922,4306.26,191125599.4,475300939,9330250.51,69089922.49,186223502.5,123619938.8,75837684.38,0,19750775.6,13210632.74,192012561.7,37967978.42,3448724.12,3231394.62,3234547.65,0,429627.88
12/20/2023,1181997316,405821219.9,7894.67,126924902.2,1223023924,14089410.67,43733715.27,108803079.2,70455229.62,198464931.2,0,20930590.91,13534323.75,165217632.4,48014819.27,4899743.34,5199120.87,4565894.66,14441239.4,698189.32
12/21/2023,1043696786,246767996.4,57.01,197738514.4,465339492.2,11198309.07,49659974.66,191744223.1,422308830.4,75554141.23,0,18598391.05,5922928.17,164143517.6,44110039.36,3308316.94,2036348.22,4090085.65,4969402.43,1235387.47
12/22/2023,888111458.4,216975420.8,25623.86,114125166.8,376353930.9,14358424.64,47567520.67,107074580.3,77149213.44,56097706.08,0,23289608.59,1567241.45,98834003.47,47783513.39,1728617.45,2610468,4371586.96,10606077.02,6102674.17
12/23/2023,538125364.2,150275163.2,0.01,201785921.6,181770389.1,5569728.76,18760178.7,197519997.5,36998016.03,105687057.5,0,12970498.9,2697747.48,45048851.25,35573691.06,6207982.71,1281892.78,2711365.88,2938076.55,2584929.51
12/24/2023,613379862.6,215127188.2,0,85917421.16,261595030,9712244.76,25983117.39,82380304.73,42764924.67,87565940.94,0,18153704.63,7170882.49,213016177.5,40335744.88,1915242.93,1288196.37,2627206.48,39926.23,2308619.43
12/25/2023,638414247.8,102373009.7,0,96933148.05,271991148.6,7074133.34,24249736.08,90737046.89,33947154.42,110079079.2,0,16776338.7,6316775.13,188965788.1,43284223.94,2831225.35,27132075.91,5580830.83,0,2646717.9
12/26/2023,903463793.7,272825931.7,0,102210321.6,353276502.8,14940851.29,27162159.81,90387313.69,50308379.51,88140938.82,0,24991407.03,4828645.19,68782382.57,44136130.92,1564870,1133902.14,6965632.64,0,1935201.14
12/27/2023,824020178.9,257230491.7,0,107067524.6,522619324.4,14057963.89,26541748.57,95408154.56,44995382.29,270543194,0,26321798.29,17470803.21,84552700.63,70637817.7,3100316.44,1538748.21,5395517.72,0,6601758.35
12/28/2023,895890339,302631999.9,0,151953834.6,347901302.3,19993730.43,53329107.2,136329684,189164143.5,80278244.9,0,19353596.01,1482509.26,75545892.79,60353825.73,4071674.02,3778142.4,11556338.24,986007.05,2268273.3
12/29/2023,878785172.3,229132955.2,0,119755912.3,325408976.2,17706151.78,68650723.75,112757776.2,114687415.1,156969579.8,0,17229470.22,2502047.02,73215808.2,70924009.87,4924395.57,2726004.4,5222584.56,25.01,1941608.28
12/30/2023,522011887.2,70784503.43,0,51005153.85,140673697.2,8730887.65,24554829.05,47708815.91,44204799.1,76847677.51,0,14999408.24,3169484.25,71143356.69,38532408.14,2554356.99,1306372.28,3209915.37,869299.17,1076912.54
12/31/2023,480600335,83210203.4,4.37,66258246.06,170832451.1,8373577.28,27188800.46,64212381.84,32610190.19,160720066.9,0,16871466.53,6777011.94,129591790.1,43539294.07,1661276.18,1241893.07,1796300.15,2278426.29,1418340.55
1/1/2024,451153904.4,146458199,0,47311154.05,188033349.7,7619359.93,43521200.27,44727858.21,37468259.98,120519876,0,13731188.35,1854965.91,170263577.2,44366344.02,2474743.13,2627626.21,2165371.69,5873348.28,1141447.63
1/2/2024,1046857725,273875714.5,2613.74,118221350.4,491936138.9,19579700.49,92474405.12,111612533.5,120149740.4,200195048.1,0,24029867.07,9884885.15,82913535.2,64853448.49,3196163.8,12252703.24,5169037.69,209.34,1200810.23
1/3/2024,1534627482,571784192.8,2914.08,163785728.4,991047475.4,29874981.25,90582115.56,157580110.9,145593033.5,159286286,0,21958744.93,23049385.17,51783855.39,76240235.04,3312871.79,4685132.91,6362686.78,20969025.18,5693334.18
1/4/2024,748158238.3,272516455.4,17.94,104794355.4,260251572,14958864.57,91434982.29,96254185.95,173312911.1,188663622.5,0,9577567.8,7081969.82,111539105.2,66004062.66,6529709.28,10857720.16,5621935.51,0,812309.74
1/5/2024,801759154.9,266670783.6,0,97227025.81,311950628.7,19668196.25,160800255.6,93240924.74,131065734.7,97823105.7,0,10363291.36,15028795.32,69575813.76,57483117.04,3685814.35,2529197.85,3598016.66,0,2732652.86
1/6/2024,336757142.1,104684401.8,0,47349498.79,132806684.9,5080473.36,36385757.09,45911350.42,45825768.33,18923939.89,0,8931153.7,1951199.43,29107898.84,48170496.54,2896777.11,4177569.66,772341.58,0,1274791.56
1/7/2024,447327833.9,109353907.5,0,54879547.6,186820269.5,7557125.12,50597871.67,49685771.66,50279212,61143869.46,0,9164515.16,5621034.34,51149743.55,43602474.54,4980167.09,2795767.78,4996229.48,0,1685444.48
1/8/2024,1228058470,404811936.7,6890.02,133841436.7,381566827.8,24751933.01,108154299.2,126444405.9,177816833.7,184327595.2,0,9245652.39,29834528.4,134582952.6,61416114.94,6429465.18,3816982.59,7192141.94,2915744.39,2471462.31
1/9/2024,1382978787,472984388.6,19312.12,178445028.8,535650298.4,37558717.09,97179934.57,160741909.9,162869842.3,211687419,0,10018386.18,13046983.08,133805839.4,75192270.37,4647134.45,6733756.98,10798839.57,0,5740916.78
1/10/2024,1851972046,516015336.4,11393.68,227026089.7,1194835662,35584906.24,132827819.6,214635855.1,219251729.9,309118126.7,0,13403246.14,25174073.97,117147621.8,66483179.29,6101934.6,5973723.01,8011689.55,0,4129897.47
1/11/2024,1442778138,703904837.9,8203.1,185773456.3,483279611.8,22878429.63,214768860.2,178585898.8,164018538.1,235274882.5,0,12479459.22,12909539.55,116232994.3,76133606.13,8461042.98,3547613.29,6651128.79,4716593.03,2843047.91
1/12/2024,1550513252,717772629.6,1535.76,253968028.9,534265508.8,34015545.44,155067381.7,242919556.9,310779609,256039958,0,12087237.73,7354035.95,65585790.85,68106620.41,10781645.61,2993224.2,10570176.31,13210956.75,1685131.27
1/13/2024,508390260.8,152994484,17544.37,75107469.82,233027868.4,10174699.02,73127609.04,72487662.39,92791577.46,127334842.9,0,4992669.26,3386147.08,21086816.27,49602321.74,20047135.32,1293794.25,2344463.58,0,431674.97
1/14/2024,491065961.5,192595708.6,12447.68,60630939.48,225479544.5,10009969.79,57652676.32,57997736.72,46708479.98,139731731.7,0,4949139.54,15036965.86,26758544.98,52074563.45,12063452.46,1781900.13,1766267.16,8495367.5,287057.79
1/15/2024,492693316.3,159960494.2,0,58083316.77,303342964.1,8399523.71,95193386.05,55275671.9,30510938.25,106831680.4,0,5082402.51,11179299.19,82721801.28,77686333.32,13821440.54,207049.33,1297140,3787112.17,352040.03
1/16/2024,513937382.2,243390812.5,1716.7,55736993.34,251913427.7,9559483.68,85118390.81,51671262.82,87422817.95,87866558.29,0,6009292.75,5037302.28,148220033.4,64827295.92,21611584.81,1196498.22,3133058.14,2939910.25,379990.22
1/17/2024,491427547.1,269313589.3,0,51467383.7,232620609.5,7963900.64,90962777.61,46421552.04,90975624.8,53949283.15,0,5827672.66,12131559.1,80001588.5,69765805.24,41029442.06,826210.95,1403611.89,6274.88,148754.86
1/18/2024,454402951,326300302.7,0,94766753.5,279554814.6,12744616.82,78639757.45,88075825.2,103403124.8,148282307.6,0,7373353.17,5848163.54,70600343.64,77843051.07,18176032.15,517545.98,2418158.03,10688031,564764.91
1/19/2024,600542141.1,369620887.8,0,94119493.94,245120806.7,13138627.59,89884959.15,91054207.52,57984187.25,375429428.1,0,7321925.27,5534345.96,68036242.07,78882923.65,29620507.42,430120.55,1616861.78,8209989.22,606326.29
1/20/2024,171366460.2,110174370.6,0,55534426.85,111183899.3,3255261.76,28493428.77,51443393.07,27403325.08,34946732.32,0,4905618.04,1886259.49,51214357.17,45226637.37,35283779.3,31232.95,1050639.06,3715287.65,66754.62
1/21/2024,120069256.8,50966671.84,0,47834471.88,143893596.4,2725736.47,23291513.13,46744893.15,13806235.47,29362154.97,0,4686155.28,1054605.42,67172332.54,55488031.47,28294684.11,96813.21,504205.14,0,113465.06
1/22/2024,676726159.7,333783781.7,1725.4,143512890.7,357064929.3,24415222.24,102066325.4,140459183.4,125858145.1,61959118.48,0,12689036.02,8736099.04,65224262.32,74037824.13,33841353.82,828753.74,1185485.3,5435933.34,322005.27
1/23/2024,531163685.2,457549241.2,431.19,108911235.1,327231986.6,21963078.17,256740330.9,94740596.09,382295380.7,173316162.8,0,11712654.52,10989780.72,95225942.88,64117307.35,38882967.66,961250.99,1291818.82,0,449521.07
1/24/2024,444984856.1,182349788.3,892.21,52909312.26,495024963,12850856.32,100069985.4,49969278.16,199071718.6,59779837.63,0,7018612.39,5426987.21,64819081,90188620.93,110556210.3,691600.27,1660508.34,432816.38,284230.92
1/25/2024,335445604.8,77750645.14,0,57115643.02,200461154.2,11221362.14,84500277.34,54929461.82,195552453.5,37387559.58,0,5627613.02,3851991.81,56514603.59,92484703.55,34805825.02,283251.58,1595329.1,804088.87,150761.21
1/26/2024,400641653.1,233640525.1,836.33,104114473.6,209328932,10649069.51,147909938,101463228.2,151932916.3,112037935.3,0,7196421.11,4849897.41,78646131.73,66658544.45,50596106.9,2085229.34,1014905.44,0,59018.12
1/27/2024,157746849.9,67275060.77,0,32544189.5,103643828.1,3428742.25,41854804.76,30956208.77,47590225.02,80236234.78,0,4267584.86,1172351.14,65627781.99,54681721.67,37221148.13,808746.43,840530.11,4028043.65,38605.06
1/28/2024,281356407.5,139810198.1,0,77162761.56,170366657.2,9321322.3,62337783.85,75075675.5,41368054.11,152833872.1,0,6927943.13,1602973.06,80260710.28,55086177.14,36375836.79,412483.63,1458891.91,0,83118.59
1/29/2024,342355294.6,158530838.1,41.3,42302269.53,260632913.4,11587765.1,101517572.2,30465406.37,56553769,126941521.4,0,6236394.93,2580167.19,54741622.69,69414393.47,42870272.89,322757.46,3808106.55,500045.64,78906.68
1/30/2024,399186842.2,249449655.7,0,54200790.05,315104524.6,13179599.82,137967600,49019437.35,70913519.28,46576820.53,0,6545891.58,1705730.25,58946554.4,72621672.86,44671385.04,654859.48,1540096.79,0,140429.86
1/31/2024,513015783.7,242270634.4,0,91863921.95,348951899.7,17640257.07,180721239.2,86558707.26,81813252.61,129611829,0,7760677.98,10875737.87,79273095.07,77623920.41,97589190.31,498068.67,3806367.75,0,234546.76
2/1/2024,341818787.6,224247838,0,34346611,226117272.9,11267649.93,140781317.1,32124596.91,190616954.4,59255834.24,0,5846668.66,18049381.34,72823318.58,70314153.13,95815648.39,340929.9,1244269.92,0,404489.31
2/2/2024,303103554.4,97395758.85,0,39747651.96,334846076,9039169.29,123588358,38416883.79,126093230.9,104105021.2,0,5005845.33,2482912.65,78221377.23,73837258.67,87539144.8,1488059.53,1131684.81,0,200777.2
2/3/2024,126232440.3,69858593.14,0,16122125.18,187461707,3843953.35,36279055.58,15653570.83,72761523.1,160758501.6,0,3417881.82,485522.23,23565629.01,59137603.7,57200154.39,575351.02,402532.05,0,13116.8
2/4/2024,185471681.1,59054181.97,318.62,23831568.06,102595040.9,6942262.24,55131237.61,23366231.55,65540139.02,96291987.1,0,4241697.08,89760.34,60906822.34,52566932.44,50200486.12,452090.89,390384.61,249892.5,23136.46
2/5/2024,294829990.6,112543881.4,0,34467907.47,179852439.2,9999796.38,145912921.2,32524618.43,65931500.08,88629258.14,0,6645638.56,526806.33,53346362.36,84411848.99,88681413.79,237022.93,1097621.38,249695,137438.62
2/6/2024,327903426.3,108053386.5,0,33579773.01,316838334.6,12978783.63,193511534.6,31244910.36,172008104.2,88233225.24,0,7166216.2,19613173.67,52932396.05,66978959.56,92261927.72,704688.72,1113579.73,399942.51,241525.48
2/7/2024,352312472.3,153273476.1,0,51033465.26,229788803.6,11643762.68,197454171.8,48287543.92,67732166.56,167936882,0,7867873.52,1566056.7,55061510.88,67060403.25,81377695.34,2071350.01,2042024.68,2964.61,90245.91
2/8/2024,356871974.8,236897603.8,0,53140841.95,249678326.5,9345224.11,226036523.4,50496219.65,125917758.6,134751873.2,0,7839705.42,1361376.38,128189164.3,64962835.53,92472459.61,4405729.86,2229211.28,4514939.82,54462.19
2/9/2024,476786246.5,591451136.4,0,127407967.8,396263925.2,18708045.94,155642476.8,120912864.9,153694985.5,250498930.6,0,7273996.21,4327684.93,65426611.59,61683122.15,71275187.85,217058.19,5291650.82,24308.01,279446.91
2/10/2024,184306967.8,105792311.8,0,28225930.72,227266962.1,5397109.62,58777021.94,26147201.59,20190050.12,257937717.7,0,3768288.68,6220046.92,32766645.53,56564288.82,68952666.76,179782.54,2015832.73,0,23044.12
2/11/2024,233123375.3,270297210.3,0,54676949.74,373338595,7675402.66,62433448.23,53638146.62,27126021.31,120745221.5,0,4313885.39,144756.72,41360986.9,57623225.06,67316420.24,373502,769170.76,0,96835.99
2/12/2024,668013981.1,363669192.5,0,127383479.1,493402867.7,18990041.32,207306255.3,118840671.4,123222558.7,235205285.9,0,7822265.4,2698656.11,89085725.03,82608421.85,44803158.97,1170729.53,7899538.84,1085298.74,203383.63
2/13/2024,761300696.5,295862460.7,0,73216696.48,499575980.6,19445261.31,297357670.4,66733022.16,196002087.9,135295864.7,0,7472633.51,4606710.82,102876546.7,74731169.36,72473514.85,638117.89,1323263.44,7632864.77,220414.55
2/14/2024,728688660.1,224639016.5,0,94906154.37,324054280.4,16481635.19,104125340.6,89253191.85,142382310.6,222050896,0,6636505.44,3086672.94,59245276.48,104377083,67516708.33,788129.71,1873533.38,0,124362.22
2/15/2024,511060644.5,372728128.7,0,116008783.3,303480883.1,20228122.24,171087686.2,113675025.1,155548576.7,240743719.3,0,7411993.87,897417.17,45849890.58,64657645.5,65368314.32,1832072.08,2079327.07,18958.27,466566.84
2/16/2024,486805298.7,252857636.7,0,78618075.05,248853744.7,14701161.36,144935893.9,76575807.36,612241916.3,179515534,0,6246915.67,2663336.05,39338482.38,71026172.09,51371350.59,722918.72,1170526.16,17659.97,214070.39
2/17/2024,331272353.9,215264679,0,37925674.94,227368669.8,11673027.83,86787195.22,36248275.92,102467517.6,113145043.1,0,5038113.9,2222066.75,29315829.46,66225764.53,40896008.3,61563.81,487903.57,709041.89,153238.65
2/18/2024,300318548.5,238585293.9,0,37023788.88,240520475.4,12451354.34,91407257.95,34367888.15,279008660.3,88649630.54,0,4780827,4407824.47,23492686.67,80468047.98,26941879.17,402599.41,387849.78,1447397.09,78118.97
2/19/2024,381347351.9,399037744.7,0,90116493.66,317060358.7,16416741.5,190155690.6,88273013.52,410981945.2,146289808.9,0,6195598.36,924442.97,70748578.92,72391657.34,36221456.82,3058185.48,1767904.94,368563.65,276162.12
2/20/2024,818757340,449984347.9,0,94906459.91,574918449.5,28764110,155141778.2,90409417.75,132548934.8,119730610.5,0,7692905.14,9745553.48,58063507.56,102660423.8,67899093.74,1749100.58,3062818.01,3211558.61,2202976.88
2/21/2024,518299059.4,331272085.6,293.58,83844762,558705609.7,24438317.3,131678039.5,82418308.66,97671595.25,130434653.9,0,6892863.6,20125407.95,84003652.98,66517322.41,71471791.55,1392980.52,532820.32,2864862.87,489899.17
2/22/2024,407413719.9,276209519.9,0,86009219.24,371267511.7,22078872.59,123268198.2,81930499.02,228299667.7,323490487.6,0,7609920.42,15834551.09,88706010.07,92312633.19,75243860.77,1027898.4,1721131.66,1871.33,503653.95
2/23/2024,320630343.6,177615143.2,0,64952577.7,363248693.6,15724158.62,79516057.22,62354841.62,189335985.6,178428123.1,0,5938972.61,7147215.43,95269810.85,93796322.51,91810899.8,751537.66,922351.14,0,182829.06
