Date,GMX (#),SynFutures (#),Perpetual Protocol (#),Synthetix (#),Pika Protocol (#),Kwenta (#),Pendle (#),Gains Network (#),MUX (#),Lyra (#),Thales (#),Vertex (#),ApolloX (#),Mummy Finance (#),Holdstation (#),Cap (#),Voltz (#),HMX (#),Polynomial Protocol (#),Level Finance (#)
12/31/2023,810,1041,161,252,34,275,252,343,492,9,141,276,219,131,405,16,0,84,30,14
1/1/2024,955,792,162,303,20,303,366,287,296,8,165,330,266,113,192,23,0,97,37,19
1/2/2024,1503,1215,274,470,39,449,441,531,630,11,157,452,384,147,434,33,0,136,72,30
1/3/2024,2474,1594,278,623,83,522,397,566,742,1,142,502,445,185,465,57,0,168,116,43
1/4/2024,1650,1434,147,412,57,393,563,484,777,11,141,394,327,133,285,44,0,128,56,29
1/5/2024,1636,1404,163,358,51,353,313,491,479,1,124,365,291,157,266,26,0,125,38,25
1/6/2024,1252,1299,174,307,30,295,302,399,303,2,130,295,233,154,180,18,0,99,38,17
1/7/2024,1137,1295,167,266,37,265,284,429,258,5,144,289,251,145,270,17,0,96,41,25
1/8/2024,2336,1174,242,513,56,470,295,563,379,3,154,407,402,198,429,34,0,138,72,31
1/9/2024,1801,1172,222,442,39,423,319,582,347,2,128,417,330,204,495,35,0,136,57,32
1/10/2024,2527,1156,287,570,82,516,356,802,492,3,149,456,498,232,502,42,0,160,106,43
1/11/2024,2250,1525,341,580,58,521,586,1128,424,4,161,462,488,202,438,32,0,145,112,41
1/12/2024,2351,1275,303,555,40,484,627,820,404,2,174,452,449,190,492,21,0,133,88,38
1/13/2024,1346,866,239,327,28,273,819,783,251,6,215,316,282,95,191,10,0,80,88,18
1/14/2024,1147,835,157,299,21,260,507,704,214,7,213,319,273,116,161,11,0,84,70,23
1/15/2024,1020,868,264,293,17,291,735,965,225,1,351,332,273,113,368,8,0,108,51,28
1/16/2024,1060,887,131,301,17,274,590,757,214,4,404,370,234,126,227,11,0,121,70,23
1/17/2024,1059,782,118,339,20,297,680,676,232,2,214,333,249,101,329,13,0,117,67,26
1/18/2024,1562,866,240,385,27,342,657,899,398,2,312,392,329,133,295,16,0,127,60,26
1/19/2024,1363,779,171,327,28,302,952,685,445,1,275,345,260,140,282,14,0,132,84,21
1/20/2024,818,707,212,191,12,175,1253,622,285,2,323,237,194,91,286,4,0,75,37,13
1/21/2024,671,946,206,178,17,159,1384,359,294,4,365,224,192,87,356,7,0,71,35,15
1/22/2024,1872,1007,233,412,28,342,947,772,399,2,381,358,339,128,533,19,0,112,81,30
1/23/2024,1908,939,272,429,26,332,995,918,369,1,595,376,337,147,461,22,0,124,79,30
1/24/2024,1092,871,148,288,16,247,1388,1049,323,2,358,290,231,92,408,9,0,95,71,19
1/25/2024,844,942,139,220,15,222,1716,895,343,4,248,320,195,110,443,10,0,84,31,23
1/26/2024,1334,888,170,281,23,262,1727,650,381,0,269,354,239,102,428,10,0,98,50,24
1/27/2024,920,662,179,201,16,176,1992,844,297,2,339,242,167,92,317,7,0,76,52,13
1/28/2024,1250,951,187,236,15,208,2006,898,493,1,366,291,222,109,316,5,0,78,55,15
1/29/2024,1365,1117,181,347,18,199,1781,979,383,7,303,414,218,97,318,13,0,83,151,15
1/30/2024,1292,1370,187,285,21,254,1272,1049,192,2,232,438,219,114,286,12,0,96,49,20
1/31/2024,1256,909,164,278,10,246,1770,966,155,3,217,310,226,125,352,17,0,97,42,25
2/1/2024,1083,1035,147,257,10,229,2069,989,141,1,217,326,220,101,371,7,0,83,21,24
2/2/2024,1021,1107,153,226,7,201,2158,601,107,0,210,344,197,110,313,8,0,93,34,14
2/3/2024,945,1079,142,134,1,132,2234,528,86,2,224,255,157,53,314,3,0,55,12,4
2/4/2024,755,1138,173,143,0,150,2368,475,101,2,224,281,183,76,297,6,0,60,12,11
2/5/2024,965,1302,233,204,2,195,2536,1020,108,1,194,287,208,89,323,6,0,77,30,11
2/6/2024,1026,988,185,227,0,213,1537,1053,129,1,126,364,197,95,287,13,0,91,31,16
2/7/2024,1075,1368,208,246,4,233,1843,1115,139,2,139,354,220,68,243,10,0,86,33,22
2/8/2024,1183,1103,201,251,3,219,2098,1017,165,3,139,393,264,74,243,11,0,127,28,23
2/9/2024,1367,1262,181,300,3,270,2295,469,218,2,177,414,298,104,267,12,0,103,39,21
2/10/2024,989,863,160,193,1,206,2378,547,1161,0,246,321,261,89,222,4,0,77,29,12
2/11/2024,1074,1065,220,215,1,197,2487,412,1025,3,358,314,284,72,264,4,0,72,33,14
2/12/2024,1576,1255,234,319,2,282,1593,605,411,3,199,430,443,86,347,18,0,99,54,20
2/13/2024,1377,1120,173,275,1,256,1743,662,1559,1,190,412,311,84,232,17,0,120,37,17
2/14/2024,1560,1211,244,311,3,287,1534,410,1693,2,183,406,332,92,326,14,0,115,41,21
2/15/2024,1451,1088,244,331,4,314,1452,576,380,3,177,385,284,89,323,19,0,112,29,21
2/16/2024,1208,903,275,263,0,267,1371,412,499,1,206,389,242,87,288,12,0,104,33,18
2/17/2024,1069,1173,182,230,2,216,1384,350,445,4,256,334,248,67,356,5,0,87,34,11
2/18/2024,940,936,227,214,5,213,1222,318,552,2,220,334,210,64,357,8,0,76,40,15
2/19/2024,1035,1064,362,280,8,286,1031,393,556,1,197,371,256,108,365,11,0,110,41,17
2/20/2024,1335,1079,371,323,2,316,1078,452,653,0,227,423,327,132,443,12,0,122,42,19
2/21/2024,1340,800,236,289,2,264,1242,400,513,2,161,338,263,90,290,13,0,141,30,24
2/22/2024,1071,1041,245,274,1,269,1266,362,598,1,173,385,259,94,376,9,0,109,44,20
2/23/2024,1225,834,194,234,3,238,1838,331,344,0,211,357,288,101,480,11,0,91,35,15
2/24/2024,883,840,235,220,0,214,2115,238,316,5,193,375,252,79,564,8,0,85,31,12
2/25/2024,954,776,300,228,2,227,1779,232,176,2,238,352,250,64,777,12,0,111,37,10
2/26/2024,1451,877,393,329,1,297,1160,358,442,9,384,479,367,83,810,18,0,123,56,14
2/27/2024,1604,1049,413,360,2,333,966,378,324,2,414,481,367,88,806,18,0,154,64,14
2/28/2024,2063,755,412,494,4,412,1265,438,452,2,259,569,547,116,812,21,0,205,60,23
2/29/2024,1748,726,296,393,2,382,1300,378,241,0,181,510,448,71,499,23,0,230,52,23
3/1/2024,1218,418,132,310,1,317,1290,318,148,1,226,429,343,93,454,15,0,98,53,13
3/2/2024,1026,392,198,317,0,305,1286,263,161,1,318,341,279,117,369,10,0,89,81,10
3/3/2024,1171,462,207,259,1,261,1209,299,156,0,272,384,310,127,371,11,0,127,34,16
3/4/2024,1713,2502,294,372,1,367,869,419,214,1,200,479,469,126,360,18,0,119,42,19
3/5/2024,2429,0,282,513,2,479,1027,470,291,0,154,589,538,160,344,22,0,176,60,25
3/6/2024,1563,0,189,349,1,346,1102,313,195,2,161,461,339,134,194,13,0,106,30,22
3/7/2024,1274,0,137,315,0,285,1027,312,162,2,162,425,344,134,215,13,0,131,29,20
3/8/2024,1455,0,149,320,1,335,1058,345,177,0,165,455,498,139,247,13,0,128,32,17
3/9/2024,855,0,117,211,1,214,961,223,101,1,211,326,346,91,254,6,0,77,22,7
3/10/2024,1195,0,129,244,4,266,1033,250,148,3,215,380,428,101,274,9,0,100,18,12
3/11/2024,1715,0,180,313,3,293,934,311,197,0,157,511,468,143,222,15,0,142,23,16
3/12/2024,1414,0,129,292,1,288,1615,337,198,1,162,484,456,132,229,12,0,140,25,20
3/13/2024,1245,0,137,307,5,293,1407,310,171,0,149,479,451,130,369,12,0,117,21,17
3/14/2024,1618,0,138,359,1,339,1875,343,225,1,214,505,474,166,473,11,0,113,23,19
3/15/2024,2050,0,187,355,0,333,1700,377,233,3,207,509,430,198,307,16,0,119,24,23
3/16/2024,1571,0,169,280,0,255,2955,268,175,0,239,424,351,180,308,13,0,97,26,17
3/17/2024,1395,0,185,256,0,237,2832,234,194,0,270,376,344,144,368,10,0,88,28,16
3/18/2024,1335,0,142,285,0,256,5476,261,170,1,467,405,343,166,435,5,0,131,31,22
3/19/2024,2540,0,190,395,0,348,5019,366,229,3,677,554,525,208,593,11,0,137,38,24
3/20/2024,2056,0,155,328,0,304,6200,319,200,0,349,496,372,204,619,12,0,156,31,22
3/21/2024,1490,0,157,231,0,217,6201,243,181,1,313,436,313,164,543,8,0,111,21,18
3/22/2024,1586,0,129,220,0,201,5900,221,142,1,348,366,302,156,577,10,0,105,21,14
3/23/2024,868,0,110,159,1,143,7034,135,112,0,373,297,307,139,548,4,0,78,19,8
3/24/2024,918,0,125,163,1,157,7145,135,123,1,354,311,319,140,552,5,0,74,14,11
3/25/2024,1506,0,129,258,0,231,6321,210,173,0,234,438,354,142,518,10,0,119,24,17
3/26/2024,1259,0,125,222,1,223,5166,204,146,0,227,389,404,142,615,5,0,116,18,21
3/27/2024,2909,0,151,248,0,233,5962,221,271,1,582,433,408,149,675,13,0,123,18,21
3/28/2024,2387,0,147,205,1,194,8938,188,275,1,821,343,325,122,582,5,0,93,16,26
3/29/2024,1933,0,144,179,0,171,7412,222,269,0,821,351,289,131,662,5,0,99,22,17
3/30/2024,1553,0,128,160,0,150,7224,150,252,2,941,310,251,118,579,6,0,81,12,10
3/31/2024,1564,0,147,160,1,160,6064,133,297,1,967,296,300,105,554,5,0,77,15,15
4/1/2024,2044,0,171,224,2,216,5529,236,146,1,882,409,404,133,592,8,0,114,21,17
