Date,dYdX ($),GMX ($),Synthetix ($),SynFutures ($),Perpetual Protocol ($),Lyra ($),Gains Network ($),MUX ($),Level Finance ($),Kwenta ($),Vertex ($),Premia ($),ApolloX ($),Hegic ($),HMX ($),Holdstation ($),Cap ($),Mummy Finance ($),Dopex ($),Metavault.Trade ($)
11/3/2021,1699591.13,102489.6,66472.7,62118.89,102595.43,,6995.58,113552.03,,,,40254.12,,,,,,,,
11/4/2021,1340093.57,186635.1,21544,99012.92,68516.2,,9143.63,68902.66,,,,4545.46,,,,,,,,
11/5/2021,1201353.06,90722.36,18659.8,101088.79,53766.11,,3998.63,65142.91,,,,64817.3,,,,,,,,
11/6/2021,1176100.37,186185.4,2151.73,122179.97,46298.23,,7091.69,37494.58,,,,1403.13,,,,,,,,
11/7/2021,1167753.99,131212.63,7895.15,114750.51,42736.61,,4697.18,38395.08,,,,22904.74,,,,,,,,
11/8/2021,2125612.1,206104.55,14240.16,138528.15,50337.74,,6852.65,91247.56,,,,0,,,,,,,,
11/9/2021,1949747.8,78117.45,14549.64,110412.3,72981.62,,9509.25,66506.21,,,,0,,,,,,,,
11/10/2021,2929699.63,197048.55,204286.65,106653.05,106548.4,,11605.82,85042.17,,,,7316.47,,,,,,,,
11/11/2021,1384153.57,73302.96,87757.09,126032.7,59368.7,,8541.48,56682.99,,,,2428.37,,,,,,,,
11/12/2021,1804704.89,336141.67,29415.03,110183.45,85640.68,,7193.08,111448.42,,,,0,,,,,,,,
11/13/2021,835723.44,40074.75,41553.57,109909.93,40877.7,,3544.36,33510.82,,,,0,,,,,,,,
11/14/2021,946300.85,161182.46,27466.39,134048.87,32444.05,,3694.95,25834.01,,,,0,,,,,,,,
11/15/2021,1564698.8,135889.11,20401.43,119841.87,42229.78,1579.23,10654.76,81074.44,,,,27.79,,,,,,,,
11/16/2021,3119763.09,329124.48,60894.83,100442.23,125548.2,7971.88,12850.47,97435.83,,,,0.03,,,,,,,,
11/17/2021,2158937.38,81863.36,113013.66,108929.05,99273.51,2241.78,5830.27,32790.22,,,,30021.85,,,,,8.58,,,
11/18/2021,2171684.22,171933.24,42889.18,97436.79,122780.99,10.03,8454.13,87022.65,,,,29987.46,,,,,4418.82,,,
11/19/2021,1378475.73,51335.63,53830.93,91940.59,84987.11,106250.4,7435.35,27883.65,,,,24518.52,,,,,4559.66,,,
11/20/2021,1015996.95,89125,18861.24,119145.83,52529.34,108338.96,7059.12,32256.54,,,,5154.5,,,,,5215.58,,,
11/21/2021,1396544.16,44334.38,117296.99,110798.68,43948.26,161204.03,5036.78,22671.64,,,,12316.44,,,,,762.33,,,
11/22/2021,3408105.78,81476.36,156343.86,127552.32,88029.44,53338.19,4876.19,25628.95,,,,0,,,,,3430.41,,,
11/23/2021,5421638.84,100371.69,55665.29,125509.58,87219.64,124493.65,4274.87,22772.52,,,,0,,,,,4105.71,,,
11/24/2021,1608105.32,114796.83,58106.2,162907.73,76176.64,63128.07,5249.6,24431.6,,,,286.77,,,,,4071.04,,,
11/25/2021,1429951.48,142782.8,94448.55,197708.75,71921.18,54440.12,5069.21,19440.41,,,,25.71,,,,,5071.98,,,
11/26/2021,2757139.15,234165.8,20976.05,150331.89,136152.58,113265.35,6966.31,27491.39,,,,12896.97,,,,,22747.5,,,
11/27/2021,999592.05,88365.41,14010.69,105510.7,81172.04,80894.62,3482.08,16841.51,,,,12670.46,,,,,19001.37,,,
11/28/2021,1310740.64,95122.67,25006.97,139522.96,102461.4,38449.77,4076.83,16571.06,,,,14988.59,,,,,10538.82,,,
11/29/2021,958163.72,126018.25,49771.26,143073.89,54691.65,93296.11,3828.22,13761.57,,,,4085.61,,,,,5863.36,,,
11/30/2021,2018250.3,150516.65,23572.17,92959.98,98904.07,60837.43,7307.1,22018.61,,,,2844.09,,,,,20794.28,,,
12/1/2021,1554796.82,152162.32,75240.82,74103.68,89929.22,24677,9170.71,19019.76,,,,99853.35,,,,,6694.09,,,
12/2/2021,1552465.56,176883.8,16414.36,164974.01,73311.88,14888.42,8655.87,16516.6,,,,119546.06,,,,,5940.42,,,
12/3/2021,2034874.6,282245.11,329008.01,162338.02,114807.61,99082.15,19846.05,31414.88,,,,92332.37,,,,,15159.99,,,
12/4/2021,2577381.71,331868.94,26985.16,221941.41,247033.4,104381.62,19371.22,38506.31,,,,57813.3,,,,,55580.52,,,
12/5/2021,1231010.67,72660.14,23734.48,177464.49,140660.42,33016.54,17803.67,20053.04,,,,20408.57,,,,,14716.77,,,
12/6/2021,1682681.93,91954.83,75316.92,186742.55,167431.98,42299.96,16839.32,29405.63,,,,82499.55,,,,,18231.46,,,
12/7/2021,604378.47,66483.82,51042.4,173766.56,99551.12,49404.44,17746.01,15169.56,,,,74180.87,,,,,6580.94,,,
12/8/2021,762896.29,127427.73,85950.03,182896.81,118043.63,50683.96,8411.62,19007.25,,,,33138.9,,,,,4441.73,,,
12/9/2021,1076900.14,91884.68,8006.89,188984.04,128253.43,17992.69,17719.38,12598.95,,,,59302.28,,,,,8262.76,,,
12/10/2021,1213836.39,88766.15,92229.24,163374.12,120418.97,74528.25,17534.66,13992.4,,,,169710.34,,,,,34105.74,,,
12/11/2021,834496.95,59291.95,74664.64,135528.77,84813.05,475498.6,9973.23,7566.49,,,,62712.64,,,,,10746.94,,,
12/12/2021,504704.41,83590.29,23281.05,150411.19,46708.18,69902.18,10371.87,6547.98,,,,61706.93,,,,,2679.74,,,
12/13/2021,1403605.17,168237.9,102596.7,199807.49,121464.45,166892.16,13608.44,8170.87,,,,30048.81,,,,,24475.15,,,
12/14/2021,865326.91,93821,114447.76,217799.33,102582.45,43444.56,10393.1,4863.19,,,,23225.1,,,,,13468.34,,,
12/15/2021,1377599.02,151265.64,12622.53,138887.21,118987.92,79929.43,10731.72,6136.03,,,,27672.06,,,,,14971.91,,,
12/16/2021,945706.3,90988.06,17396.16,187876.93,75433.68,63188.31,9367.49,1270.49,,,,4506.12,,,,,4760.65,,,
12/17/2021,1271115.41,123322.37,58740.39,136315.44,118730.22,156107.58,15707.8,1729.13,,,,16478.24,,,,,22017.28,,,
12/18/2021,703228.84,78381.02,18309.58,149950.59,79655.13,55711.05,12001.48,3631.82,,,,41192.4,,,,,15100.26,,,
12/19/2021,794048.15,74648.04,16190.42,117547.63,61202.08,26967.75,11988.35,2324.75,,,,29119.76,,,,,9677.33,,,
12/20/2021,1569116.9,113124.17,24052.1,183310.39,89756.68,85810.79,8958.85,1698.21,,,,45411.55,,,,,32390.02,,,
12/21/2021,1246176.26,59006.09,16185.01,206112.08,63023,34862.09,30857.74,1262.8,,,,6831.74,,,,,17594.21,,,
12/22/2021,715725,72641.29,16218.47,172017.84,76017.93,65212.73,43770.01,1535.55,,,,40010.66,,,,,12170.38,,,
12/23/2021,820650.24,149690.61,23983.9,183719.17,84043.27,20350.15,36490.31,1444.43,,,,3749.89,,,,,37869.49,,,
12/24/2021,728434.54,61262.61,30701.2,151317.23,64739.38,60483.07,31609.01,1496.12,,,,44448.52,,,,,4265.78,,,
12/25/2021,596752.42,40902.63,3401.32,170212.24,44144.45,22610.14,12772.17,489.6,,,,11192.81,,,,,6687.65,,,
12/26/2021,594708.97,47174.17,26984.86,144874.85,48963.92,42332.94,21363.24,2114.75,,,,43635.45,,,,,4753.89,,,
12/27/2021,661374.48,68284.03,13823.08,156436.9,55685.05,38062.33,21104.32,981.07,,,,103325.92,,,,,1813.11,,,
12/28/2021,1175299.81,196820.49,13617.33,190256.12,113063.45,76728.64,17379.86,2196.91,,,,53177.61,,,,,20891.2,,,
12/29/2021,1180594.18,165675.45,73589.21,144232.27,101233.6,25372.24,19790.21,2410.1,,,,25365.87,,,,,8892.87,,,
12/30/2021,735237.87,60175.2,69902,123437.29,74489.32,38493.28,13273.63,3202.19,,,,31520.61,,,,,1676.23,,,
12/31/2021,946800.34,100949.1,22710.31,83184.4,83345.46,72537.59,26902.21,3743.71,,,,43339.66,,,,,3369,,,
1/1/2022,650478.65,69323.34,4258.12,73917.56,54684.93,29998.39,6653.47,1331.95,,,,32442.01,,,,,313.37,,,
1/2/2022,662035.72,59230.72,2110.19,88579.77,54839.18,8130.23,17051.02,1328.45,,,,49100.06,,,,,83.6,,,
1/3/2022,664818.48,267964.06,47650.53,74637.15,84518.16,29457.98,29548.55,1568.31,,,,14605.99,,,,,4850.21,,,
1/4/2022,878223,206343.87,17271.94,38778.45,84776.73,14706.14,16452.3,1752.64,,,,27916.84,,,,,611.46,,,
1/5/2022,1357673.89,530863.84,50748.68,27050.6,146739.24,36869.51,12929.01,6720.92,,,,31267.06,,,,,34646.95,,,
1/6/2022,1120344.41,321210.79,86143.43,54901.75,130983.52,10099.79,11406.7,880,,,,187524.07,,,,,11793.9,,,
1/7/2022,1409895.29,413426.68,40470.04,107875.92,194918.53,189090.08,28401,6237.56,,,,36032.21,,,,,21144.07,,,
1/8/2022,815866.44,275725.78,27930.86,113437.63,120471.99,219037.22,22330.62,4084.43,,,,87358.9,,,,,15105.46,,,
1/9/2022,585728.73,172334.31,13652.39,81452.28,75844.7,94638.62,16291.79,1117.61,,,,7389.41,,,,,145.21,,,
1/10/2022,987662.02,408051.77,15917.05,130909.72,133021.93,119635.42,29974.62,4602.52,,,,112203.13,,,,,8997.6,,,
1/11/2022,601605.81,407812.23,49229.5,127025.29,73435.9,60399.12,30217.33,1116.68,,,,32819.75,,,,,29.21,,,
1/12/2022,538072.39,329842.47,58377.39,113214.27,65751.3,90478.32,32956.23,1551.41,,,,38897.9,,,,,70.25,,,
1/13/2022,753505.74,260117.06,29533.39,169873.34,90143.46,67135.43,44644.36,2724.81,,,,17743.3,,,,,216.9,,,
1/14/2022,628420.81,288029.6,33652.34,114080.65,79756.77,89788.03,56137,442.2,,,,25530.82,,,,,501.2,,,
1/15/2022,293211.7,269647.74,5192.34,103523.9,48246.99,65220.6,31827.97,639.54,,,,5105,,,,,1328.12,,,
1/16/2022,317202.7,234916.39,4596.99,87304.39,46516.47,49582.27,19001.77,633.09,,,,9979.99,,,,,141.07,,,
1/17/2022,1290045.89,504587.32,61521.68,124175.48,68547.31,85468.4,46757.65,1343.84,,,,47820.44,,,,,2289.91,,,
1/18/2022,2207580.67,423671.31,18338.65,139573.41,86806.49,70578.94,51819.92,501.34,,,,11143.15,,,,,974.26,,,
1/19/2022,351438.3,273861.4,18971.88,75946.7,93007.44,35251.43,44531.14,973.34,,,,51240.71,,,,,260.1,,,
1/20/2022,384205.34,457034.48,19048.81,117058.7,101595.44,47123.82,51402.38,1117.89,,,,35029.92,,,,,10793.96,,,
1/21/2022,1029340.19,856643.1,127633.43,92349.18,322740.57,537260.9,36231.25,8716.36,,,,91351.99,,,,,29088.31,,,
1/22/2022,848511.38,609694.11,48950.1,118928.12,589680.37,270722.68,49665.2,13339.6,,,,58746.78,,,,,32761.5,,,
1/23/2022,434322.9,320897.41,22547.19,123215.8,247905.7,86545.57,38010.64,909.38,,,,20441.83,,,,,5650.25,,,
1/24/2022,766635.08,645785.52,56406.93,145235.18,361791.67,125294.4,80048.44,3165.67,,,,52164.02,,,,,33479.37,,,
1/25/2022,339091.47,460470.11,17527.5,112601.95,160550.32,57688.09,19227.78,2091.94,,,,25800.21,,,,,15306.63,,,
1/26/2022,539437.34,480278.35,125339.55,74227.22,194749.52,156671.17,53372.59,4912.97,,,,23227.11,,,,,11086.1,,,
1/27/2022,459297.03,257987.27,44323.94,74237.95,173954.31,30091.86,20747.97,948.99,,,,11873.72,,,,,7649.68,,,
1/28/2022,319799.56,294206.72,84588.16,78737.9,160860.26,56335.17,30710.2,2548.33,,,,21753.52,,,,,8702.84,,,
1/29/2022,224155.01,221159.04,103171.97,104588.94,88188.38,18160.52,40830.16,1215.52,,,,20078.8,,,,,1283.55,,,
1/30/2022,166097.31,137728.37,8387.05,101764.16,80475.42,13056.65,21380.87,1638.69,,,,24276.06,,,,,1474.39,,,
1/31/2022,282086.73,299605.4,136403.78,96398.77,112300.07,61271.96,56254.13,1168.1,,,,10107.94,,,,,2433.12,,,
2/1/2022,280078.09,379611.76,88986.67,87589.25,117966.1,27819.82,54604.15,2009.56,,,,13655.67,,,,,1013.28,,,
2/2/2022,307591.7,420841.1,19789.94,111743.71,113248.06,20073.6,42369.14,561.72,,,,15141.02,,,,,3096.71,,,
2/3/2022,265427.56,189572.6,17163.38,114258.14,107605.68,13796.77,64786.86,1415.63,,,,8548.02,,,,,2396.55,,,
2/4/2022,406956.28,368214.96,71620.07,116850.19,106808.73,0,36454.39,1817.35,,,,57755.83,,,,,6110.46,,,
2/5/2022,261499.25,254400.92,77403.53,104001.41,87818.94,85920.97,45608.48,429.03,,,,39427.46,,,,,1526.4,,,
2/6/2022,197842.67,125641.37,15013,75605.86,69863.87,46328.45,33568.9,1153.87,,,,28929.15,,,,,841.16,,,
2/7/2022,440221.86,429254.4,93533.76,92799.85,100914.28,56100.78,42790.06,3958.89,,,,36379.13,,,,,1273.89,,,
2/8/2022,655633.89,303272.02,35361.37,115052.64,141614.59,66648.55,32592.69,1071.81,,,,8334.63,,,,,818.41,,,
2/9/2022,486607.19,202762.98,34466.8,99477.01,75718.42,60233.57,25682.95,497.4,,,,40846.32,,,,,7105.57,,,
2/10/2022,769811.23,433952.5,46508.69,104152.08,131049.8,88469.66,50241.69,1069.09,,,,32595.02,,,,,102.16,,,
2/11/2022,917773.84,388562.8,66894.33,117992.29,132452.19,159584.12,26196.65,1342.54,,,,158031.75,,,,,38.3,,,
2/12/2022,537799.25,219038.51,56887.02,82760.32,100059.49,55544.33,17839.26,784.16,,,,32825.75,,,,,0,,,
2/13/2022,770395.42,199117.17,8565.74,88119.84,69239.32,52911.99,13783.93,179.1,,,,13484.64,,,,,0,,,
2/14/2022,1134286.87,203803.88,36449.64,96236.79,87832.26,87260.65,19510.74,319.43,,,,14532.29,,,,,0,,,
2/15/2022,3395609.58,149629.39,83427.95,81806.97,81131.11,48443.52,23802.32,877.61,,,,6374.92,,,,,0,,,
2/16/2022,418373.59,140269.21,27777.48,97674.78,92659.54,62176.72,28276.4,165.08,,,,31134.46,,,,,0,,,
2/17/2022,617147.42,95240.73,42712.83,79320.27,146189.36,64576.98,26753.29,4338.68,,,,8266.92,,,,,0.04,,,
2/18/2022,473434.22,81761.74,62897.71,100452.56,119083.87,248197.68,15951.1,2243.59,,,,16980.56,,,,,0,,,
2/19/2022,235821.8,81956.66,19947.96,104886,72324.47,89078.08,9542.36,445.56,,,,19494.31,,,,,0,,,
2/20/2022,355808.59,188077.7,14092.9,82768.08,115917.54,103378.27,11000.44,666.98,,,,4353.3,,,,,540.05,,,
2/21/2022,639816.46,232811.68,10712.72,110138.34,211287.33,225225.03,16786.31,3194.61,,,,25369.47,,,,,1414.78,,,
2/22/2022,526182.22,286086.09,20044.6,109954.48,176256.42,319584.97,16933.16,262.78,,,,59066.89,,,,,9438.14,,,
2/23/2022,387267.98,193243.54,38209.9,92930.3,143780.05,275911.72,15074.25,52.1,,,,14520.64,,,,,898.22,,,
2/24/2022,877156.28,991275.16,86715.16,75609.69,388403.45,592505.42,57583.31,1191.58,,,,52452.42,,,,,18570.48,,,
2/25/2022,476609.03,338038.53,99606.84,91643.79,206958.93,143565.15,96958.89,11.41,,,,21560.8,,,,,1186.92,,,
2/26/2022,293111.07,279909.65,11016.73,53317.24,159643.22,29603.73,14314.06,146.08,,,,30646.49,,,,,302.19,,,
2/27/2022,430651.52,349662.64,23898.43,90249.5,176917.03,78537.36,17513.5,136.99,,,,13401.54,,,,,1087.06,,,
2/28/2022,557606.01,462020.37,88790.45,79556.43,217640.94,68013.08,52241.22,612.21,,,,22754.23,,,,,1814.15,,,
3/1/2022,516367.21,340824.98,18605.76,103375.88,157014.18,63420.4,11618.91,2024.83,,,,25098.58,,,,,4588.16,,,
3/2/2022,359351.26,448192.88,45011.16,71023.17,146921.77,20860.21,8999.58,110.53,,,,1137.23,,,,,1716.55,,,
3/3/2022,320970.74,555939.93,7860.6,124408.1,92914.3,101.42,50121.97,257.07,,,,1162.58,,,,,124.42,,,
3/4/2022,388502.24,399133.17,204680.72,86720.37,116379.7,37789.83,173338.14,44.13,,,,31155.69,,,,,2581.2,,,
3/5/2022,206693.08,124036.83,28172.11,53302.17,60633.07,81788.03,87788.6,1.03,,,,13466.44,,,,,293.05,,,
3/6/2022,228508.55,475130.54,31911.76,123946.89,80900.15,102286.39,61737.06,1197.16,,,,6439.96,,,,,963.42,,,
3/7/2022,400463.91,385650.97,45715.65,73238.46,112943.86,109280.75,37303.74,849.54,,,,38234.87,,,,,17329.98,,,
3/8/2022,469638.2,290610.49,37770.22,82264.05,111896.08,125603.66,14087.25,765.74,,,,3791.32,,,,,511.29,,,
3/9/2022,468892.34,341844.33,41989.5,91888.12,97913.1,180351.98,50507.56,3227.66,,,,70305.71,,,,,2104.11,,,
3/10/2022,619753.06,421450.66,46393,50707.62,115396.53,104910.4,104993.53,248.69,,,,22023.98,,,,,1789,,,
3/11/2022,797633.39,343075.18,29914.67,70418,101545.14,240163.03,12907.73,216.95,,,,10347.01,,,,,409.94,,,
3/12/2022,422950.06,82282.44,2788.75,88361.4,43723.77,26360.78,10324.57,31,,,,7785.82,,,,,0,,,
3/13/2022,726496.49,115881.5,7802.91,67671.22,53526.01,35335.53,17364.37,414.5,,,,3261.83,,,,,2609.63,,,
3/14/2022,1370703.27,169957.09,32555.41,48747.95,67924.48,43885.95,25917.94,87.43,,,,3016.6,,,,,3113.37,,,
3/15/2022,1641240.08,115708.62,21517.58,36738.41,71819.4,31221.33,38666.23,21.76,,,,6936.51,,,,,538.81,,,
3/16/2022,704871.35,296896.42,37426.08,69544.66,130527.2,104754.85,83009.37,1115.38,,,,63511.51,,,,,673.22,,,
3/17/2022,317345.24,174243.12,23992.97,60414.33,71910.77,95041.01,77625.29,271.46,,,,4886.49,,,,,1144.05,,,
3/18/2022,444195.79,317290.95,54355.22,83009.88,75766.08,42573.44,57575.06,149.33,,,,34939.93,,,,,3082.45,,,
3/19/2022,231418.32,165876.07,13937.39,62908.92,65668.7,63954.13,46146.18,27.98,,,,32044.3,,,,,650.5,,,
3/20/2022,240498.18,94853.84,19925.45,71973.28,64803.01,24699.06,78906.07,318.01,,,,2988.4,,,,,408.9,,,
3/21/2022,394664.52,194398.65,54518.13,98197.81,72447.56,15975.49,43607.53,131.14,,,,3868.37,,,,,255.9,,,
3/22/2022,400931.12,671897.11,27689.26,76336.93,70617.47,20440.26,121263.49,948.71,,,,42584.35,,,,,555.3,,,
3/23/2022,286294.26,325621.32,42309.56,74867.96,86481.55,23163.73,63592.33,24.66,,,,36892.86,,,,,2656.69,,,
3/24/2022,372235.41,378702.76,28137.89,81411.5,105674.12,51777.11,63091.78,167.48,,,,2339.02,,,,,3378.53,,,
3/25/2022,354108.52,243890.43,63797.17,53939.75,100218.42,65404.62,90905.5,675.93,,,,5861.16,,,,,4499.59,,,
3/26/2022,147819.63,164671.05,114154.06,44862.63,58108.97,23585.71,31157.77,7.54,,,,11761.81,,,,,80,,,
3/27/2022,244411.32,261518.17,170063.96,61444.07,78130.94,49795.23,72173.7,379.05,,,,8195.47,,,,,1519.74,,,
3/28/2022,446485.88,249539.25,316601.21,83326.84,126953.01,50658.13,96014.58,111.93,,,,26737.55,,,,,3178.65,,,
3/29/2022,456531.16,275651.12,45916.49,75336.53,169664.73,65325.35,43517.46,9.27,,,,8557.53,,,,,1660.35,,,
3/30/2022,428922.93,234046.37,204542.21,69111.72,181417.11,62382.61,31963,2.36,,,,4020.6,,,,,3959.22,,,
3/31/2022,484027.89,391994.26,49260.96,59357.97,193860.01,796.49,73104.4,22.9,,,,7754.68,,,,,5829.7,,,
4/1/2022,523613.73,457714.6,383872.56,85611.4,191065.74,39806.44,63858.43,48.59,,,,7073.75,,,,,1305.77,,,
4/2/2022,437445.62,431509.91,57627.04,74635.8,184100.53,146906.64,40978.28,2.91,,,,16609.3,,,,,248.76,,,
4/3/2022,342708.4,329872.37,21435.6,53859.14,132999.15,55601.98,40230.2,3.8,,,,828.23,,,,,225.61,,,
4/4/2022,514757.02,520938.5,47174.85,56636.6,144761.2,61489.68,69875.09,0.65,,,,10241.2,,,,,4649.82,,,
4/5/2022,660336.17,351874.28,39050.71,73026.87,127585.24,64953.72,77255.77,3.98,,,,5588.91,,,,,4412.79,,,
4/6/2022,778613.96,395697.49,62127.26,85839.22,265835.95,141292.46,45018.4,33.77,,,,18940.31,,,,,2342.96,,,
4/7/2022,547120.72,339827.49,41022.2,94067.53,164452,78299.98,37217.55,38.58,,,,27090.97,,,,,113.43,,,
4/8/2022,905729.61,517795.21,122304.53,85007.56,165354.21,86635.31,39610.83,10,,,,22712.73,,,,,723.7,,,
4/9/2022,543471.1,288962.95,9951.67,72766.13,96562.74,20767.24,23761.93,1.34,,,,27683.4,,,,,0,,,
4/10/2022,395970.55,397604.54,89140.97,89940.93,80922.54,26915.29,17836.74,0.91,,,,15919.82,,,,,1063.06,,,
4/11/2022,1057421.94,606239.91,294437.27,68945.57,159174.99,137008.9,75711.34,47.67,,,,48933.1,,,,,9019.49,,,
4/12/2022,2115387.98,363978.37,123187.46,70226.04,131670.68,153742.69,52953.84,70.23,,,,13649.88,,,,,1097.71,,,
4/13/2022,512744.17,314267.98,95241.15,89819.2,103993.68,29187.66,37188.28,56.3,,,,6312.85,,,,,1268.36,,,
4/14/2022,354081.22,320488.02,164231.3,67491.32,92099.37,19049.8,32548.77,34.76,,,,5498.52,,,,,634.62,,,
4/15/2022,282540.62,144991.99,57295.07,69291.38,74781.88,42840.05,13783.37,1.12,,,,15302.82,,,,,0,,,
4/16/2022,199169.89,131775.11,11118.75,98620.43,46112.22,18421.18,23103.68,72.4,,,,6080.78,,,,,116.53,,,
4/17/2022,239484.98,82085.39,16073.55,84771.21,63353.72,38456.09,12362.83,2.7,,,,14896.97,,,,,643.13,,,
4/18/2022,482991.74,297269.09,112382.1,116063.44,102725.85,61736.37,15907.77,36.99,,,,32381.28,,,,,3934.6,,,
4/19/2022,388043.2,138897.34,39105.54,83650.65,94664.01,13513.52,30636.01,4.34,,,,5234.58,,,,,115.44,,,
4/20/2022,586162.88,107818.16,403582.27,137887.59,114290.34,12388.92,22740.37,0.04,,,,12519.86,,,,,281.17,,,
4/21/2022,627980.41,214969.36,228200.25,113506.53,123040.31,16598.94,31112.35,3.39,,,,23040.39,,,,,1569.18,,,
4/22/2022,448268.61,80200.94,36637.25,184598.47,122383.2,51295.38,26805.46,2.49,,,,3761.11,,,,,59.24,,,
4/23/2022,225824.34,84124.14,13293.91,186209.47,84832.9,19237.59,13160.7,0.24,,,,5962.92,,,,,103.07,,,
4/24/2022,275997.9,99424.15,155161.31,167461.1,77310.81,35620.58,15184.73,5.61,,,,4594.46,,,,,2.6,,,
4/25/2022,748961.81,321114.22,165113.78,151371.43,124335.62,75422.32,36243.78,4.17,,,,2215.55,,,,,47349.14,,,
4/26/2022,686871.08,157782.91,33608.77,206382.7,124206.3,34402.05,26022.34,2.31,,,,6491.87,,,,,10256.56,,,
4/27/2022,485228.98,171407.09,18798.87,143388.05,110681.58,17860.15,20782.86,5.57,,,,5734.72,,,,,216.17,,,
4/28/2022,605547.51,153343.81,182051.19,180867.12,114839.36,2341.24,27903.6,2.33,,16.79,,9945.36,,,,,2616.41,,,
4/29/2022,480490.68,124747.66,138708.29,163716.62,108633.38,18373.2,35002.15,11.32,,9153.7,,43894.46,,,,,1963.92,,,
4/30/2022,367799.79,160547.52,18945.11,124669.12,112580.33,167238.45,74126.21,1.66,,6496.6,,38866.88,,,,,6297.27,,,
5/1/2022,424916,209432.33,35856.11,103077.81,95417.68,33933.99,63080.08,0.84,,3841.93,,30727.71,,,,,795.75,,,
5/2/2022,421556.04,250348.24,26605.86,160255.69,105904.83,56304.66,64556.6,2.12,,3131.45,,20468.03,,,,,864.05,,,
5/3/2022,325485.96,115907.13,17255.98,99390.08,82824.7,55547.35,45855.51,7.13,,2044.89,,29085.81,,,,,0,,,
5/4/2022,490193.98,217669.56,38015.27,151053.45,113274.84,74484.97,40322.33,2.88,,3172.22,,77736.8,,,,,406.87,,,
5/5/2022,764759.02,462736.25,42300.12,136559.64,141981.76,78916.28,40086.44,177.32,,5216.16,,61743.4,,,,,2138.35,,,
5/6/2022,585960.05,144421.01,38872.58,147366.78,123288.61,118769.39,21752.18,24.29,,4714.88,,39552.83,,,,,8042.83,,,
5/7/2022,357078.46,167567.82,6716.06,184921.34,83364.45,56105.54,23691.9,3.58,,1724.84,,48513.8,,,,,928.56,,,
5/8/2022,685879.72,375268.03,46845.24,112319.44,108073.2,116420.97,27905.43,59.25,,5265.57,,29697.14,,,,,2200.34,,,
5/9/2022,2115041.96,709166.24,352410.97,92962.76,227716.43,400410.84,63530.13,491.68,,5531.57,,256904.53,,,,,84363.81,,,
5/10/2022,1484489.57,655495.82,88173.46,165082.19,279931.85,192002.71,71004.51,722.79,,7184.54,,122170.81,,,,,2484.65,,,
5/11/2022,998069.14,1047039.2,109600.46,148991.7,529970.8,226173.44,94557.02,832.86,,15420.56,,232352.66,,,,,3414.68,,,
5/12/2022,828953.92,880839.39,219545.53,146423.26,354277.03,161293.03,69118.96,159.82,,11967.98,,95627.05,,,,,14960.94,,,
5/13/2022,304282.39,224831.08,54152.5,135958.18,163046.71,127223.33,2551.96,14.92,,5405.51,,29106.76,,,,,846.34,,,
5/14/2022,157048.82,88066.08,5749.5,125160.76,64091.19,83722.79,11155.19,26.78,,2573.96,,7842.72,,,,,128.46,,,
5/15/2022,143278.56,87211.54,40527.42,198602.53,41339.45,17360.72,35345.44,320.59,,2337.48,,9983.75,,,,,298.06,,,
5/16/2022,260818.76,234363.48,27123.14,186297.61,73498.07,27920.09,35285.3,6.61,,2326.87,,63288.6,,,,,471.7,,,
5/17/2022,218741.71,187197.88,20455.4,157287.13,26065.71,13106.12,25070.58,3.2,,887.88,,12116.16,,,,,990,,,
5/18/2022,248513.43,206772.33,37665.02,147927.16,28325.84,23672.33,38008.69,0.62,,2790.02,,5022.29,,,,,887.35,,,
5/19/2022,240059.89,241957.03,59995.64,164378.77,32118.64,21064.17,11447.53,9.8,,5728.16,,33849.81,,,,,326.9,,,
5/20/2022,202073.14,181706.28,54764.82,172024.8,29581.24,55905.23,30091.89,10.77,,7851.29,,15319.53,,,,,250.4,,,
5/21/2022,90037.56,57347.77,17396.96,195311.28,19898.78,29458.76,4727.96,0,,1204.01,,21701.16,,,,,0.13,,,
5/22/2022,113731.24,113243.17,35632.54,148200.43,18310.15,20394.29,9773.5,2.26,,2873.01,,16694.42,,,,,463.28,,,
5/23/2022,192069.39,238755.41,64109.56,192605.44,30965.98,11268.47,13762.75,2.28,,9174.32,,16466.32,,,,,475.8,,,
5/24/2022,184644.95,161712.66,49428.27,215086.06,31003.73,14833.92,24115.92,1.39,,1553.6,,8383.41,,,,,18.24,,,
5/25/2022,160193.85,193287.99,19254,189901.79,22574.6,3448.83,15100.33,9.99,,2152.58,,47603.84,,,,,325.55,,,
5/26/2022,268560.26,480456,40898.54,160221.34,40620.34,11486.65,36764.28,45.7,,23785.4,,81599.82,,,,,5042.53,,,
5/27/2022,258324.9,381890.76,73737.33,212663.98,49499.95,0,19719.59,18.29,,11825.63,,57217.49,,,,,841.45,,,
5/28/2022,97173.11,86394.51,14923.31,177961.57,21138.67,50293.61,5788.96,4.78,,2322.26,,6672.3,,,,,112.81,,,
5/29/2022,91984.83,189106.8,9713.12,244703.08,15873.48,33326.6,8406.98,2.22,,3554.87,,70578.06,,,,,1389.96,,,
5/30/2022,225237,376542.03,62997.62,229549.15,30354.55,64932.07,15218.53,15.32,,8919.55,,11237.67,,,,,2592.05,,,
